,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2021-03-18,525.46,527.36,508.6817,508.9,508.9,7354702,0.0000,1.0,529.5114,527.3872,45.1264,77.6439,58.2760,0.6753,-9.7469,-10.4222,18.8123,-40.4341,5.0000,60.0000,529.5114,465.1441,593.8787,993325815.9236,3277587718.0000
2021-03-17,521.59,538.13,519.58,533.65,533.65,6096605,0.0000,1.0,533.7149,529.3333,49.5215,89.5817,86.3713,1.3070,-9.2841,-10.5910,18.8227,-8.7848,0.0000,65.0000,533.7149,464.4840,602.9458,1000508603.8365,3284942420.0000
2021-03-16,534.26,540.5,524.67,531.65,531.65,6803240,0.0000,1.0,536.8349,528.8789,49.1412,88.2923,88.2843,-0.1605,-11.0782,-10.9178,19.0668,-11.3552,0.0000,70.0000,536.8349,462.4635,611.2063,997356774.0818,3278845815.0000
2021-03-15,514.59,528.27,510.685,527.65,527.65,5563011,0.0000,1.0,540.9031,528.5872,48.4027,82.3245,94.0895,-2.1258,-13.0034,-10.8776,19.4354,-37.8549,5.0000,75.0000,540.9031,459.5386,622.2676,998160441.7255,3272042575.0000
2021-03-12,505.93,515.55,503.6,514.24,514.24,6099099,0.0000,1.0,544.4335,528.6858,45.9008,63.8319,82.5030,-4.5181,-14.8643,-10.3462,19.4705,-64.6858,10.0000,80.0000,544.4335,459.6212,629.2459,992989704.4611,3266479564.0000
2021-03-11,518.0,521.85,509.38,519.74,519.74,7497857,0.0000,1.0,549.2133,530.2064,46.7847,45.9729,70.3810,-6.4412,-15.6578,-9.2167,19.1145,-60.3325,15.0000,85.0000,549.2133,461.0380,637.3886,988227813.7774,3272578663.0000
2021-03-10,513.62,519.2,498.3,498.73,498.73,9609414,0.0000,1.0,552.7454,531.3082,42.7865,28.2380,38.6118,-9.3965,-17.0029,-7.6064,18.8481,-87.6434,20.0000,90.0000,552.7454,463.9185,641.5723,983267322.9795,3265080806.0000
2021-03-09,485.21,504.67,482.37,500.81,500.81,13045638,0.1600,1.0,556.3263,534.7374,43.0910,21.0089,28.9259,-11.0760,-16.3333,-5.2573,18.4873,-116.6020,25.0000,95.0000,556.3263,470.7847,641.8678,992481325.6857,3274690220.0000
2021-03-08,498.0,498.85,462.66,463.73,463.581893726,13577792,0.0000,1.0,560.1540,538.3088,35.2566,14.7740,17.1763,-12.9645,-15.4527,-2.4883,17.6548,-178.2706,30.0000,100.0000,560.1540,478.1121,642.1959,983951935.4597,3261644582.0000
2021-03-05,502.0,502.0,467.17,498.46,498.300801645,13570971,0.0000,1.0,564.1483,546.1747,40.1541,16.1123,16.9244,-11.0664,-10.3136,0.7529,16.5842,-177.4343,35.0000,100.0000,564.1483,494.4524,633.8442,996726840.6158,3275222374.0000
2021-03-04,512.03,519.0,483.35,494.81,494.651967383,14333629,0.0000,1.0,566.5530,551.2141,39.3124,20.3801,10.2213,-10.6586,-7.1391,3.5195,15.5228,-178.9948,40.0000,100.0000,566.5530,503.0688,630.0372,985914482.1530,3261651403.0000
2021-03-03,537.05,538.06,511.95,512.19,512.026416552,9439757,0.0000,1.0,568.8728,557.1680,41.9833,25.7635,21.1911,-8.7962,-2.6121,6.1841,14.6502,-142.2858,45.0000,100.0000,568.8728,513.1513,624.5942,991032773.7990,3275985032.0000
2021-03-02,556.0,556.82,535.84,536.25,536.078732259,6602853,0.0000,1.0,570.3763,561.9198,46.1027,29.0015,29.7279,-6.9481,1.4351,8.3832,14.2346,-82.9632,50.0000,0.0000,570.3763,519.4555,621.2970,1000298992.5621,3285424789.0000
2021-03-01,555.0,557.0,542.1299,553.67,553.493168653,8829575,0.0000,1.0,570.0379,564.6399,49.4392,31.0648,26.3715,-5.9893,4.1309,10.1202,14.3098,-53.7743,55.0000,5.0000,570.0379,518.1296,621.9462,1006643774.0912,3292027642.0000
2021-02-26,550.1,554.18,534.44,548.58,548.404794299,12468975,0.0000,1.0,568.3344,565.8132,48.4027,34.0561,30.9050,-5.8789,5.7386,11.6175,14.5380,-61.0503,60.0000,10.0000,568.3344,512.2945,624.3743,1001768777.0360,3283198067.0000
2021-02-25,561.8167,574.99,528.65,532.3,532.129993812,20304906,0.0000,1.0,567.0079,567.6457,44.9750,33.5367,35.9180,-4.8621,8.2252,13.0872,14.6970,-56.5881,65.0000,0.0000,567.0079,507.9678,626.0479,996374397.7810,3270729092.0000
2021-02-24,564.91,580.27,550.24,579.96,579.774772142,11207977,0.0000,1.0,566.2286,571.3842,55.1675,30.3263,35.3452,-1.3664,12.9364,14.3028,14.8644,11.6754,70.0000,5.0000,566.2286,504.9971,627.4601,1013480645.7358,3291033998.0000
2021-02-23,563.01,569.55,535.58,565.68,565.499332894,9794483,0.0000,1.0,564.1018,570.5009,52.0760,33.0649,29.3470,-0.7341,13.9103,14.6443,15.5403,-16.8215,75.0000,10.0000,564.1018,501.9520,626.2516,1002504068.8602,3279826021.0000
2021-02-22,590.99,605.33,573.0,574.23,574.046602192,8041814,0.0000,1.0,563.1246,571.0274,54.2019,43.6086,26.2868,1.5767,16.4046,14.8279,15.9655,49.0095,80.0000,15.0000,563.1246,500.4808,625.7684,994941240.2147,3289620504.0000
2021-02-19,600.98,607.0799,593.868,597.06,596.869310737,6793103,0.0000,1.0,561.8385,570.7096,60.4631,60.4008,43.5610,4.0456,18.4793,14.4337,16.1524,90.2014,85.0000,20.0000,561.8385,499.0884,624.5886,1002371150.0255,3297662318.0000
2021-02-18,589.16,594.93,583.0,593.16,592.970556321,5852020,0.0000,1.0,559.7212,567.9560,59.7078,76.3235,60.9779,5.1125,18.5348,13.4223,15.5895,79.8756,90.0000,25.0000,559.7212,499.0177,620.4247,1005881820.5551,3290869215.0000
2021-02-17,606.84,608.9407,591.2,596.24,596.049572629,6786368,0.0000,1.0,556.7956,565.3228,60.5761,85.8508,76.6635,6.5889,18.7330,12.1442,15.2912,113.4625,95.0000,30.0000,556.7956,497.1533,616.4379,1001766275.8940,3296721235.0000
2021-02-16,602.57,614.9,598.0,613.21,613.014152744,8048988,0.0000,1.0,553.0353,562.0884,65.5668,89.6384,91.3291,7.9031,18.4001,10.4969,14.6483,162.5285,100.0000,35.0000,553.0353,494.2903,611.7804,1004696731.2500,3303507603.0000
2021-02-12,602.0,611.6455,591.0,598.45,598.258866798,9368937,0.0000,1.0,548.0954,556.7278,63.0515,88.3485,89.5599,7.4590,15.9802,8.5212,13.6875,175.8426,100.0000,40.0000,548.0954,493.9173,602.2735,998257540.8499,3295458615.0000
2021-02-11,599.21,610.89,597.0,610.03,609.835168373,11270693,0.0000,1.0,544.5745,552.3562,66.6820,84.9669,88.0262,7.5050,14.1614,6.6564,12.7455,241.6164,100.0000,45.0000,544.5745,494.9312,594.2178,1000864851.2824,3304827552.0000
2021-02-10,578.53,596.2,573.655,590.57,590.381383516,12047762,0.0000,1.0,541.1376,546.3057,63.3092,82.0630,87.4594,5.6751,10.4553,4.7802,11.5074,226.6941,100.0000,50.0000,541.1376,501.5417,580.7335,990989809.2517,3293556859.0000
2021-02-09,573.625,583.33,568.9,570.53,570.347783899,7128078,0.0000,1.0,538.5794,541.6662,59.2762,75.3426,79.4150,4.1923,7.5537,3.3614,10.5069,210.6137,100.0000,55.0000,538.5794,506.0617,571.0972,984959248.4099,3281509097.0000
2021-02-08,549.0886,578.95,549.0886,577.55,577.365541849,10865571,0.0000,1.0,537.2963,538.6471,61.5268,74.7654,79.3146,3.4668,5.7801,2.3133,9.7507,205.8129,100.0000,60.0000,537.2963,508.0315,566.5612,990476963.6739,3288637175.0000
2021-02-05,549.0,549.49,541.83,543.64,543.466372038,4228841,0.0000,1.0,534.9731,534.5715,53.4091,71.7864,67.2983,1.2711,2.7177,1.4466,9.0613,70.4651,45.0000,65.0000,534.9731,512.1276,557.8185,980630219.6140,3277771604.0000
2021-02-04,541.24,546.94,533.5145,546.57,546.395436254,5033462,0.0000,1.0,534.4792,533.6352,54.3504,68.1389,77.6834,1.0921,2.2210,1.1289,9.1808,58.0728,50.0000,0.0000,534.4792,511.9649,556.9936,982860574.3978,3282000445.0000
2021-02-03,545.44,557.27,540.66,541.22,541.047144939,6135232,0.0000,1.0,532.3804,532.2920,52.9108,52.8639,70.3774,0.4006,1.2564,0.8558,9.3921,93.2089,55.0000,5.0000,532.3804,507.0506,557.7103,978104551.7392,3276966983.0000
2021-02-02,535.95,542.88,531.4199,542.27,542.096809589,5451603,0.0000,1.0,532.1290,531.3704,53.2237,35.3797,56.3560,-0.2040,0.5517,0.7557,9.3454,49.1710,60.0000,10.0000,532.1290,507.0497,557.2083,983826089.5886,3283102215.0000
2021-02-01,522.1335,530.83,516.11,529.48,529.310894465,5430108,0.0000,1.0,531.2428,530.2413,49.7868,24.9262,31.8582,-1.2695,-0.4628,0.8067,9.7804,-49.3457,65.0000,15.0000,531.2428,506.3833,556.1022,978954844.1476,3277650612.0000
2021-01-29,523.0,533.39,516.4602,519.59,519.424053137,6788801,0.0000,1.0,530.8789,530.3392,46.9219,27.6938,17.9247,-1.5731,-0.4491,1.1241,9.8896,-64.5369,70.0000,20.0000,530.8789,505.7059,556.0519,974520747.8049,3272220504.0000
2021-01-28,519.85,533.59,518.42,522.04,521.873270655,5707899,0.0000,1.0,531.1908,531.4882,47.5605,42.3155,24.9957,-0.9357,0.5816,1.5173,10.0164,-53.0711,75.0000,25.0000,531.1908,506.4422,555.9394,978799467.2482,3279009305.0000
2021-01-27,529.2,529.31,511.75,516.71,516.544972952,9281821,0.0000,1.0,530.9754,532.5003,46.0428,59.9616,40.1610,-0.1119,1.6394,1.7513,10.2144,-88.7338,80.0000,30.0000,530.9754,505.8342,556.1165,981783227.2395,3273301406.0000
2021-01-26,543.2176,545.79,535.5,537.41,537.238361778,4099510,0.0000,1.0,530.9399,534.1798,51.5471,72.1929,61.7898,1.7289,3.5081,1.7792,10.2648,60.3904,85.0000,35.0000,530.9399,505.7155,556.1643,985821559.3832,3282583227.0000
2021-01-25,551.27,553.14,529.4592,546.13,545.955576781,6277779,0.0000,1.0,530.0572,533.8578,54.1371,71.0740,77.9340,2.3883,3.7353,1.3470,10.4566,91.2330,90.0000,40.0000,530.0572,504.5423,555.5720,988399191.0355,3286682737.0000
2021-01-22,549.6035,553.6693,545.09,548.5,548.324819849,6170464,0.0000,1.0,528.7696,532.5844,54.8487,54.8406,76.8548,2.3334,3.0834,0.7500,10.6584,149.2762,95.0000,45.0000,528.7696,504.0058,553.5333,985838113.3960,3292960516.0000
2021-01-21,536.7442,559.9743,530.1201,554.7,554.522839691,8458490,0.0000,1.0,527.9013,530.9275,56.7008,33.4573,58.4332,1.7986,1.9652,0.1666,10.2200,170.1057,100.0000,50.0000,527.9013,504.7776,551.0251,987103449.4167,3299130980.0000
2021-01-20,524.47,537.22,522.27,534.63,534.459249656,6464272,0.0000,1.0,526.8312,528.4437,51.6833,22.6751,29.2337,0.1614,-0.1217,-0.2830,9.7585,38.7768,70.0000,55.0000,526.8312,506.9860,546.6764,981633658.7492,3290672490.0000
2021-01-19,520.65,523.7593,513.76,521.01,520.843599617,5654672,0.0000,1.0,526.6437,527.8105,47.7823,28.7788,12.7051,-0.4173,-0.7406,-0.3234,10.0392,-75.3423,75.0000,60.0000,526.6437,507.0207,546.2668,977409181.3278,3284208218.0000
2021-01-15,529.12,533.01,513.94,514.38,514.215717109,6944532,0.0000,1.0,527.2755,528.5439,45.7570,46.8464,26.0866,0.0855,-0.1336,-0.2191,10.2352,-75.3771,80.0000,65.0000,527.2755,507.6265,546.9246,974864004.9381,3278553546.0000
2021-01-14,543.0,543.99,527.22,528.01,527.841363954,7078007,0.0000,1.0,528.0413,530.0521,49.5071,60.9777,47.5448,1.5585,1.3180,-0.2404,10.4485,48.8688,85.0000,70.0000,528.0413,509.3158,546.7668,981488076.1009,3285498078.0000
2021-01-13,539.5986,544.9999,535.4001,541.27,541.09712897,5250711,0.0000,1.0,528.3617,530.2848,53.5643,68.5906,66.9079,2.3943,1.7643,-0.6301,10.7739,127.7281,90.0000,75.0000,528.3617,509.4426,547.2808,987899222.5721,3292576085.0000
2021-01-12,550.1,550.18,533.8,539.39,539.217729405,7178074,0.0000,1.0,527.9158,529.1467,53.0460,61.6784,68.4803,2.1872,0.9585,-1.2286,10.7338,148.4618,95.0000,80.0000,527.9158,509.8157,546.0160,986728727.1930,3287325374.0000
2021-01-11,536.75,558.44,534.5,544.86,544.685982394,12975720,0.0000,1.0,526.9731,528.0866,54.7347,54.7594,70.3836,1.8830,0.1075,-1.7754,10.6917,213.3424,100.0000,85.0000,526.9731,509.3686,544.5777,989007480.8434,3294503448.0000
2021-01-08,534.5,536.8399,521.68,531.07,530.90038665,7313215,0.0000,1.0,525.6751,526.3393,50.9988,43.6857,46.1714,0.7092,-1.5370,-2.2462,10.6156,52.7835,80.0000,90.0000,525.6751,509.7364,541.6137,990752753.1241,3281527728.0000
2021-01-07,518.7,535.11,515.4601,533.76,533.589527517,11537037,0.0000,1.0,524.9833,525.8592,51.7909,47.5822,47.7231,0.2135,-2.2100,-2.4235,10.9409,36.5813,85.0000,95.0000,524.9833,508.8125,541.1540,989006397.9620,3288840943.0000
2021-01-06,528.9,529.8,503.44,504.58,504.418847037,14510575,0.0000,1.0,524.9953,525.0454,42.6039,51.5531,37.1626,-0.8339,-3.3107,-2.4768,11.2034,-146.1029,0.0000,100.0000,524.9953,508.7987,541.1919,979054610.7541,3277303906.0000
2021-01-05,523.99,537.74,523.48,536.19,536.018751422,8068998,0.0000,1.0,526.9791,527.2167,52.9975,58.1525,57.8609,0.5711,-1.6973,-2.2684,11.2324,59.1519,5.0000,75.0000,526.9791,511.6534,542.3049,992310098.0827,3291814481.0000
2021-01-04,524.17,546.0999,518.5,524.54,524.372472204,14016045,0.0000,1.0,527.2860,526.2901,48.6077,53.1614,59.6356,-0.4197,-2.8308,-2.4112,11.4954,23.1792,10.0000,80.0000,527.2860,511.0309,543.5412,985995230.0833,3283745483.0000
2020-12-31,525.46,526.045,516.6,522.2,522.033219554,4810610,0.0000,1.0,527.8509,526.4920,47.6753,40.5841,56.9608,-0.7443,-3.0506,-2.3062,11.7722,-62.1867,15.0000,85.0000,527.8509,511.2584,544.4434,993876694.0307,3269729438.0000
2020-12-30,519.6124,528.55,515.87,525.83,525.662060203,5634929,0.0000,1.0,528.8215,526.9613,48.9851,26.4735,42.8876,-0.9284,-3.0485,-2.1202,11.7042,-52.5522,20.0000,90.0000,528.8215,511.4509,546.1920,992982822.0822,3274540048.0000
2020-12-29,517.0,522.9,513.69,517.73,517.564647184,4259304,0.0000,1.0,529.3018,527.0981,45.8302,21.8989,21.9040,-1.4830,-3.3711,-1.8881,11.6326,-110.5471,25.0000,95.0000,529.3018,511.7767,546.8270,989765402.0544,3268905119.0000
2020-12-28,522.5,522.5,510.527,516.0,515.835199713,5286655,0.0000,1.0,530.2100,528.1016,45.1419,31.1708,14.6289,-1.3919,-2.9092,-1.5173,11.2285,-147.5895,30.0000,100.0000,530.2100,513.3417,547.0783,990287987.6704,3264645815.0000
2020-12-24,521.49,525.3,517.55,519.75,519.584002036,2447088,0.0000,1.0,530.9244,529.3928,46.3549,47.4971,29.1638,-0.9320,-2.1014,-1.1693,10.7797,-120.2233,35.0000,55.0000,530.9244,515.3946,546.4541,990741457.5341,3269932470.0000
2020-12-23,530.24,531.0,520.2,520.37,520.20380402,4478569,0.0000,1.0,531.3983,530.4253,46.5513,60.6116,49.7198,-0.4851,-1.4214,-0.9363,10.5874,-92.4777,40.0000,60.0000,531.3983,516.7270,546.0696,991799231.0567,3272379558.0000
2020-12-22,532.77,533.4899,522.1552,531.13,530.960367487,4657872,0.0000,1.0,531.2876,531.5013,50.0487,65.9830,63.6079,0.2192,-0.5959,-0.8150,10.4947,-23.8010,45.0000,65.0000,531.2876,516.2513,546.3240,996136808.0700,3276858127.0000
2020-12-21,522.99,534.8,518.7,533.29,533.119677625,7558304,0.0000,1.0,531.0034,531.5582,50.7761,70.3524,68.5072,0.2411,-0.6288,-0.8698,10.4771,-22.1623,50.0000,70.0000,531.0034,515.7398,546.2670,993418486.6768,3281515999.0000
2020-12-18,535.16,536.2,522.82,530.88,530.710447332,8551616,0.0000,1.0,530.5067,531.3938,50.0059,71.0628,65.8340,0.0486,-0.8815,-0.9301,10.4586,-9.2141,55.0000,75.0000,530.5067,514.9082,546.1053,987277951.5020,3273957695.0000
2020-12-17,534.67,535.18,527.14,533.65,533.479562648,5784597,0.0000,1.0,530.8351,531.4658,50.8752,67.7200,76.7161,-0.0037,-0.9459,-0.9423,10.5995,12.9646,60.0000,80.0000,530.8351,514.9592,546.7110,985526723.7111,3282509311.0000
2020-12-16,536.8999,537.49,528.5,529.7,529.530824201,5577867,0.0000,1.0,531.0020,531.2538,49.6904,52.9810,70.6383,-0.3550,-1.2963,-0.9413,10.9186,9.0803,65.0000,85.0000,531.0020,514.9492,547.0549,981943727.0620,3276724714.0000
2020-12-15,537.59,538.56,527.47,534.42,534.249316726,4837148,0.0000,1.0,531.3534,531.4352,51.0891,34.1153,55.8057,-0.4701,-1.3227,-0.8526,11.3080,23.0720,70.0000,90.0000,531.3534,515.1379,547.5689,986032508.3229,3282302581.0000
2020-12-14,523.515,535.55,523.1,532.35,532.179977843,6753947,0.0000,1.0,531.6547,531.1389,50.5087,20.5214,32.4990,-1.0825,-1.8175,-0.7351,11.7179,-13.3788,75.0000,95.0000,531.6547,515.0167,548.2928,984806864.8708,3277465433.0000
2020-12-11,518.69,520.8,512.92,520.53,520.363752919,5231641,0.0000,1.0,531.6233,531.0293,47.1036,21.5305,14.0413,-1.7476,-2.2120,-0.4644,12.0311,-145.3456,0.0000,100.0000,531.6233,514.9870,548.2596,981524826.3691,3270711486.0000
2020-12-10,514.76,522.7499,513.975,518.89,518.724276703,5194118,0.0000,1.0,532.5020,532.1520,46.6196,37.2371,15.0239,-1.4526,-1.4802,-0.0276,11.7344,-164.8584,5.0000,100.0000,532.5020,516.4927,548.5113,976651698.8396,3265479845.0000
2020-12-09,532.02,536.56,514.7295,517.23,517.064806875,10032530,0.0000,1.0,533.3852,533.5655,46.1456,56.7387,35.5265,-0.6933,-0.3577,0.3356,11.4556,-139.5703,10.0000,0.0000,533.3852,518.6125,548.1579,976027154.5259,3260285727.0000
2020-12-08,543.4,543.95,531.26,534.0,533.829450865,6798022,0.0000,1.0,533.0562,535.3024,50.4438,70.0913,61.1610,0.7403,1.2492,0.5089,11.1850,39.2627,0.0000,5.0000,533.0562,516.6422,549.4701,983761400.8153,3270318257.0000
2020-12-07,544.05,549.25,540.0,544.27,544.096170829,5581081,0.0000,1.0,533.6094,535.4574,53.3339,74.2657,73.5286,1.2513,1.5751,0.3238,11.4400,105.9882,5.0000,10.0000,533.6094,516.4019,550.8168,987623791.5661,3277116279.0000
2020-12-04,537.94,542.3999,535.5476,542.33,542.156790427,5056085,0.0000,1.0,535.5106,534.5481,52.8491,78.4194,75.5843,0.9118,0.9228,0.0110,12.0329,35.4816,10.0000,15.0000,535.5106,508.4864,562.5347,988052177.2423,3271535198.0000
2020-12-03,543.5,546.4,533.16,535.84,535.668863205,4988016,0.1600,1.0,536.7052,533.7472,51.2393,79.6794,73.6841,0.4912,0.2743,-0.2169,12.3852,8.8418,15.0000,20.0000,536.7052,506.6670,566.7434,983099246.0271,3266479113.0000
2020-12-02,534.02,546.9377,529.37,541.78,541.445292365,7084030,0.0000,1.0,537.4932,533.5449,52.7630,79.2324,85.9899,0.4428,0.1031,-0.3397,12.7561,10.8451,20.0000,0.0000,537.4932,506.7857,568.2008,986067944.3719,3271467129.0000
2020-12-01,539.69,541.15,529.13,535.6,535.269110322,7412379,0.0000,1.0,536.4439,532.7133,51.2917,64.9255,79.3642,-0.2547,-0.7051,-0.4504,13.1466,-8.2825,25.0000,0.0000,536.4439,504.9246,567.9631,983143514.2658,3264383099.0000
2020-11-30,530.6,536.5,518.8941,536.06,535.728826138,7173800,0.0000,1.0,534.8264,532.4443,51.4050,48.3119,72.3431,-0.7107,-1.0974,-0.3867,13.3426,-25.9022,30.0000,0.0000,534.8264,500.0772,569.5755,982576177.4377,3271795478.0000
2020-11-27,535.0,536.3,526.8218,530.45,530.122291954,4181880,0.0000,1.0,533.0925,532.0985,50.1296,28.0952,43.0694,-1.4200,-1.6291,-0.2091,13.3733,-13.0610,35.0000,5.0000,533.0925,495.3634,570.8215,975760947.2351,3264621678.0000
2020-11-25,521.3,530.7756,520.8,529.39,529.062946814,6497910,0.0000,1.0,532.6182,532.3065,49.8936,23.4604,29.5232,-1.8591,-1.7131,0.1460,13.6442,-30.5224,40.0000,10.0000,532.6182,494.5153,570.7212,976741228.4051,3260439798.0000
2020-11-24,525.7,526.48,515.4,518.31,517.989791955,8568883,0.0000,1.0,531.4035,532.6480,47.4223,26.8065,11.6929,-2.2983,-1.6876,0.6107,13.7264,-58.5904,45.0000,15.0000,531.4035,491.4218,571.3852,972048423.6816,3253941888.0000
2020-11-23,526.8452,535.3,520.62,525.6,525.275288248,9033855,0.0000,1.0,532.2810,534.1909,48.9307,42.1040,29.1652,-1.6883,-0.5030,1.1853,13.6536,-29.4534,50.0000,20.0000,532.2810,492.7476,571.8144,976116323.0116,3262510771.0000
2020-11-20,538.16,539.7799,522.6,523.51,523.186579434,8527245,0.0000,1.0,532.2835,535.1294,48.4844,53.2941,39.5614,-1.3329,0.2744,1.6074,13.7208,-23.7740,55.0000,25.0000,532.2835,492.7518,571.8151,979020941.2397,3253476916.0000
2020-11-19,528.51,539.5,524.0,537.61,537.277868559,14148355,0.0000,1.0,533.2878,536.3866,51.3610,58.8111,57.5853,-0.4652,1.4755,1.9406,13.8456,-0.9493,60.0000,30.0000,533.2878,493.7110,572.8646,986644829.0662,3262004161.0000
2020-11-18,538.61,544.23,527.4,537.15,536.818152744,12773133,0.0000,1.0,533.1294,536.2927,51.2714,56.3413,62.7355,-0.5047,1.5522,2.0569,14.0142,11.2510,65.0000,35.0000,533.1294,493.5924,572.6664,975946847.0936,3247855806.0000
2020-11-17,542.1,543.85,532.1549,536.89,536.55831337,7800699,0.0000,1.0,533.3213,536.2374,51.2232,47.7456,56.1124,-0.5088,1.6743,2.1831,14.2795,15.7426,70.0000,40.0000,533.3213,493.6775,572.9652,973920449.8797,3235082673.0000
2020-11-16,526.9,545.98,526.2401,540.61,540.276015182,10344370,0.0000,1.0,533.7675,536.2037,51.9220,38.5195,50.1761,-0.4780,1.8323,2.3103,14.6806,13.1929,75.0000,45.0000,533.7675,493.7885,573.7466,975404470.9827,3242883372.0000
2020-11-13,545.0911,546.7499,522.37,531.88,531.551408511,8669058,0.0000,1.0,533.7326,535.7750,50.4138,32.2789,36.9482,-0.8010,1.6288,2.4298,15.1029,-6.9991,80.0000,50.0000,533.7326,493.7751,573.6900,970688221.3784,3232539002.0000
2020-11-12,539.1569,550.64,532.64,538.27,537.937460816,9165875,0.0000,1.0,534.7609,536.2196,51.5380,37.1703,28.4341,-0.3964,2.2336,2.6300,15.5474,18.1378,85.0000,55.0000,534.7609,494.0298,575.4920,972594106.3069,3241208060.0000
2020-11-11,522.15,537.395,517.93,536.72,536.388418395,10118586,0.0000,1.0,535.7868,536.0387,51.2877,54.2720,31.4544,-0.4062,2.3229,2.7291,16.2583,-26.5047,90.0000,60.0000,535.7868,493.7740,577.7996,976026217.2793,3232042185.0000
2020-11-10,544.26,544.26,505.13,510.8,510.484431577,16101680,0.0000,1.0,537.1405,536.0019,46.9333,75.7678,51.6223,-0.2698,2.5609,2.8307,16.6602,-73.1633,95.0000,65.0000,537.1405,493.4271,580.8538,966609408.3715,3221923599.0000
2020-11-09,582.1,587.66,544.43,545.23,544.89316098,14574447,0.0000,1.0,540.0951,538.6880,52.9006,87.8928,79.7393,2.5667,5.4648,2.8981,17.0832,68.6215,100.0000,70.0000,540.0951,496.0013,584.1889,978044769.6598,3238025279.0000
2020-11-06,564.39,583.55,555.8,582.48,582.120148209,9583732,0.0000,1.0,541.2849,538.0348,60.8528,83.2414,95.9417,3.3319,5.5883,2.2565,17.4318,121.9388,100.0000,75.0000,541.2849,495.4863,587.0835,992079796.9235,3252599726.0000
2020-11-05,566.5,573.56,559.64,566.4,566.050082313,7975708,0.0000,1.0,539.6874,533.3943,58.2809,64.1867,87.9974,0.4509,1.8744,1.4235,17.4448,104.9032,15.0000,80.0000,539.6874,497.6209,581.7539,983235134.7065,3243015994.0000
2020-11-04,535.57,553.1,533.475,551.77,551.429120617,10255732,0.0000,1.0,539.0453,529.9568,55.7693,43.7071,65.7851,-2.5678,-1.2570,1.3108,17.6918,25.7504,20.0000,85.0000,539.0453,498.2347,579.8558,983464321.7174,3235040286.0000
2020-11-03,508.34,524.2,504.11,520.78,520.458266008,6822527,0.0000,1.0,539.3846,527.6966,49.6723,28.0847,38.7776,-5.6996,-3.7469,1.9527,18.4859,-96.6137,25.0000,90.0000,539.3846,498.0582,580.7109,974598666.0039,3224784554.0000
2020-11-02,506.31,513.4663,495.8,503.23,502.919108267,7491316,0.0000,1.0,540.8177,528.4585,45.6409,24.8842,26.5588,-7.0946,-3.7170,3.3776,18.6479,-161.7112,30.0000,95.0000,540.8177,500.2348,581.4005,970098990.4062,3217962027.0000
2020-10-30,514.0,517.455,492.0,501.36,501.050263539,10434900,0.0000,1.0,542.9399,531.1468,45.1965,23.0018,18.9177,-6.9902,-1.8389,5.1513,18.3945,-198.4216,35.0000,100.0000,542.9399,506.2544,579.6253,971288989.4487,3210470711.0000
2020-10-29,513.54,527.71,510.0,520.96,520.638154805,8002046,0.0000,1.0,543.9957,534.3149,49.2014,28.7807,29.1762,-6.1236,0.7752,6.8988,18.1277,-140.3068,40.0000,95.0000,543.9957,511.1824,576.8091,974049902.8841,3220905611.0000
2020-10-28,527.92,530.4,504.36,505.08,504.76796535,9412952,0.0000,1.0,545.1760,535.7545,45.4832,27.4678,20.9116,-6.3236,2.1061,8.4297,18.3227,-200.2041,45.0000,100.0000,545.1760,514.1592,576.1928,972147666.0876,3212903565.0000
2020-10-27,532.24,537.68,527.66,535.87,535.538943518,6262992,0.0000,1.0,546.9819,539.0163,52.5708,29.2445,36.2543,-4.6205,5.3901,10.0106,18.5280,-94.1069,50.0000,0.0000,546.9819,521.9595,572.0042,981040086.1801,3222316517.0000
2020-10-26,537.08,547.7117,521.54,525.65,525.325257358,8422358,0.0000,1.0,546.6401,539.3823,50.1198,23.4423,25.2377,-4.7955,6.3702,11.1657,19.4652,-103.5118,55.0000,0.0000,546.6401,520.8276,572.4525,977039771.9292,3216053525.0000
2020-10-23,538.0,543.73,531.65,543.61,543.274161804,5837107,0.0000,1.0,546.4277,540.8620,54.8521,20.7720,26.2416,-3.7962,8.5684,12.3646,20.4516,-44.4362,60.0000,0.0000,546.4277,519.8585,572.9969,982816838.1536,3224475883.0000
2020-10-22,540.9,544.47,529.27,534.44,534.109826962,7261986,0.0000,1.0,544.9956,540.6081,52.6852,16.7696,18.8478,-3.8917,9.4219,13.3136,21.2166,-49.3398,65.0000,0.0000,544.9956,515.0302,574.9610,977095700.1669,3218638776.0000
2020-10-21,545.0,551.66,539.1001,540.99,540.655780421,5489933,0.0000,1.0,542.9708,541.2921,54.4588,17.3939,17.2265,-2.9791,11.3074,14.2866,22.0218,3.5264,70.0000,5.0000,542.9708,505.7442,580.1975,979417624.6378,3225900762.0000
2020-10-20,543.34,551.99,540.2801,545.82,545.482796483,5730301,0.0000,1.0,540.1706,541.3591,55.7742,24.5047,14.2346,-2.1483,12.8830,15.0313,22.5218,20.2086,75.0000,10.0000,540.1706,495.0747,585.2665,983255406.8439,3231390695.0000
