,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2016-05-10,35.5,36.02,35.16,35.96,35.3049057803,6741929,0.0000,1.0,35.4895,35.0545,55.8094,50.6653,71.0223,-0.2120,0.1229,0.3348,18.3908,-46.9308,15.0000,80.0000,35.4895,34.1196,36.8594,-118602483.0715,1593832135.0000
2016-05-09,35.42,35.57,34.99,35.28,34.6372935464,8333411,0.0000,1.0,35.4836,35.0281,51.6813,34.0320,49.3631,-0.2818,0.1060,0.3878,19.0991,-94.5223,20.0000,85.0000,35.4836,34.1095,36.8576,-124403677.7926,1587090206.0000
2016-05-06,34.91,35.425,34.84,35.33,34.6863826813,4581000,0.0000,1.0,35.5130,35.0692,52.0208,25.5018,31.6105,-0.3074,0.1509,0.4583,20.0242,-116.5342,25.0000,90.0000,35.5130,34.1885,36.8376,-124403677.7926,1595423617.0000
2016-05-05,35.05,35.38,34.71,34.97,34.3329409104,6172113,0.0000,1.0,35.5292,35.1095,49.7638,23.4886,21.1224,-0.3341,0.2010,0.5351,20.8845,-147.5100,30.0000,95.0000,35.5292,34.2380,36.8205,-127496831.6389,1590842617.0000
2016-05-04,35.14,35.17,34.4,34.76,34.126766544,13144065,0.0000,1.0,35.5518,35.1913,48.4192,23.6094,23.7726,-0.3206,0.2980,0.6187,21.7557,-192.4921,35.0000,100.0000,35.5518,34.3312,36.7725,-126115015.2959,1584670504.0000
2016-05-03,35.59,35.74,35.261,35.57,34.9220105285,5600585,0.0000,1.0,35.6029,35.3033,53.6844,29.4072,25.5708,-0.2603,0.4385,0.6988,22.5151,-105.1808,40.0000,5.0000,35.6029,34.5512,36.6546,-125261504.5789,1597814569.0000
2016-05-02,35.87,36.22,35.7,36.0,35.3441770882,6401920,0.0000,1.0,35.6117,35.3435,56.7993,36.5657,21.4849,-0.2334,0.5305,0.7639,23.4713,-42.7455,45.0000,10.0000,35.6117,34.5803,36.6431,-126886726.5301,1603415154.0000
2016-04-29,36.05,36.13,35.14,35.53,34.8827392207,8047562,0.0000,1.0,35.6019,35.3434,54.0296,48.0039,41.1658,-0.2251,0.5972,0.8223,24.1210,-99.3817,50.0000,15.0000,35.6019,34.5568,36.6470,-127871637.2999,1597013234.0000
2016-04-28,37.08,37.3,36.11,36.2,35.5405336276,9530551,0.0000,1.0,35.6323,35.3919,59.1667,43.8774,47.0463,-0.1579,0.7206,0.8785,24.8647,40.2697,55.0000,20.0000,35.6323,34.6386,36.6260,-126164578.6942,1605060796.0000
2016-04-27,36.39,37.33,36.323,37.31,36.6303124211,8809858,0.0000,1.0,35.6043,35.3762,69.5786,36.5088,55.7994,-0.1174,0.8007,0.9180,24.7731,110.8809,60.0000,25.0000,35.6043,34.5711,36.6376,-118075623.6435,1614591347.0000
2016-04-26,36.67,37.09,36.32,36.48,35.8154327827,5363364,0.0000,1.0,35.5283,35.2442,65.2325,25.4643,28.7863,-0.1671,0.7802,0.9473,24.4597,69.6345,65.0000,0.0000,35.5283,34.5886,36.4679,-126535536.9353,1605781489.0000
2016-04-25,36.28,36.65,36.18,36.45,35.7859793018,4799765,0.0000,1.0,35.4748,35.1841,65.0611,23.8641,24.9407,-0.1633,0.8258,0.9891,24.2614,47.5843,70.0000,0.0000,35.4748,34.4860,36.4635,-123401103.4288,1600418125.0000
2016-04-22,36.53,36.78,36.145,36.27,35.6092584164,5588539,0.0000,1.0,35.3952,35.1208,64.0509,29.6532,22.6658,-0.1550,0.8749,1.0300,24.3061,51.4187,75.0000,0.0000,35.3952,34.2726,36.5179,-124115962.0459,1595618360.0000
2016-04-21,36.46,36.63,36.25,36.41,35.7467079939,4456989,0.0000,1.0,35.3074,35.0693,65.4491,42.7521,23.9858,-0.1258,0.9429,1.0687,24.3531,62.6321,80.0000,0.0000,35.3074,34.0048,36.6099,-120727635.2520,1601206899.0000
2016-04-20,36.25,36.67,36.21,36.45,35.7859793018,5004434,0.0000,1.0,35.2102,34.9980,65.8392,63.2072,42.3079,-0.0981,1.0020,1.1002,24.4876,72.1805,85.0000,0.0000,35.2102,33.7704,36.6500,-120023900.1468,1605663888.0000
2016-04-19,37.11,37.18,36.08,36.31,35.6485297242,7728777,0.0000,1.0,35.0825,34.9151,65.1485,79.8326,61.9627,-0.0659,1.0588,1.1247,24.6291,87.2619,90.0000,0.0000,35.0825,33.4324,36.7327,-120241484.2345,1600659454.0000
2016-04-18,37.06,37.06,36.61,36.97,36.2965063042,7683044,0.0000,1.0,34.9647,34.8379,71.6352,87.6826,85.3510,-0.0112,1.1299,1.1412,24.7781,123.0646,95.0000,0.0000,34.9647,33.1635,36.7660,-115744741.2528,1608388231.0000
2016-04-15,36.83,37.46,36.712,37.13,36.4535915357,10924273,0.0000,1.0,34.8096,34.6844,73.3165,85.1294,92.1842,-0.0056,1.1383,1.1440,24.4978,145.5671,100.0000,0.0000,34.8096,32.9601,36.6591,-120354567.6535,1616071275.0000
2016-04-14,36.64,37.0,36.49,36.84,36.1688745536,10414131,0.0000,1.0,34.5980,34.4981,72.1927,74.9502,85.5125,-0.0289,1.1164,1.1454,24.1163,123.0533,100.0000,0.0000,34.5980,32.5880,36.6080,-121639776.2413,1605147002.0000
2016-04-13,36.0,36.75,36.0,36.74,36.0706962839,8767861,0.0000,1.0,34.4144,34.3222,71.8038,64.1104,77.6915,-0.0513,1.1013,1.1526,23.9201,107.1863,100.0000,0.0000,34.4144,32.3421,36.4867,-125519550.5353,1594732871.0000
2016-04-12,36.0,36.05,35.14,35.84,35.1870918567,7319077,0.0000,1.0,34.1886,34.1382,67.9733,54.7970,61.6465,-0.0896,1.0759,1.1654,23.8291,60.0993,70.0000,5.0000,34.1886,31.9132,36.4641,-134053601.9079,1585965010.0000
2016-04-11,35.87,36.47,35.76,35.88,35.2263631646,9688098,0.0000,1.0,34.0148,34.0278,68.3654,49.6567,52.9932,-0.0700,1.1178,1.1878,24.0779,86.0415,75.0000,10.0000,34.0148,31.5481,36.4816,-137994643.3700,1593284087.0000
2016-04-08,35.72,35.95,35.305,35.66,35.0103709713,6398373,0.0000,1.0,33.8352,33.9016,67.3822,49.5144,49.7512,-0.0543,1.1510,1.2053,23.8382,71.3289,80.0000,0.0000,33.8352,31.2281,36.4422,-131581395.4001,1583595989.0000
2016-04-07,35.57,35.89,35.28,35.43,34.784560951,9452644,0.0000,1.0,33.6398,33.7849,66.3433,54.5020,46.2255,-0.0202,1.1987,1.2189,23.8417,71.4176,85.0000,5.0000,33.6398,30.8361,36.4435,-132226192.6792,1577197616.0000
2016-04-06,35.3,35.82,34.63,35.8,35.1478205488,11334379,0.0000,1.0,33.4582,33.6797,69.7379,64.1821,52.5664,0.0412,1.2651,1.2240,23.8755,72.2853,90.0000,10.0000,33.4582,30.5078,36.4085,-127422389.9928,1586650260.0000
2016-04-05,35.48,36.08,35.34,35.75,35.098731414,8489215,0.0000,1.0,33.2594,33.5251,69.5378,74.0552,64.7142,0.0809,1.2945,1.2137,23.9450,95.3150,95.0000,15.0000,33.2594,30.2558,36.2629,-138375781.4622,1575315881.0000
2016-04-04,36.45,36.64,35.66,35.8,35.1478205488,9848551,0.0000,1.0,33.0920,33.3595,69.9774,80.0375,75.2658,0.1248,1.3182,1.1934,23.4499,121.4351,100.0000,20.0000,33.0920,30.1445,36.0394,-139293534.4369,1583805096.0000
2016-04-01,35.41,36.17,35.14,36.15,35.4914444927,8707319,0.0000,1.0,32.9324,33.1713,73.0481,84.6673,82.1857,0.1620,1.3242,1.1622,22.6534,126.0006,90.0000,25.0000,32.9324,30.1043,35.7605,-132258855.1500,1593653647.0000
2016-03-31,35.92,36.0,35.35,35.63,34.9809174903,9497052,0.0000,1.0,32.7606,32.9270,71.2686,87.9361,82.6611,0.1559,1.2777,1.1218,22.0022,136.1882,95.0000,30.0000,32.7606,30.1675,35.3537,-140628025.8383,1584946328.0000
2016-03-30,35.52,36.25,35.5,35.76,35.1085492409,9417474,0.0000,1.0,32.6286,32.7108,72.4040,90.2777,89.1550,0.1689,1.2517,1.0828,21.1376,172.9414,100.0000,35.0000,32.6286,30.2403,35.0169,-139313049.4064,1594443380.0000
2016-03-29,34.68,35.47,34.6,35.39,34.7452896431,6545266,0.0000,1.0,32.4808,32.4584,71.1618,89.5877,91.9923,0.1467,1.1873,1.0405,20.1009,163.3627,100.0000,40.0000,32.4808,30.3756,34.5860,-136425024.0463,1585025906.0000
2016-03-28,34.42,34.98,34.38,34.83,34.1954913328,6634700,0.0000,1.0,32.2830,32.2177,69.1662,87.8650,89.6859,0.1209,1.1248,1.0039,19.3023,164.7441,100.0000,45.0000,32.2830,30.3279,34.2380,-141766562.9666,1578480640.0000
2016-03-24,34.12,34.54,34.01,34.48,33.8518673889,6123854,0.0000,1.0,32.1227,32.0095,67.8450,86.2914,87.0848,0.1110,1.0847,0.9736,18.6639,161.5387,95.0000,50.0000,32.1227,30.2999,33.9455,-145083912.9655,1571845940.0000
2016-03-23,34.0,34.68,33.85,34.43,33.8027782541,10725171,0.0000,1.0,31.9898,31.8156,67.6570,84.7204,86.8242,0.1068,1.0527,0.9459,18.1847,186.0800,100.0000,0.0000,31.9898,30.3087,33.6709,-149821233.9845,1565722086.0000
2016-03-22,33.8,34.085,33.43,33.85,33.2333442899,6050266,0.0000,1.0,31.8560,31.6064,65.4286,84.0826,84.9652,0.0823,1.0015,0.9192,17.6802,162.7693,90.0000,5.0000,31.8560,30.3572,33.3548,-154085458.5995,1554996915.0000
2016-03-21,33.51,33.92,33.15,33.91,33.2922512517,8444539,0.0000,1.0,31.7399,31.4352,65.8746,83.5705,82.3717,0.0810,0.9796,0.8986,17.4141,176.1830,95.0000,10.0000,31.7399,30.3286,33.1511,-155794312.3561,1561047181.0000
2016-03-18,33.21,34.25,33.0,33.81,33.194072982,13637802,0.0000,1.0,31.6169,31.2397,65.5023,85.5261,84.9108,0.0531,0.9314,0.8783,17.2101,208.4477,100.0000,0.0000,31.6169,30.3466,32.8872,-164019512.6801,1552602642.0000
2016-03-17,32.98,33.14,32.3739,32.82,32.2221081121,8841959,0.0000,1.0,31.4460,31.0340,61.5571,84.5461,83.4290,0.0013,0.8664,0.8650,16.9953,110.5229,95.0000,5.0000,31.4460,30.1510,32.7410,-168056302.0727,1538964840.0000
2016-03-16,31.9,33.21,31.75,33.1,32.4970072672,9091068,0.0000,1.0,31.3041,30.9089,63.5085,79.0297,88.2383,0.0050,0.8697,0.8647,17.2999,107.4995,100.0000,0.0000,31.3041,29.7792,32.8291,-169511687.8318,1547806799.0000
2016-03-15,32.13,32.34,31.57,32.14,31.5544958782,5655420,0.0000,1.0,31.0321,30.7417,59.3067,64.4868,81.9711,-0.0302,0.8333,0.8635,17.6206,43.0403,55.0000,0.0000,31.0321,28.7185,33.3458,-177232868.8724,1538715731.0000
2016-03-14,32.07,32.43,31.92,32.3,31.7115811097,4757868,0.0000,1.0,30.7745,30.6562,60.4080,44.3986,66.8796,-0.0003,0.8707,0.8710,18.4238,59.3342,60.0000,0.0000,30.7745,27.7214,33.8276,-179950408.3526,1544371151.0000
2016-03-11,32.15,32.23,31.77,32.22,31.6330384939,6934986,0.0000,1.0,30.4473,30.5451,60.0557,31.8992,44.6096,0.0187,0.8898,0.8711,19.0560,51.5117,65.0000,5.0000,30.4473,26.5741,34.3206,-182282696.5877,1539613283.0000
2016-03-10,31.92,32.1,31.04,31.68,31.1028758376,7152137,0.0000,1.0,30.1031,30.4306,57.6383,31.9911,21.7067,0.0427,0.9091,0.8664,19.8296,36.9341,70.0000,10.0000,30.1031,25.5487,34.6575,-188916161.4564,1532678297.0000
2016-03-09,32.03,32.075,31.32,31.73,31.1519649725,5569737,0.0000,1.0,29.7917,30.3598,57.9468,47.4933,29.3813,0.1189,0.9746,0.8557,20.7132,44.4736,75.0000,15.0000,29.7917,24.7301,34.8534,-190400567.2487,1539830434.0000
2016-03-08,32.01,32.2,31.645,31.75,31.1716006264,6644011,0.0000,1.0,29.4809,30.2764,58.0649,64.5088,44.8852,0.2131,1.0391,0.8260,21.4863,52.3747,80.0000,20.0000,29.4809,24.0418,34.9199,-190880081.0309,1545400171.0000
2016-03-07,32.37,32.59,31.915,32.34,31.7508524176,6005495,0.0000,1.0,29.1558,30.1822,61.5819,79.6509,68.2134,0.3314,1.1042,0.7727,22.1161,66.4272,85.0000,25.0000,29.1558,23.3924,34.9192,-186750020.1395,1552044182.0000
2016-03-04,32.9,32.93,32.3,32.55,31.9570267839,4382634,0.0000,1.0,28.8609,30.0170,62.8696,84.7400,80.4277,0.4224,1.1123,0.6899,22.6250,79.2953,90.0000,30.0000,28.8609,23.0555,34.6664,-188307000.3251,1558049677.0000
2016-03-03,32.9,33.04,32.21,32.65,32.0552050536,7550088,0.0000,1.0,28.6428,29.8128,63.4699,83.2801,90.3114,0.5011,1.0854,0.5843,22.9384,88.3268,95.0000,35.0000,28.6428,22.9934,34.2923,-187402647.2774,1562432311.0000
2016-03-02,32.57,33.06,32.51,32.94,32.3399220357,5845933,0.0000,1.0,28.4193,29.5768,65.1848,77.7849,83.4808,0.5663,1.0253,0.4590,23.2684,103.9469,100.0000,40.0000,28.4193,22.9777,33.8610,-187857471.8553,1569982399.0000
2016-03-01,31.44,32.75,31.39,32.75,32.1533833233,8717512,0.0000,1.0,28.1747,29.2859,64.5893,78.9589,76.0481,0.5874,0.9048,0.3174,23.4491,103.3172,100.0000,45.0000,28.1747,23.0282,33.3212,-191152452.2741,1564136466.0000
2016-02-29,31.61,32.02,31.34,31.36,30.7887053746,8083618,0.1150,1.0,28.0001,28.9841,59.8118,85.0948,73.8259,0.5861,0.7567,0.1706,23.7548,94.1090,100.0000,50.0000,28.0001,23.1787,32.8215,-199869964.2741,1555418954.0000
2016-02-26,32.04,32.1162,31.36,31.68,30.9892354652,9049073,0.0000,1.0,27.8932,28.7941,60.9599,92.0475,87.0028,0.6716,0.6957,0.0240,24.3592,106.7425,100.0000,55.0000,27.8932,23.2317,32.5548,-192261853.2144,1563502572.0000
2016-02-25,31.94,32.05,31.32,31.89,31.1946565336,8740367,0.0000,1.0,27.7157,28.5631,62.1204,94.0479,94.4558,0.7311,0.5873,-0.1439,25.0036,124.5577,100.0000,60.0000,27.7157,23.2741,32.1573,-190871345.0376,1572551645.0000
2016-02-24,31.47,31.8679,30.6,31.82,31.1261828442,8421336,0.0000,1.0,27.5431,28.2861,61.8906,92.6074,94.6838,0.7461,0.4194,-0.3266,25.7068,131.3746,95.0000,65.0000,27.5431,23.3972,31.6889,-195780318.2826,1563811278.0000
2016-02-23,31.27,31.9,31.12,31.6,30.9109798201,9234450,0.0000,1.0,27.3905,27.9871,61.1879,90.8443,93.0042,0.7192,0.2060,-0.5132,26.5129,153.4469,100.0000,70.0000,27.3905,23.5716,31.2093,-203565354.8989,1555389942.0000
2016-02-22,30.88,31.87,30.82,31.52,30.832724175,11241697,0.0000,1.0,27.2349,27.6793,60.9390,90.4011,90.1342,0.6456,-0.0474,-0.6930,27.1289,167.2674,100.0000,75.0000,27.2349,23.7648,30.7051,-205696381.8217,1546155492.0000
2016-02-19,29.88,30.71,29.65,30.44,29.7762729659,13140732,0.0000,1.0,27.0848,27.3474,57.4394,87.5217,89.3945,0.4921,-0.3622,-0.8543,27.7871,131.6396,95.0000,80.0000,27.0848,24.0134,30.1562,-209443614.1551,1534913795.0000
2016-02-18,29.93,30.975,29.9,30.04,29.3849947404,26716489,0.0000,1.0,26.9556,27.0917,56.0541,76.3166,91.6745,0.3262,-0.6512,-0.9774,28.8749,151.6355,100.0000,85.0000,26.9556,24.1413,29.7700,-215890010.9845,1521773063.0000
2016-02-17,27.33,27.92,27.22,27.66,27.0568892982,19286666,0.0000,1.0,26.8304,26.8503,46.1455,55.1638,81.4961,0.0882,-0.9707,-1.0589,29.9166,10.3922,45.0000,90.0000,26.8304,24.2462,29.4147,-196132235.4011,1495056574.0000
2016-02-16,26.1,27.03,26.02,26.99,26.4014982704,12133795,0.0000,1.0,26.8143,26.8286,42.6897,33.2474,55.7793,-0.0464,-1.1274,-1.0810,30.6765,-45.0160,50.0000,95.0000,26.8143,24.2318,29.3968,-201091663.8013,1475769908.0000
2016-02-12,25.7,25.78,24.75,25.73,25.1689718598,8520367,0.0000,1.0,26.8202,26.8736,35.2688,19.2317,28.2160,-0.1749,-1.2442,-1.0694,30.9853,-125.6892,55.0000,100.0000,26.8202,24.2410,29.3994,-212264366.1294,1463636113.0000
2016-02-11,24.78,25.56,24.78,25.3,24.7483477674,8503635,0.0000,1.0,26.9640,27.0530,32.4322,12.9622,15.7468,-0.2241,-1.2498,-1.0257,30.5165,-162.3639,0.0000,100.0000,26.9640,24.4491,29.4788,-219957513.0322,1455115746.0000
2016-02-10,25.65,26.39,25.29,25.43,24.8755131907,8394980,0.0000,1.0,27.1576,27.2956,32.8456,12.8157,13.7324,-0.2263,-1.1959,-0.9696,29.8711,-157.0271,0.0000,95.0000,27.1576,24.7613,29.5539,-222792058.0329,1463619381.0000
2016-02-09,24.92,26.55,24.8,25.49,24.9342049245,10634314,0.0000,1.0,27.3900,27.5503,33.0302,16.3733,9.4074,-0.2095,-1.1226,-0.9131,29.3352,-191.8293,5.0000,100.0000,27.3900,25.0230,29.7570,-216533982.0338,1472014361.0000
2016-02-08,26.03,26.16,24.85,25.22,24.6700921222,15221320,0.0000,1.0,27.5949,27.8257,31.3816,24.2766,15.3074,-0.1581,-1.0187,-0.8607,28.7709,-249.2458,0.0000,100.0000,27.5949,25.4112,29.7786,-214285584.2164,1461380047.0000
2016-02-05,28.02,28.33,26.35,26.43,25.8537087546,15010685,0.0000,1.0,27.8106,28.1579,35.0556,36.6100,24.4050,-0.0233,-0.8444,-0.8212,27.9268,-140.7763,0.0000,100.0000,27.8106,26.0058,29.6154,-207662567.1162,1476601367.0000
2016-02-04,28.24,28.85,27.93,28.21,27.5948968584,8703450,0.0000,1.0,27.9989,28.4004,41.9132,52.7022,33.1174,0.0851,-0.7302,-0.8153,27.4496,-28.9616,0.0000,45.0000,27.9989,26.2656,29.7322,-193864866.7624,1491612052.0000
2016-02-03,28.28,28.45,27.55,28.2,27.5851149027,8169351,0.0000,1.0,28.1613,28.4852,41.8525,67.3290,52.3077,0.0856,-0.7511,-0.8366,27.4947,-54.9913,0.0000,50.0000,28.1613,26.0439,30.2787,-190459168.9364,1482908602.0000
2016-02-02,29.0,29.15,27.86,28.06,27.4481675238,8547710,0.0000,1.0,28.3907,28.5800,41.0328,73.2391,72.6815,0.0923,-0.7658,-0.8580,27.2667,-42.2072,5.0000,55.0000,28.3907,25.6658,31.1155,-194089991.6025,1474739251.0000
2016-02-01,29.26,29.45,29.01,29.3,28.6611300231,7247099,0.0000,1.0,28.6015,28.6991,46.5546,72.1266,76.9978,0.1216,-0.7595,-0.8811,27.1394,-0.7270,0.0000,60.0000,28.6015,25.5662,31.6367,-188192734.3158,1483286961.0000
2016-01-29,28.29,29.345,28.18,29.29,28.6513480674,7762622,0.0000,1.0,28.7805,28.7031,46.4995,74.4010,70.0381,0.0476,-0.8639,-0.9115,27.4659,-23.4759,0.0000,65.0000,28.7805,25.3550,32.2059,-190498629.4527,1476039862.0000
2016-01-28,28.59,28.69,27.5,28.05,27.4383855682,6919451,0.0000,1.0,28.9810,28.7086,39.0949,81.2058,69.3440,-0.0601,-0.9835,-0.9234,27.7401,-64.1365,5.0000,70.0000,28.9810,25.1623,32.7997,-197528300.0194,1468277240.0000
2016-01-27,28.66,28.745,27.815,28.36,27.741626193,5792528,0.0000,1.0,29.2564,28.8423,40.4237,83.5759,83.8208,-0.0901,-0.9985,-0.9084,27.5839,-60.9514,10.0000,75.0000,29.2564,25.1397,33.3730,-197004980.1962,1475196691.0000
2016-01-26,28.48,28.82,28.185,28.7,28.0742126847,5699182,0.0000,1.0,29.4902,28.9581,41.9077,74.4162,90.4527,-0.1481,-1.0340,-0.8858,27.5385,-57.0421,15.0000,80.0000,29.4902,25.2160,33.7643,-198001544.1536,1480989219.0000
2016-01-25,28.44,28.765,28.355,28.42,27.8003179268,6768203,0.0000,1.0,29.7088,29.0512,40.1898,54.8250,76.4542,-0.2492,-1.0980,-0.8488,27.6328,-64.0487,20.0000,85.0000,29.7088,25.3015,34.1161,-201546704.6097,1475290037.0000
2016-01-22,28.33,28.64,28.27,28.45,27.8296637937,6450312,0.0000,1.0,29.9355,29.1828,40.3112,35.3298,56.3417,-0.3495,-1.1359,-0.7865,27.7977,-71.5609,25.0000,90.0000,29.9355,25.4780,34.3929,-196924517.1933,1482058240.0000
2016-01-21,27.78,28.23,27.21,27.8,27.1938366772,12036422,0.0000,1.0,30.1546,29.3253,36.3562,23.0669,31.6792,-0.4717,-1.1708,-0.6991,27.8936,-101.6541,30.0000,95.0000,30.1546,25.7019,34.6073,-196750184.4355,1475607928.0000
2016-01-20,26.81,27.83,26.45,27.48,26.8808140967,12029457,0.0000,1.0,30.4038,29.5496,34.3208,17.7765,17.9684,-0.5523,-1.1335,-0.5812,27.7404,-131.5357,35.0000,100.0000,30.4038,26.0860,34.7216,-198638250.6312,1463571506.0000
2016-01-19,27.67,28.45,27.215,27.33,26.7340847621,11428537,0.0000,1.0,30.6317,29.8306,33.3719,19.1605,19.5532,-0.5945,-1.0376,-0.4431,27.3256,-139.1978,40.0000,95.0000,30.6317,26.6108,34.6526,-204565809.1524,1451542049.0000
2016-01-15,27.52,27.85,26.64,27.11,26.5188817381,21036303,0.0000,1.0,30.8929,30.1565,32.0032,18.1096,15.8080,-0.5906,-0.8851,-0.2945,27.1319,-186.0187,45.0000,100.0000,30.8929,27.2586,34.5272,-195265663.6576,1440113512.0000
2016-01-14,28.66,29.0,27.82,28.67,28.0448668178,15005864,0.0000,1.0,31.1893,30.5394,37.1433,17.8156,22.1204,-0.5089,-0.6557,-0.1468,26.5388,-170.5180,50.0000,100.0000,31.1893,28.1049,34.2736,-190571612.5762,1461149815.0000
2016-01-13,30.41,30.61,29.23,29.26,28.6220022005,12041762,0.0000,1.0,31.3996,30.8020,39.4180,13.2324,16.4005,-0.4891,-0.5088,-0.0196,26.2968,-144.3877,55.0000,90.0000,31.3996,28.6456,34.1536,-197184366.2030,1476155679.0000
2016-01-12,30.21,30.62,29.97,30.18,29.5219421193,11733893,0.0000,1.0,31.5615,31.0315,43.3508,10.6619,14.9260,-0.4752,-0.3725,0.1027,26.6021,-141.8573,60.0000,95.0000,31.5615,29.1163,34.0067,-185666159.0722,1488197441.0000
2016-01-11,29.66,29.89,29.15,29.68,29.0328443374,10235095,0.0000,1.0,31.6745,31.1904,40.2742,13.3673,8.3707,-0.5063,-0.2849,0.2215,27.2729,-231.6686,65.0000,100.0000,31.6745,29.4149,33.9340,-181514166.1643,1476463548.0000
2016-01-08,30.67,30.7,29.565,29.63,28.9839345592,9961782,0.0000,1.0,31.8359,31.4175,39.9644,18.9565,8.6890,-0.4671,-0.1191,0.3480,27.4703,-278.8028,70.0000,100.0000,31.8359,29.9189,33.7528,-185940153.1919,1466228453.0000
2016-01-07,30.74,30.953,29.88,30.28,29.6197616757,16132575,0.0000,1.0,31.9865,31.6737,42.6993,27.1801,23.0422,-0.3655,0.0993,0.4648,27.8714,-343.9005,75.0000,100.0000,31.9865,30.5857,33.3873,-177119368.2500,1476190235.0000
2016-01-06,32.35,32.5,31.16,31.53,30.8425061306,11233604,0.0000,1.0,32.1469,31.8899,48.8003,32.8919,25.1382,-0.2444,0.3118,0.5562,28.4451,-247.8568,80.0000,100.0000,32.1469,31.2085,33.0854,-173014808.1623,1492322810.0000
2016-01-05,32.98,33.44,32.5,32.89,32.1728520976,12256814,0.0000,1.0,32.2242,32.0001,57.2563,46.3039,33.3600,-0.1633,0.4540,0.6173,29.7516,-2.4578,85.0000,95.0000,32.2242,31.4975,32.9510,-167984836.2214,1503556414.0000
2016-01-04,32.29,32.58,32.04,32.37,31.6641904043,8951907,0.0000,1.0,32.2663,31.9819,54.3853,62.6091,40.1777,-0.1646,0.4935,0.6581,30.5424,-166.0466,90.0000,100.0000,32.2663,31.4629,33.0696,-165898570.0103,1491299600.0000
2015-12-31,33.34,33.49,32.96,32.96,32.241325787,3713202,0.0000,1.0,32.2692,32.0154,58.6300,79.6475,65.3741,-0.1108,0.5885,0.6993,31.9642,41.2879,95.0000,60.0000,32.2692,31.4743,33.0641,-167887882.6775,1500251507.0000
2015-12-30,33.65,33.94,33.38,33.39,32.6619498795,4508570,0.0000,1.0,32.2467,31.9916,61.9793,85.2263,82.2756,-0.0846,0.6424,0.7270,32.6217,161.9873,100.0000,0.0000,32.2467,31.4249,33.0685,-164174680.6775,1503964709.0000
2015-12-29,33.16,33.78,33.07,33.68,32.9456265931,5091512,0.0000,1.0,32.2154,31.9210,64.3340,81.6346,91.2928,-0.0891,0.6590,0.7481,32.8637,160.4782,20.0000,0.0000,32.2154,31.4118,33.0191,-159827131.0340,1508473279.0000
2015-12-28,32.82,33.14,32.36,33.14,32.4174009885,3550703,0.0000,1.0,32.1195,31.8132,61.7644,70.8384,82.1105,-0.1286,0.6418,0.7704,33.2193,14.1983,25.0000,0.0000,32.1195,31.2340,33.0051,-163484414.3016,1503381767.0000
2015-12-24,32.96,33.25,32.91,33.17,32.4467468555,1311231,0.0000,1.0,32.0339,31.7496,62.0001,56.1395,71.5006,-0.1383,0.6642,0.8026,34.0306,65.6280,30.0000,0.0000,32.0339,30.9676,33.1003,-167035117.3016,1506932470.0000
2015-12-23,32.98,33.185,32.92,33.055,32.3342543656,3063139,0.0000,1.0,31.9342,31.6762,61.4645,42.6058,58.9041,-0.1569,0.6803,0.8371,34.2582,61.6677,35.0000,0.0000,31.9342,30.6835,33.1848,-167729298.4194,1505621239.0000
2015-12-22,33.0,33.26,32.73,32.93,32.2119799201,3250269,0.0000,1.0,31.8420,31.6069,60.8953,37.2208,38.0137,-0.1741,0.7023,0.8763,34.5403,54.8231,40.0000,5.0000,31.8420,30.4581,33.2258,-167787093.4947,1502558100.0000
2015-12-21,32.49,32.93,32.2,32.895,32.1777430754,7105373,0.0000,1.0,31.7437,31.5432,60.7410,44.0857,30.8997,-0.1873,0.7326,0.9199,34.8372,24.6879,45.0000,10.0000,31.7437,30.2079,33.2794,-166989857.7023,1499307831.0000
2015-12-18,32.44,32.77,32.1,32.14,31.4392054246,9897424,0.0000,1.0,31.6701,31.4764,57.2884,52.1369,42.7490,-0.2026,0.7641,0.9667,35.3574,-5.3038,50.0000,15.0000,31.6701,30.0843,33.2559,-173413893.5660,1492202458.0000
2015-12-17,33.22,33.56,32.65,32.67,31.9576490735,6354044,0.0000,1.0,31.6202,31.4803,60.8577,47.2044,58.6086,-0.1490,0.8684,1.0174,36.0086,57.0868,55.0000,0.0000,31.6202,29.9480,33.2923,-164698251.5345,1502099882.0000
2015-12-16,33.04,33.28,32.75,33.17,32.4467468555,5908874,0.0000,1.0,31.5400,31.4301,64.4567,36.1013,55.0531,-0.1185,0.9361,1.0546,36.0877,70.0993,60.0000,5.0000,31.5400,29.7883,33.2917,-158623506.1722,1508453926.0000
2015-12-15,32.94,33.2,32.76,32.97,32.2511077427,7682354,0.0000,1.0,31.3990,31.3231,63.6396,26.5978,27.9516,-0.1251,0.9591,1.0842,36.3345,68.4065,65.0000,0.0000,31.3990,29.5132,33.2848,-162079640.0220,1502545052.0000
2015-12-14,32.52,32.75,32.18,32.57,31.8598295171,6908645,0.0000,1.0,31.2678,31.2254,61.9788,34.4694,25.2992,-0.1210,0.9945,1.1155,36.6415,40.4032,70.0000,0.0000,31.2678,29.2754,33.2602,-161730442.1125,1494862698.0000
