,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Down,Aroon Up,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV
2016-04-05,78.2,78.3,76.91,77.32,77.32,9601672,0.0000,1.0,75.7675,75.8535,58.3945,57.9083,74.8724,0.0208,2.2131,2.1923,19.5214,52.7129,15.0000,85.0000,75.7675,81.0004,70.5346,-211349895.1075,238781506.0000
2016-04-04,78.33,79.55,78.32,79.08,79.08,9816080,0.0000,1.0,75.5460,75.6991,63.6529,82.2983,84.3683,0.1932,2.3803,2.1871,19.5887,98.6839,20.0000,90.0000,75.5460,80.8715,70.2205,-207412518.8197,248383178.0000
2016-04-01,78.24,79.02,78.2,78.73,78.73,9261383,0.0000,1.0,75.2030,75.3433,63.0238,84.4106,81.3787,0.2411,2.3799,2.1388,19.2324,100.3885,0.0000,95.0000,75.2030,80.4571,69.9489,-209726879.1449,238567098.0000
2016-03-31,78.5,79.84,78.41,79.03,79.03,11318226,0.0000,1.0,74.8175,74.9868,63.9247,86.3959,72.0568,0.3020,2.3805,2.0785,18.9546,124.5738,5.0000,100.0000,74.8175,80.1111,69.5239,-212437527.8278,247828481.0000
2016-03-30,79.01,79.55,78.54,78.86,78.86,10694784,0.0000,1.0,74.4285,74.5611,63.6449,73.3296,58.2890,0.3130,2.3160,2.0030,18.5997,140.1985,0.0000,70.0000,74.4285,79.5679,69.2891,-210933707.5901,236510255.0000
2016-03-29,75.6,78.24,75.57,78.08,78.08,12534992,0.0000,1.0,74.0285,74.1086,62.3731,56.4448,52.5266,0.2926,2.2173,1.9247,18.2758,110.2605,0.0000,75.0000,74.0285,78.9674,69.0896,-207015816.4218,225815471.0000
2016-03-28,76.45,76.89,74.9,76.48,76.48,6081751,0.0000,1.0,73.5650,73.6906,59.6203,45.0925,57.0941,0.2870,2.1386,1.8516,18.1628,86.4182,0.0000,80.0000,73.5650,78.6342,68.4958,-218048487.2832,213280479.0000
2016-03-24,75.15,76.15,73.53,75.86,75.86,8833087,0.0000,1.0,73.0865,73.3970,58.5027,56.0425,70.9425,0.3900,2.1698,1.7799,18.2940,67.9803,0.0000,85.0000,73.0865,78.7380,67.4350,-221624190.1324,207198728.0000
2016-03-23,78.16,78.98,76.15,76.56,76.56,10805834,0.0000,1.0,72.6265,73.1377,60.2926,70.1472,82.5655,0.5589,2.2413,1.6824,18.5747,135.7908,5.0000,90.0000,72.6265,78.7758,66.4772,-228501860.9263,216031815.0000
2016-03-22,77.0,78.55,76.908,78.18,78.18,9146918,0.0000,1.0,72.1600,72.7775,64.6406,86.6377,89.0081,0.6860,2.2287,1.5426,18.1504,171.8467,10.0000,95.0000,72.1600,78.4587,65.8613,-220827045.9652,226837649.0000
2016-03-21,77.09,79.6804,76.94,78.11,78.11,15491535,0.0000,1.0,71.5995,72.2088,64.5356,90.9118,83.6976,0.6440,2.0151,1.3711,17.4743,202.1298,15.0000,100.0000,71.5995,77.6457,65.5533,-225851723.2100,217690731.0000
2016-03-18,74.97,76.3,74.71,76.25,76.25,13347560,0.0000,1.0,71.1360,71.5876,61.6623,89.4747,74.5534,0.5103,1.7204,1.2101,16.7532,147.5261,20.0000,100.0000,71.1360,76.4972,65.7748,-223588254.1493,202199196.0000
2016-03-17,73.76,74.3701,73.51,74.25,74.25,9422304,0.0000,1.0,70.6875,71.0968,58.2031,70.7064,68.5675,0.4261,1.5087,1.0825,16.5774,103.7117,25.0000,85.0000,70.6875,75.7552,65.6198,-236096344.9669,188851636.0000
2016-03-16,72.01,73.66,71.86,73.5,73.5,7701181,0.0000,1.0,70.3010,70.7649,56.8149,63.4792,68.5986,0.4440,1.4200,0.9760,16.7951,80.0361,30.0000,90.0000,70.3010,75.4019,65.2001,-242887283.5201,179429332.0000
2016-03-15,72.62,72.84,71.75,72.23,72.23,8373721,0.0000,1.0,69.9450,70.4770,54.3774,71.5169,69.2623,0.4976,1.3626,0.8650,17.1836,65.6051,0.0000,95.0000,69.9450,75.0967,64.7933,-249219365.6756,171728151.0000
2016-03-14,74.01,74.4199,72.89,73.35,73.35,11069651,0.0000,1.0,69.6480,70.2925,57.0764,70.7997,58.0610,0.6583,1.3988,0.7406,17.7809,106.7447,0.0000,100.0000,69.6480,74.9220,64.3740,-248220665.0059,180101872.0000
2016-03-11,72.58,74.01,72.22,74.01,74.01,11217499,0.0000,1.0,69.0250,69.9706,58.7077,65.4701,50.7766,0.7347,1.3107,0.5760,18.1032,112.3369,0.0000,100.0000,69.0250,75.2589,62.7911,-243807709.8161,191171523.0000
2016-03-10,72.5,73.05,70.605,71.97,71.97,11247538,0.0000,1.0,68.3530,69.5454,54.9248,37.9133,48.6387,0.7196,1.1119,0.3923,18.5314,83.8348,5.0000,85.0000,68.3530,75.1635,61.5425,-255025208.8161,179954024.0000
2016-03-09,71.59,72.61,70.68,72.43,72.43,7282257,0.0000,1.0,67.8435,69.2902,56.0243,48.9464,61.8277,0.8373,1.0497,0.2125,19.1931,93.2300,0.0000,90.0000,67.8435,75.0107,60.6763,-256336271.5278,191201562.0000
2016-03-08,72.4,72.65,70.96,71.07,71.07,8657900,0.0000,1.0,67.2915,68.9597,53.4045,59.0565,73.0891,0.9051,0.9082,0.0031,19.9874,95.9228,5.0000,95.0000,67.2915,74.6585,59.9245,-262260180.0718,183919305.0000
2016-03-07,72.2,73.98,72.0,72.89,72.89,11243252,0.0000,1.0,66.7930,68.7376,57.7806,77.4801,80.9866,1.0761,0.8529,-0.2231,20.7573,135.0905,10.0000,100.0000,66.7930,74.4147,59.1713,-254729343.9771,192577205.0000
2016-03-04,70.96,72.96,70.72,72.22,72.22,10761945,0.0000,1.0,66.2805,68.3005,56.5350,82.7307,82.4652,1.0767,0.5846,-0.4921,21.3206,127.1180,15.0000,100.0000,66.2805,73.5643,58.9967,-253593661.9569,181333953.0000
2016-03-03,71.31,72.59,70.46,71.02,71.02,11594673,0.0000,1.0,65.9125,67.8879,54.2378,82.7489,77.4053,1.0632,0.3019,-0.7613,22.1186,128.2613,20.0000,100.0000,65.9125,72.6845,59.1405,-257245036.1534,170572008.0000
2016-03-02,72.04,72.04,70.75,71.25,71.25,10500757,0.0000,1.0,65.5335,67.5582,54.7648,81.9159,67.3080,1.0859,0.0587,-1.0271,23.0334,141.6285,25.0000,100.0000,65.5335,71.9593,59.1077,-251747092.6181,182166681.0000
2016-03-01,70.02,71.84,69.86,70.86,70.86,14004402,0.0000,1.0,65.2255,67.1696,54.0455,67.5512,54.8947,1.0228,-0.2758,-1.2986,24.1061,148.3171,30.0000,100.0000,65.2255,71.0920,59.3590,-249386457.3236,171665924.0000
2016-02-29,67.64,70.58,67.56,68.81,68.81,17983242,0.0000,1.0,65.0340,66.7811,50.0817,52.4568,45.8591,0.8951,-0.6591,-1.5543,25.2741,111.4874,35.0000,100.0000,65.0340,70.3791,59.6889,-249527915.9296,157661522.0000
2016-02-26,68.09,68.83,66.86,66.91,66.91,12079268,0.0000,1.0,64.9450,66.5676,45.9790,44.6761,47.0066,0.8480,-0.9301,-1.7781,26.4586,75.2006,40.0000,0.0000,64.9450,70.0913,59.7987,-246431463.6647,139678280.0000
2016-02-25,65.67,66.72,64.66,66.66,66.66,14675595,0.0000,1.0,64.9455,66.5315,45.4183,40.4445,55.0141,0.9212,-1.0689,-1.9901,27.3420,27.7299,45.0000,5.0000,64.9455,70.0925,59.7985,-234965356.4769,127599012.0000
2016-02-24,66.17,67.69,65.21,67.23,67.23,10775530,0.0000,1.0,65.0895,66.5180,46.4629,55.8991,69.2771,1.0153,-1.2051,-2.2204,27.7904,39.5182,50.0000,10.0000,65.0895,70.5706,59.6084,-248786062.4478,142274607.0000
2016-02-23,68.5,68.66,66.465,66.97,66.97,12929567,0.0000,1.0,65.2165,66.4431,45.9239,68.6988,78.2965,1.0548,-1.4194,-2.4742,28.3526,50.8664,55.0000,15.0000,65.2165,70.9995,59.4335,-255564218.4155,131499077.0000
2016-02-22,68.3,69.53,67.98,68.84,68.84,13404333,0.0000,1.0,65.3540,66.3876,49.3162,83.2332,83.8260,1.0921,-1.6458,-2.7379,29.1533,81.0657,60.0000,0.0000,65.3540,71.4211,59.2869,-248584019.3745,144428644.0000
2016-02-19,66.8,67.75,66.09,67.28,67.28,12333237,0.0000,1.0,65.4305,66.1295,46.1647,82.9576,80.6882,0.9096,-2.1013,-3.0109,30.2619,33.6552,65.0000,5.0000,65.4305,71.7064,59.1546,-250054172.0261,131024311.0000
2016-02-18,67.0,68.5,66.23,66.52,66.52,14546878,0.0000,1.0,65.6025,66.0084,44.5694,85.2871,70.6339,0.7451,-2.4932,-3.2383,31.0341,30.1003,70.0000,10.0000,65.6025,72.2494,58.9556,-255403527.8334,118691074.0000
2016-02-17,67.17,67.39,65.68,66.38,66.38,14454365,0.0000,1.0,65.7120,65.9545,44.2805,73.8199,53.9095,0.5447,-2.8799,-3.4246,31.8702,15.4311,75.0000,15.0000,65.7120,72.4866,58.9374,-244573473.2871,104144196.0000
2016-02-16,64.42,66.89,64.04,66.29,66.29,21724914,0.0000,1.0,65.8995,65.9097,44.1026,52.7948,39.9315,0.2436,-3.3172,-3.5608,32.5026,-5.9072,80.0000,20.0000,65.8995,72.9401,58.8589,-241953091.3280,89689831.0000
2016-02-12,61.27,62.78,60.28,60.89,60.89,13666326,0.0000,1.0,66.0645,65.8697,31.6630,35.1138,31.3382,-0.1963,-3.8180,-3.6217,33.0561,-99.3441,85.0000,25.0000,66.0645,73.2863,58.8427,-254530673.1175,67964917.0000
2016-02-11,60.25,61.63,59.85,60.57,60.57,15006102,0.0000,1.0,66.6325,66.3939,30.7960,31.8859,27.1565,-0.2792,-3.8518,-3.5726,32.6026,-125.9169,90.0000,30.0000,66.6325,73.9236,59.3414,-247533514.2055,54298591.0000
2016-02-10,61.9,63.09,60.87,61.78,61.78,8996854,0.0000,1.0,67.1185,67.0069,32.2665,27.0149,25.8817,-0.3036,-3.8064,-3.5028,31.7912,-117.4340,95.0000,35.0000,67.1185,74.0135,60.2235,-244667180.1156,69304693.0000
2016-02-09,60.11,62.22,59.25,61.39,61.39,12734767,0.0000,1.0,67.6635,67.5571,31.2615,22.5686,27.5652,-0.3893,-3.8162,-3.4269,31.0443,-156.2585,100.0000,40.0000,67.6635,74.5074,60.8196,-243046125.3409,60307839.0000
2016-02-08,60.9,62.05,60.45,61.1,61.1,16155235,0.0000,1.0,68.0900,68.2063,30.5333,28.0616,28.4309,-0.4040,-3.7335,-3.3296,30.0059,-180.4017,100.0000,0.0000,68.0900,74.3556,61.8244,-248663143.7819,47573072.0000
2016-02-05,64.71,64.86,62.18,62.64,62.64,12841035,0.0000,1.0,68.5750,68.9543,32.2571,32.0655,24.3583,-0.3156,-3.5442,-3.2286,29.0292,-162.1633,90.0000,0.0000,68.5750,74.0535,63.0965,-245634037.2194,63728307.0000
2016-02-04,64.33,65.72,63.1,64.86,64.86,22910605,0.0000,1.0,69.0790,69.6189,34.9601,25.1656,18.9627,-0.2581,-3.4078,-3.1496,28.1789,-152.3130,95.0000,0.0000,69.0790,74.1178,64.0402,-237201118.7120,76569342.0000
2016-02-03,65.6,65.73,60.87,63.44,63.44,31915406,0.0000,1.0,69.7025,70.1199,31.4707,15.8439,15.7207,-0.3250,-3.4102,-3.0851,27.3828,-211.9408,100.0000,0.0000,69.7025,75.5240,63.8810,-245071173.8646,53658737.0000
2016-02-02,67.05,67.7399,64.66,65.09,65.09,19147866,0.0000,1.0,70.4620,70.8230,33.4518,15.8785,17.4898,-0.2151,-3.2190,-3.0038,26.5447,-146.4607,100.0000,5.0000,70.4620,76.7611,64.1629,-246909921.5354,85574143.0000
2016-02-01,66.5,67.7,65.35,67.03,67.03,16212002,0.0000,1.0,71.0420,71.4265,35.9819,15.4396,23.0632,-0.1461,-3.0961,-2.9501,26.0987,-129.8040,60.0000,0.0000,71.0420,77.3917,64.6923,-233108711.1931,104722009.0000
2016-01-29,67.98,68.93,65.4,67.03,67.03,25585887,0.0000,1.0,71.7540,71.8893,35.9819,21.1512,34.4497,-0.1783,-3.0919,-2.9135,25.7179,-113.8370,65.0000,0.0000,71.7540,79.2370,64.2710,-240076422.6910,104722009.0000
2016-01-28,72.55,73.15,66.67,66.92,66.92,33153782,0.0000,1.0,72.4865,72.4008,35.7332,32.5987,46.6216,-0.1725,-3.0414,-2.8690,25.3233,-74.8586,70.0000,0.0000,72.4865,80.7986,64.1744,-238119428.5012,79136122.0000
2016-01-27,69.96,71.42,68.745,69.54,69.54,18227510,0.0000,1.0,73.3035,72.9777,39.1775,49.5994,56.9248,-0.0958,-2.9216,-2.8259,25.0665,-59.3732,75.0000,5.0000,73.3035,82.4379,64.1691,-207523808.6925,112289904.0000
2016-01-26,69.01,70.19,68.88,69.77,69.77,11467271,0.0000,1.0,73.9335,73.3396,39.4950,57.6667,60.2181,-0.1910,-2.9929,-2.8019,25.0727,-67.0577,80.0000,0.0000,73.9335,83.6615,64.2055,-200130594.3561,130517414.0000
2016-01-25,70.8,70.8,69.02,69.72,69.72,14782202,0.0000,1.0,74.6305,73.7153,39.3936,63.5082,58.8848,-0.3097,-3.0639,-2.7542,24.7881,-67.8655,85.0000,0.0000,74.6305,85.0391,64.2219,-204244806.0889,119050143.0000
2016-01-22,72.51,73.34,69.89,70.37,70.37,15826852,0.0000,1.0,75.3845,74.1359,40.2264,59.4795,51.4999,-0.4280,-3.1048,-2.6767,24.5062,-55.4722,90.0000,0.0000,75.3845,86.4265,64.3425,-201089055.1001,133832345.0000
2016-01-21,68.78,71.65,67.1437,70.72,70.72,16562447,0.0000,1.0,76.1080,74.5323,40.6662,53.6668,47.6381,-0.6083,-3.1780,-2.5697,24.3168,-78.3212,95.0000,5.0000,76.1080,87.6269,64.5891,-189666196.7001,149659197.0000
2016-01-20,68.025,69.1124,65.34,68.71,68.71,19451436,0.0000,1.0,76.7155,74.9336,36.9026,41.3535,42.8429,-0.8432,-3.2608,-2.4176,23.7331,-113.7284,100.0000,10.0000,76.7155,88.3149,65.1161,-199392403.0104,133096750.0000
2016-01-19,71.94,72.31,69.81,70.13,70.13,17417299,0.0000,1.0,77.4125,75.5887,38.5435,47.8939,42.4531,-0.9076,-3.1145,-2.2068,22.4880,-88.8375,95.0000,0.0000,77.4125,88.6744,66.1506,-214694089.3304,152548186.0000
2016-01-15,68.7,71.0,67.541,69.59,69.59,20718895,0.0000,1.0,78.0840,76.1633,37.5402,39.2812,33.9978,-1.0470,-3.0270,-1.9799,21.6587,-117.6905,100.0000,5.0000,78.0840,89.1283,67.0397,-201735618.8744,135130887.0000
2016-01-14,70.29,72.72,68.27,72.25,72.25,17718347,0.0000,1.0,78.8360,76.8553,40.6454,40.1841,26.4161,-1.0981,-2.8163,-1.7182,20.4157,-109.5131,100.0000,10.0000,78.8360,89.5063,68.1657,-205563133.7357,155849782.0000
2016-01-13,72.77,73.239,70.22,70.29,70.29,12480235,0.0000,1.0,79.3480,77.3400,36.9974,22.5281,15.4704,-1.3336,-2.7772,-1.4436,19.1868,-123.6672,90.0000,15.0000,79.3480,89.6825,69.0135,-219538728.7851,138131435.0000
2016-01-12,71.45,72.77,71.0,72.68,72.68,13451556,0.0000,1.0,79.8620,78.0821,39.8334,16.5362,12.3872,-1.3772,-2.4874,-1.1103,18.1168,-132.0296,95.0000,20.0000,79.8620,89.3296,70.3944,-207637239.3631,150611670.0000
2016-01-11,71.29,71.73,69.02,69.92,69.92,16959489,0.0000,1.0,80.2150,78.6508,34.3091,7.3468,15.7229,-1.5587,-2.3247,-0.7660,17.0846,-197.0347,100.0000,25.0000,80.2150,89.0933,71.3367,-219720840.5156,137160114.0000
2016-01-08,74.33,74.66,70.67,70.8,70.8,20811271,0.0000,1.0,80.9355,79.5698,35.2906,13.2786,22.9024,-1.4259,-1.8021,-0.3763,15.7161,-210.1411,100.0000,30.0000,80.9355,88.6125,73.2585,-214025956.7555,154119603.0000
2016-01-07,73.29,75.5,71.54,72.72,72.72,27275622,0.0000,1.0,81.5665,80.4929,37.5150,26.5432,25.1547,-1.1788,-1.1986,-0.0198,14.4622,-241.2629,100.0000,35.0000,81.5665,87.7335,75.3995,-194570808.6778,174930874.0000
2016-01-06,77.12,78.485,76.97,77.33,77.33,11565711,0.0000,1.0,82.1495,81.3111,43.8144,28.8853,18.9409,-0.8812,-0.6063,0.2749,13.2446,-168.6287,90.0000,40.0000,82.1495,86.9039,77.3951,-183550355.3445,202206496.0000
2016-01-05,77.92,78.68,77.26,78.63,78.63,14211106,0.0000,1.0,82.5210,81.7302,45.8782,20.0357,15.3325,-0.8060,-0.3108,0.4952,12.7377,-177.7765,95.0000,45.0000,82.5210,86.8533,78.1887,-177481219.8692,213772207.0000
2016-01-04,78.18,78.31,75.18,76.69,76.69,23056681,0.0000,1.0,82.8320,82.0565,42.0054,7.9015,16.5357,-0.7583,-0.0616,0.6967,12.2533,-290.7239,100.0000,50.0000,82.8320,86.8865,78.7775,-190691543.7565,199561101.0000
2015-12-31,81.48,82.17,81.25,81.27,81.27,6743957,0.0000,1.0,83.1270,82.6214,50.0353,18.0602,27.3068,-0.4313,0.4549,0.8862,11.6478,-100.8291,40.0000,0.0000,83.1270,86.0524,80.2016,-189881245.0633,222617782.0000
2015-12-30,82.95,83.11,81.5,81.68,81.68,6981996,0.0000,1.0,83.3135,82.7637,50.8622,23.6452,38.6463,-0.3528,0.6413,0.9941,12.2241,-78.5393,45.0000,5.0000,83.3135,86.2171,80.4099,-183430503.5850,229361739.0000
2015-12-29,82.5,83.51,82.41,83.26,83.26,6942246,0.0000,1.0,83.4295,82.8778,54.1375,40.2150,55.6899,-0.2542,0.8281,1.0823,12.8416,-22.2678,50.0000,10.0000,83.4295,86.2469,80.6121,-178009699.2372,236343735.0000
2015-12-28,82.56,82.75,81.52,82.14,82.14,9318565,0.0000,1.0,83.4705,82.8375,52.0585,52.0787,66.0821,-0.2522,0.8936,1.1458,13.2632,-88.0593,55.0000,15.0000,83.4705,86.3006,80.6404,-181796378.8735,229401489.0000
2015-12-24,84.56,84.8,83.41,83.71,83.71,3775327,0.0000,1.0,83.4325,82.9110,55.4030,74.7760,69.5893,-0.1306,1.0782,1.2089,13.8847,41.6436,60.0000,20.0000,83.4325,86.3521,80.5129,-181872139.5646,238720054.0000
2015-12-23,85.05,85.09,83.72,84.8,84.8,11237102,0.0000,1.0,83.3325,82.8269,57.8546,71.3917,64.0624,-0.1032,1.1383,1.2415,14.0502,79.3399,65.0000,25.0000,83.3325,86.3428,80.3222,-179726450.1185,242495381.0000
2015-12-22,82.89,85.1,82.89,84.84,84.84,12776096,0.0000,1.0,83.1355,82.6192,57.9440,62.6001,65.0524,-0.1798,1.0875,1.2673,14.1401,68.9710,70.0000,30.0000,83.1355,86.2498,80.0212,-186206238.8631,253732483.0000
2015-12-21,83.15,83.73,82.43,82.87,82.87,8093526,0.0000,1.0,82.9590,82.3854,54.6670,58.1953,68.8108,-0.3095,1.0028,1.3123,14.2347,8.3048,0.0000,35.0000,82.9590,86.0670,79.8510,-195976194.6278,240956387.0000
2015-12-18,83.2,83.75,82.03,82.65,82.65,12168392,0.0000,1.0,82.8130,82.3344,54.2891,74.3617,68.8427,-0.3090,1.0806,1.3896,14.6169,5.7029,0.0000,40.0000,82.8130,86.1869,79.4391,-193361363.1509,232862861.0000
2015-12-17,85.0,85.32,82.85,83.56,83.56,13003014,0.0000,1.0,82.5740,82.3011,56.1275,73.8753,53.7562,-0.2802,1.1866,1.4669,15.0191,56.8455,0.0000,45.0000,82.5740,86.5785,78.5695,-189965532.8253,245031253.0000
2015-12-16,83.3,85.05,82.995,84.63,84.63,16573495,0.0000,1.0,82.2805,82.1686,58.3342,58.2909,40.2035,-0.3249,1.2121,1.5369,15.2499,73.5019,5.0000,50.0000,82.2805,86.7825,77.7785,-184437935.7807,258034267.0000
2015-12-15,81.06,83.39,80.9,82.49,82.49,13054779,0.0000,1.0,81.9555,81.9095,54.9706,29.1024,33.7498,-0.5002,1.1179,1.6182,15.5437,14.5171,0.0000,55.0000,81.9555,86.6658,77.2452,-194236863.4815,241460772.0000
2015-12-14,80.15,80.76,78.99,80.57,80.57,12074086,0.0000,1.0,81.7460,81.8484,51.6433,33.2172,43.2241,-0.5438,1.1994,1.7432,16.1737,-45.5842,0.0000,60.0000,81.7460,86.7085,76.7835,-197854452.8429,228405993.0000
2015-12-11,82.85,83.05,79.422,79.74,79.74,20788768,0.0000,1.0,81.5100,81.9830,50.1300,38.9298,51.6380,-0.3977,1.4814,1.8792,16.6397,-19.1217,5.0000,65.0000,81.5100,87.0849,75.9351,-207336362.1875,216331907.0000
2015-12-10,83.34,84.34,82.85,84.33,84.33,10464148,0.0000,1.0,81.4610,82.2191,59.9937,57.5253,62.1001,-0.0742,1.9044,1.9786,17.2178,68.6653,10.0000,70.0000,81.4610,87.1140,75.8080,-190191931.6870,237120675.0000
2015-12-09,84.37,85.2,82.97,83.42,83.42,21919178,0.0000,1.0,81.2370,81.9969,58.4540,58.4588,65.1815,-0.0480,1.9492,1.9972,17.6448,77.0269,15.0000,75.0000,81.2370,86.7713,75.7027,-200515621.3246,226656527.0000
2015-12-08,82.77,84.67,82.61,84.38,84.38,14658070,0.0000,1.0,81.1375,81.8471,60.7990,70.3163,69.7256,0.0615,2.0706,2.0092,18.0642,86.5177,20.0000,80.0000,81.1375,86.5820,75.6930,-187442748.3470,248575705.0000
2015-12-07,84.8,85.1299,84.2,84.76,84.76,11874979,0.0000,1.0,80.9875,81.5805,61.7303,66.7693,71.7404,0.1040,2.0978,1.9938,18.6124,120.2342,25.0000,0.0000,80.9875,86.2279,75.7471,-197973788.9295,263233775.0000
2015-12-04,82.58,85.0,82.42,84.85,84.85,15551923,0.0000,1.0,80.9300,81.2458,61.9437,72.0913,79.5877,0.0955,2.0633,1.9678,18.8024,105.5726,30.0000,0.0000,80.9300,86.0269,75.8331,-200401397.8207,275108754.0000
