,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Down,Aroon Up,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV
2019-10-04,169.6,170.7,167.56,170.34,170.34,8854068,0.0000,1.0,174.4725,172.1180,48.2104,57.1752,35.8150,-1.1623,-1.3141,-0.1518,14.3843,-77.8006,90.0000,45.0000,174.4725,185.0314,163.9136,188571926.0662,690419283.0000
2019-10-03,166.65,170.18,165.0,169.48,169.48,10379268,0.0000,1.0,174.7900,172.3052,47.3836,29.6264,22.7343,-1.4892,-1.3503,0.1388,14.0068,-109.9528,95.0000,50.0000,174.7900,185.2137,164.3663,181748090.2191,681565215.0000
2019-10-02,162.82,166.88,161.9,165.77,165.77,11590947,0.0000,1.0,175.2630,172.6026,43.7000,20.6436,20.6464,-1.8005,-1.2894,0.5111,13.5408,-188.7553,100.0000,55.0000,175.2630,185.5375,164.9885,174174029.7867,671185947.0000
2019-10-01,168.01,168.23,163.64,165.15,165.15,14184786,0.0000,1.0,175.6910,173.3218,43.0672,17.9329,23.4204,-1.7763,-0.8151,0.9612,12.6020,-219.5981,90.0000,60.0000,175.6910,185.0174,166.3646,167750131.4493,659595000.0000
2019-09-30,169.8865,170.2,166.45,167.23,167.23,14933254,0.0000,1.0,176.0540,174.1820,44.6673,23.3629,25.5848,-1.5400,-0.1347,1.4053,11.7438,-205.9538,95.0000,65.0000,176.0540,184.2018,167.9062,172602008.1421,673779786.0000
2019-09-27,176.0,176.5,163.15,165.98,165.98,33283661,0.0000,1.0,176.4440,174.9138,43.4682,28.9655,23.9345,-1.2665,0.5239,1.7903,11.0588,-228.9062,100.0000,70.0000,176.4440,183.5443,169.3437,181323028.4781,658846532.0000
2019-09-26,177.0,178.23,174.83,175.0,175.0,9995405,0.0000,1.0,176.7855,175.8542,51.0523,24.4261,24.8310,-0.6229,1.4841,2.1069,10.3379,-26.1828,0.0000,75.0000,176.7855,182.3254,171.2456,200495414.4774,692130193.0000
2019-09-25,172.3,176.99,171.72,176.66,176.66,11797903,0.0000,1.0,176.4095,175.9441,52.6586,18.4118,33.4803,-0.4930,1.7697,2.2627,10.6899,-31.6745,5.0000,80.0000,176.4095,183.2510,169.5680,209491278.9774,702125598.0000
2019-09-24,179.17,179.49,171.3,171.55,171.55,14527242,0.0000,1.0,175.8865,175.8688,47.8611,31.6551,52.8836,-0.4464,1.9395,2.3859,10.9015,-39.2340,10.0000,85.0000,175.8865,184.0441,167.7289,199170912.2165,690327695.0000
2019-09-23,181.25,181.33,176.8,176.98,176.98,14100869,0.0000,1.0,175.6040,176.3234,53.3153,50.3739,67.3026,0.1508,2.6483,2.4975,11.1244,52.3050,0.0000,90.0000,175.6040,184.6821,166.5259,212811265.2055,704854937.0000
2019-09-20,182.31,183.82,178.84,182.51,182.51,24817764,0.0000,1.0,174.9820,176.2542,59.9218,76.6218,75.5342,0.5017,2.9615,2.4598,11.4127,114.1586,5.0000,95.0000,174.9820,185.2274,164.7366,225791535.3446,718955806.0000
2019-09-19,180.9,184.13,180.43,180.46,180.46,15142072,0.0000,1.0,174.4520,175.5957,58.0930,74.9121,74.3147,0.4209,2.7553,2.3344,11.4452,126.5277,10.0000,100.0000,174.4520,184.1678,164.7362,214030506.6217,694138042.0000
2019-09-18,179.15,180.17,177.58,180.0,180.0,9277165,0.0000,1.0,174.1910,175.0837,57.6814,75.0687,73.2571,0.4314,2.6606,2.2292,11.2610,93.8096,15.0000,80.0000,174.1910,183.5200,164.8620,228927031.5082,678995970.0000
2019-09-17,176.85,179.12,176.05,179.0,179.0,7565887,0.0000,1.0,174.0515,174.5662,56.8052,72.9633,71.7817,0.4266,2.5480,2.1213,11.5023,75.3241,20.0000,85.0000,174.0515,183.1083,164.9947,220867718.2842,669718805.0000
2019-09-16,177.75,179.17,175.37,177.07,177.07,10716765,0.0000,1.0,174.0155,174.0995,55.1006,71.7391,66.0787,0.4543,2.4689,2.0147,11.8796,59.7418,25.0000,90.0000,174.0155,182.9988,165.0322,213893301.2777,662152918.0000
2019-09-13,179.74,180.18,178.61,179.17,179.17,9469879,0.0000,1.0,173.8920,173.7868,57.4438,70.6427,61.5533,0.6275,2.5286,1.9011,12.2768,106.8798,30.0000,95.0000,173.8920,182.7712,165.0128,215021381.8040,672869683.0000
2019-09-12,177.89,180.5,177.0,178.24,178.24,12478421,0.0000,1.0,173.2820,173.2202,56.6685,55.8542,58.3856,0.6100,2.3543,1.7442,12.2821,99.8936,0.0000,100.0000,173.2820,182.3022,164.2618,217735678.3327,663399804.0000
2019-09-11,176.0,176.66,174.15,176.09,176.09,6983297,0.0000,1.0,172.4730,172.6918,54.8626,58.1631,66.8478,0.6004,2.1921,1.5917,12.2877,52.7707,5.0000,85.0000,172.4730,182.4237,162.5223,221372246.7384,650921383.0000
2019-09-10,176.28,176.3,172.22,174.99,174.99,9817719,0.0000,1.0,171.8700,172.3341,53.9294,61.1396,74.8061,0.7307,2.1722,1.4416,12.6978,39.3641,0.0000,90.0000,171.8700,182.3200,161.4200,217560646.3838,643938086.0000
2019-09-09,177.88,177.99,175.86,177.78,177.78,6921016,0.0000,1.0,171.0860,172.0545,56.7570,81.2407,82.8927,0.9683,2.2273,1.2589,13.1689,79.2768,5.0000,95.0000,171.0860,182.7628,159.4092,214047443.0162,653755805.0000
2019-09-06,179.01,179.22,176.21,176.69,176.69,8294401,0.0000,1.0,170.1530,171.4518,55.8988,82.0381,84.0716,0.9641,1.9810,1.0169,13.2195,86.9270,10.0000,100.0000,170.1530,182.5037,157.8023,208491134.3965,646834789.0000
2019-09-05,176.88,178.95,176.52,178.94,178.94,11153521,0.0000,1.0,169.4295,170.9004,58.1623,85.3993,85.7205,0.9730,1.7488,0.7758,13.2285,104.2466,0.0000,100.0000,169.4295,181.8588,157.0002,214140145.0443,655129190.0000
2019-09-04,176.26,176.55,173.99,174.33,174.33,7208902,0.0000,1.0,168.4410,170.0541,54.5826,84.7773,81.6302,0.6654,1.1980,0.5326,13.2002,77.9302,5.0000,45.0000,168.4410,180.8321,156.0499,203078422.5710,643975669.0000
2019-09-03,173.0,174.72,172.15,172.41,172.41,8499304,0.0000,1.0,167.5960,169.6040,52.9911,86.9847,68.6519,0.5807,0.9469,0.3662,13.3929,65.7375,0.0000,50.0000,167.5960,180.5573,154.6347,208372459.9773,636766767.0000
2019-08-30,174.35,175.25,172.66,175.03,175.03,10293219,0.0000,1.0,166.6590,169.3087,55.5128,73.1287,46.6553,0.5871,0.8081,0.2210,13.7711,88.1191,5.0000,55.0000,166.6590,180.7528,152.5652,215152060.4442,645266071.0000
2019-08-29,171.0,173.96,170.95,172.81,172.81,11577243,0.0000,1.0,165.9575,168.7064,53.7408,45.8422,26.1669,0.2781,0.3524,0.0743,14.1141,76.9811,10.0000,60.0000,165.9575,179.7073,152.2077,206607496.4095,634972852.0000
2019-08-28,164.64,168.0,164.2,167.48,167.48,9506679,0.0000,1.0,165.5995,168.2745,49.1183,20.9949,16.6073,-0.0130,-0.0083,0.0047,14.5934,10.4501,15.0000,65.0000,165.5995,178.9850,152.2140,203876651.7151,623395609.0000
2019-08-27,167.2,168.19,165.19,166.2,166.2,12783690,0.0000,1.0,165.8810,168.3581,47.9312,11.6636,22.1347,0.0662,0.0742,0.0080,15.0301,6.0549,20.0000,70.0000,165.8810,179.6443,152.1177,196971800.6520,613888930.0000
2019-08-26,166.49,167.45,165.53,165.9,165.9,8648151,0.0000,1.0,166.2760,168.5853,47.6594,17.1634,40.4556,0.3172,0.3086,-0.0085,15.5841,-0.9766,25.0000,0.0000,166.2760,180.4991,152.0529,201147806.0520,601105240.0000
2019-08-23,169.69,171.49,163.831,164.54,164.54,20909801,0.0000,1.0,166.8320,168.8679,46.4553,37.5773,64.1318,0.7218,0.6340,-0.0878,16.0915,-3.1821,30.0000,5.0000,166.8320,181.8026,151.8614,206462815.5207,592457089.0000
2019-08-22,174.1,174.9796,170.5,171.91,171.91,11578161,0.0000,1.0,167.5420,169.3235,52.6962,66.6263,82.2534,1.4467,1.1784,-0.2683,16.6257,45.7206,35.0000,10.0000,167.5420,183.3347,151.7493,223501341.1822,613366890.0000
2019-08-21,177.22,178.5,174.89,175.24,175.24,10627504,0.0000,1.0,167.8110,169.0512,55.9209,88.1918,88.6974,1.7358,1.1059,-0.6300,17.1888,75.6656,40.0000,15.0000,167.8110,184.0686,151.5534,227790812.5625,624945051.0000
2019-08-20,175.91,177.99,175.62,177.21,177.21,10339621,0.0000,1.0,167.9825,168.3998,57.9126,91.9421,83.2658,1.7220,0.6581,-1.0639,17.3040,80.2062,45.0000,20.0000,167.9825,184.6179,151.3471,236357581.7149,635572555.0000
2019-08-19,177.43,178.8,175.59,178.28,178.28,16012796,0.0000,1.0,168.0265,167.4724,58.9969,85.9584,75.0053,1.3708,-0.1236,-1.4944,17.3422,85.3886,50.0000,25.0000,168.0265,184.7637,151.2893,232823787.1959,645912176.0000
2019-08-16,170.0,177.55,168.57,174.6,174.6,25952537,0.0000,1.0,167.8125,166.3348,56.3253,71.8968,66.8896,0.6087,-1.2285,-1.8371,17.3825,53.7264,55.0000,30.0000,167.8125,184.1238,151.5012,221998937.5635,629899380.0000
2019-08-15,170.11,171.0,164.36,166.97,166.97,36343492,0.0000,1.0,167.7320,165.4647,49.8949,67.1605,65.0621,-0.2568,-2.2461,-1.9893,17.5199,-2.0467,60.0000,35.0000,167.7320,183.9240,151.5400,213097621.9778,603946843.0000
2019-08-14,161.34,163.0,159.21,162.06,162.06,20803677,0.0000,1.0,168.0235,165.3063,44.9390,61.6115,66.3722,-0.8104,-2.7355,-1.9251,18.2067,-57.3619,65.0000,40.0000,168.0235,184.3594,151.6876,220869874.7850,567603351.0000
2019-08-13,160.64,167.36,159.57,164.03,164.03,23247913,0.0000,1.0,168.6615,165.6480,46.6996,66.4144,66.5749,-1.0979,-2.8204,-1.7225,18.5802,-43.8849,70.0000,45.0000,168.6615,185.0126,152.3104,210385699.8325,588407028.0000
2019-08-12,157.5,159.36,155.54,159.31,159.31,13566628,0.0000,1.0,169.1695,165.8183,41.4811,71.0906,60.0448,-1.6402,-3.0882,-1.4480,19.0061,-98.9881,75.0000,50.0000,169.1695,185.5448,152.7942,207013409.5000,565159115.0000
2019-08-09,160.98,161.99,159.11,159.12,159.12,11894293,0.0000,1.0,169.8790,166.5034,41.2612,62.2197,43.2014,-1.8667,-2.9047,-1.0380,18.4424,-95.2170,80.0000,55.0000,169.8790,185.7045,154.0535,193801928.8299,551592487.0000
2019-08-08,161.71,162.3,159.12,162.22,162.22,19267699,0.0000,1.0,170.3765,167.2806,43.8134,46.8240,26.2767,-2.0374,-2.6087,-0.5713,18.1437,-96.6107,85.0000,60.0000,170.3765,185.4242,155.3288,205613622.5729,563486780.0000
2019-08-07,155.73,159.48,155.3,159.17,159.17,17917383,0.0000,1.0,170.5930,167.8133,40.3657,20.5605,14.1043,-2.4468,-2.5087,-0.0620,17.8302,-141.7932,90.0000,65.0000,170.5930,185.2855,155.9005,187315367.5478,544219081.0000
2019-08-06,158.48,158.73,156.11,157.43,157.43,24996283,0.0000,1.0,170.9810,168.7231,38.3143,11.4455,13.2666,-2.5838,-2.0341,0.5497,17.1068,-173.7850,95.0000,70.0000,170.9810,184.8321,157.1299,172055586.8109,526301698.0000
2019-08-05,155.03,157.23,151.85,153.67,153.67,28912590,0.0000,1.0,171.5495,169.9118,33.6271,10.3070,17.0208,-2.4171,-1.2214,1.1957,16.4055,-254.5076,100.0000,75.0000,171.5495,183.9908,159.1082,171864775.4903,501305415.0000
2019-08-02,162.56,163.85,160.35,161.0,161.0,27104672,0.0000,1.0,172.2885,171.6215,39.1342,18.0474,23.7358,-1.5836,0.2163,1.7999,15.4594,-197.4174,100.0000,80.0000,172.2885,181.8063,162.7707,181215687.4977,530218005.0000
2019-08-01,174.54,175.7145,162.1,165.65,165.65,32728170,0.0000,1.0,172.9035,172.7396,43.4196,22.7082,34.6333,-0.8938,1.3020,2.1958,15.1362,-116.2972,100.0000,85.0000,172.9035,180.8906,164.9164,198252909.8977,557322677.0000
2019-07-31,173.71,174.89,170.09,173.11,173.11,14628866,0.0000,1.0,173.3545,173.4858,52.1179,30.4520,50.4854,-0.2240,2.1953,2.4193,14.9594,-14.9767,30.0000,90.0000,173.3545,180.6402,166.0688,213913247.2928,590050847.0000
2019-07-30,174.25,175.71,172.89,174.1,174.1,14300635,0.0000,1.0,173.4715,173.5254,53.4683,50.7398,69.6392,0.0688,2.5440,2.4753,15.6629,19.6669,35.0000,95.0000,173.4715,180.8127,166.1303,210134123.5761,604679713.0000
2019-07-29,178.43,179.88,175.35,177.02,177.02,15130314,0.0000,1.0,173.5190,173.4649,57.6541,70.2643,82.1029,0.3932,2.8513,2.4581,16.1869,92.6738,40.0000,100.0000,173.5190,180.8881,166.1499,212162582.4414,618980348.0000
2019-07-26,178.25,179.4,176.88,178.74,178.74,15281019,0.0000,1.0,173.1405,173.0907,60.2955,87.9134,85.5805,0.5449,2.9047,2.3598,16.3713,122.1272,45.0000,100.0000,173.1405,180.5291,165.7519,216137212.3884,634110662.0000
2019-07-25,178.49,179.15,175.369,177.29,177.29,14048992,0.0000,1.0,172.7485,172.4960,58.7832,88.1310,77.4157,0.5319,2.7555,2.2236,16.3248,108.6834,50.0000,100.0000,172.7485,179.7277,165.7693,208860536.6741,618829643.0000
2019-07-24,178.0,178.96,176.9382,178.67,178.67,14933112,0.0000,1.0,172.3335,171.9914,60.8798,80.6972,65.5928,0.5820,2.6726,2.0906,16.3034,140.1330,0.0000,100.0000,172.3335,179.1687,165.4983,208633880.0986,632878635.0000
2019-07-23,175.39,178.64,174.845,178.09,178.09,20881546,0.0000,1.0,171.6900,171.2884,60.3146,63.4190,60.0188,0.4423,2.3874,1.9451,16.0396,126.8866,5.0000,100.0000,171.6900,178.4406,164.9394,197984675.9827,617945523.0000
2019-07-22,173.5,174.28,171.4373,174.0,174.0,18497918,0.0000,1.0,171.1905,170.5724,56.0624,52.6621,64.9873,0.2132,2.0477,1.8345,15.7937,47.5007,10.0000,30.0000,171.1905,177.4322,164.9488,183155752.0116,597063977.0000
2019-07-19,174.87,175.15,172.99,172.99,172.99,13647241,0.0000,1.0,170.8680,170.2116,54.9295,63.9753,77.6580,0.2196,2.0008,1.7812,15.9946,64.0934,15.0000,35.0000,170.8680,177.1620,164.5740,168301846.4224,578566059.0000
2019-07-18,173.41,174.4,172.06,172.8,172.8,15613202,0.0000,1.0,170.6310,169.9192,54.7209,78.3243,83.9321,0.2884,2.0147,1.7263,15.9779,56.8660,0.0000,40.0000,170.6310,176.9445,164.3175,181949087.4224,564918818.0000
2019-07-17,172.75,176.22,172.49,174.82,174.82,15031587,0.0000,1.0,170.2640,169.6159,57.4049,90.6742,77.6695,0.3682,2.0224,1.6542,16.0399,97.6253,0.0000,45.0000,170.2640,176.8768,163.6512,187687272.7728,580532020.0000
2019-07-16,174.2,175.52,173.46,174.19,174.19,19039650,0.0000,1.0,169.7985,169.0681,56.7768,82.7978,57.0077,0.2350,1.7972,1.5621,16.0452,109.2792,0.0000,50.0000,169.7985,176.3735,163.2235,183939450.8130,565500433.0000
2019-07-15,171.5,173.75,170.42,173.5,173.5,22199049,0.0000,1.0,169.0845,168.5290,56.1032,59.5366,34.6052,0.0443,1.5477,1.5034,15.9177,81.1942,0.0000,55.0000,169.0845,176.6271,161.5419,189484979.9392,546460783.0000
2019-07-12,168.0,170.2,167.65,169.07,169.07,18103648,0.0000,1.0,168.3145,168.0057,51.4927,28.6886,18.1197,-0.2152,1.2771,1.4923,15.9520,12.3636,5.0000,60.0000,168.3145,176.9604,159.6686,170619121.4798,524261734.0000
2019-07-11,167.56,168.424,165.0,166.55,166.55,14796404,0.0000,1.0,167.8775,167.8937,48.5738,15.5905,17.3450,-0.1820,1.3641,1.5461,16.3486,-25.2261,10.0000,65.0000,167.8775,177.1847,158.5703,168560275.2366,506158086.0000
2019-07-10,171.24,171.37,166.86,166.93,166.93,16675575,0.0000,1.0,167.5520,168.0352,48.9962,10.0798,25.6662,0.1203,1.7119,1.5916,16.9587,12.7333,15.0000,70.0000,167.5520,177.4582,157.6458,169960402.2507,520954490.0000
2019-07-09,167.085,168.98,166.5,168.8,168.8,15782800,0.0000,1.0,167.3380,168.1515,51.0723,26.3647,44.0391,0.5308,2.0923,1.5615,17.3727,11.3181,20.0000,75.0000,167.3380,177.4710,157.2050,186118331.9070,537630065.0000
2019-07-08,170.09,170.28,168.35,168.45,168.45,16531017,0.0000,1.0,166.8905,168.0832,50.7009,40.5541,59.7383,0.9281,2.3569,1.4288,18.0630,30.4857,0.0000,80.0000,166.8905,177.5048,156.2762,172626583.5199,521847265.0000
2019-07-05,173.75,173.82,172.82,173.3,173.3,12618589,0.0000,1.0,166.1795,168.0446,56.3302,65.1985,70.5363,1.4992,2.6960,1.1968,18.5662,94.1448,0.0000,85.0000,166.1795,178.1048,154.2542,187444541.7634,538378282.0000
2019-07-03,175.69,175.85,173.85,174.67,174.67,8532590,0.0000,1.0,165.0895,167.4914,58.0600,73.4622,74.2697,1.7738,2.5959,0.8220,18.5069,118.1230,0.0000,90.0000,165.0895,178.1439,152.0351,187949285.3234,550996871.0000
2019-07-02,175.13,175.55,174.25,175.45,175.45,14155171,0.0000,1.0,163.9385,166.7358,59.0407,72.9482,73.8893,1.9122,2.2907,0.3785,18.2989,129.0628,5.0000,95.0000,163.9385,177.4620,150.4150,189485151.5234,559529461.0000
2019-07-01,175.865,177.95,174.36,175.05,175.05,25911000,0.0000,1.0,162.8735,165.8185,58.7009,76.3985,70.1342,1.8881,1.7886,-0.0995,18.0246,149.1872,0.0000,100.0000,162.8735,175.9505,149.7965,177507699.1388,545374290.0000
2019-06-28,170.2,170.89,167.96,169.45,169.45,19974264,0.0000,1.0,161.6165,164.8467,53.5782,72.3211,63.7593,1.7338,1.1623,-0.5715,17.7212,90.3489,0.0000,95.0000,161.6165,174.6029,148.6301,193458481.8686,519463290.0000
2019-06-27,170.62,171.98,169.38,170.9,170.9,18349357,0.0000,1.0,160.6070,164.3622,55.2644,61.6831,60.0273,1.9212,0.9162,-1.0050,18.0398,114.8130,5.0000,100.0000,160.6070,174.1286,147.0854,193117624.1212,539437554.0000
2019-06-26,168.28,171.24,168.15,168.99,168.99,22416435,0.0000,1.0,159.6155,163.6740,53.4303,57.2739,65.3366,1.9265,0.4412,-1.4853,18.1910,113.1245,10.0000,100.0000,159.6155,172.8783,146.3527,190012348.3212,521088197.0000
2019-06-25,167.04,167.34,164.62,165.8,165.8,20447749,0.0000,1.0,158.7900,163.1144,50.1902,61.1249,71.8021,1.9899,0.0230,-1.9669,18.4205,83.1651,15.0000,85.0000,158.7900,171.6657,145.9143,200241207.0105,498671762.0000
2019-06-24,168.4,168.88,165.78,168.1,168.1,18422558,0.0000,1.0,158.2405,162.8317,52.7017,77.6111,76.1097,2.2780,-0.1864,-2.4643,19.0507,112.3889,20.0000,90.0000,158.2405,170.8070,145.6740,202947526.7311,519119511.0000
2019-06-21,167.48,169.471,166.77,167.55,167.55,17415777,0.0000,1.0,157.5855,162.2772,52.1579,76.6703,69.2048,2.3487,-0.6851,-3.0338,19.5751,132.7353,25.0000,95.0000,157.5855,169.3693,145.8017,193795675.3375,500696953.0000
2019-06-20,170.19,170.48,166.275,168.25,168.25,24004749,0.0000,1.0,157.0080,161.7221,52.8932,74.0476,56.0601,2.3654,-1.2556,-3.6210,20.0091,161.1939,30.0000,100.0000,157.0080,167.8785,146.1375,201152728.8573,518112730.0000
2019-06-19,167.77,167.9,163.42,165.46,165.46,20798071,0.0000,1.0,156.5370,161.0350,50.2367,56.8963,42.7424,2.1755,-2.0369,-4.2124,20.4661,141.9922,35.0000,95.0000,156.5370,166.1634,146.9106,202608427.0725,494107981.0000
2019-06-18,162.89,169.11,161.95,165.51,165.51,35754830,0.0000,1.0,156.4355,160.5692,50.2850,37.2363,38.5815,2.0359,-2.7203,-4.7562,21.1838,145.6297,40.0000,100.0000,156.4355,165.7202,147.1508,204465397.6975,514906052.0000
2019-06-17,157.53,160.55,157.42,159.91,159.91,16079839,0.0000,1.0,156.1925,160.0491,44.6223,34.0945,48.8846,1.7070,-3.5582,-5.2652,21.9393,49.1400,45.0000,0.0000,156.1925,164.7396,147.6454,204665145.3512,479151222.0000
2019-06-14,158.37,158.71,157.23,158.1,158.1,14981551,0.0000,1.0,156.6755,160.0638,42.6153,44.4138,62.7811,1.6863,-4.0057,-5.6920,22.5751,15.3267,50.0000,0.0000,156.6755,166.9296,146.4214,195161087.1563,463071383.0000
2019-06-13,160.55,161.32,159.8,160.33,160.33,17571394,0.0000,1.0,157.5490,160.2705,44.5031,68.1453,74.5101,1.7793,-4.3342,-6.1136,23.0247,31.5958,55.0000,0.0000,157.5490,170.7054,144.3926,192529193.0617,478052934.0000
2019-06-12,160.47,161.7,158.81,160.04,160.04,16329285,0.0000,1.0,158.4125,160.2642,44.1977,75.7843,74.1078,1.6408,-4.9176,-6.5584,23.7381,15.2564,60.0000,5.0000,158.4125,174.1912,142.6338,197846851.7722,460481540.0000
2019-06-11,164.2,165.68,161.9245,162.65,162.65,23408398,0.0000,1.0,159.1525,160.2878,46.3798,79.6006,66.9543,1.4074,-5.5612,-6.9686,24.4890,37.5612,65.0000,10.0000,159.1525,176.4794,141.8256,200276468.5715,476810825.0000
2019-06-10,158.78,161.98,157.4,159.85,159.85,36473289,0.0000,1.0,159.5205,160.0392,43.5388,66.9387,59.7947,0.7529,-6.5675,-7.3204,25.5730,-0.1338,70.0000,0.0000,159.5205,177.4317,141.6093,214640641.9681,453402427.0000
2019-06-07,152.95,155.69,152.2135,154.23,154.23,17817824,0.0000,1.0,160.4280,160.0591,37.1936,54.3235,54.4097,0.0374,-7.4712,-7.5087,26.3054,-51.4629,75.0000,5.0000,160.4280,180.0696,140.7864,212092289.8983,416929138.0000
2019-06-06,152.0,152.7,150.57,151.5,151.5,15762951,0.0000,1.0,161.6685,160.6727,33.7582,58.1218,49.5806,-0.4259,-7.9439,-7.5180,26.2701,-74.1771,80.0000,0.0000,161.6685,182.6741,140.6629,209240105.5013,399111314.0000
2019-06-05,155.17,156.11,149.31,151.65,151.65,23208594,0.0000,1.0,163.0730,161.6382,33.8548,50.7839,35.0906,-0.7421,-8.1536,-7.4115,25.7914,-74.5154,85.0000,0.0000,163.0730,184.9111,141.2349,211238226.0506,414874265.0000
2019-06-04,151.56,155.2,150.64,154.15,154.15,27417246,0.0000,1.0,164.5620,162.6896,35.4626,39.8362,22.2827,-1.0920,-8.3180,-7.2260,25.2875,-74.2883,90.0000,0.0000,164.5620,187.1304,141.9936,218473846.5330,438082859.0000
2019-06-03,149.6,151.77,148.845,149.91,149.91,25254432,0.0000,1.0,166.2665,163.5885,30.1154,14.6518,13.1633,-1.7084,-8.6614,-6.9530,24.8498,-100.3610,95.0000,0.0000,166.2665,190.5185,142.0145,203682963.8224,410665613.0000
2019-05-31,149.63,150.68,147.95,149.26,149.26,26881219,0.0000,1.0,168.5315,165.0283,29.2619,12.3601,11.9180,-2.0161,-8.5420,-6.5259,23.8862,-115.5637,100.0000,5.0000,168.5315,194.6404,142.4226,210546988.9301,385411181.0000
2019-05-30,152.36,153.37,150.25,151.07,151.07,17344653,0.0000,1.0,170.5880,166.6882,30.2389,12.4781,10.8007,-2.1772,-8.1991,-6.0219,22.7056,-116.4955,100.0000,10.0000,170.5880,196.7804,144.3956,211630114.9704,412292400.0000
2019-05-29,153.58,154.385,150.71,152.48,152.48,30073136,0.0000,1.0,172.5000,168.3322,31.0050,10.9159,8.6342,-2.3490,-7.8266,-5.4776,21.5936,-124.5583,100.0000,15.0000,172.5000,198.2940,146.7060,219857706.7781,429637053.0000
2019-05-28,156.4,157.07,153.22,154.81,154.81,38602961,0.0000,1.0,174.1545,170.0008,32.2893,9.0081,8.2760,-2.4904,-7.3807,-4.8904,20.4493,-126.7603,100.0000,20.0000,174.1545,198.8199,149.4891,220962434.2230,459710189.0000
2019-05-24,157.615,158.43,154.9,155.0,155.0,21489717,0.0000,1.0,175.7610,171.5999,32.3932,5.9787,7.9117,-2.6738,-6.9416,-4.2678,19.3885,-139.0956,95.0000,25.0000,175.7610,199.3388,152.1832,227680352.1113,498313150.0000
2019-05-23,155.45,158.4795,154.41,156.0,156.0,26891864,0.0000,1.0,177.3655,173.3472,32.9231,9.8411,9.1601,-2.7002,-6.2995,-3.5993,18.3708,-161.1233,100.0000,30.0000,177.3655,199.3900,155.3410,247952521.4060,519802867.0000
2019-05-22,162.41,162.82,158.07,158.83,158.83,25831223,0.0000,1.0,178.9595,175.1732,34.4378,7.9154,13.5291,-2.5658,-5.4901,-2.9243,17.2995,-156.5028,100.0000,35.0000,178.9595,199.1023,158.8167,253830470.3009,546694731.0000
2019-05-21,163.16,165.5896,162.52,163.43,163.43,22006145,0.0000,1.0,180.3015,176.8936,37.0713,9.7239,26.3535,-2.3825,-4.6653,-2.2828,16.3855,-148.2925,95.0000,40.0000,180.3015,198.3706,162.2324,271395701.9409,572525954.0000
2019-05-20,164.44,164.57,160.02,160.65,160.65,33413826,0.0000,1.0,181.4945,178.3108,34.1815,22.9478,42.2233,-2.3259,-4.0130,-1.6872,15.7087,-194.1159,100.0000,45.0000,181.4945,198.0365,164.9525,280354158.6753,550519809.0000
2019-05-17,171.69,172.29,168.49,169.57,169.57,22539384,0.0000,1.0,182.7310,180.1698,39.7448,46.3888,48.1768,-1.7334,-2.8391,-1.1057,14.8711,-144.9279,100.0000,50.0000,182.7310,196.2825,169.1795,304514925.1676,583933635.0000
2019-05-16,178.18,178.25,174.75,175.57,175.57,20579209,0.0000,1.0,183.5995,181.2856,44.3583,57.3333,41.5954,-1.5354,-2.2077,-0.6724,14.6001,-93.3262,85.0000,55.0000,183.5995,195.8277,171.3713,314242448.7887,606473019.0000
2019-05-15,177.06,180.24,173.3212,177.6,177.6,37610416,0.0000,1.0,184.1985,181.8872,46.0774,40.8082,29.6250,-1.6921,-1.9806,-0.2885,14.8840,-95.4614,90.0000,60.0000,184.1985,195.9594,172.4376,325178828.4287,627052228.0000
2019-05-14,172.75,175.15,171.48,174.84,174.84,17874110,0.0000,1.0,184.6075,182.3385,43.2359,26.6446,23.0443,-2.0031,-1.8686,0.1345,15.1829,-160.8833,95.0000,65.0000,184.6075,195.9848,173.2302,316270354.4533,589441812.0000
2019-05-13,169.79,172.47,168.78,170.01,170.01,22330737,0.0000,1.0,185.0190,183.1278,37.7857,21.4222,18.9891,-2.0527,-1.4174,0.6353,14.8643,-267.6676,100.0000,70.0000,185.0190,195.5146,174.5234,301415848.8675,571567702.0000
2019-05-10,180.18,180.79,174.1,178.0,178.0,18986985,0.0000,1.0,185.9640,184.5087,44.5005,21.0661,17.8731,-1.4776,-0.3292,1.1484,14.1569,-197.1274,95.0000,75.0000,185.9640,193.9989,177.9291,308859427.8675,593898439.0000
2019-05-09,175.43,180.695,173.07,179.04,179.04,22727751,0.0000,1.0,186.3130,185.1938,45.5003,14.4791,26.8560,-1.2668,0.2511,1.5178,13.8784,-243.0010,100.0000,80.0000,186.3130,193.4949,179.1311,305709120.9392,612885424.0000
2019-05-08,180.95,183.2,178.58,179.59,179.59,16611096,0.0000,1.0,186.6705,185.8415,46.0198,18.0742,44.5782,-0.9524,0.8821,1.8345,13.5721,-215.0775,100.0000,85.0000,186.6705,193.0339,180.3071,292847449.3897,635613175.0000
