,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Upper Band,Real Middle Band,Real Lower Band,Chaikin A/D,OBV
2006-06-05,30.05,30.14,29.01,29.06,29.06,17070500,0.0000,1.0,31.6880,31.4718,39.7340,30.3411,25.4257,-0.5705,-0.1932,-0.7638,12.2786,-149.0476,100.0000,45.0000,34.5125,31.6880,28.8635,-30126015.7633,904918500.0000
2006-06-02,31.52,31.92,29.95,30.1,30.1,21204100,0.0000,1.0,31.9565,31.7256,42.3840,28.6794,33.0266,-0.5222,-0.1056,-0.6278,11.7878,-85.3361,40.0000,50.0000,34.7515,31.9565,29.1615,-14566179.4801,921989000.0000
2006-06-01,31.05,31.43,30.45,31.39,31.39,15279700,0.0000,1.0,32.1490,31.8968,45.9991,23.4579,32.5711,-0.4958,-0.0552,-0.5510,11.5920,-67.5557,45.0000,55.0000,34.9363,32.1490,29.3617,3408869.7584,943193100.0000
2006-05-31,30.82,31.23,30.41,30.89,30.89,10190500,0.0000,1.0,32.2430,31.9501,44.2481,19.3290,20.4404,-0.4820,-0.0943,-0.5763,11.5679,-88.8629,50.0000,60.0000,35.0483,32.2430,29.4377,-10623507.7926,927913400.0000
2006-05-30,31.5,31.55,30.31,30.48,30.48,11391700,0.0000,1.0,32.3295,32.0617,42.8034,18.8141,17.3622,-0.4585,-0.0909,-0.5493,11.4493,-103.9652,55.0000,65.0000,35.0685,32.3295,29.5905,-12363349.2560,917722900.0000
2006-05-26,31.35,31.95,30.8,31.63,31.63,9821300,0.0000,1.0,32.3950,32.2282,45.9782,24.3665,20.1844,-0.4358,-0.0294,-0.4652,11.3245,-69.3402,60.0000,70.0000,35.0140,32.3950,29.7760,-4095179.9012,929114600.0000
2006-05-25,31.4,31.51,30.25,30.97,30.97,19433900,0.0000,1.0,32.4310,32.2911,43.7015,37.5043,18.8955,-0.4284,-0.0397,-0.4681,11.3572,-112.6794,65.0000,75.0000,35.0266,32.4310,29.8354,-8450712.9446,919293300.0000
2006-05-24,32.06,32.86,30.58,31.18,31.18,20773800,0.0000,1.0,32.5225,32.4302,44.2654,51.3097,34.0195,-0.4185,0.0207,-0.3978,11.2061,-81.0065,70.0000,80.0000,35.0333,32.5225,30.0117,-11226984.3732,938727200.0000
2006-05-23,33.82,34.0,31.74,31.79,31.79,16155000,0.0000,1.0,32.6035,32.5618,45.8997,56.8753,59.5977,-0.4237,0.1000,-0.3236,11.1519,-15.7771,75.0000,85.0000,35.0393,32.6035,30.1677,-1386763.3206,959501000.0000
2006-05-22,34.45,34.75,32.44,33.18,33.18,22708400,0.0000,1.0,32.6845,32.6431,49.8870,46.6864,60.3120,-0.4487,0.1623,-0.2864,11.4830,52.9998,80.0000,90.0000,35.1144,32.6845,30.2546,14053413.6706,975656000.0000
2006-05-19,34.24,34.96,33.56,34.95,34.95,48621500,0.0000,1.0,32.6660,32.5865,55.7452,34.4286,50.7162,-0.4892,0.1130,-0.3762,12.0850,137.8462,85.0000,95.0000,35.0861,32.6660,30.2459,22212708.9087,998364400.0000
2006-05-18,31.1,35.45,30.45,31.35,31.35,23882300,0.0000,1.0,32.5050,32.3378,42.7570,23.2652,29.0311,-0.5175,-0.1482,-0.6656,12.2849,-11.6618,90.0000,100.0000,34.7153,32.5050,30.2947,-25714198.2342,949742900.0000
2006-05-17,30.9,31.49,30.69,30.77,30.77,12706200,0.0000,1.0,32.5065,32.4417,40.0648,17.2309,23.5386,-0.4804,-0.1784,-0.6588,12.4953,-119.0096,95.0000,60.0000,34.7137,32.5065,30.2993,-10429526.2342,925860600.0000
2006-05-16,30.9,31.4,29.68,30.81,30.81,17898700,0.0000,1.0,32.5450,32.6177,40.1886,11.6423,17.2261,-0.4358,-0.1456,-0.5815,11.8400,-154.4255,100.0000,65.0000,34.6544,32.5450,30.4356,-264566.2342,938566800.0000
2006-05-15,31.6,32.39,30.67,31.12,31.12,11943300,0.0000,1.0,32.5660,32.8080,41.1245,15.9239,10.9279,-0.3994,-0.0789,-0.4783,11.0983,-96.7402,0.0000,70.0000,34.6133,32.5660,30.5187,-5883925.5365,956465500.0000
2006-05-12,31.7,32.32,31.25,31.66,31.66,14358200,0.0000,1.0,32.5400,32.9857,42.7728,30.3067,6.7728,-0.3797,0.0084,-0.3713,10.6676,-63.7161,5.0000,75.0000,34.6716,32.5400,30.4084,-190026.6993,968408800.0000
2006-05-11,32.8,33.1,31.25,31.49,31.49,17159500,0.0000,1.0,32.5470,33.1252,42.0785,56.8987,30.0710,-0.3818,0.0974,-0.2843,10.4378,-51.9603,10.0000,0.0000,34.6679,32.5470,30.4261,3164692.9269,954050600.0000
2006-05-10,33.95,33.98,32.83,32.83,32.83,12274900,0.0000,1.0,32.7435,33.2973,46.2834,77.5306,54.0763,-0.4061,0.2543,-0.1518,10.1959,35.3661,15.0000,5.0000,35.1458,32.7435,30.3412,15871998.3323,971210100.0000
2006-05-09,33.54,34.28,33.3,34.16,34.16,9071500,0.0000,1.0,32.8195,33.3465,51.0981,91.8126,86.5487,-0.4697,0.3528,-0.1170,10.6056,76.3307,20.0000,10.0000,35.3220,32.8195,30.3170,28146898.3323,983485000.0000
2006-05-08,34.05,34.42,33.9,33.95,33.95,5856400,0.0000,1.0,32.8400,33.2609,50.3230,89.1277,91.9668,-0.5579,0.3517,-0.2062,11.0656,85.8470,25.0000,15.0000,35.3923,32.8400,30.2877,21296990.1690,974413500.0000
2006-05-05,34.3,34.5,33.62,34.43,34.43,8403600,0.0000,1.0,32.8270,33.1884,52.1168,73.6276,96.9224,-0.6458,0.3502,-0.2956,11.2489,91.6470,30.0000,20.0000,35.3591,32.8270,30.2949,26027159.3998,980269900.0000
2006-05-04,33.46,33.97,33.22,33.95,33.95,7741300,0.0000,1.0,32.8405,33.0577,50.4384,50.4459,78.4940,-0.7334,0.2790,-0.4544,11.4418,56.5621,35.0000,25.0000,35.4093,32.8405,30.2717,18960495.7634,971866300.0000
2006-05-03,32.6,33.36,32.52,33.27,33.27,8894400,0.0000,1.0,32.8820,32.9637,47.9847,35.2978,45.4665,-0.8031,0.2016,-0.6016,11.8727,10.7102,40.0000,30.0000,35.5462,32.8820,30.2178,11632065.0967,964125000.0000
2006-05-02,31.83,32.74,31.83,32.62,32.62,8128000,0.0000,1.0,32.8900,32.9315,45.5360,38.3339,27.3773,-0.8535,0.1422,-0.7114,12.3940,-30.9904,45.0000,35.0000,35.5598,32.8900,30.2202,4643607.9539,955230600.0000
2006-05-01,32.59,32.69,31.79,31.79,31.79,7424400,0.0000,1.0,32.9180,32.9643,42.2374,53.0408,33.0496,-0.8891,0.1140,-0.7751,12.6476,-52.5933,50.0000,40.0000,35.5876,32.9180,30.2484,-1340743.6945,947102600.0000
2006-04-28,32.3,32.67,32.0,32.35,32.35,10383000,0.0000,1.0,32.9865,33.0879,43.9433,69.9927,54.5749,-0.9176,0.1570,-0.7606,12.8906,-41.9528,55.0000,45.0000,35.6067,32.9865,30.3663,6083656.3055,954527000.0000
2006-04-27,32.6,33.21,32.15,32.8,32.8,11647000,0.0000,1.0,33.0485,33.1656,45.3412,81.2092,71.4979,-0.9568,0.1689,-0.7880,13.2295,-22.3038,60.0000,50.0000,35.6642,33.0485,30.4328,5618745.8578,964910000.0000
2006-04-26,33.48,33.76,32.57,32.8,32.8,10756300,0.0000,1.0,33.1230,33.2041,45.3412,80.7685,83.9053,-0.9991,0.1417,-0.8573,13.6442,-6.0641,65.0000,55.0000,35.7905,33.1230,30.4555,2981689.2540,964910000.0000
2006-04-25,32.81,33.65,32.63,33.41,33.41,14069900,0.0000,1.0,33.1875,33.2466,47.1773,68.5022,88.2244,-1.0345,0.1011,-0.9334,14.2421,1.5187,70.0000,0.0000,35.8828,33.1875,30.4922,9580091.7750,975666300.0000
2006-04-24,31.785,32.9,31.41,32.81,32.81,13872400,0.0000,1.0,33.2835,33.2294,45.0999,48.6035,70.1758,-1.0598,-0.0193,-1.0790,14.8277,-52.2358,75.0000,0.0000,36.1359,33.2835,30.4311,2131321.1868,961596400.0000
2006-04-21,31.87,31.98,31.41,31.73,31.73,12798800,0.0000,1.0,33.4495,33.2735,41.1417,31.8629,47.1063,-1.0549,-0.1332,-1.1881,15.1429,-95.4560,80.0000,5.0000,36.5481,33.4495,30.3509,-10065218.4105,947724000.0000
2006-04-20,31.54,31.95,31.05,31.38,31.38,16658000,0.0000,1.0,33.6005,33.4360,39.8055,20.3039,28.5284,-1.0217,-0.1784,-1.2001,15.0783,-122.1565,85.0000,10.0000,36.6431,33.6005,30.5579,-11637000.8667,934925200.0000
2006-04-19,31.59,32.24,31.14,31.54,31.54,20969900,0.0000,1.0,33.7500,33.6524,40.2019,21.9969,19.9539,-0.9770,-0.1852,-1.1623,14.9973,-133.5748,90.0000,0.0000,36.6310,33.7500,30.8690,-7194867.5334,951583200.0000
2006-04-18,30.67,31.5,30.42,31.23,31.23,22094800,0.0000,1.0,33.8950,33.8748,39.0855,30.3078,12.4294,-0.9307,-0.1827,-1.1134,14.9389,-197.7188,95.0000,5.0000,36.6032,33.8950,31.1868,-1475803.8970,930613300.0000
2006-04-17,31.95,32.0,29.97,30.6,30.6,31513300,0.0000,1.0,34.0410,34.1532,36.8078,47.7529,33.6075,-0.8851,-0.1182,-1.0033,14.5687,-277.4057,100.0000,10.0000,36.4580,34.0410,31.6240,-12523203.8970,908518500.0000
2006-04-13,33.31,33.82,31.61,31.8,31.8,60853700,0.0000,1.0,34.2085,34.5272,39.4790,53.8860,44.8865,-0.8555,0.0716,-0.7840,14.1791,-195.9421,100.0000,15.0000,36.0424,34.2085,32.3746,-569883.2073,940031800.0000
2006-04-12,34.7,35.75,34.44,35.42,35.42,24189500,0.0000,1.0,34.3225,34.8143,49.8456,59.9917,64.7648,-0.8734,0.2586,-0.6148,14.2306,94.5975,65.0000,20.0000,35.7903,34.3225,32.8547,49820284.6660,1000885500.0000
2006-04-11,34.92,35.02,34.12,34.35,34.35,9594300,0.0000,1.0,34.3075,34.7505,45.8531,63.1562,52.0066,-0.9381,0.1795,-0.7586,14.6420,13.2541,70.0000,25.0000,35.7357,34.3075,32.8793,37817861.0018,976696000.0000
2006-04-10,33.62,34.605,33.5,34.57,34.57,12375100,0.0000,1.0,34.3395,34.7927,46.5773,70.9899,63.2037,-0.9829,0.1608,-0.8221,15.3637,-17.7194,75.0000,30.0000,35.7984,34.3395,32.8806,42508407.6685,986290300.0000
2006-04-07,34.97,35.09,33.66,33.69,33.69,11274100,0.0000,1.0,34.3110,34.8161,43.1662,70.0316,74.2584,-1.0231,0.1095,-0.9136,16.0508,-29.0270,80.0000,35.0000,35.7731,34.3110,32.8489,30917250.6549,973915200.0000
2006-04-06,34.86,35.4,34.1,34.7,34.7,13343900,0.0000,1.0,34.4580,34.9347,46.3963,55.3130,75.5076,-1.0505,0.1230,-0.9275,16.8363,22.2749,85.0000,40.0000,36.2043,34.4580,32.7117,41718311.4941,985189300.0000
2006-04-05,33.75,34.85,33.6101,34.78,34.78,12991800,0.0000,1.0,34.5335,34.9594,46.6591,34.9088,60.3289,-1.0813,0.0467,-1.0346,17.6115,-16.8439,90.0000,45.0000,36.4385,34.5335,32.6285,42744765.3403,998533200.0000
2006-04-04,33.35,34.05,33.08,33.43,33.43,14139900,0.0000,1.0,34.6490,34.9782,41.3334,19.2205,30.1026,-1.0929,-0.0714,-1.1644,18.4412,-88.5074,95.0000,0.0000,36.8559,34.6490,32.4421,31219899.7705,985541400.0000
2006-04-03,32.32,33.6,32.17,33.18,33.18,21449200,0.0000,1.0,34.8910,35.1412,40.2845,15.2612,14.2950,-1.0751,-0.1006,-1.1756,18.9976,-124.0174,100.0000,0.0000,37.5295,34.8910,32.2525,35155748.2241,971401500.0000
2006-03-31,33.75,33.95,32.95,33.16,33.16,13498700,0.0000,1.0,35.2015,35.3477,40.2032,20.6842,13.2640,-1.0499,-0.0975,-1.1474,19.3980,-105.3080,35.0000,0.0000,38.3699,35.2015,32.0331,26306078.2940,949952300.0000
2006-03-30,34.2,34.35,33.55,33.59,33.59,13789400,0.0000,1.0,35.5190,35.5779,41.3525,29.6241,18.2245,-1.0256,-0.0672,-1.0927,20.0843,-83.2548,40.0000,5.0000,39.0566,35.5190,31.9814,34135324.2940,963451000.0000
2006-03-29,34.25,34.65,33.5,34.29,34.29,21578900,0.0000,1.0,35.9060,35.7872,43.2651,38.4005,30.5640,-1.0088,-0.0420,-1.0508,21.0201,-71.5103,45.0000,10.0000,40.1398,35.9060,31.6722,46545784.2940,977240400.0000
2006-03-28,35.0,35.25,33.6,34.09,34.09,15608900,0.0000,1.0,36.1950,35.9448,42.5438,41.6190,40.0839,-0.9983,-0.0550,-1.0533,22.0051,-69.9031,50.0000,15.0000,40.7267,36.1950,31.6633,38477152.1201,955661500.0000
2006-03-27,35.96,36.08,35.18,35.33,35.33,12060400,0.0000,1.0,36.4240,36.1400,45.9876,38.3911,44.5536,-0.9845,-0.0362,-1.0207,23.0756,-34.7839,55.0000,20.0000,40.9699,36.4240,31.8781,44815311.5140,971270400.0000
2006-03-24,34.9,36.16,34.75,36.13,36.13,11716700,0.0000,1.0,36.6885,36.2253,48.3882,35.4861,40.2196,-0.9754,-0.1151,-1.0906,23.8131,-35.1320,60.0000,25.0000,41.5534,36.6885,31.8236,52855578.1807,983330800.0000
2006-03-23,34.92,36.13,34.74,34.75,34.75,22806300,0.0000,1.0,36.9090,36.2353,43.5600,35.4127,30.4000,-0.9467,-0.2987,-1.2454,24.5895,-53.1941,65.0000,30.0000,42.0449,36.9090,31.7731,41637461.1594,971614100.0000
2006-03-22,33.89,34.71,33.52,34.37,34.37,21170100,0.0000,1.0,37.1910,36.3917,42.1442,38.8402,35.8386,-0.8720,-0.4123,-1.2843,25.4156,-85.5283,70.0000,35.0000,42.4398,37.1910,31.9422,64115612.9580,948807800.0000
2006-03-21,34.29,38.0,33.84,34.44,34.44,14901500,0.0000,1.0,37.5125,36.6045,42.3300,40.1210,39.9995,-0.7689,-0.5077,-1.2766,26.7262,-60.7036,75.0000,40.0000,42.8182,37.5125,32.2068,55042712.9580,969977900.0000
2006-03-20,33.86,34.57,33.72,34.15,34.15,10169900,0.0000,1.0,37.7930,36.8323,41.3115,40.6150,40.6824,-0.6420,-0.6134,-1.2554,27.9996,-102.3470,80.0000,45.0000,43.0117,37.7930,32.5743,65645703.3426,955076400.0000
2006-03-17,34.01,34.54,33.0,33.95,33.95,17731600,0.0000,1.0,38.1020,37.1147,40.6245,37.9118,39.6812,-0.4886,-0.6918,-1.1804,28.2878,-125.9774,85.0000,50.0000,43.1504,38.1020,33.0536,65526057.4602,944906500.0000
2006-03-16,35.6,35.63,33.99,34.08,34.08,13236700,0.0000,1.0,38.4915,37.4478,40.9203,32.6355,41.4813,-0.3157,-0.7316,-1.0473,28.5773,-125.0819,90.0000,55.0000,43.3985,38.4915,33.5845,61381008.1096,962638100.0000
2006-03-15,35.17,35.59,34.22,35.12,35.12,22680900,0.0000,1.0,38.7995,37.8023,43.3173,21.8964,32.5729,-0.1328,-0.7426,-0.8753,29.1744,-134.5676,95.0000,60.0000,43.3182,38.7995,34.2808,73164899.5730,975874800.0000
2006-03-14,33.0,35.09,32.59,34.99,34.99,42289500,0.0000,1.0,39.0545,38.0846,42.9203,15.3209,23.8524,0.0529,-0.8019,-0.7490,29.8732,-193.8170,100.0000,65.0000,43.2799,39.0545,34.8291,66046076.9453,953193900.0000
2006-03-13,35.4,36.0,33.76,34.0,34.0,33835100,0.0000,1.0,39.2530,38.4104,39.8732,9.4602,9.2639,0.2533,-0.8170,-0.5637,30.3985,-238.5310,100.0000,70.0000,43.0470,39.2530,35.4590,27139736.9453,910904400.0000
2006-03-10,36.34,37.42,35.6,36.63,36.63,17870000,0.0000,1.0,39.5580,38.8746,46.0815,10.7919,12.8463,0.4576,-0.6757,-0.2181,31.3013,-197.3089,100.0000,75.0000,42.4986,39.5580,36.6174,53724458.3738,944739500.0000
2006-03-09,37.28,37.8268,36.19,36.21,36.21,14344100,0.0000,1.0,39.7295,39.1109,44.7770,11.7008,6.2705,0.6265,-0.6682,-0.0417,32.8979,-235.1127,95.0000,80.0000,42.3496,39.7295,37.1094,51367974.8573,926869500.0000
2006-03-08,37.6,37.89,36.11,37.09,37.09,23826400,0.0000,1.0,39.9620,39.4163,47.0424,25.6027,13.2588,0.7936,-0.5666,0.2269,34.4454,-278.1033,100.0000,85.0000,42.0660,39.9620,37.8580,65361534.7791,941213600.0000
2006-03-07,39.29,39.58,38.16,38.27,38.27,15667400,0.0000,1.0,40.1580,39.6612,50.2831,40.9217,15.5730,0.9352,-0.4584,0.4768,36.0744,-182.1682,100.0000,90.0000,41.8442,40.1580,38.4718,62952123.5432,965040000.0000
2006-03-06,39.9,40.25,38.43,39.39,39.39,18725500,0.0000,1.0,40.3055,39.8076,53.6133,53.2609,47.9762,1.0498,-0.3810,0.6688,36.8931,-132.1074,35.0000,95.0000,41.8118,40.3055,38.7992,76192179.8812,980707400.0000
2006-03-03,41.76,42.7,39.04,39.51,39.51,38662300,0.0000,1.0,40.3130,39.8515,53.9771,51.3183,59.2159,1.1451,-0.3551,0.7899,37.6215,10.7921,40.0000,100.0000,41.8024,40.3130,38.8236,75163306.2548,999432900.0000
2006-03-02,40.7,41.34,40.35,41.33,41.33,14376100,0.0000,1.0,40.3885,39.8875,59.8276,46.4884,52.5906,1.2338,-0.3129,0.9209,38.0823,85.7472,45.0000,5.0000,41.8604,40.3885,38.9166,103895944.5062,1038095200.0000
2006-03-01,39.0,40.37,39.0,40.07,40.07,14504500,0.0000,1.0,40.4270,39.7357,56.7441,48.2775,42.1485,1.3121,-0.4227,0.8894,38.9836,-80.0283,50.0000,10.0000,42.0298,40.4270,38.8242,89810270.7688,1023719100.0000
2006-02-28,40.55,40.9,38.62,38.67,38.67,18217200,0.0000,1.0,40.5135,39.7005,52.9304,52.4429,44.7261,1.4178,-0.4533,0.9645,40.2712,-142.0785,55.0000,15.0000,42.2137,40.5135,38.8133,81658106.5353,1009214600.0000
2006-02-27,40.7,41.15,40.57,40.62,40.62,6902800,0.0000,1.0,40.6500,39.8089,59.9208,54.1373,57.9577,1.5311,-0.3423,1.1888,41.6266,28.5848,60.0000,20.0000,42.1645,40.6500,39.1355,99076306.5353,1027431800.0000
2006-02-24,40.65,40.99,40.09,40.54,40.54,8326100,0.0000,1.0,40.6115,39.7236,59.7135,53.1764,54.6448,1.6166,-0.3573,1.2594,42.0080,0.1822,65.0000,25.0000,42.1657,40.6115,39.0573,104788968.6042,1020529000.0000
2006-02-23,40.51,41.2,40.3,40.39,40.39,11892400,0.0000,1.0,40.6050,39.6376,59.3387,57.6916,49.8095,1.7060,-0.3667,1.3392,42.4568,15.5528,0.0000,30.0000,42.1614,40.6050,39.0486,104788968.6042,1012202900.0000
2006-02-22,39.95,40.99,39.37,40.8,40.8,13356900,0.0000,1.0,40.5045,39.5584,60.8075,63.9852,55.0748,1.7976,-0.3607,1.4369,42.8071,1.7497,0.0000,35.0000,42.3383,40.5045,38.6707,114302888.6042,1024095300.0000
2006-02-21,40.58,41.1,39.92,40.05,40.05,13909400,0.0000,1.0,40.3030,39.4277,59.0459,67.7426,68.1905,1.8878,-0.3888,1.4990,43.2325,15.0225,0.0000,40.0000,42.7469,40.3030,37.8591,104079088.6042,1010738400.0000
2006-02-17,40.52,41.06,39.73,40.33,40.33,21324900,0.0000,1.0,40.0740,39.3622,60.0024,57.2722,68.6904,1.9850,-0.3522,1.6328,43.3711,26.9839,5.0000,45.0000,43.3022,40.0740,36.8458,114923705.5534,1024647800.0000
2006-02-16,40.59,41.82,40.25,41.74,41.74,11640600,0.0000,1.0,39.8425,39.2604,65.0430,44.5153,66.3468,2.0731,-0.3218,1.7513,43.5265,75.5369,10.0000,50.0000,43.5869,39.8425,36.0981,117008094.2752,1045972700.0000
2006-02-15,40.0,40.47,39.5,40.24,40.24,9085700,0.0000,1.0,39.6120,38.9993,61.7998,29.5393,36.7793,2.1535,-0.4200,1.7335,43.4035,25.3654,0.0000,55.0000,43.4277,39.6120,35.7963,106553797.4599,1034332100.0000
2006-02-14,39.3,40.31,38.32,40.22,40.22,14074500,0.0000,1.0,39.2685,38.8687,61.7548,28.7125,30.4196,2.2585,-0.4202,1.8383,43.5753,16.0553,0.0000,60.0000,43.9376,39.2685,34.5994,101776779.9341,1025246400.0000
2006-02-13,39.88,39.9,38.65,38.96,38.96,10930500,0.0000,1.0,38.9005,38.7265,58.8577,32.3206,21.4191,2.3636,-0.4162,1.9474,43.7942,10.2545,5.0000,65.0000,44.3127,38.9005,33.4883,88975350.2859,1011171900.0000
2006-02-10,40.1,40.55,39.17,40.1,40.1,10458200,0.0000,1.0,38.6590,38.7019,62.9568,42.9662,34.2988,2.4676,-0.2810,2.1866,44.1208,35.9353,10.0000,70.0000,44.4564,38.6590,32.8616,94484322.2859,1022102400.0000
2006-02-09,41.1,42.09,39.91,40.06,40.06,12414200,0.0000,1.0,38.4215,38.5548,62.8706,44.3967,41.2439,2.5379,-0.1938,2.3441,44.1911,58.7669,15.0000,75.0000,44.3510,38.4215,32.4920,90846687.5033,1011644200.0000
2006-02-08,41.35,41.65,40.17,40.86,40.86,10414300,0.0000,1.0,38.2320,38.3963,65.7787,43.6861,53.3557,2.5863,-0.0714,2.5150,43.8606,69.8429,20.0000,80.0000,44.1821,38.2320,32.2819,101552511.3565,1024058400.0000
2006-02-07,40.65,41.27,40.05,41.01,41.01,11217900,0.0000,1.0,37.9355,38.1370,66.3252,43.1525,38.5906,2.6042,0.0109,2.6151,43.5945,74.4537,25.0000,85.0000,43.9231,37.9355,31.9479,102256180.2754,1034472700.0000
2006-02-06,40.0,41.23,39.84,41.22,41.22,11608200,0.0000,1.0,37.5475,37.8345,67.0662,57.8293,39.1119,2.6014,0.0881,2.6895,43.3853,82.3012,30.0000,90.0000,43.6916,37.5475,31.4034,95819680.2754,1045690600.0000
2006-02-03,41.06,41.0995,39.44,39.54,39.54,16524700,0.0000,1.0,37.1755,37.4782,64.0103,76.9872,51.7550,2.5794,0.1447,2.7241,43.1725,73.5192,35.0000,95.0000,43.2859,37.1755,31.0651,84378504.7358,1034082400.0000
2006-02-02,41.98,42.42,40.62,41.02,41.02,15358100,0.0000,1.0,36.8825,37.2612,69.3997,90.4839,82.6210,2.5433,0.3563,2.8996,42.9713,115.9877,40.0000,100.0000,43.0728,36.8825,30.6922,98911677.1673,1050607100.0000
2006-02-01,41.3,42.18,40.52,42.1,42.1,15270400,0.0000,1.0,36.4595,36.8655,73.7016,93.7135,96.5855,2.4542,0.4766,2.9307,42.1677,141.5252,0.0000,100.0000,42.6172,36.4595,30.3018,107443954.9451,1065965200.0000
2006-01-31,40.87,42.01,40.49,41.8,41.8,15409500,0.0000,1.0,35.9745,36.3145,73.2642,92.6573,92.2453,2.3350,0.4829,2.8179,41.3547,161.4582,0.0000,100.0000,41.7976,35.9745,30.1514,93645400.7282,1050694800.0000
2006-01-30,39.62,41.65,39.61,41.4,41.4,14340100,0.0000,1.0,35.4145,35.7371,72.6889,91.7709,92.3098,2.2143,0.4492,2.6635,40.5217,165.4956,5.0000,100.0000,41.0398,35.4145,29.7892,82493788.8861,1035285300.0000
2006-01-27,40.41,40.79,39.36,39.85,39.85,14213700,0.0000,1.0,34.8710,35.1410,70.3395,86.0821,93.4170,2.1020,0.3663,2.4683,39.6921,162.1028,10.0000,100.0000,40.1690,34.8710,29.5730,71668419.2783,1020945200.0000
2006-01-26,38.82,40.64,38.76,40.41,40.41,31657800,0.0000,1.0,34.4635,34.6453,72.4795,75.2839,89.5859,2.0104,0.3307,2.3412,38.9337,189.4509,15.0000,100.0000,39.4090,34.4635,29.5180,76141261.9356,1035158900.0000
2006-01-25,37.2,38.38,36.82,38.38,38.38,19563200,0.0000,1.0,34.0030,34.0385,69.2586,66.4886,75.2435,1.9278,0.1600,2.0878,38.1554,148.9189,0.0000,80.0000,38.3236,34.0030,29.6824,52229519.3824,1003501100.0000
2006-01-24,35.61,36.79,35.17,36.77,36.77,27093300,0.0000,1.0,33.6090,33.5815,66.2857,59.1247,61.0222,1.8878,0.0529,1.9407,37.6664,107.2326,0.0000,85.0000,37.6918,33.6090,29.5262,32666319.3824,983937900.0000
2006-01-23,35.85,36.3,34.6702,35.47,35.47,12236500,0.0000,1.0,33.2715,33.2458,63.5842,51.6758,63.2000,1.8745,0.0141,1.8887,37.4273,87.7044,0.0000,90.0000,37.3692,33.2715,29.1738,6241989.7528,956844600.0000
2006-01-20,36.6,36.8,35.25,35.7,35.7,26461200,0.0000,1.0,32.9650,33.0117,64.4523,37.6269,53.1518,1.8710,0.0562,1.9271,37.2669,111.2261,0.0000,95.0000,37.2708,32.9650,28.6592,6468730.6412,969081100.0000
2006-01-19,38.14,38.4,36.5,37.13,37.13,44668300,0.0000,1.0,32.6410,32.7287,70.1050,30.3330,38.6755,1.8569,0.0679,1.9248,36.8396,172.7261,0.0000,100.0000,37.0488,32.6410,28.2332,17565362.8993,995542300.0000
2006-01-18,32.6,34.38,32.33,33.37,33.37,31688700,0.0000,1.0,32.1905,32.2654,61.7184,36.9291,21.0532,1.8400,-0.0917,1.7482,35.7999,46.1539,5.0000,85.0000,36.5119,32.1905,27.8691,32611527.1098,950874000.0000
2006-01-17,32.46,33.12,32.15,32.86,32.86,21867700,0.0000,1.0,31.9305,32.1491,60.2827,57.3548,31.2702,1.8629,0.0174,1.8803,35.4095,30.0676,0.0000,90.0000,36.5521,31.9305,27.3089,32147790.0366,919185300.0000
2006-01-13,34.19,34.85,33.22,34.13,34.13,23464600,0.0000,1.0,31.6825,32.0743,66.1519,76.2304,58.4638,1.8586,0.2148,2.0734,35.3004,79.2825,0.0000,95.0000,36.6008,31.6825,26.7642,22002980.7583,941053000.0000
2006-01-12,36.38,37.46,34.4,35.35,35.35,25449500,0.0000,1.0,31.3535,31.8579,72.6029,85.3255,82.3303,1.8049,0.3555,2.1604,34.5435,140.0641,0.0000,100.0000,36.4500,31.3535,26.2570,19267843.3350,964517600.0000
2006-01-11,35.05,36.4699,35.0,36.27,36.27,15871500,0.0000,1.0,30.9375,31.4903,78.0559,85.8773,87.8970,1.7160,0.3998,2.1158,32.9394,164.1467,5.0000,100.0000,36.0194,30.9375,25.8556,28915366.2108,989967100.0000
2006-01-10,33.24,34.97,32.91,34.93,34.93,16311400,0.0000,1.0,30.4735,30.9872,75.5109,85.8297,85.7492,1.6161,0.3183,1.9344,31.4145,131.8694,0.0000,100.0000,35.2057,30.4735,25.7413,17360776.0006,974095600.0000
2006-01-09,33.75,33.98,33.12,33.25,33.25,9980000,0.0000,1.0,30.0720,30.5722,71.5858,86.9484,83.9856,1.5365,0.2747,1.8112,30.1039,117.5384,0.0000,95.0000,34.5810,30.0720,25.5630,1682828.4278,957784200.0000
2006-01-06,33.9,34.25,32.95,33.78,33.78,13307900,0.0000,1.0,29.6920,30.2903,75.1980,81.8905,87.7543,1.4678,0.3308,1.7987,28.9573,135.5112,5.0000,100.0000,34.3443,29.6920,25.0397,8645619.1254,967764200.0000
2006-01-05,32.51,33.94,32.51,33.68,33.68,13806800,0.0000,1.0,29.3365,29.9230,74.9716,71.4232,89.1054,1.3851,0.3174,1.7025,27.7505,144.2137,10.0000,100.0000,33.7663,29.3365,24.9067,4960354.5101,954456300.0000
2006-01-04,32.5,33.1,32.45,32.56,32.56,11301400,0.0000,1.0,29.0000,29.5275,72.2796,61.1286,68.8117,1.3057,0.2595,1.5653,26.5548,141.1353,15.0000,100.0000,33.0664,29.0000,24.9336,-3825790.9445,940649500.0000
