,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2017-12-22,194.4,195.65,191.25,195.27,193.580937596,11613423,0.0000,1.0,193.2379,194.4312,48.5455,77.3353,85.1422,-2.5871,0.5498,-2.0372,26.5834,-13.1592,35.0000,5.0000,179.0441,193.2379,207.4317,648725143.3589,2541079846.0000
2017-12-21,196.94,197.95,195.55,195.89,194.195574669,7458634,0.0000,1.0,194.3130,194.5208,49.0633,86.2764,87.5019,-2.7245,0.4767,-2.2478,26.7256,2.9632,40.0000,10.0000,177.2174,194.3130,211.4087,639117675.2408,2552693269.0000
2017-12-20,197.7,198.07,194.55,196.8,195.097703277,7185318,0.0000,1.0,195.2568,194.5550,49.8040,91.8150,79.3925,-2.8437,0.2972,-2.5465,27.2308,-5.8296,45.0000,15.0000,176.3077,195.2568,214.2059,644463029.6089,2560151903.0000
2017-12-19,197.52,197.73,194.96,196.11,194.413671695,9217358,0.0000,1.0,196.2035,194.4979,49.2521,84.4142,58.7996,-2.9180,-0.0645,-2.9825,27.7627,-14.0126,50.0000,20.0000,175.5643,196.2035,216.8427,642462571.7547,2552966585.0000
2017-12-18,193.2,198.02,192.0,197.9,196.188188407,11730697,0.0000,1.0,197.0868,194.5067,50.6239,61.9482,39.7840,-2.9019,-0.5241,-3.4260,28.3561,-20.7598,55.0000,25.0000,175.3468,197.0868,218.8269,644026527.8065,2562183943.0000
2017-12-15,188.25,192.38,185.62,191.56,189.903028657,16090200,0.0000,1.0,197.7467,194.3297,45.5182,30.0365,37.2333,-2.7709,-1.3521,-4.1229,28.9808,-65.3346,60.0000,30.0000,175.3642,197.7467,220.1293,632763499.7891,2550453246.0000
2017-12-14,185.92,189.34,184.6,186.47,184.857056555,10871746,0.0000,1.0,198.7332,194.7957,40.8535,27.3674,51.0924,-2.4328,-1.8797,-4.3125,28.9905,-90.0130,65.0000,35.0000,176.0829,198.7332,221.3836,620576839.4339,2534363046.0000
2017-12-13,192.5,192.55,185.88,186.18,184.569565021,13744496,0.0000,1.0,199.8913,195.8419,40.5781,54.2960,65.5632,-1.9629,-2.0151,-3.9780,28.6131,-89.6106,70.0000,40.0000,177.8366,199.8913,221.9460,622870456.7331,2523491300.0000
2017-12-12,192.9,193.84,189.89,190.84,189.189256572,11296559,0.0000,1.0,201.2718,197.0284,43.6828,71.6139,64.4046,-1.4591,-2.0048,-3.4639,28.2945,-77.1227,75.0000,45.0000,179.7768,201.2718,222.7667,635378566.2842,2537235796.0000
2017-12-11,192.06,194.78,191.42,194.66,192.976214023,9106693,0.0000,1.0,202.3445,197.8536,46.4504,70.7798,54.0194,-0.9579,-2.2698,-3.2278,28.2167,-71.8581,80.0000,0.0000,181.2306,202.3445,223.4585,641241337.4068,2548532355.0000
2017-12-08,194.01,194.78,191.15,191.49,189.833634149,11483868,0.0000,1.0,203.4018,198.3670,43.6351,50.8202,38.2772,-0.3905,-2.8745,-3.2650,28.2380,-88.6236,85.0000,5.0000,182.1529,203.4018,224.6506,632785122.4826,2539425662.0000
2017-12-07,191.96,193.6,190.12,191.99,190.329309208,13190983,0.0000,1.0,204.0802,199.2652,43.9816,40.4581,27.5669,0.3281,-3.2731,-2.9450,28.2603,-103.6738,90.0000,10.0000,183.7614,204.0802,224.3989,642117742.4779,2550909530.0000
2017-12-06,185.7,190.14,184.84,189.26,187.622923385,11464458,0.0000,1.0,204.9240,200.2059,41.5753,23.5532,21.6486,1.1464,-3.6906,-2.5442,28.1506,-151.5528,95.0000,15.0000,185.5813,204.9240,224.2667,641132209.2642,2537718547.0000
2017-12-05,182.4,192.7,180.58,187.74,186.116071205,24480558,0.0000,1.0,206.0453,201.5304,40.2169,18.6893,22.7782,2.0691,-3.7892,-1.7201,27.6344,-197.8017,100.0000,20.0000,188.3112,206.0453,223.7795,633474816.5618,2526254089.0000
2017-12-04,200.05,200.3,184.5,186.66,185.045413077,31021123,0.0000,1.0,207.1231,203.1530,39.2638,22.7032,25.7958,3.0164,-3.5062,-0.4898,27.0911,-222.7773,100.0000,25.0000,191.9262,207.1231,222.3201,629031150.9189,2501773531.0000
2017-12-01,199.31,200.13,192.47,197.68,195.970091381,20249432,0.0000,1.0,208.2079,205.0590,46.4412,26.9422,29.4492,3.8929,-2.6962,1.1967,26.7266,-196.7140,90.0000,30.0000,196.8596,208.2079,219.5562,651570549.1513,2532794654.0000
2017-11-30,199.2,202.68,196.65,200.71,198.973882239,20564479,0.0000,1.0,208.6102,206.0157,48.7698,27.7419,40.5269,4.5670,-2.3475,2.2195,26.8284,-175.8820,95.0000,35.0000,198.5256,208.6102,218.6948,644274409.1576,2553044086.0000
2017-11-29,210.01,210.12,191.23,196.42,194.720990232,34865791,0.0000,1.0,208.9247,206.7570,45.0648,33.6634,55.9796,5.1538,-1.9670,3.1868,27.2320,-218.2005,100.0000,40.0000,199.7068,208.9247,218.1426,637146753.9159,2532479607.0000
2017-11-28,214.35,214.73,208.24,210.71,208.887383422,12677148,0.0000,1.0,209.4326,208.0239,58.4391,60.1754,73.9658,5.6456,-0.8374,4.8082,27.6568,1.8924,40.0000,45.0000,202.5869,209.4326,216.2783,652853894.2756,2567345398.0000
2017-11-27,217.31,217.36,214.01,214.14,212.287714327,10477983,0.0000,1.0,209.0850,207.9330,62.6809,74.1000,81.3124,5.8550,-0.4897,5.3653,28.5069,83.9389,0.0000,50.0000,201.4981,209.0850,216.6719,655881564.4447,2580022546.0000
2017-11-24,215.59,217.0,214.6,216.96,215.083321661,4517982,0.0000,1.0,208.4693,207.4747,66.4481,87.6218,80.5882,5.9774,-0.3253,5.6521,28.5845,107.9452,0.0000,55.0000,200.0673,208.4693,216.8714,665546330.8560,2590500529.0000
2017-11-22,217.0,217.0,213.61,214.93,213.070880921,8766814,0.1500,1.0,207.4083,206.6737,65.0100,82.2154,68.7391,6.0587,-0.4074,5.6513,28.5744,97.2800,0.0000,60.0000,197.4074,207.4083,217.4091,661178948.2570,2585982547.0000
2017-11-21,215.69,216.52,214.4,216.05,214.031819895,9858634,0.0000,1.0,206.3473,206.0004,66.2990,71.9275,55.2848,6.1605,-0.3875,5.7730,28.5638,106.5176,5.0000,65.0000,194.6209,206.3473,218.0736,663118508.8772,2594749361.0000
2017-11-20,211.99,214.57,210.5,214.08,212.080222185,9828414,0.0000,1.0,205.4869,205.1549,64.9584,52.0743,49.4233,6.2574,-0.5109,5.7466,28.4604,79.4358,10.0000,70.0000,193.6179,205.4869,217.3559,657631155.9918,2584890727.0000
2017-11-17,213.92,215.35,210.75,211.36,209.385630423,12702474,0.0000,1.0,204.6220,204.4260,63.0294,41.8526,53.7288,6.3851,-0.5572,5.8279,28.5013,77.7855,15.0000,75.0000,192.2891,204.6220,216.9550,650169288.8533,2575062313.0000
2017-11-16,212.98,214.2,211.25,211.61,209.633295107,9947915,0.0000,1.0,203.9058,203.9039,63.3338,54.3429,65.1817,6.5244,-0.4031,6.1213,28.5107,82.0611,20.0000,80.0000,191.1076,203.9058,216.7040,659502845.8359,2587764787.0000
2017-11-15,211.95,212.0,207.8,209.98,208.018521368,12427082,0.0000,1.0,203.2218,203.3008,62.2031,64.9909,68.4757,6.6252,-0.2437,6.3815,28.6051,59.9502,25.0000,85.0000,190.2598,203.2218,216.1837,667022795.1406,2577816872.0000
2017-11-14,213.0,214.8,211.23,214.18,212.179288059,13101484,0.0000,1.0,202.6075,202.8042,67.2822,76.2113,67.3951,6.6861,0.0991,6.7853,28.8683,105.5491,30.0000,90.0000,189.4502,202.6075,215.7648,666549382.4892,2590243954.0000
2017-11-13,216.14,217.17,212.01,212.63,210.643767018,14398431,0.0000,1.0,201.7937,201.8174,66.3180,64.2249,63.0655,6.6614,0.1169,6.7782,28.7087,123.0117,35.0000,95.0000,189.0999,201.7937,214.4875,657998553.9945,2577142470.0000
2017-11-10,213.08,218.67,211.63,216.14,214.120979181,31197127,0.0000,1.0,201.0656,200.8883,70.8073,61.7492,68.8387,6.6321,0.1949,6.8270,28.4386,156.0825,40.0000,100.0000,188.8233,201.0656,213.3079,668936896.9261,2591540901.0000
2017-11-09,205.27,206.33,200.37,205.32,203.402051658,20123846,0.0000,1.0,199.9981,199.4953,63.5892,63.2224,78.3041,6.5834,-0.1474,6.4360,28.1544,33.4210,0.0000,90.0000,188.8185,199.9981,211.1777,660162704.9580,2560343774.0000
2017-11-08,211.85,212.0,207.2401,209.16,207.206181204,12911093,0.0000,1.0,199.2903,199.0841,69.3723,81.5443,84.9364,6.6203,0.3143,6.9346,28.7809,106.0832,0.0000,95.0000,187.2992,199.2903,211.2814,646859357.1040,2580467620.0000
2017-11-07,210.55,212.9,210.0556,212.03,210.049371776,10580672,0.0000,1.0,198.3878,198.2292,74.1611,90.1456,84.1712,6.5417,0.5411,7.0828,28.4393,148.7196,0.0000,100.0000,186.2003,198.3878,210.5753,649355102.1134,2593378713.0000
2017-11-06,207.2,209.98,206.7,209.63,207.67179081,9693716,0.0000,1.0,197.2436,196.9849,72.6619,83.1194,81.4466,6.4064,0.4731,6.8795,27.5953,137.1012,0.0000,100.0000,185.3571,197.2436,209.1302,645246926.7006,2582798041.0000
2017-11-03,207.2,208.69,205.341,208.69,206.740571598,8777981,0.0000,1.0,196.0429,195.8600,72.0587,79.2487,82.7757,6.2881,0.4739,6.7620,26.9169,143.5018,0.0000,90.0000,183.7675,196.0429,208.3184,637621991.5567,2573104325.0000
2017-11-02,206.0,207.81,203.65,205.94,204.016260075,8480413,0.0000,1.0,194.6862,194.7147,70.2333,81.9718,87.2892,6.1697,0.4388,6.6085,26.3001,131.5010,5.0000,95.0000,181.4776,194.6862,207.8949,628844010.5567,2564326344.0000
2017-11-01,209.35,209.97,204.6,207.2,205.264490082,12385654,0.0000,1.0,193.4395,193.7356,72.2889,87.1066,86.4662,6.0600,0.5339,6.5938,25.7174,154.4883,0.0000,100.0000,179.3135,193.4395,207.5654,627987815.0116,2572806757.0000
2017-10-31,205.13,207.89,204.9,206.81,204.878133175,10179802,0.0000,1.0,192.1353,192.5220,72.0484,92.7891,77.7818,5.9265,0.4256,6.3521,24.9482,151.4112,0.0000,100.0000,177.8022,192.1353,206.4684,628379912.0655,2560421103.0000
2017-10-30,201.86,206.0899,201.22,203.84,201.935876729,12522329,0.0000,1.0,190.7761,191.2213,70.1752,79.5028,65.7976,5.8201,0.1705,5.9906,24.2858,126.9875,0.0000,100.0000,176.3789,190.7761,205.1733,625554080.7410,2550241301.0000
2017-10-27,197.8,201.87,196.75,201.86,199.974372432,14174171,0.0000,1.0,189.5457,190.0935,68.8533,61.0536,58.7666,5.7775,-0.0360,5.7415,23.7204,97.6585,5.0000,100.0000,174.9688,189.5457,204.1226,624602415.6224,2537718972.0000
2017-10-26,194.78,196.16,193.81,195.69,193.862008032,7892651,0.0000,1.0,188.4020,189.0534,64.1492,56.8363,61.5245,5.7864,-0.2466,5.5398,23.4608,54.4442,0.0000,80.0000,173.6887,188.4020,203.1153,610483612.4759,2523544801.0000
2017-10-25,197.08,199.22,191.17,193.66,191.850970798,20588601,0.0000,1.0,187.4108,188.5472,62.3729,58.4100,65.4185,5.8481,-0.0240,5.8241,23.7295,53.8254,0.0000,85.0000,171.6676,187.4108,203.1540,605748021.8705,2515652150.0000
2017-10-24,196.99,198.75,195.94,198.68,196.824077652,9820462,0.0000,1.0,186.5227,188.1995,70.5891,69.3273,71.7748,5.8541,0.4530,6.3071,24.0123,85.6800,0.0000,90.0000,169.9020,186.5227,203.1434,613599823.7394,2536240751.0000
2017-10-23,197.78,198.85,195.8,196.62,194.783320656,10592416,0.0000,1.0,185.1992,187.2916,68.9970,68.5183,77.5331,5.7408,0.5846,6.3254,23.5495,87.6184,0.0000,95.0000,167.8699,185.1992,202.5285,604268637.4226,2526420289.0000
2017-10-20,198.49,199.59,196.54,196.9,195.060705102,11006029,0.0000,1.0,183.9302,186.5030,69.4827,77.4787,85.1254,5.5947,0.8700,6.4646,23.0623,102.1355,5.0000,100.0000,165.8914,183.9302,201.9690,609165459.2425,2537012705.0000
2017-10-19,194.44,198.0,192.4501,197.8,195.952297964,14156573,0.0000,1.0,183.0435,185.6022,71.0090,86.6023,91.0148,5.3772,1.1428,6.5200,22.4279,102.6423,10.0000,90.0000,165.5451,183.0435,200.5419,617573343.6916,2548018734.0000
2017-10-18,198.11,198.14,193.32,197.58,195.734353042,14066925,0.0000,1.0,182.1995,184.5127,70.8603,91.2952,93.3834,5.0915,1.3136,6.4051,21.8858,120.4090,15.0000,95.0000,165.6716,182.1995,198.7274,604437082.6243,2533862161.0000
2017-10-17,197.09,198.9,196.35,197.75,195.902765027,11482547,0.0000,1.0,181.6180,183.3315,71.1281,95.1468,92.7083,4.7631,1.4244,6.1875,21.1790,150.6008,20.0000,100.0000,166.2587,181.6180,196.9772,593638820.6994,2547929086.0000
2017-10-16,195.8,198.048,193.24,197.93,196.0810836,14279032,0.0000,1.0,181.1028,182.0082,71.3994,93.7083,88.0847,4.4070,1.3955,5.8025,19.9436,158.3626,25.0000,100.0000,167.0598,181.1028,195.1458,592513080.8021,2559411633.0000
2017-10-13,193.55,195.0,191.65,194.59,192.772283422,15626525,0.0000,1.0,180.5887,180.5268,69.3374,89.2700,83.9378,4.0581,1.1505,5.2086,18.6979,145.4018,30.0000,100.0000,168.1112,180.5887,193.0661,578934933.0693,2545132601.0000
2017-10-12,191.08,193.09,189.9301,191.03,189.245538322,13036890,0.0000,1.0,179.8714,179.2378,66.9227,81.2758,81.3157,3.7705,0.9412,4.7117,17.5889,140.5922,0.0000,100.0000,168.6967,179.8714,191.0462,567133408.2204,2529506076.0000
2017-10-11,189.6,191.0,187.74,190.94,189.156379036,13051762,0.0000,1.0,178.8000,178.1844,66.8601,81.2676,81.6410,3.5352,0.8329,4.3681,16.5556,143.8267,0.0000,95.0000,167.3210,178.8000,190.2791,571094520.3071,2516469186.0000
2017-10-10,191.43,192.95,187.26,188.93,187.165154977,24261445,0.0000,1.0,177.7811,177.0294,65.4719,81.4038,82.0959,3.3270,0.5480,3.8750,15.6198,157.0753,0.0000,100.0000,166.5450,177.7811,189.0173,558523191.2629,2503417424.0000
2017-10-09,182.79,186.73,182.03,185.39,183.658223052,13986610,0.0000,1.0,176.8242,175.9625,62.8697,82.2517,80.9189,3.1899,0.2021,3.3920,14.6348,94.4018,0.0000,25.0000,165.6882,176.8242,187.9601,568543295.9631,2479155979.0000
2017-10-06,179.65,181.84,179.0,181.3,179.606428822,7911087,0.0000,1.0,176.0123,175.1524,59.5212,82.6321,79.3457,3.1394,-0.0561,3.0833,14.0849,44.0124,0.0000,30.0000,164.6231,176.0123,187.4016,562532029.5364,2465169369.0000
2017-10-05,181.86,182.0,179.56,180.77,179.081379692,10830438,0.0000,1.0,175.1400,174.6836,59.0667,77.8730,78.0314,3.1535,-0.0965,3.0569,13.9698,50.1892,5.0000,35.0000,162.3941,175.1400,187.8860,557629384.0694,2457258282.0000
2017-10-04,179.62,181.77,178.14,180.87,179.180445565,10621386,0.0000,1.0,174.4372,174.2207,59.1858,77.5319,75.3823,3.1776,-0.1453,3.0323,13.7694,49.7427,10.0000,40.0000,161.1013,174.4372,187.7730,557718158.1482,2468088720.0000
2017-10-03,179.25,180.58,177.58,179.37,177.694457461,9678430,0.0000,1.0,173.6912,173.6986,57.9784,78.6893,69.5182,3.2139,-0.2672,2.9467,13.5803,43.6615,15.0000,45.0000,159.8410,173.6912,187.5414,552363575.1265,2457467334.0000
2017-10-02,180.8,181.98,177.0,179.0,177.327913729,12475560,0.0000,1.0,173.0245,173.2780,57.6851,69.9258,54.3102,3.2807,-0.3349,2.9458,13.4928,50.9431,20.0000,50.0000,158.7326,173.0245,187.3164,550492411.9960,2447788904.0000
2017-09-29,179.08,179.73,177.25,178.77,177.10006222,14936876,0.0000,1.0,172.6015,172.8517,57.5099,59.9395,37.4494,3.3644,-0.4253,2.9392,13.4007,48.1398,25.0000,55.0000,158.3433,172.6015,186.8597,552947441.8749,2435313344.0000
2017-09-28,176.02,176.18,173.76,175.68,174.038926726,10801464,0.0000,1.0,172.1393,172.4045,55.1399,33.0653,20.1184,3.4707,-0.5596,2.9112,13.5077,16.3931,30.0000,60.0000,157.8952,172.1393,186.3835,549574598.9017,2420376468.0000
2017-09-27,175.62,176.27,172.75,175.73,174.088459663,17602299,0.0000,1.0,171.6440,172.2324,55.1872,19.3433,15.5649,3.6106,-0.4659,3.1447,13.9635,17.9300,0.0000,65.0000,157.0148,171.6440,186.2733,543236549.7780,2431177932.0000
2017-09-26,176.45,178.68,170.35,171.96,170.353676228,27542805,0.0000,1.0,171.0977,172.0371,52.2521,7.9467,23.6773,3.7271,-0.3350,3.3921,14.4433,9.8767,5.0000,70.0000,156.0638,171.0977,186.1315,531034956.1496,2413575633.0000
2017-09-25,177.75,177.8,170.16,171.0,169.402643842,21628235,0.0000,1.0,170.7514,172.2143,51.4834,19.4046,43.7749,3.8109,0.2278,4.0387,14.9484,7.5329,10.0000,75.0000,155.3505,170.7514,186.1523,547930962.5781,2386032828.0000
2017-09-22,180.3,182.31,178.6,179.0,177.327913729,12196947,0.0000,1.0,170.3953,172.5102,59.0037,43.6806,64.6328,3.7539,1.1482,4.9021,15.5596,79.1513,15.0000,80.0000,154.5627,170.3953,186.2279,564803250.6155,2407661063.0000
2017-09-21,181.64,182.7,177.61,180.76,179.071473104,26631321,0.0000,1.0,169.7112,172.0031,60.8617,68.2395,79.9438,3.4669,1.6591,5.1260,15.2826,96.2814,0.0000,85.0000,153.9539,169.7112,185.4686,574370128.1838,2419858010.0000
2017-09-20,187.5,189.42,184.21,185.84,184.104019483,16435216,0.0000,1.0,168.9702,171.2591,66.6137,81.9782,85.2923,3.0521,2.1074,5.1595,14.9910,184.7393,0.0000,90.0000,153.6556,168.9702,184.2848,568039303.3514,2446489331.0000
2017-09-19,185.51,189.85,184.615,187.35,185.599914174,21631434,0.0000,1.0,167.8166,169.9070,68.4402,89.6136,86.2627,2.5252,2.0897,4.6149,13.8215,249.0562,0.0000,95.0000,153.8162,167.8166,181.8170,574190679.7782,2462924547.0000
2017-09-18,185.14,191.2,184.86,187.55,185.798045921,41601951,0.0000,1.0,166.4130,168.2551,68.6771,84.2849,84.0936,2.0028,1.6976,3.7004,12.5328,339.7603,5.0000,100.0000,154.3277,166.4130,178.4983,573219641.1935,2484555981.0000
2017-09-15,172.86,180.11,172.65,180.11,178.427544926,33338633,0.0000,1.0,165.1158,166.4084,64.3106,84.8895,86.5504,1.5784,0.8807,2.4591,11.1429,261.5267,10.0000,100.0000,156.5851,165.1158,173.6465,579518990.2450,2442954030.0000
2017-09-14,168.79,172.56,167.8,169.4,167.817589864,12728431,0.0000,1.0,164.1856,165.1433,55.9040,83.1062,80.3517,1.3582,0.2312,1.5894,10.4726,122.2860,15.0000,100.0000,157.9029,164.1856,170.4682,546180357.2450,2409615397.0000
2017-09-13,168.59,171.54,167.28,170.37,168.778528838,14340105,0.0000,1.0,163.9680,164.8618,57.0604,91.6554,68.2521,1.3004,0.2361,1.5366,10.5274,135.5172,20.0000,65.0000,157.9061,163.9680,170.0300,550351859.8442,2422343828.0000
2017-09-12,170.0,170.0,166.97,169.61,168.025628199,10155905,0.0000,1.0,163.7930,164.4495,56.3889,66.2935,45.9016,1.2414,0.1076,1.3490,10.7043,118.5230,25.0000,70.0000,158.1062,163.7930,169.4798,543888713.9286,2408003723.0000
2017-09-11,165.54,169.4325,165.32,169.0,167.42132637,13934287,0.0000,1.0,163.7259,164.0730,55.8627,46.8074,35.0266,1.2145,-0.0480,1.1665,11.0719,101.5372,0.0000,75.0000,158.2114,163.7259,169.2404,536347200.3145,2397847818.0000
2017-09-08,166.11,166.71,162.71,163.69,162.160928482,12365074,0.0000,1.0,163.0733,163.7206,50.9695,24.6041,36.0768,1.2265,-0.2483,0.9782,11.5256,-3.6858,5.0000,0.0000,156.4793,163.0733,169.6673,525343772.4631,2383913531.0000
2017-09-07,166.49,167.89,164.95,166.58,165.023932229,8731886,0.0000,1.0,163.1183,163.8847,54.0688,33.6683,52.4018,1.2886,-0.0293,1.2593,11.9332,53.7847,10.0000,5.0000,156.5376,163.1183,169.6991,531649960.2048,2396278605.0000
2017-09-06,167.24,167.8,164.4,165.81,164.261125002,9800559,0.0000,1.0,163.3849,163.7648,53.3508,49.9579,69.0681,1.2959,0.0122,1.3081,12.4941,31.7033,15.0000,0.0000,156.1205,163.3849,170.6493,530699550.8429,2387546719.0000
2017-09-05,168.38,168.5843,163.5625,165.91,164.360190876,17358768,0.0000,1.0,163.6000,163.7126,53.4539,73.5791,77.5062,1.2929,0.1363,1.4292,13.0950,23.1874,20.0000,5.0000,155.9976,163.6000,171.2025,532371410.9111,2397347278.0000
2017-09-01,169.95,171.9,169.6,170.46,168.867688124,11017001,0.0000,1.0,163.9117,163.6444,58.3253,83.6672,74.9222,1.2588,0.2940,1.5528,13.7275,121.9728,25.0000,10.0000,155.7218,163.9117,172.1016,533501054.7373,2414706046.0000
2017-08-31,166.5,169.6,166.2,169.44,167.857216214,15022660,0.0000,1.0,163.7436,163.0946,57.5005,75.2722,68.6795,1.1853,0.0437,1.2290,13.6561,77.7047,30.0000,15.0000,155.8343,163.7436,171.6528,536279254.9898,2403689045.0000
2017-08-30,165.5,166.13,164.27,165.68,164.132339367,9469680,0.0000,1.0,163.5899,162.5933,54.3353,65.8272,67.3817,1.1743,-0.2736,0.9008,13.8169,8.3948,35.0000,20.0000,155.8896,163.5899,171.2901,522670492.3950,2388666385.0000
2017-08-29,162.59,165.58,162.261,164.7,163.161493805,7992338,0.0000,1.0,163.5190,162.4313,53.4774,64.9391,72.0682,1.2427,-0.3948,0.8480,14.3714,-18.9135,40.0000,25.0000,155.8139,163.5190,171.2240,517782915.6186,2379196705.0000
2017-08-28,164.58,165.1,162.33,164.97,163.428971664,9568908,0.0000,1.0,163.5016,162.3544,53.7417,71.3787,75.0696,1.3414,-0.4743,0.8671,15.0186,-18.5412,45.0000,30.0000,155.7918,163.5016,171.2113,514028756.2533,2387189043.0000
2017-08-25,166.17,166.58,163.55,163.81,162.27980753,8753208,0.0000,1.0,163.3728,162.2413,52.7895,79.8867,68.7331,1.4600,-0.6083,0.8517,15.7538,-4.6377,50.0000,35.0000,155.5769,163.3728,171.1687,505358012.9053,2377620135.0000
2017-08-24,167.1,167.28,164.12,165.19,163.646916586,11592997,0.0000,1.0,163.3945,162.2372,54.0468,73.9435,51.4450,1.6121,-0.6755,0.9366,16.3899,17.9534,55.0000,40.0000,155.6085,163.3945,171.1805,512609020.1945,2386373343.0000
2017-08-23,161.2,166.25,160.85,165.8,164.251218415,14421053,0.0000,1.0,163.2167,162.0889,54.5928,52.3692,36.5208,1.7809,-0.8887,0.8922,16.9960,-6.8700,60.0000,45.0000,155.3006,163.2167,171.1328,516351063.5319,2397966340.0000
2017-08-22,160.49,162.79,159.71,162.55,161.031577523,11084658,0.1400,1.0,163.2819,161.8612,52.1459,28.0222,34.0662,2.0031,-1.2421,0.7610,17.7360,-66.8257,65.0000,50.0000,155.3115,163.2819,171.2523,504333519.3643,2383545287.0000
2017-08-21,162.49,162.95,157.37,159.15,157.527663426,15203637,0.0000,1.0,163.4135,161.9486,49.3224,29.1710,45.2020,2.3137,-1.4033,0.9103,18.4688,-119.6200,70.0000,55.0000,155.5095,163.4135,171.3176,494976340.5357,2372460629.0000
2017-08-18,163.67,164.36,159.64,161.5,159.853708095,14883408,0.0000,1.0,163.7600,162.4139,51.2286,45.0054,58.2298,2.6645,-1.2201,1.4444,19.2401,-87.9048,75.0000,60.0000,156.3247,163.7600,171.1953,500480166.1161,2387664266.0000
2017-08-17,164.81,165.5,161.38,161.47,159.824013908,12937916,0.0000,1.0,164.0866,162.6834,51.2057,61.4297,60.6586,2.9695,-1.1013,1.8682,20.2363,-74.0386,80.0000,65.0000,156.7938,164.0866,171.3794,503633430.5231,2372780858.0000
2017-08-16,167.59,168.54,163.84,165.15,163.466500879,14788247,0.0000,1.0,164.3850,162.9844,54.1656,68.2542,50.1423,3.2448,-0.8598,2.3850,21.1146,-1.3053,85.0000,70.0000,157.3298,164.3850,171.4403,516006097.7644,2385718774.0000
2017-08-15,168.61,169.67,165.59,166.98,165.277846302,18980198,0.0000,1.0,164.3826,162.9337,55.6863,52.2919,38.0106,3.4598,-0.8207,2.6391,21.7925,40.4488,90.0000,75.0000,157.3260,164.3826,171.4391,522550683.6702,2400507021.0000
2017-08-14,159.67,168.55,159.2,168.4,166.683371165,31674266,0.0000,1.0,164.3321,162.6869,56.8631,29.8810,37.1839,3.6650,-0.9243,2.7406,22.3262,-9.6762,95.0000,80.0000,157.2874,164.3321,171.3767,528598295.7742,2419487219.0000
2017-08-11,157.14,159.0,152.91,155.96,154.370181514,37272782,0.0000,1.0,164.1267,162.2662,47.6571,31.8591,54.4738,3.8960,-1.2089,2.6872,22.9790,-256.5806,100.0000,85.0000,157.1289,164.1267,171.1245,497940316.3885,2387812953.0000
2017-08-10,172.16,172.66,164.33,164.74,163.060680319,26065538,0.0000,1.0,164.5716,163.0974,55.6153,49.8118,70.2436,4.1983,-0.3647,3.8336,23.8179,35.3157,50.0000,90.0000,159.1599,164.5716,169.9834,497879113.1366,2425085735.0000
2017-08-09,168.43,172.21,167.67,172.11,170.355552324,13060514,0.0000,1.0,164.3682,163.1013,64.1588,81.7505,83.3640,4.2894,0.0668,4.3562,24.1104,141.4617,0.0000,95.0000,158.4614,164.3682,170.2750,521378775.8490,2451151273.0000
2017-08-08,173.89,174.56,168.71,170.3,168.564003025,18632853,0.0000,1.0,163.8931,162.3377,62.8265,79.1685,81.5344,4.2727,-0.0556,4.2172,23.9091,176.7692,0.0000,100.0000,158.4812,163.8931,169.3050,508893614.8875,2438090759.0000
2017-08-07,168.39,172.37,168.0,172.35,170.593105822,17743004,0.0000,1.0,163.1795,161.6823,65.4441,89.1729,79.0435,4.2866,-0.1258,4.1608,23.5303,182.4936,0.0000,100.0000,156.7508,163.1795,169.6081,517397840.1084,2456723612.0000
2017-08-04,167.4,170.07,166.48,167.21,165.505501737,14653397,0.0000,1.0,162.2565,160.7443,61.6369,76.2620,66.7806,4.3181,-0.4964,3.8217,23.3207,108.5373,0.0000,100.0000,155.0919,162.2565,169.4211,499817243.4690,2438980608.0000
2017-08-03,164.37,166.63,163.68,166.48,164.782943181,10926536,0.0000,1.0,161.2444,160.2431,61.0580,71.6955,58.1700,4.4422,-0.5909,3.8512,23.3098,56.7839,0.0000,70.0000,151.1018,161.2444,171.3870,508511320.2464,2424327211.0000
2017-08-02,165.75,165.91,161.27,164.39,162.714248135,11565556,0.0000,1.0,160.1061,159.7652,59.3914,52.3844,48.6107,4.5899,-0.6833,3.9066,23.6391,33.5473,5.0000,75.0000,147.1015,160.1061,173.1107,498695957.3966,2413400675.0000
2017-08-01,162.125,164.56,161.0,164.49,162.813228759,10606575,0.0000,1.0,159.0500,159.4548,59.5072,50.4299,47.4826,4.7607,-0.6298,4.1310,24.0605,32.5968,0.0000,80.0000,143.8232,159.0500,174.2768,494707834.6370,2424966231.0000
2017-07-31,164.94,166.4,160.62,162.51,160.8534124,13800261,0.0000,1.0,157.8048,159.1013,57.9661,43.0177,44.3066,4.9182,-0.5709,4.3473,24.6439,35.4925,5.0000,85.0000,140.1356,157.8048,175.4741,484518372.1373,2414359656.0000
