,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2016-09-09,104.64,105.72,103.13,103.13,24.2528076432,46556984,0.0000,1.0,25.3121,25.0512,44.0901,58.2262,31.7386,0.2562,-0.1635,0.0927,21.4510,-211.8139,100.0000,15.0000,24.5757,25.3121,26.0485,68830463453.8007,88366272078.0000
2016-09-08,107.25,107.27,105.24,105.52,24.8148575828,53002026,0.0000,1.0,25.3686,25.1352,51.0257,71.8661,57.9290,0.2971,-0.1151,0.1820,22.1069,-128.7644,100.0000,20.0000,24.8153,25.3686,25.9218,69016691389.8007,88552500014.0000
2016-09-07,107.83,108.76,107.07,108.36,25.4827328248,42364328,0.0000,1.0,25.3977,25.1689,62.0434,70.7669,85.0109,0.3259,-0.0897,0.2361,22.9817,7.5782,75.0000,25.0000,24.9063,25.3977,25.8892,69170214499.5417,88764508118.0000
2016-09-06,107.9,108.3,107.51,107.7,25.3275223812,26880391,0.0000,1.0,25.4030,25.1359,60.1434,52.4387,72.6585,0.3483,-0.1145,0.2338,23.0652,-11.7531,80.0000,30.0000,24.9058,25.4030,25.9003,69080973666.5924,88595050806.0000
2016-09-02,107.7,108.0,106.82,107.73,25.3345774014,26802450,0.0000,1.0,25.4109,25.1157,60.2737,34.5932,54.6313,0.3769,-0.1338,0.2431,23.3076,-36.8104,85.0000,35.0000,24.9137,25.4109,25.9081,69136775997.2291,88702572370.0000
2016-09-01,106.14,106.8,105.62,106.73,25.0994100626,26701523,0.0000,1.0,25.4079,25.0927,57.3479,22.3613,30.0262,0.4104,-0.1595,0.2508,23.6645,-118.4757,0.0000,40.0000,24.9083,25.4079,25.9076,69078628309.0496,88595362570.0000
2016-08-31,105.66,106.5699,105.64,106.1,24.9512546392,29662406,0.0000,1.0,25.3978,25.0920,55.3811,19.9070,19.1221,0.4503,-0.1693,0.2810,24.4749,-130.6574,0.0000,45.0000,24.8664,25.3978,25.9292,68984494126.2615,88488556478.0000
2016-08-30,105.8,106.5,105.5,106.0,24.9277379054,24863945,0.0000,1.0,25.3875,25.1068,55.0687,21.0787,17.9355,0.4926,-0.1622,0.3304,25.4166,-123.4616,0.0000,50.0000,24.8154,25.3875,25.9596,68985757306.4970,88369906854.0000
2016-08-29,106.62,107.44,106.29,106.82,25.1205751231,24970300,0.0000,1.0,25.3631,25.1256,58.2458,26.3589,22.6634,0.5331,-0.1420,0.3911,26.4340,-56.0338,5.0000,55.0000,24.6829,25.3631,26.0433,68985757306.4547,88469362634.0000
2016-08-26,107.41,107.95,106.31,106.94,25.1487952038,27766291,0.0000,1.0,25.3473,25.1262,58.7167,29.8591,22.6371,0.5686,-0.1253,0.4433,27.1663,-34.0097,0.0000,60.0000,24.6318,25.3473,26.0629,68993574096.0264,88569243834.0000
2016-08-25,107.39,107.88,106.68,107.57,25.2969506272,25086248,0.0000,1.0,25.3087,25.1238,61.1841,38.0483,33.7763,0.6000,-0.0994,0.5006,27.9286,-6.9611,0.0000,65.0000,24.4798,25.3087,26.1375,69019308707.1932,88680308998.0000
2016-08-24,108.565,108.75,107.68,108.03,25.405127603,23675081,0.0000,1.0,25.2641,25.1055,63.0210,42.3814,33.1640,0.6248,-0.0735,0.5513,28.5746,31.6150,0.0000,70.0000,24.3465,25.2641,26.1818,68970808627.7177,88780653990.0000
2016-08-23,108.59,109.32,108.53,108.85,25.5979648207,21257669,0.0000,1.0,25.1979,25.0740,66.3968,50.3681,47.2046,0.6432,-0.0462,0.5970,28.8131,61.8272,0.0000,75.0000,24.1488,25.1979,26.2470,69003555468.7080,88875354314.0000
2016-08-22,108.86,109.1,107.85,108.51,25.5180079256,25820230,0.0000,1.0,25.0486,25.0189,65.6725,54.3470,46.7757,0.6547,-0.0277,0.6270,28.6577,53.6339,5.0000,80.0000,23.5265,25.0486,26.5708,69019700533.7667,88790323638.0000
2016-08-19,108.77,109.69,108.36,109.36,25.7179001635,25368072,0.0000,1.0,24.9111,24.9663,69.2159,63.3097,57.1239,0.6617,0.0027,0.6644,28.5499,73.4375,10.0000,85.0000,23.1120,24.9111,26.7103,69013916802.2152,88893604558.0000
2016-08-18,109.23,109.6,109.02,109.08,25.6520533086,21984703,0.0000,1.0,24.7791,24.8872,68.6872,68.6595,59.1413,0.6610,0.0210,0.6820,28.1927,80.8491,15.0000,90.0000,22.8531,24.7791,26.7052,68962799183.4624,88792132270.0000
2016-08-17,109.1,109.37,108.34,109.22,25.6849767361,25355976,0.0000,1.0,24.6594,24.8067,69.2521,73.0944,73.6639,0.6557,0.0456,0.7013,27.4922,82.5684,20.0000,95.0000,22.6687,24.6594,26.6501,69032543758.5325,88880071082.0000
2016-08-16,109.63,110.23,109.21,109.38,25.7226035103,33794448,0.0000,1.0,24.5442,24.7142,69.8761,70.2093,73.1732,0.6443,0.0681,0.7124,26.8020,101.3384,25.0000,100.0000,22.5377,24.5442,26.5507,68960660797.4362,88981494986.0000
2016-08-15,108.14,109.54,108.08,109.48,25.7461202441,25868209,0.0000,1.0,24.4261,24.6081,70.2520,71.9266,72.4461,0.6273,0.0851,0.7124,25.6446,99.1513,30.0000,100.0000,22.4329,24.4261,26.4193,69050779325.4174,89116672778.0000
2016-08-12,107.78,108.44,107.78,108.18,25.4404027038,18660434,0.0000,1.0,24.3063,24.4883,68.1352,77.9522,65.0087,0.6060,0.0935,0.6996,24.5499,91.3466,35.0000,85.0000,22.3575,24.3063,26.2552,68955811106.1195,89013199942.0000
2016-08-11,108.52,108.93,107.85,107.93,25.3816108691,27484506,0.0000,1.0,24.1896,24.3881,67.7156,88.8617,78.3250,0.5827,0.1215,0.7042,23.6080,101.0004,40.0000,90.0000,22.2467,24.1896,26.1325,68939978010.6189,88938558206.0000
2016-08-10,108.71,108.9,107.76,108.0,25.3980725828,24008505,0.0000,1.0,24.0759,24.2835,67.9536,95.1353,90.5230,0.5523,0.1535,0.7058,22.5826,109.5740,45.0000,95.0000,22.1594,24.0759,25.9924,69033628919.9490,89048496230.0000
2016-08-09,108.23,108.94,108.01,108.81,25.5885581272,26315204,0.0000,1.0,23.9389,24.1662,70.6855,96.1418,97.7371,0.5139,0.1821,0.6960,21.5088,127.4951,50.0000,100.0000,22.0284,23.9389,25.8495,69089227563.1107,89144530250.0000
2016-08-08,107.52,108.37,107.16,108.37,25.4850844981,28037220,0.0000,1.0,23.7989,24.0165,70.0644,89.7350,97.1459,0.4684,0.1855,0.6538,20.2666,132.6885,55.0000,100.0000,21.9843,23.7989,25.6134,69013394502.0904,89039269434.0000
2016-08-05,106.27,107.65,106.18,107.48,25.2757855667,40553402,0.0000,1.0,23.6588,23.8619,68.7940,83.9134,93.5423,0.4220,0.1791,0.6011,19.0552,135.9113,0.0000,100.0000,21.9577,23.6588,25.3600,68901245622.0904,88927120554.0000
2016-08-04,105.58,106.0,105.28,105.87,24.8971661513,27408650,0.5700,1.0,23.5258,23.7130,66.3391,80.0296,78.5167,0.3772,0.1692,0.5464,17.9041,129.1710,0.0000,100.0000,21.9388,23.5258,25.1127,68776550807.7851,88764906946.0000
2016-08-03,104.81,105.84,104.77,105.79,24.7451259597,30202641,0.0000,1.0,23.4030,23.5884,65.2977,86.4596,79.6813,0.3349,0.1722,0.5072,17.0018,134.2209,0.0000,90.0000,21.8807,23.4030,24.9252,68706506480.0883,88655272346.0000
2016-08-02,106.05,106.07,104.0,104.48,24.4387064965,33816556,0.0000,1.0,23.2830,23.4666,63.1126,90.6541,81.8909,0.2919,0.1733,0.4652,16.2006,141.3848,5.0000,95.0000,21.8258,23.2830,24.7401,68596986622.9510,88534461782.0000
2016-08-01,104.41,106.15,104.41,106.05,24.8059420363,38167871,0.0000,1.0,23.1720,23.3643,67.9866,84.0720,97.8068,0.2485,0.1875,0.4360,15.3573,182.9463,10.0000,100.0000,21.7461,23.1720,24.5979,68669520685.1137,88669728006.0000
2016-07-29,104.19,104.55,103.68,104.21,24.37555134,27733688,0.0000,1.0,23.0532,23.2125,64.9751,62.3696,92.2645,0.2017,0.1534,0.3551,14.3129,177.0945,0.0000,100.0000,21.8069,23.0532,24.2994,68534397647.6117,88517056522.0000
2016-07-28,102.83,104.45,102.82,104.34,24.4059593783,39869839,0.0000,1.0,22.9525,23.0901,65.3879,34.8107,62.1447,0.1633,0.1271,0.2904,13.5240,199.2401,0.0000,100.0000,21.8307,22.9525,24.0742,68510170517.8395,88627991274.0000
2016-07-27,104.265,104.35,102.75,102.95,24.0808272762,92344820,0.0000,1.0,22.8362,22.9516,62.9998,20.8186,32.6994,0.1315,0.0691,0.2006,12.7138,218.6457,0.0000,100.0000,21.8699,22.8362,23.8025,68372215982.9091,88468511918.0000
2016-07-26,96.82,97.97,96.42,96.67,22.611885117,56239822,0.0000,1.0,22.7267,22.8327,47.4325,24.8396,9.5879,0.1143,0.0018,0.1161,11.8804,-4.6977,0.0000,85.0000,21.8581,22.7267,23.5953,68649250442.9585,88099132638.0000
2016-07-25,98.25,98.84,96.92,97.34,22.7686034683,40382921,0.0000,1.0,22.6726,22.8560,49.5453,45.3518,20.1684,0.1138,0.0424,0.1562,12.2832,28.8165,5.0000,90.0000,21.6591,22.6726,23.6860,68801642218.6684,88324091926.0000
2016-07-22,99.26,99.3,98.31,98.66,23.0773620114,28313669,0.0000,1.0,22.6265,22.8652,54.0514,68.3018,44.7625,0.1032,0.0858,0.1890,12.8855,69.2118,10.0000,95.0000,21.5527,22.6265,23.7003,68892503790.9161,88485623610.0000
2016-07-21,99.83,101.0,99.13,99.43,23.2574711615,32702028,0.0000,1.0,22.5966,22.8429,56.9203,82.5749,71.1246,0.0818,0.1151,0.1968,13.0703,115.1467,15.0000,100.0000,21.5415,22.5966,23.6516,68925679403.0530,88598878286.0000
2016-07-20,100.0,100.46,99.735,99.96,23.3814423946,26275968,0.0000,1.0,22.5512,22.7992,58.9668,88.1829,89.0184,0.0530,0.1326,0.1856,12.9122,140.1792,20.0000,100.0000,21.5364,22.5512,23.5660,69014516997.8037,88729686398.0000
2016-07-19,99.56,100.0,99.34,99.87,23.3603906758,23779924,0.0000,1.0,22.5038,22.7379,58.7274,84.4056,87.5818,0.0199,0.1360,0.1559,12.4717,153.5282,25.0000,95.0000,21.5627,22.5038,23.4449,69054383983.7519,88624582526.0000
2016-07-18,98.7,100.13,98.6,99.83,23.3510343563,36493867,0.0000,1.0,22.4480,22.6724,58.6255,82.4211,87.9484,-0.0142,0.1320,0.1178,12.1468,176.0255,30.0000,100.0000,21.5879,22.4480,23.3082,68996735683.1141,88529462830.0000
2016-07-15,98.92,99.3,98.5,98.78,23.1054309698,30136990,0.0000,1.0,22.3954,22.6010,55.9105,78.8007,77.6867,-0.0471,0.1157,0.0685,11.8047,175.4718,35.0000,100.0000,21.6403,22.3954,23.1505,68908005496.7179,88383487362.0000
2016-07-14,97.39,98.99,97.32,98.79,23.1077700497,38918997,0.0000,1.0,22.3810,22.5479,55.9438,82.1086,81.6283,-0.0761,0.1057,0.0296,11.6917,163.3760,40.0000,100.0000,21.6709,22.3810,23.0911,68944169884.7114,88504035322.0000
2016-07-13,97.41,97.67,96.84,96.87,22.6586667144,25892171,0.0000,1.0,22.3617,22.4889,50.5899,82.2086,77.0870,-0.1025,0.0817,-0.0207,11.6673,94.4005,45.0000,0.0000,21.7134,22.3617,23.0100,68825781558.4878,88348359334.0000
2016-07-12,97.17,97.7,97.12,97.42,22.7873161073,24167463,0.0000,1.0,22.3686,22.4711,52.3202,82.4276,87.6105,-0.1229,0.0839,-0.0390,12.0686,109.0198,50.0000,0.0000,21.7050,22.3686,23.0322,68921863349.6827,88451928018.0000
2016-07-11,96.75,97.65,96.73,96.98,22.684396593,23794945,0.0000,1.0,22.3677,22.4378,51.0477,76.2753,81.9284,-0.1439,0.0691,-0.0748,12.3872,88.4138,55.0000,0.0000,21.7064,22.3677,23.0289,68918529906.5397,88355258166.0000
2016-07-08,96.49,96.89,96.05,96.68,22.6142241968,28912103,0.0000,1.0,22.3893,22.4118,50.1866,73.5585,77.7438,-0.1612,0.0523,-0.1089,12.7385,45.1811,60.0000,0.0000,21.6629,22.3893,23.1157,68961981545.2056,88260078386.0000
2016-07-07,95.7,96.5,95.62,95.94,22.4411322863,25139558,0.0000,1.0,22.4241,22.3905,48.0451,75.4587,69.1536,-0.1743,0.0305,-0.1437,13.3509,7.3569,65.0000,5.0000,21.5983,22.4241,23.2498,68904157339.2056,88144429974.0000
2016-07-06,94.6,95.66,94.37,95.53,22.3452300116,30949090,0.0000,1.0,22.4591,22.3852,46.8422,79.6276,73.7781,-0.1819,0.0134,-0.1685,13.9846,-36.7712,70.0000,10.0000,21.5758,22.4591,23.3424,68931582311.6225,88043871742.0000
2016-07-05,95.39,95.4,94.46,94.99,22.2189196986,27705210,0.0000,1.0,22.5001,22.3894,45.2563,76.7390,83.4445,-0.1852,-0.0026,-0.1879,14.3715,-50.7296,75.0000,0.0000,21.5672,22.5001,23.4330,68832737155.9413,87920075382.0000
2016-07-01,95.49,96.465,95.33,95.89,22.429436887,26026540,0.0000,1.0,22.5426,22.4073,47.5000,61.0727,81.6602,-0.1846,-0.0124,-0.1970,14.6905,-20.6107,80.0000,5.0000,21.5875,22.5426,23.4978,68818589814.6422,88030896222.0000
2016-06-30,94.44,95.77,94.3,95.6,22.3616035707,35836356,0.0000,1.0,22.5664,22.4050,46.6910,41.2396,65.1123,-0.1815,-0.0457,-0.2272,15.2799,-48.0480,85.0000,10.0000,21.6002,22.5664,23.5326,68819965666.9743,87926790062.0000
2016-06-29,93.97,94.55,93.63,94.4,22.0809139861,36531006,0.0000,1.0,22.5912,22.4095,43.2534,29.7605,36.4456,-0.1700,-0.0855,-0.2556,15.6741,-91.0196,90.0000,15.0000,21.6218,22.5912,23.5606,68709774966.8807,87783444638.0000
2016-06-28,92.9,93.66,92.14,93.59,21.8914485166,40444914,0.0000,1.0,22.6387,22.4441,40.8057,29.8830,22.1609,-0.1487,-0.1108,-0.2595,15.6671,-143.7747,95.0000,20.0000,21.6810,22.6387,23.5964,68611300081.1741,87637320614.0000
2016-06-27,93.0,93.05,91.5,92.04,21.5288911365,46622188,0.0000,1.0,22.7120,22.5023,35.7692,36.4735,30.6751,-0.1210,-0.1205,-0.2414,15.3284,-208.4068,100.0000,25.0000,21.7699,22.7120,23.6541,68464421182.9617,87475540958.0000
2016-06-24,92.91,94.655,92.65,93.4,21.847005999,75311356,0.0000,1.0,22.8092,22.6048,38.4997,33.3053,36.8129,-0.0908,-0.0871,-0.1779,14.7361,-190.8050,100.0000,30.0000,21.9812,22.8092,23.6371,68520969385.1472,87662029710.0000
2016-06-23,95.94,96.29,95.25,96.1,22.4785575643,32240187,0.0000,1.0,22.8912,22.6845,44.9748,25.0194,41.9326,-0.0691,-0.0576,-0.1267,14.3844,-104.4644,90.0000,35.0000,22.1393,22.8912,23.6430,68596844167.7334,87963275134.0000
2016-06-22,96.25,96.89,95.35,95.55,22.3499081714,29219122,0.0000,1.0,22.9323,22.7062,43.1237,16.3750,21.1705,-0.0547,-0.0690,-0.1237,14.7501,-113.8257,95.0000,40.0000,22.1852,22.9323,23.6795,68515003692.9861,87834314386.0000
2016-06-21,94.94,96.35,94.676,95.91,22.4341150467,35546358,0.0000,1.0,22.9598,22.7437,44.0451,15.7630,11.9550,-0.0374,-0.0676,-0.1050,15.1670,-142.7491,100.0000,45.0000,22.2616,22.9598,23.6581,68601522651.5891,87951190874.0000
2016-06-20,96.0,96.57,95.03,95.1,22.2446495771,34411901,0.0000,1.0,22.9659,22.7763,41.3673,20.5704,15.9995,-0.0205,-0.0677,-0.0883,15.4105,-154.5452,0.0000,50.0000,22.2842,22.9659,23.6476,68534082249.5904,87809005442.0000
2016-06-17,96.62,96.65,95.3,95.33,22.2984484142,61008219,0.0000,1.0,22.9673,22.8323,41.9083,19.9323,19.3345,-0.0036,-0.0427,-0.0463,15.7709,-138.6616,0.0000,55.0000,22.2914,22.9673,23.6432,68659216435.0449,87946653046.0000
2016-06-16,96.45,97.75,96.07,97.55,22.8177241456,31326815,0.0000,1.0,22.9541,22.8885,47.6188,20.1220,26.3773,0.0071,-0.0045,0.0025,16.2286,-52.4635,5.0000,60.0000,22.2187,22.9541,23.6895,68892403405.4655,88190685922.0000
2016-06-15,97.82,98.41,97.03,97.14,22.7218218709,29445227,0.0000,1.0,22.9191,22.8959,46.3358,21.0348,14.0850,0.0082,0.0037,0.0119,16.9362,-21.8028,0.0000,65.0000,22.0994,22.9191,23.7388,68796931207.4158,88065378662.0000
2016-06-14,97.32,98.475,96.75,97.46,22.7966724268,31931944,0.0000,1.0,22.8764,22.9143,47.1929,30.0019,19.9037,0.0073,0.0261,0.0334,17.6783,-9.5007,0.0000,70.0000,21.9395,22.8764,23.8133,68895935448.9151,88183159570.0000
2016-06-13,98.69,99.12,97.1,97.34,22.7686034683,38020494,0.0000,1.0,22.8346,22.9266,46.8426,38.8222,29.1157,0.0008,0.0521,0.0528,18.4594,10.1044,0.0000,75.0000,21.8159,22.8346,23.8533,68918519200.5900,88055431794.0000
2016-06-10,98.53,99.3457,98.48,98.83,23.1171263692,31712936,0.0000,1.0,22.7548,22.9433,50.8188,43.2910,40.9863,-0.0123,0.0919,0.0797,19.1767,49.2180,0.0000,80.0000,21.5045,22.7548,24.0051,69034462885.2703,88207513770.0000
2016-06-09,98.5,99.99,98.46,99.65,23.3089309186,26601354,0.0000,1.0,22.6555,22.9250,53.1788,42.6560,46.3644,-0.0352,0.1125,0.0773,19.4995,66.0685,5.0000,85.0000,21.2325,22.6555,24.0785,69058743044.6215,88334365514.0000
2016-06-08,99.02,99.56,98.68,98.94,23.1428562478,20848131,0.0000,1.0,22.5720,22.8846,51.3192,38.1125,42.5222,-0.0634,0.1170,0.0536,19.8393,63.9915,10.0000,90.0000,21.1166,22.5720,24.0274,68999628924.6545,88227960098.0000
2016-06-07,99.25,99.87,98.96,99.03,23.1639079666,22409450,0.0000,1.0,22.5074,22.8574,51.5659,32.1093,39.0813,-0.0926,0.1321,0.0395,20.3001,75.2197,15.0000,95.0000,21.0445,22.5074,23.9704,69033744048.0777,88311352622.0000
2016-06-06,97.99,101.89,97.55,98.63,23.0703447717,23292504,0.0000,1.0,22.4345,22.8251,50.5627,32.1465,32.7340,-0.1256,0.1444,0.0187,20.7025,84.4280,20.0000,100.0000,20.9642,22.4345,23.9047,69109591417.3085,88221714822.0000
2016-06-03,97.79,98.27,97.45,97.92,22.9042701009,28504888,0.0000,1.0,22.3653,22.7993,48.7737,41.6223,24.5126,-0.1617,0.1632,0.0015,21.1261,57.6896,25.0000,75.0000,20.8912,22.3653,23.8395,69156391102.7673,88128544806.0000
2016-06-02,97.6,97.84,96.63,97.72,22.8574885034,40191600,0.0000,1.0,22.3106,22.7882,48.2727,62.8928,39.1930,-0.2025,0.1990,-0.0036,21.9963,52.3738,30.0000,80.0000,20.8393,22.3106,23.7820,69139705314.6480,88014525254.0000
2016-06-01,99.02,99.54,98.33,98.46,23.0305804139,29173285,0.0000,1.0,22.2626,22.7809,49.9911,81.5387,61.1613,-0.2523,0.2470,-0.0052,22.7869,94.5738,35.0000,85.0000,20.8032,22.2626,23.7221,69010826465.1148,88175291654.0000
2016-05-31,99.6,100.4,98.82,99.86,23.3580515959,42307212,0.0000,1.0,22.2175,22.7547,53.4080,93.2292,88.3240,-0.3140,0.2891,-0.0249,23.8951,135.7361,40.0000,90.0000,20.8007,22.2175,23.6344,69102445046.1263,88291984794.0000
2016-05-27,99.44,100.47,99.245,100.35,23.4726665096,36341240,0.0000,1.0,22.1381,22.6911,54.6500,94.4178,95.1307,-0.3863,0.3033,-0.0830,24.9207,175.0867,45.0000,95.0000,20.8107,22.1381,23.4656,69048891613.2496,88461213642.0000
2016-05-26,99.68,100.73,98.64,100.41,23.4867009889,56331159,0.0000,1.0,22.0541,22.6089,54.7982,92.9364,96.2329,-0.4622,0.2945,-0.1676,25.8786,218.2961,50.0000,100.0000,20.8703,22.0541,23.2380,68932006318.9208,88606578602.0000
2016-05-25,98.67,99.74,98.11,99.62,23.301913679,38642108,0.0000,1.0,21.9821,22.5165,53.2107,89.4006,91.8899,-0.5358,0.2611,-0.2746,26.8869,238.3898,55.0000,100.0000,20.9971,21.9821,22.9672,68775680614.4439,88381253966.0000
2016-05-24,97.22,98.09,96.84,97.9,22.8995919411,35140174,0.0000,1.0,21.9541,22.4338,49.5456,88.0745,90.6864,-0.6011,0.2127,-0.3884,28.1881,189.3248,60.0000,0.0000,21.0973,21.9541,22.8110,68643870724.6102,88226685534.0000
2016-05-23,95.87,97.19,95.67,96.43,22.5557472,38018643,0.0000,1.0,22.0222,22.3848,46.1188,85.1962,85.6256,-0.6542,0.1672,-0.4870,29.3539,89.0598,65.0000,0.0000,20.7571,22.0222,23.2872,68546040480.2396,88086124838.0000
2016-05-20,94.64,95.43,94.52,95.22,22.2727185356,32025968,0.0000,1.0,22.1159,22.3668,43.0966,85.0070,87.9115,-0.6960,0.1253,-0.5707,30.3276,13.9823,70.0000,0.0000,20.4826,22.1159,23.7491,68546040480.2824,87934050266.0000
2016-05-19,94.64,94.64,93.57,94.2,22.0341323887,30442100,0.0000,1.0,22.2307,22.3767,40.4204,76.9162,82.0515,-0.7274,0.0869,-0.6405,30.8150,-21.2059,75.0000,0.0000,20.2778,22.2307,24.1835,68477061472.2824,87805946394.0000
2016-05-18,94.16,95.21,93.89,94.56,22.1183392641,42062391,0.0000,1.0,22.3608,22.4127,41.0680,64.4863,85.0581,-0.7491,0.0532,-0.6959,31.0674,-19.6055,80.0000,0.0000,20.1481,22.3608,24.5735,68455439046.1469,87927714794.0000
2016-05-17,94.55,94.7,93.01,93.49,21.8680577178,46916939,0.0000,1.0,22.5002,22.4437,38.2756,44.3981,63.6390,-0.7624,-0.0028,-0.7651,31.3954,-37.5912,85.0000,5.0000,20.0299,22.5002,24.9705,68452889810.2973,87759465230.0000
2016-05-16,92.39,94.39,91.65,93.88,21.9592818328,61259756,0.0000,1.0,22.6496,22.5043,38.9141,33.7676,44.7618,-0.7617,-0.0552,-0.8169,31.5776,-47.3060,90.0000,0.0000,19.9958,22.6496,25.3033,68533953397.2434,87947132986.0000
2016-05-13,90.0,91.67,90.0,90.52,21.173350996,44392765,0.0000,1.0,22.8010,22.5617,29.2558,30.1937,24.7936,-0.7479,-0.1324,-0.8803,31.6716,-81.7865,95.0000,0.0000,19.9816,22.8010,25.6203,68380133280.0276,87702093962.0000
2016-05-12,92.72,92.78,89.47,90.34,21.1312475583,76314690,0.0000,1.0,23.0192,22.7078,28.6819,32.7879,31.7475,-0.7148,-0.1536,-0.8684,30.8287,-84.5652,100.0000,0.0000,20.0650,23.0192,25.9734,68447121164.9426,87524522902.0000
2016-05-11,93.48,93.57,92.46,92.51,21.6388278904,28719109,0.0000,1.0,23.2658,22.8738,31.6195,32.5092,34.0401,-0.6764,-0.1599,-0.8363,29.9415,-69.8381,65.0000,5.0000,20.1637,23.2658,26.3678,68591911573.7875,87829781662.0000
2016-05-10,93.33,93.57,92.11,93.42,21.8516841587,33686836,0.0000,1.0,23.4862,23.0038,32.9645,32.0833,32.5761,-0.6364,-0.1984,-0.8349,29.4439,-74.5811,70.0000,10.0000,20.2541,23.4862,26.7184,68696438781.3685,87944658098.0000
2016-05-09,93.0,93.77,92.59,92.79,21.7043221268,32936436,0.0000,1.0,23.6774,23.1250,31.0351,34.2254,30.9113,-0.5868,-0.2557,-0.8426,28.9200,-82.7206,75.0000,15.0000,20.4025,23.6774,26.9524,68589379247.8043,87809910754.0000
2016-05-06,93.37,93.45,91.85,92.72,21.6879485677,43699886,0.0000,1.0,23.8595,23.2746,30.8250,33.5143,32.7626,-0.5229,-0.3022,-0.8251,28.4435,-97.2529,80.0000,20.0000,20.6392,23.8595,27.0798,68676465417.5896,87678165010.0000
2016-05-05,94.0,94.07,92.68,93.24,21.8095807211,35890500,0.5700,1.0,24.0382,23.4416,31.5024,29.5968,39.0023,-0.4473,-0.3419,-0.7892,27.8323,-104.9365,85.0000,25.0000,20.9248,24.0382,27.1516,68661170457.5393,87852964554.0000
2016-05-04,95.2,95.9,93.82,94.19,21.8979256808,41025475,0.0000,1.0,24.2094,23.6134,31.9875,19.2310,28.7779,-0.3619,-0.3824,-0.7443,27.3108,-114.6402,90.0000,30.0000,21.2314,24.2094,27.1874,68689056601.4140,87996526554.0000
2016-05-03,94.2,95.74,93.68,95.18,22.1280875496,56831277,0.0000,1.0,24.4044,23.7940,33.2550,13.3190,21.0101,-0.2663,-0.4188,-0.6851,26.8467,-133.6844,95.0000,35.0000,21.5492,24.4044,27.2595,68794776094.6796,88160628454.0000
2016-05-02,93.965,94.08,92.4,93.64,21.7700579759,48160104,0.0000,1.0,24.5744,23.9693,29.1038,10.1258,7.9052,-0.1616,-0.4614,-0.6230,26.3087,-183.3042,100.0000,40.0000,21.8813,24.5744,27.2676,68691045220.2005,87933303346.0000
2016-04-29,93.99,94.72,92.51,93.74,21.7933066495,68531478,0.0000,1.0,24.7776,24.2008,29.2159,12.5430,11.0418,-0.0462,-0.4520,-0.4982,25.2155,-224.8826,100.0000,45.0000,22.3626,24.7776,27.1926,68599311688.7485,88125943762.0000
2016-04-28,97.61,97.88,94.25,94.83,22.046717192,82242690,0.0000,1.0,24.9665,24.4543,30.4294,14.5211,11.4303,0.0668,-0.4009,-0.3341,24.0777,-253.5212,100.0000,50.0000,22.9580,24.9665,26.9750,68568301970.2230,88400069674.0000
2016-04-27,96.0,98.71,95.68,97.82,22.7418525331,114602142,0.0000,1.0,25.1311,24.7077,34.1232,15.9376,15.1568,0.1670,-0.3126,-0.1456,23.0887,-294.0202,100.0000,55.0000,23.6316,25.1311,26.6306,68792147087.8926,88729040434.0000
2016-04-26,103.91,105.3,103.91,104.35,24.2599909204,56016165,0.0000,1.0,25.2676,24.9146,45.6102,16.2210,16.9762,0.2452,-0.2188,0.0264,22.2335,-157.3342,100.0000,60.0000,24.2403,25.2676,26.2949,68603034642.3575,89187449002.0000
2016-04-25,105.0,105.65,104.51,105.08,24.4297062378,28031588,0.0000,1.0,25.3063,24.9835,47.3013,14.4045,15.6798,0.2999,-0.2090,0.0909,22.9635,-153.2730,100.0000,65.0000,24.3804,25.3063,26.2322,68685245416.9208,89411513662.0000
