,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Upper Band,Real Middle Band,Real Lower Band,Chaikin A/D,OBV
2016-05-25,78.53,79.2,74.12,75.59,75.59,49685518,0.0000,1.0,78.2725,78.5075,44.5172,56.1656,56.3900,0.2114,-0.1892,0.4005,19.6991,-105.2034,95.0000,100.0000,81.3526,78.2725,75.1924,-212336002.9308,237683944.0000
2016-05-24,79.17,81.31,79.07,81.12,81.12,16695013,0.0000,1.0,78.3755,78.8146,59.8486,53.6988,64.9006,0.5313,0.0835,0.4478,20.2718,119.1747,100.0000,30.0000,81.2185,78.3755,75.5325,-191405489.4426,287369462.0000
2016-05-23,78.95,79.5,78.6,79.0,79.0,7187006,0.0000,1.0,78.2500,78.5720,54.0903,50.8098,47.2063,0.3688,-0.0581,0.4269,20.3201,44.4244,60.0000,35.0000,80.8043,78.2500,75.6957,-205268312.7372,270674449.0000
2016-05-20,79.07,79.45,78.3501,78.79,78.79,11043422,0.0000,1.0,78.2420,78.5269,53.4622,56.5086,48.9894,0.3720,-0.0695,0.4415,20.8812,33.9853,0.0000,40.0000,80.7878,78.2420,75.6962,-204469756.5150,263487443.0000
2016-05-19,78.65,79.26,77.6,78.32,78.32,8317470,0.0000,1.0,78.2970,78.4992,52.0680,55.6363,56.2336,0.3920,-0.0668,0.4588,21.4869,-1.9064,5.0000,45.0000,80.9337,78.2970,75.6603,-202259867.2685,252444021.0000
2016-05-18,78.71,80.0,78.47,79.03,79.03,9085812,0.0000,1.0,78.4200,78.5181,54.4072,49.3500,64.3027,0.4597,-0.0158,0.4755,22.1797,31.0974,10.0000,50.0000,81.2704,78.4200,75.5696,-201157551.9673,260761491.0000
2016-05-17,79.83,80.2,79.31,79.35,79.35,10970576,0.0000,1.0,78.5290,78.4642,55.4742,40.9603,46.3727,0.4671,-0.0124,0.4795,22.6071,48.4675,15.0000,55.0000,81.6208,78.5290,75.4372,-198722791.8889,269847303.0000
2016-05-16,77.86,79.93,77.59,79.29,79.29,11661034,0.0000,1.0,78.5345,78.3710,55.3181,48.4764,37.3747,0.4371,-0.0454,0.4826,22.7505,15.4848,20.0000,60.0000,81.6325,78.5345,75.4365,-188738335.0799,258876727.0000
2016-05-13,78.825,79.16,76.97,77.16,77.16,10074799,0.0000,1.0,78.5205,78.2742,49.3269,64.3047,39.1334,0.3987,-0.0953,0.4939,22.9683,-41.6564,25.0000,65.0000,81.6073,78.5205,75.4337,-194020683.8149,247215693.0000
2016-05-12,80.01,80.45,78.32,79.16,79.16,8791051,0.0000,1.0,78.6110,78.3915,56.0283,81.0702,68.9211,0.5607,0.0429,0.5178,23.3895,32.6108,30.0000,70.0000,81.6385,78.6110,75.5835,-185694023.4542,257290492.0000
2016-05-11,79.43,80.485,79.41,79.8,79.8,11071467,0.0000,1.0,78.6335,78.3106,58.4420,85.9860,84.8595,0.5557,0.0486,0.5070,23.3449,62.7330,35.0000,75.0000,81.6836,78.6335,75.5834,-183836759.1584,266081543.0000
2016-05-10,79.79,79.98,79.15,79.72,79.72,9316649,0.0000,1.0,78.6255,78.1538,58.2283,78.8664,89.4299,0.4760,-0.0189,0.4949,22.8666,50.8056,40.0000,80.0000,81.6641,78.6255,75.5869,-180798542.6328,255010076.0000
2016-05-09,78.94,79.98,78.89,79.41,79.41,11795208,0.0000,1.0,78.5325,77.9890,57.4224,62.4667,83.6686,0.3756,-0.1240,0.4996,22.4695,45.0820,45.0000,85.0000,81.5452,78.5325,75.5198,-184278254.9099,245693427.0000
2016-05-06,78.35,79.72,78.25,79.2,79.2,12857414,0.0000,1.0,78.4475,77.8394,56.8870,42.0846,63.5008,0.2734,-0.2572,0.5306,22.0514,30.0808,50.0000,90.0000,81.4523,78.4475,75.4427,-183737190.3228,233898219.0000
2016-05-05,79.52,79.94,78.1,78.83,78.83,27950511,0.0000,1.0,78.3610,77.6962,55.9602,28.7133,40.2308,0.1605,-0.4344,0.5949,21.6630,28.2323,55.0000,95.0000,81.3737,78.3610,75.3483,-187498202.5813,221040805.0000
2016-05-04,75.64,75.91,75.01,75.82,75.82,14306492,0.0000,1.0,78.3000,77.5768,47.1858,21.7635,22.5222,0.0517,-0.6518,0.7035,21.2541,-137.4636,60.0000,100.0000,81.3217,78.3000,75.2783,-181725814.4400,193090294.0000
2016-05-03,75.96,76.27,75.425,75.91,75.91,8017260,0.0000,1.0,78.4430,77.7618,47.4544,19.2976,23.3870,0.2186,-0.6479,0.8664,21.7352,-144.9356,65.0000,100.0000,81.2443,78.4430,75.6417,-193171008.0400,207396786.0000
2016-05-02,76.89,77.0,75.94,76.61,76.61,7718058,0.0000,1.0,78.5135,77.9567,49.5377,14.2533,19.3814,0.4192,-0.6092,1.0284,22.0964,-121.7577,70.0000,95.0000,81.1205,78.5135,75.9065,-194356993.2471,215414046.0000
2016-04-29,76.81,77.28,75.66,76.94,76.94,10121250,0.0000,1.0,78.6370,78.0984,50.5312,10.7468,15.1244,0.5979,-0.5828,1.1807,22.2961,-132.5722,75.0000,100.0000,81.1018,78.6370,76.1722,-196395725.5490,223132104.0000
2016-04-28,77.65,77.9,76.09,76.4,76.4,9956205,0.0000,1.0,78.7265,78.2204,48.9392,10.3329,8.2542,0.7837,-0.5427,1.3264,22.5063,-140.5308,80.0000,100.0000,81.0650,78.7265,76.3880,-202268549.6231,213010854.0000
2016-04-27,78.3,78.62,76.57,77.65,77.65,11490049,0.0000,1.0,78.8580,78.4120,52.6664,19.4779,8.8619,1.0644,-0.3977,1.4621,22.5842,-99.5882,85.0000,100.0000,80.9402,78.8580,76.7758,-195722757.3855,222967059.0000
2016-04-26,78.85,79.56,77.8001,78.61,78.61,9631303,0.0000,1.0,78.9185,78.4922,55.7649,37.5280,13.8827,1.2799,-0.2816,1.5615,22.5068,-25.7227,90.0000,0.0000,80.9257,78.9185,76.9113,-196339296.6001,234457108.0000
2016-04-25,79.8,79.84,78.68,78.84,78.84,9207614,0.0000,1.0,78.8920,78.4798,56.5218,57.9630,35.6890,1.4386,-0.1932,1.6319,22.0017,17.4386,95.0000,0.0000,80.9286,78.8920,76.8554,-195572579.4285,244088411.0000
2016-04-22,80.12,85.89,79.155,79.89,79.89,8648189,0.0000,1.0,78.7740,78.4419,60.0570,70.7059,63.0123,1.5969,-0.0833,1.6802,21.1494,194.6719,100.0000,0.0000,81.0664,78.7740,76.4816,-188904996.8768,253296025.0000
2016-04-21,81.08,81.78,80.2,80.78,80.78,8817558,0.0000,1.0,78.5725,78.2895,63.2421,72.4883,75.1878,1.6688,-0.0322,1.7010,20.0759,160.7453,100.0000,5.0000,81.1302,78.5725,76.0148,-182144385.8768,261944214.0000
2016-04-20,79.0,81.735,78.99,81.21,81.21,14911722,0.0000,1.0,78.3615,78.0273,64.8200,73.4523,73.9177,1.6456,-0.0634,1.7090,19.7110,163.6120,100.0000,10.0000,80.8513,78.3615,75.8717,-179800478.0540,270761772.0000
2016-04-19,79.2,80.48,78.47,79.46,79.46,14736967,0.0000,1.0,78.2100,77.6923,61.0641,77.7062,68.3593,1.5483,-0.1766,1.7249,19.3369,104.1443,100.0000,15.0000,80.3292,78.2100,76.0908,-189008262.6770,255850050.0000
2016-04-18,78.52,79.12,77.71,79.01,79.01,7763782,0.0000,1.0,78.1425,77.5062,60.0215,81.4474,78.0798,1.5798,-0.1892,1.7690,19.2272,47.1414,90.0000,20.0000,80.1827,78.1425,76.1023,-188788307.9456,241113083.0000
2016-04-15,79.45,79.75,78.46,78.97,78.97,11707470,0.0000,1.0,78.0045,77.3479,59.9309,76.4731,86.6794,1.6428,-0.1735,1.8163,19.4516,87.4293,95.0000,0.0000,80.1614,78.0045,75.8476,-195340719.7045,233349301.0000
2016-04-14,79.31,79.858,78.36,79.61,79.61,12610750,0.0000,1.0,77.7685,77.1772,62.0692,61.0286,79.5829,1.7035,-0.1562,1.8597,19.4157,104.7332,100.0000,0.0000,80.4260,77.7685,75.1110,-192890319.0068,245056771.0000
2016-04-13,78.74,79.72,78.5,79.64,79.64,14146875,0.0000,1.0,77.4630,76.9211,62.1679,45.4523,63.1569,1.6909,-0.2079,1.8988,19.3778,102.9026,55.0000,0.0000,80.5702,77.4630,74.3558,-201325546.9774,257667521.0000
2016-04-12,78.0,78.24,76.87,77.86,77.86,7113397,0.0000,1.0,77.0925,76.6349,58.4400,37.2790,40.3461,1.6472,-0.3035,1.9508,19.2896,29.2123,60.0000,5.0000,80.7850,77.0925,73.4000,-213617094.1086,243520646.0000
2016-04-11,78.07,78.589,77.43,77.71,77.71,7896152,0.0000,1.0,76.8670,76.5059,58.1096,35.0434,32.8539,1.7488,-0.2779,2.0266,19.5421,43.3474,65.0000,10.0000,80.8813,76.8670,72.8527,-216784373.0648,236407249.0000
2016-04-08,78.27,78.76,76.621,77.47,77.47,8400433,0.0000,1.0,76.6820,76.3792,57.5971,41.4925,38.6369,1.8682,-0.2279,2.0961,19.6223,37.4273,70.0000,0.0000,80.8615,76.6820,72.5025,-212703445.4996,228511097.0000
2016-04-07,77.6,78.6,77.1825,77.61,77.61,10936209,0.0000,1.0,76.4070,76.2643,57.9902,47.9163,33.6393,2.0179,-0.1352,2.1531,19.7067,48.4718,75.0000,5.0000,81.0419,76.4070,71.7721,-210971518.9204,236911530.0000
2016-04-06,77.3,79.15,77.19,78.68,78.68,9066233,0.0000,1.0,76.1480,76.1227,61.0141,64.1360,52.2014,2.1653,-0.0216,2.1869,19.6175,69.7991,80.0000,10.0000,81.0559,76.1480,71.2401,-206631753.4442,247847739.0000
2016-04-05,78.2,78.3,76.91,77.32,77.32,9601672,0.0000,1.0,75.7675,75.8535,58.3945,74.8724,57.9083,2.2131,0.0208,2.1923,19.5214,52.7129,85.0000,15.0000,81.0004,75.7675,70.5346,-211349895.1075,238781506.0000
2016-04-04,78.33,79.55,78.32,79.08,79.08,9816080,0.0000,1.0,75.5460,75.6991,63.6529,84.3683,82.2983,2.3803,0.1932,2.1871,19.5887,98.6839,90.0000,20.0000,80.8715,75.5460,70.2205,-207412518.8197,248383178.0000
2016-04-01,78.24,79.02,78.2,78.73,78.73,9261383,0.0000,1.0,75.2030,75.3433,63.0238,81.3787,84.4106,2.3799,0.2411,2.1388,19.2324,100.3885,95.0000,0.0000,80.4571,75.2030,69.9489,-209726879.1449,238567098.0000
2016-03-31,78.5,79.84,78.41,79.03,79.03,11318226,0.0000,1.0,74.8175,74.9868,63.9247,72.0568,86.3959,2.3805,0.3020,2.0785,18.9546,124.5738,100.0000,5.0000,80.1111,74.8175,69.5239,-212437527.8278,247828481.0000
2016-03-30,79.01,79.55,78.54,78.86,78.86,10694784,0.0000,1.0,74.4285,74.5611,63.6449,58.2890,73.3296,2.3160,0.3130,2.0030,18.5997,140.1985,70.0000,0.0000,79.5679,74.4285,69.2891,-210933707.5901,236510255.0000
2016-03-29,75.6,78.24,75.57,78.08,78.08,12534992,0.0000,1.0,74.0285,74.1086,62.3731,52.5266,56.4448,2.2173,0.2926,1.9247,18.2758,110.2605,75.0000,0.0000,78.9674,74.0285,69.0896,-207015816.4218,225815471.0000
2016-03-28,76.45,76.89,74.9,76.48,76.48,6081751,0.0000,1.0,73.5650,73.6906,59.6203,57.0941,45.0925,2.1386,0.2870,1.8516,18.1628,86.4182,80.0000,0.0000,78.6342,73.5650,68.4958,-218048487.2832,213280479.0000
2016-03-24,75.15,76.15,73.53,75.86,75.86,8833087,0.0000,1.0,73.0865,73.3970,58.5027,70.9425,56.0425,2.1698,0.3900,1.7799,18.2940,67.9803,85.0000,0.0000,78.7380,73.0865,67.4350,-221624190.1324,207198728.0000
2016-03-23,78.16,78.98,76.15,76.56,76.56,10805834,0.0000,1.0,72.6265,73.1377,60.2926,82.5655,70.1472,2.2413,0.5589,1.6824,18.5747,135.7908,90.0000,5.0000,78.7758,72.6265,66.4772,-228501860.9263,216031815.0000
2016-03-22,77.0,78.55,76.908,78.18,78.18,9146918,0.0000,1.0,72.1600,72.7775,64.6406,89.0081,86.6377,2.2287,0.6860,1.5426,18.1504,171.8467,95.0000,10.0000,78.4587,72.1600,65.8613,-220827045.9652,226837649.0000
2016-03-21,77.09,79.6804,76.94,78.11,78.11,15491535,0.0000,1.0,71.5995,72.2088,64.5356,83.6976,90.9118,2.0151,0.6440,1.3711,17.4743,202.1298,100.0000,15.0000,77.6457,71.5995,65.5533,-225851723.2100,217690731.0000
2016-03-18,74.97,76.3,74.71,76.25,76.25,13347560,0.0000,1.0,71.1360,71.5876,61.6623,74.5534,89.4747,1.7204,0.5103,1.2101,16.7532,147.5261,100.0000,20.0000,76.4972,71.1360,65.7748,-223588254.1493,202199196.0000
2016-03-17,73.76,74.3701,73.51,74.25,74.25,9422304,0.0000,1.0,70.6875,71.0968,58.2031,68.5675,70.7064,1.5087,0.4261,1.0825,16.5774,103.7117,85.0000,25.0000,75.7552,70.6875,65.6198,-236096344.9669,188851636.0000
2016-03-16,72.01,73.66,71.86,73.5,73.5,7701181,0.0000,1.0,70.3010,70.7649,56.8149,68.5986,63.4792,1.4200,0.4440,0.9760,16.7951,80.0361,90.0000,30.0000,75.4019,70.3010,65.2001,-242887283.5201,179429332.0000
2016-03-15,72.62,72.84,71.75,72.23,72.23,8373721,0.0000,1.0,69.9450,70.4770,54.3774,69.2623,71.5169,1.3626,0.4976,0.8650,17.1836,65.6051,95.0000,0.0000,75.0967,69.9450,64.7933,-249219365.6756,171728151.0000
2016-03-14,74.01,74.4199,72.89,73.35,73.35,11069651,0.0000,1.0,69.6480,70.2925,57.0764,58.0610,70.7997,1.3988,0.6583,0.7406,17.7809,106.7447,100.0000,0.0000,74.9220,69.6480,64.3740,-248220665.0059,180101872.0000
2016-03-11,72.58,74.01,72.22,74.01,74.01,11217499,0.0000,1.0,69.0250,69.9706,58.7077,50.7766,65.4701,1.3107,0.7347,0.5760,18.1032,112.3369,100.0000,0.0000,75.2589,69.0250,62.7911,-243807709.8161,191171523.0000
2016-03-10,72.5,73.05,70.605,71.97,71.97,11247538,0.0000,1.0,68.3530,69.5454,54.9248,48.6387,37.9133,1.1119,0.7196,0.3923,18.5314,83.8348,85.0000,5.0000,75.1635,68.3530,61.5425,-255025208.8161,179954024.0000
2016-03-09,71.59,72.61,70.68,72.43,72.43,7282257,0.0000,1.0,67.8435,69.2902,56.0243,61.8277,48.9464,1.0497,0.8373,0.2125,19.1931,93.2300,90.0000,0.0000,75.0107,67.8435,60.6763,-256336271.5278,191201562.0000
2016-03-08,72.4,72.65,70.96,71.07,71.07,8657900,0.0000,1.0,67.2915,68.9597,53.4045,73.0891,59.0565,0.9082,0.9051,0.0031,19.9874,95.9228,95.0000,5.0000,74.6585,67.2915,59.9245,-262260180.0718,183919305.0000
2016-03-07,72.2,73.98,72.0,72.89,72.89,11243252,0.0000,1.0,66.7930,68.7376,57.7806,80.9866,77.4801,0.8529,1.0761,-0.2231,20.7573,135.0905,100.0000,10.0000,74.4147,66.7930,59.1713,-254729343.9771,192577205.0000
2016-03-04,70.96,72.96,70.72,72.22,72.22,10761945,0.0000,1.0,66.2805,68.3005,56.5350,82.4652,82.7307,0.5846,1.0767,-0.4921,21.3206,127.1180,100.0000,15.0000,73.5643,66.2805,58.9967,-253593661.9569,181333953.0000
2016-03-03,71.31,72.59,70.46,71.02,71.02,11594673,0.0000,1.0,65.9125,67.8879,54.2378,77.4053,82.7489,0.3019,1.0632,-0.7613,22.1186,128.2613,100.0000,20.0000,72.6845,65.9125,59.1405,-257245036.1534,170572008.0000
2016-03-02,72.04,72.04,70.75,71.25,71.25,10500757,0.0000,1.0,65.5335,67.5582,54.7648,67.3080,81.9159,0.0587,1.0859,-1.0271,23.0334,141.6285,100.0000,25.0000,71.9593,65.5335,59.1077,-251747092.6181,182166681.0000
2016-03-01,70.02,71.84,69.86,70.86,70.86,14004402,0.0000,1.0,65.2255,67.1696,54.0455,54.8947,67.5512,-0.2758,1.0228,-1.2986,24.1061,148.3171,100.0000,30.0000,71.0920,65.2255,59.3590,-249386457.3236,171665924.0000
2016-02-29,67.64,70.58,67.56,68.81,68.81,17983242,0.0000,1.0,65.0340,66.7811,50.0817,45.8591,52.4568,-0.6591,0.8951,-1.5543,25.2741,111.4874,100.0000,35.0000,70.3791,65.0340,59.6889,-249527915.9296,157661522.0000
2016-02-26,68.09,68.83,66.86,66.91,66.91,12079268,0.0000,1.0,64.9450,66.5676,45.9790,47.0066,44.6761,-0.9301,0.8480,-1.7781,26.4586,75.2006,0.0000,40.0000,70.0913,64.9450,59.7987,-246431463.6647,139678280.0000
2016-02-25,65.67,66.72,64.66,66.66,66.66,14675595,0.0000,1.0,64.9455,66.5315,45.4183,55.0141,40.4445,-1.0689,0.9212,-1.9901,27.3420,27.7299,5.0000,45.0000,70.0925,64.9455,59.7985,-234965356.4769,127599012.0000
2016-02-24,66.17,67.69,65.21,67.23,67.23,10775530,0.0000,1.0,65.0895,66.5180,46.4629,69.2771,55.8991,-1.2051,1.0153,-2.2204,27.7904,39.5182,10.0000,50.0000,70.5706,65.0895,59.6084,-248786062.4478,142274607.0000
2016-02-23,68.5,68.66,66.465,66.97,66.97,12929567,0.0000,1.0,65.2165,66.4431,45.9239,78.2965,68.6988,-1.4194,1.0548,-2.4742,28.3526,50.8664,15.0000,55.0000,70.9995,65.2165,59.4335,-255564218.4155,131499077.0000
2016-02-22,68.3,69.53,67.98,68.84,68.84,13404333,0.0000,1.0,65.3540,66.3876,49.3162,83.8260,83.2332,-1.6458,1.0921,-2.7379,29.1533,81.0657,0.0000,60.0000,71.4211,65.3540,59.2869,-248584019.3745,144428644.0000
2016-02-19,66.8,67.75,66.09,67.28,67.28,12333237,0.0000,1.0,65.4305,66.1295,46.1647,80.6882,82.9576,-2.1013,0.9096,-3.0109,30.2619,33.6552,5.0000,65.0000,71.7064,65.4305,59.1546,-250054172.0261,131024311.0000
2016-02-18,67.0,68.5,66.23,66.52,66.52,14546878,0.0000,1.0,65.6025,66.0084,44.5694,70.6339,85.2871,-2.4932,0.7451,-3.2383,31.0341,30.1003,10.0000,70.0000,72.2494,65.6025,58.9556,-255403527.8334,118691074.0000
2016-02-17,67.17,67.39,65.68,66.38,66.38,14454365,0.0000,1.0,65.7120,65.9545,44.2805,53.9095,73.8199,-2.8799,0.5447,-3.4246,31.8702,15.4311,15.0000,75.0000,72.4866,65.7120,58.9374,-244573473.2871,104144196.0000
2016-02-16,64.42,66.89,64.04,66.29,66.29,21724914,0.0000,1.0,65.8995,65.9097,44.1026,39.9315,52.7948,-3.3172,0.2436,-3.5608,32.5026,-5.9072,20.0000,80.0000,72.9401,65.8995,58.8589,-241953091.3280,89689831.0000
2016-02-12,61.27,62.78,60.28,60.89,60.89,13666326,0.0000,1.0,66.0645,65.8697,31.6630,31.3382,35.1138,-3.8180,-0.1963,-3.6217,33.0561,-99.3441,25.0000,85.0000,73.2863,66.0645,58.8427,-254530673.1175,67964917.0000
2016-02-11,60.25,61.63,59.85,60.57,60.57,15006102,0.0000,1.0,66.6325,66.3939,30.7960,27.1565,31.8859,-3.8518,-0.2792,-3.5726,32.6026,-125.9169,30.0000,90.0000,73.9236,66.6325,59.3414,-247533514.2055,54298591.0000
2016-02-10,61.9,63.09,60.87,61.78,61.78,8996854,0.0000,1.0,67.1185,67.0069,32.2665,25.8817,27.0149,-3.8064,-0.3036,-3.5028,31.7912,-117.4340,35.0000,95.0000,74.0135,67.1185,60.2235,-244667180.1156,69304693.0000
2016-02-09,60.11,62.22,59.25,61.39,61.39,12734767,0.0000,1.0,67.6635,67.5571,31.2615,27.5652,22.5686,-3.8162,-0.3893,-3.4269,31.0443,-156.2585,40.0000,100.0000,74.5074,67.6635,60.8196,-243046125.3409,60307839.0000
2016-02-08,60.9,62.05,60.45,61.1,61.1,16155235,0.0000,1.0,68.0900,68.2063,30.5333,28.4309,28.0616,-3.7335,-0.4040,-3.3296,30.0059,-180.4017,0.0000,100.0000,74.3556,68.0900,61.8244,-248663143.7819,47573072.0000
2016-02-05,64.71,64.86,62.18,62.64,62.64,12841035,0.0000,1.0,68.5750,68.9543,32.2571,24.3583,32.0655,-3.5442,-0.3156,-3.2286,29.0292,-162.1633,0.0000,90.0000,74.0535,68.5750,63.0965,-245634037.2194,63728307.0000
2016-02-04,64.33,65.72,63.1,64.86,64.86,22910605,0.0000,1.0,69.0790,69.6189,34.9601,18.9627,25.1656,-3.4078,-0.2581,-3.1496,28.1789,-152.3130,0.0000,95.0000,74.1178,69.0790,64.0402,-237201118.7120,76569342.0000
2016-02-03,65.6,65.73,60.87,63.44,63.44,31915406,0.0000,1.0,69.7025,70.1199,31.4707,15.7207,15.8439,-3.4102,-0.3250,-3.0851,27.3828,-211.9408,0.0000,100.0000,75.5240,69.7025,63.8810,-245071173.8646,53658737.0000
2016-02-02,67.05,67.7399,64.66,65.09,65.09,19147866,0.0000,1.0,70.4620,70.8230,33.4518,17.4898,15.8785,-3.2190,-0.2151,-3.0038,26.5447,-146.4607,5.0000,100.0000,76.7611,70.4620,64.1629,-246909921.5354,85574143.0000
2016-02-01,66.5,67.7,65.35,67.03,67.03,16212002,0.0000,1.0,71.0420,71.4265,35.9819,23.0632,15.4396,-3.0961,-0.1461,-2.9501,26.0987,-129.8040,0.0000,60.0000,77.3917,71.0420,64.6923,-233108711.1931,104722009.0000
2016-01-29,67.98,68.93,65.4,67.03,67.03,25585887,0.0000,1.0,71.7540,71.8893,35.9819,34.4497,21.1512,-3.0919,-0.1783,-2.9135,25.7179,-113.8370,0.0000,65.0000,79.2370,71.7540,64.2710,-240076422.6910,104722009.0000
2016-01-28,72.55,73.15,66.67,66.92,66.92,33153782,0.0000,1.0,72.4865,72.4008,35.7332,46.6216,32.5987,-3.0414,-0.1725,-2.8690,25.3233,-74.8586,0.0000,70.0000,80.7986,72.4865,64.1744,-238119428.5012,79136122.0000
2016-01-27,69.96,71.42,68.745,69.54,69.54,18227510,0.0000,1.0,73.3035,72.9777,39.1775,56.9248,49.5994,-2.9216,-0.0958,-2.8259,25.0665,-59.3732,5.0000,75.0000,82.4379,73.3035,64.1691,-207523808.6925,112289904.0000
2016-01-26,69.01,70.19,68.88,69.77,69.77,11467271,0.0000,1.0,73.9335,73.3396,39.4950,60.2181,57.6667,-2.9929,-0.1910,-2.8019,25.0727,-67.0577,0.0000,80.0000,83.6615,73.9335,64.2055,-200130594.3561,130517414.0000
2016-01-25,70.8,70.8,69.02,69.72,69.72,14782202,0.0000,1.0,74.6305,73.7153,39.3936,58.8848,63.5082,-3.0639,-0.3097,-2.7542,24.7881,-67.8655,0.0000,85.0000,85.0391,74.6305,64.2219,-204244806.0889,119050143.0000
2016-01-22,72.51,73.34,69.89,70.37,70.37,15826852,0.0000,1.0,75.3845,74.1359,40.2264,51.4999,59.4795,-3.1048,-0.4280,-2.6767,24.5062,-55.4722,0.0000,90.0000,86.4265,75.3845,64.3425,-201089055.1001,133832345.0000
2016-01-21,68.78,71.65,67.1437,70.72,70.72,16562447,0.0000,1.0,76.1080,74.5323,40.6662,47.6381,53.6668,-3.1780,-0.6083,-2.5697,24.3168,-78.3212,5.0000,95.0000,87.6269,76.1080,64.5891,-189666196.7001,149659197.0000
2016-01-20,68.025,69.1124,65.34,68.71,68.71,19451436,0.0000,1.0,76.7155,74.9336,36.9026,42.8429,41.3535,-3.2608,-0.8432,-2.4176,23.7331,-113.7284,10.0000,100.0000,88.3149,76.7155,65.1161,-199392403.0104,133096750.0000
2016-01-19,71.94,72.31,69.81,70.13,70.13,17417299,0.0000,1.0,77.4125,75.5887,38.5435,42.4531,47.8939,-3.1145,-0.9076,-2.2068,22.4880,-88.8375,0.0000,95.0000,88.6744,77.4125,66.1506,-214694089.3304,152548186.0000
2016-01-15,68.7,71.0,67.541,69.59,69.59,20718895,0.0000,1.0,78.0840,76.1633,37.5402,33.9978,39.2812,-3.0270,-1.0470,-1.9799,21.6587,-117.6905,5.0000,100.0000,89.1283,78.0840,67.0397,-201735618.8744,135130887.0000
2016-01-14,70.29,72.72,68.27,72.25,72.25,17718347,0.0000,1.0,78.8360,76.8553,40.6454,26.4161,40.1841,-2.8163,-1.0981,-1.7182,20.4157,-109.5131,10.0000,100.0000,89.5063,78.8360,68.1657,-205563133.7357,155849782.0000
2016-01-13,72.77,73.239,70.22,70.29,70.29,12480235,0.0000,1.0,79.3480,77.3400,36.9974,15.4704,22.5281,-2.7772,-1.3336,-1.4436,19.1868,-123.6672,15.0000,90.0000,89.6825,79.3480,69.0135,-219538728.7851,138131435.0000
2016-01-12,71.45,72.77,71.0,72.68,72.68,13451556,0.0000,1.0,79.8620,78.0821,39.8334,12.3872,16.5362,-2.4874,-1.3772,-1.1103,18.1168,-132.0296,20.0000,95.0000,89.3296,79.8620,70.3944,-207637239.3631,150611670.0000
2016-01-11,71.29,71.73,69.02,69.92,69.92,16959489,0.0000,1.0,80.2150,78.6508,34.3091,15.7229,7.3468,-2.3247,-1.5587,-0.7660,17.0846,-197.0347,25.0000,100.0000,89.0933,80.2150,71.3367,-219720840.5156,137160114.0000
2016-01-08,74.33,74.66,70.67,70.8,70.8,20811271,0.0000,1.0,80.9355,79.5698,35.2906,22.9024,13.2786,-1.8021,-1.4259,-0.3763,15.7161,-210.1411,30.0000,100.0000,88.6125,80.9355,73.2585,-214025956.7555,154119603.0000
2016-01-07,73.29,75.5,71.54,72.72,72.72,27275622,0.0000,1.0,81.5665,80.4929,37.5150,25.1547,26.5432,-1.1986,-1.1788,-0.0198,14.4622,-241.2629,35.0000,100.0000,87.7335,81.5665,75.3995,-194570808.6778,174930874.0000
2016-01-06,77.12,78.485,76.97,77.33,77.33,11565711,0.0000,1.0,82.1495,81.3111,43.8144,18.9409,28.8853,-0.6063,-0.8812,0.2749,13.2446,-168.6287,40.0000,90.0000,86.9039,82.1495,77.3951,-183550355.3445,202206496.0000
2016-01-05,77.92,78.68,77.26,78.63,78.63,14211106,0.0000,1.0,82.5210,81.7302,45.8782,15.3325,20.0357,-0.3108,-0.8060,0.4952,12.7377,-177.7765,45.0000,95.0000,86.8533,82.5210,78.1887,-177481219.8692,213772207.0000
2016-01-04,78.18,78.31,75.18,76.69,76.69,23056681,0.0000,1.0,82.8320,82.0565,42.0054,16.5357,7.9015,-0.0616,-0.7583,0.6967,12.2533,-290.7239,50.0000,100.0000,86.8865,82.8320,78.7775,-190691543.7565,199561101.0000
2015-12-31,81.48,82.17,81.25,81.27,81.27,6743957,0.0000,1.0,83.1270,82.6214,50.0353,27.3068,18.0602,0.4549,-0.4313,0.8862,11.6478,-100.8291,0.0000,40.0000,86.0524,83.1270,80.2016,-189881245.0633,222617782.0000
2015-12-30,82.95,83.11,81.5,81.68,81.68,6981996,0.0000,1.0,83.3135,82.7637,50.8622,38.6463,23.6452,0.6413,-0.3528,0.9941,12.2241,-78.5393,5.0000,45.0000,86.2171,83.3135,80.4099,-183430503.5850,229361739.0000
2015-12-29,82.5,83.51,82.41,83.26,83.26,6942246,0.0000,1.0,83.4295,82.8778,54.1375,55.6899,40.2150,0.8281,-0.2542,1.0823,12.8416,-22.2678,10.0000,50.0000,86.2469,83.4295,80.6121,-178009699.2372,236343735.0000
2015-12-28,82.56,82.75,81.52,82.14,82.14,9318565,0.0000,1.0,83.4705,82.8375,52.0585,66.0821,52.0787,0.8936,-0.2522,1.1458,13.2632,-88.0593,15.0000,55.0000,86.3006,83.4705,80.6404,-181796378.8735,229401489.0000
2015-12-24,84.56,84.8,83.41,83.71,83.71,3775327,0.0000,1.0,83.4325,82.9110,55.4030,69.5893,74.7760,1.0782,-0.1306,1.2089,13.8847,41.6436,20.0000,60.0000,86.3521,83.4325,80.5129,-181872139.5646,238720054.0000
