,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Upper Band,Real Middle Band,Real Lower Band,Chaikin A/D,OBV
2020-04-14,204.95,207.97,204.25,204.78,204.78,16743477,0.0000,1.0,190.0945,194.8048,54.4747,71.9913,74.4878,0.1111,2.4493,-2.3382,15.4061,178.9476,100.0000,25.0000,204.5814,190.0945,175.6076,455998970.4504,957040307.0000
2020-04-13,197.4,200.325,195.53,199.44,199.44,16098090,0.0000,1.0,188.7980,193.7548,51.5006,73.9668,70.4185,-0.8224,2.1282,-2.9505,15.8688,118.7180,85.0000,30.0000,202.4105,188.7980,175.1855,467971456.6923,940296830.0000
2020-04-09,198.65,200.35,193.4,196.37,196.37,17806072,0.0000,1.0,188.5260,193.1563,49.7062,71.9341,71.0677,-1.4582,2.0244,-3.4826,16.5534,106.3520,90.0000,35.0000,201.4785,188.5260,175.5735,457815727.3388,924198740.0000
2020-04-08,198.34,198.86,193.8835,195.98,195.98,13592904,0.0000,1.0,187.9625,192.8180,49.4806,64.5600,80.4141,-1.9359,2.0527,-3.9886,17.2742,112.7274,0.0000,40.0000,200.4740,187.9625,175.4510,460403372.3345,906392668.0000
2020-04-07,200.05,201.45,197.05,198.0,198.0,14709057,0.0000,1.0,188.1090,192.4852,50.5973,45.7459,64.3205,-2.4778,2.0240,-4.5018,17.9344,141.6397,0.0000,45.0000,201.0537,188.1090,175.1643,462543438.7032,919985572.0000
2020-04-06,194.74,196.88,192.7,196.45,196.45,13234731,0.0000,1.0,188.5285,191.9047,49.7709,39.3589,48.9454,-3.3391,1.6688,-5.0078,18.8204,87.0624,5.0000,50.0000,203.1618,188.5285,173.8952,470900857.4532,905276515.0000
2020-04-03,190.12,190.55,185.41,187.11,187.11,9478000,0.0000,1.0,188.5890,191.4262,44.4522,41.8518,23.9716,-4.2320,1.1930,-5.4250,19.4599,-9.5001,10.0000,55.0000,203.3622,188.5890,173.8158,460389061.5394,892041784.0000
2020-04-02,186.08,191.3,185.6922,188.9,188.9,13390908,0.0000,1.0,189.4655,191.8806,45.3260,58.1404,45.1597,-4.3592,1.3641,-5.7233,19.6942,-7.1475,0.0000,60.0000,205.7831,189.4655,173.1479,463597567.3759,901519784.0000
2020-04-01,189.5,192.87,185.04,187.56,187.56,17924805,0.0000,1.0,190.5935,192.1943,44.5508,69.0360,56.4242,-4.6403,1.4240,-6.0643,19.9557,-17.8002,5.0000,65.0000,209.5107,190.5935,171.6763,461668615.6511,888128876.0000
2020-03-31,192.0,196.79,190.6,194.48,194.48,19038561,0.0000,1.0,191.8135,192.6821,47.8814,76.9642,72.8374,-4.7952,1.6251,-6.4203,20.2309,18.7754,10.0000,70.0000,212.8224,191.8135,170.8046,468055615.1339,906053681.0000
2020-03-30,187.48,191.48,187.01,191.27,191.27,12241539,0.0000,1.0,192.4600,192.4929,46.1059,80.8805,77.8463,-5.6278,1.1988,-6.8266,20.8024,-16.9564,15.0000,75.0000,214.5265,192.4600,170.3935,463226771.7138,887015120.0000
2020-03-27,189.97,192.74,188.0,188.59,188.59,13339931,0.0000,1.0,193.4455,192.6216,44.6092,76.0898,80.2088,-6.2817,0.8446,-7.1263,21.0563,-22.8998,20.0000,80.0000,216.9265,193.4455,169.9645,452135444.4320,874773581.0000
2020-03-26,188.64,196.32,187.6,195.32,195.32,15422018,0.0000,1.0,194.4160,193.0460,47.7743,68.7944,84.5865,-6.7522,0.5853,-7.3375,21.3714,-5.5454,25.0000,85.0000,218.6078,194.4160,170.2242,462154464.3391,888113512.0000
2020-03-25,185.82,195.19,184.5151,188.56,188.56,19591796,0.0000,1.0,194.9015,192.8066,43.9816,55.3777,63.4741,-7.9397,-0.4559,-7.4838,21.7030,-31.3777,30.0000,90.0000,219.5321,194.9015,170.2709,450269606.4309,872691494.0000
2020-03-24,183.09,188.8,181.18,185.75,185.75,20761369,0.0000,1.0,195.9105,193.2536,42.3277,49.6215,58.3225,-8.6516,-1.2818,-7.3698,21.9840,-60.7923,35.0000,95.0000,221.0671,195.9105,170.7539,455014077.2774,853099698.0000
2020-03-23,175.27,178.5,169.95,176.34,176.34,22423433,0.0000,1.0,196.9035,194.0435,36.3493,43.1126,44.3367,-9.1482,-2.0989,-7.0493,21.8853,-129.8002,40.0000,100.0000,221.9450,196.9035,171.8620,450872701.8338,832338329.0000
2020-03-20,187.74,188.3,180.0,181.3,181.3,20995211,0.0000,1.0,198.3945,195.9070,38.3394,38.0812,46.2054,-8.6910,-2.1663,-6.5246,21.0682,-98.3292,0.0000,90.0000,221.8626,198.3945,174.9264,439779003.4023,854761762.0000
2020-03-19,179.26,187.25,177.39,180.88,180.88,20883335,0.0000,1.0,199.9590,197.4446,38.0666,32.9089,38.7958,-8.4860,-2.5029,-5.9830,20.5800,-122.0346,0.0000,95.0000,222.8242,199.9590,177.0938,454197401.3179,833766551.0000
2020-03-18,176.0,182.41,170.0,180.0,180.0,21975514,0.0000,1.0,201.8170,199.1882,37.5164,26.7537,29.2424,-8.0581,-2.7008,-5.3573,19.9883,-173.4285,0.0000,100.0000,224.2133,201.8170,179.4207,460297198.9650,812883216.0000
2020-03-17,181.26,189.39,179.69,184.81,184.81,19248148,0.0000,1.0,203.9240,201.2080,39.3307,24.9238,30.6885,-7.3052,-2.6231,-4.6821,19.0034,-155.8520,5.0000,95.0000,225.6321,203.9240,182.2159,446856896.6878,834858730.0000
2020-03-16,176.15,188.0,174.5,178.85,178.85,26586129,0.0000,1.0,205.7095,202.9341,35.6686,24.3788,20.3303,-6.7277,-2.7013,-4.0263,18.3222,-226.2044,10.0000,100.0000,226.6978,205.7095,184.7212,445785350.3043,815610582.0000
2020-03-13,194.9,195.99,187.81,194.0,194.0,23620039,0.0000,1.0,207.7485,205.4693,41.7551,28.6870,23.7525,-5.2859,-1.9349,-3.3510,17.4992,-146.3086,0.0000,95.0000,225.5908,207.7485,189.9062,455238196.1709,842196711.0000
2020-03-12,186.5,190.4865,183.93,185.1,185.1,30149818,0.0000,1.0,209.0665,206.6766,35.6245,32.0464,29.0537,-4.9113,-2.0440,-2.8673,17.1927,-220.9369,0.0000,100.0000,226.5423,209.0665,191.5907,443110547.7846,818576672.0000
2020-03-11,201.65,203.1,196.11,198.91,198.91,18832125,0.0000,1.0,211.0270,208.9478,42.1670,35.7540,33.2548,-3.4555,-1.0992,-2.3563,16.4317,-117.0237,5.0000,90.0000,225.9140,211.0270,196.1400,462499964.0276,848726490.0000
2020-03-10,205.53,207.45,200.8,206.39,206.39,18982458,0.0000,1.0,211.9420,210.0045,46.5677,46.6378,33.8306,-2.9533,-0.8718,-2.0815,16.2260,-71.7534,10.0000,95.0000,225.9619,211.9420,197.9221,466244835.8087,867558615.0000
2020-03-09,195.62,199.89,193.93,197.66,197.66,25458475,0.0000,1.0,212.4110,210.3849,39.5759,61.3021,40.1766,-3.0310,-1.1674,-1.8635,16.2795,-162.9429,15.0000,100.0000,226.2834,212.4110,198.5386,453313928.3290,848576157.0000
2020-03-06,206.7,207.0,201.1,204.64,204.64,21674133,0.0000,1.0,213.3545,211.7244,43.9435,74.7154,65.9061,-2.1971,-0.6254,-1.5717,15.6721,-105.5994,20.0000,75.0000,225.5511,213.3545,201.1579,446906594.0169,874034632.0000
2020-03-05,210.0,215.15,209.14,211.46,211.46,13445250,0.0000,1.0,214.1675,212.4701,48.9588,76.2462,77.8234,-1.8115,-0.3962,-1.4153,15.4484,-24.9514,0.0000,80.0000,226.0969,214.1675,202.2381,442571767.4169,895708765.0000
2020-03-04,209.49,212.7,208.85,211.96,211.96,12451613,0.0000,1.0,214.6055,212.5764,49.3511,69.2703,80.4167,-1.9874,-0.6712,-1.3162,15.7691,-38.2613,5.0000,85.0000,226.7465,214.6055,202.4645,445636658.0159,909154015.0000
2020-03-03,211.08,211.39,202.2398,207.41,207.41,20777731,0.0000,1.0,215.1515,212.6413,45.5816,55.3888,70.4984,-2.2340,-1.0855,-1.1485,15.8780,-90.6743,10.0000,90.0000,227.7414,215.1515,202.5616,437971639.1043,896702402.0000
2020-03-02,208.59,211.11,203.7563,210.98,210.98,21508205,0.0000,1.0,215.4360,213.1920,48.2587,39.2262,56.8958,-2.0528,-1.1758,-0.8771,15.8695,-79.3979,15.0000,95.0000,227.5619,215.4360,203.3101,435269003.5951,917480133.0000
2020-02-28,198.98,208.92,198.561,208.0,208.0,31247888,0.0000,1.0,215.2165,213.4248,45.7311,27.2868,38.7722,-2.1553,-1.5722,-0.5831,15.9628,-116.7113,20.0000,100.0000,227.8071,215.2165,202.6259,414521250.2452,895971928.0000
2020-02-27,205.01,209.97,201.86,205.03,205.03,22622530,0.0000,1.0,215.2455,213.9959,43.0993,18.8793,22.0107,-1.9513,-1.7612,-0.1901,15.8640,-115.8727,25.0000,100.0000,227.7720,215.2455,202.7190,388823715.9396,864724040.0000
2020-02-26,206.8,213.08,206.79,208.74,208.74,19474179,0.0000,1.0,215.5950,214.9397,45.7311,18.3601,21.0774,-1.3602,-1.6104,0.2502,15.9732,-77.4956,30.0000,90.0000,227.3268,215.5950,203.8632,393761062.1912,887346570.0000
2020-02-25,208.51,209.95,204.1,205.61,205.61,18069729,0.0000,1.0,215.6695,215.5923,42.9384,22.6479,13.5499,-0.9636,-1.6164,0.6528,16.4294,-115.3342,35.0000,0.0000,227.2441,215.6695,204.0949,401160631.0004,867872391.0000
2020-02-24,203.55,207.28,202.51,206.16,206.16,19294376,0.0000,1.0,215.6625,216.6430,43.3105,34.1715,20.4530,-0.1247,-1.1816,1.0569,16.6412,-126.7050,40.0000,5.0000,227.2615,215.6625,204.0635,409902055.4568,885942120.0000
2020-02-21,217.54,217.6,211.56,212.59,212.59,17678953,0.0000,1.0,216.0420,217.7465,47.9223,45.6547,33.9407,0.8918,-0.4606,1.3523,16.6271,-28.5403,45.0000,10.0000,226.8417,216.0420,205.2423,399668350.7859,905236496.0000
2020-02-20,222.5,222.5,214.22,218.04,218.04,14923158,0.0000,1.0,216.3690,218.2893,52.4166,53.0263,48.1210,1.5215,0.0541,1.4674,17.2601,28.1550,50.0000,15.0000,227.1268,216.3690,205.6112,411317727.1005,922915449.0000
2020-02-19,221.52,223.56,220.75,222.14,222.14,10760816,0.0000,1.0,216.5855,218.3155,56.1821,60.0924,54.9026,1.7483,0.2943,1.4539,18.1430,75.3763,55.0000,20.0000,227.6393,216.5855,205.5317,412471207.9121,937838607.0000
2020-02-18,218.55,220.85,217.51,220.52,220.52,12986483,0.0000,1.0,216.5915,217.9129,54.9678,62.5392,56.0554,1.5948,0.2145,1.3803,18.5374,42.1625,0.0000,25.0000,227.6575,216.5915,205.5255,412586092.0687,927077791.0000
2020-02-14,221.1,221.64,218.23,219.63,219.63,10674292,0.0000,1.0,216.9370,217.6385,54.3069,60.5306,69.3193,1.5407,0.2140,1.3267,19.1696,37.5880,5.0000,30.0000,228.8696,216.9370,205.0044,402165800.3202,914091308.0000
2020-02-13,220.0,225.0,218.99,220.36,220.36,28043923,0.0000,1.0,217.1525,217.4289,54.9351,48.8426,62.2430,1.5399,0.2667,1.2732,19.7689,52.9672,10.0000,35.0000,229.4227,217.1525,204.8823,404075277.7747,924765600.0000
2020-02-12,221.13,225.52,220.21,224.31,224.31,18527746,0.0000,1.0,217.3875,217.1204,58.4084,43.8524,50.0294,1.4421,0.2355,1.2066,20.3320,70.7327,0.0000,40.0000,230.0676,217.3875,204.7074,419333784.9644,952809523.0000
2020-02-11,219.91,220.01,215.29,217.21,217.21,16031360,0.0000,1.0,217.4965,216.3635,53.3746,48.0320,34.2555,0.8941,-0.2536,1.1477,20.8181,0.5198,0.0000,45.0000,230.4474,217.4965,204.5456,409249945.8043,934281777.0000
2020-02-10,213.5,215.77,212.2,215.77,215.77,17386494,0.0000,1.0,218.1600,216.2744,52.2614,62.8887,47.2724,0.9045,-0.3066,1.2111,21.7350,-35.9871,5.0000,50.0000,232.2902,218.1600,204.0298,412238843.4315,918250417.0000
2020-02-07,217.46,217.84,214.88,216.53,216.53,13783578,0.0000,1.0,218.5630,216.3275,52.8946,74.2667,62.5681,1.0513,-0.2364,1.2877,22.7141,-21.7476,10.0000,55.0000,232.8563,218.5630,204.2697,394852349.4315,935636911.0000
2020-02-06,223.13,223.65,219.78,220.9,220.9,10757348,0.0000,1.0,218.8255,216.3062,56.6436,78.1524,78.8258,1.1460,-0.2008,1.3468,23.8587,27.2304,15.0000,60.0000,233.1527,218.8255,204.4983,393269100.6071,949420489.0000
2020-02-05,226.52,226.7,217.54,220.22,220.22,14952158,0.0000,1.0,218.6805,215.8227,56.1845,71.3185,81.4064,0.8053,-0.5917,1.3970,24.6422,29.6964,20.0000,65.0000,232.9794,218.6805,204.3816,397799973.2790,938663141.0000
2020-02-04,221.35,224.38,220.49,222.88,222.88,16669159,0.0000,1.0,218.5510,215.3598,58.4858,61.3292,74.2252,0.4279,-1.1171,1.5450,25.4669,43.6519,25.0000,70.0000,232.8387,218.5510,204.2633,404002833.5846,953615299.0000
2020-02-03,208.67,215.02,208.67,213.1,213.1,14112271,0.0000,1.0,218.2390,214.5682,51.5549,52.8646,58.3238,-0.3308,-2.1551,1.8242,26.0768,-62.7001,30.0000,75.0000,232.4070,218.2390,204.0710,400189067.1296,936946140.0000
2020-01-31,206.5,207.93,204.7282,206.59,206.59,18158800,0.0000,1.0,218.4340,214.7228,45.8367,47.2813,51.4385,-0.2987,-2.6617,2.3630,27.4305,-133.3348,35.0000,80.0000,232.4199,218.4340,204.4481,394610830.8761,922833869.0000
2020-01-30,207.88,209.86,205.03,208.58,208.58,14323562,0.0000,1.0,219.0930,215.5788,47.4636,38.8658,48.8313,0.4096,-2.6189,3.0284,28.2248,-138.0711,40.0000,85.0000,231.9836,219.0930,206.2024,391651476.1881,940992669.0000
2020-01-29,212.56,213.98,209.52,212.02,212.02,12866873,0.0000,1.0,219.2690,216.3156,50.4015,29.0829,41.5740,1.1050,-2.5782,3.6831,29.0847,-94.4883,45.0000,90.0000,231.6674,219.2690,206.8706,384919698.6022,955316231.0000
2020-01-28,209.74,210.91,207.17,210.23,210.23,16126398,0.0000,1.0,219.3135,216.7677,48.8360,21.6828,26.1920,1.6262,-2.7015,4.3277,30.3562,-128.2099,50.0000,95.0000,231.6135,219.3135,207.0135,383361826.0865,942449358.0000
2020-01-27,201.22,208.02,199.5,205.47,205.47,24553654,0.0000,1.0,219.5755,217.4559,44.4028,19.5947,19.4828,2.4501,-2.5530,5.0031,31.3959,-211.8064,55.0000,100.0000,231.3002,219.5755,207.8508,373099572.8137,926322960.0000
2020-01-24,218.49,219.83,211.3251,213.75,213.75,18125090,0.0000,1.0,220.1210,218.7176,51.8230,23.6174,19.3737,3.9507,-1.6906,5.6413,32.1946,-81.2947,60.0000,20.0000,230.0471,220.1210,210.1949,363243528.6025,950876614.0000
2020-01-23,217.93,220.13,216.77,219.13,219.13,18501126,0.0000,1.0,220.1465,219.2405,57.7836,27.4690,19.9275,4.9655,-1.0984,6.0639,33.6575,-23.0846,65.0000,25.0000,230.0094,220.1465,210.2836,371033040.1146,969001704.0000
2020-01-22,224.69,225.58,222.0,222.37,222.37,10035260,0.0000,1.0,219.9315,219.2521,61.8538,33.9006,31.5510,5.6408,-0.6978,6.3385,34.5344,49.6162,70.0000,0.0000,230.0576,219.9315,209.8054,363544489.1146,987502830.0000
2020-01-21,222.45,222.6,220.7295,222.26,222.26,15815391,0.0000,1.0,219.4255,218.9239,61.7669,37.8731,30.9285,6.0907,-0.4222,6.5130,34.6956,35.5195,75.0000,0.0000,230.0144,219.4255,208.8366,371505421.6285,977467570.0000
2020-01-17,225.9,228.0,225.35,227.43,227.43,12140080,0.0000,1.0,218.8190,218.5727,68.7574,50.3697,39.2224,6.5876,-0.0309,6.6185,35.1241,112.9238,80.0000,0.0000,230.0586,218.8190,207.5794,361439544.5980,993282961.0000
2020-01-16,226.3,226.33,222.73,223.94,223.94,13699686,0.0000,1.0,217.9475,217.6404,66.3124,64.6540,43.4683,6.5996,-0.0267,6.6263,34.7878,92.1828,85.0000,0.0000,229.0837,217.9475,206.8113,354521989.5792,981142881.0000
2020-01-15,226.65,227.82,224.39,225.06,225.06,10726320,0.0000,1.0,217.1595,216.9773,67.9332,79.4025,68.4184,6.8743,0.2413,6.6329,34.5640,124.5821,90.0000,0.0000,228.7107,217.1595,205.6083,359012442.2125,994842567.0000
2020-01-14,230.05,230.175,224.88,226.49,226.49,17264494,0.0000,1.0,216.2550,216.1265,70.0088,81.8407,82.0752,7.0108,0.4382,6.5726,34.0238,162.9722,95.0000,0.0000,228.0210,216.2550,204.4890,365548304.8364,1005568887.0000
2020-01-13,228.81,231.14,227.04,230.48,230.48,17537079,0.0000,1.0,215.1760,215.0356,76.1782,78.8976,87.7139,6.9375,0.4745,6.4630,33.3653,217.1640,100.0000,0.0000,226.9477,215.1760,203.4043,372313899.7467,1022833381.0000
2020-01-10,223.9,225.96,222.061,223.83,223.83,12294042,0.0000,1.0,213.8770,213.4098,72.3154,71.6696,75.7329,6.3368,-0.0076,6.3444,32.2708,159.5278,100.0000,0.0000,224.2586,213.8770,203.4954,360422904.7174,1005296302.0000
2020-01-09,221.5,223.08,220.82,221.78,221.78,13118612,0.0000,1.0,212.9175,212.3130,70.9351,69.3442,73.2459,6.1550,-0.1913,6.3463,31.4431,140.4949,100.0000,0.0000,222.9846,212.9175,202.8504,361561183.5484,993002260.0000
2020-01-08,216.6,220.65,216.32,218.0,218.0,11956274,0.0000,1.0,211.8510,211.3165,68.1540,70.4184,66.0300,6.0421,-0.3520,6.3942,30.7811,96.3450,100.0000,0.0000,222.4423,211.8510,201.2597,363534780.0440,979883648.0000
2020-01-07,217.64,218.94,216.69,217.63,217.63,9393670,0.0000,1.0,210.8880,210.6129,67.8681,68.8614,68.7568,6.1951,-0.2871,6.4822,30.2766,94.2516,85.0000,5.0000,222.5192,210.8880,199.2568,366213206.3211,967927374.0000
2020-01-06,214.89,217.16,214.09,216.64,216.64,11885141,0.0000,1.0,210.1010,209.8743,67.1177,60.8763,76.4685,6.3378,-0.2161,6.5539,29.8887,78.5416,90.0000,0.0000,221.9293,210.1010,198.2727,367757943.1656,958533704.0000
2020-01-03,216.35,218.2025,216.01,217.0,217.0,8604424,0.0000,1.0,209.2690,209.1621,67.6635,46.7583,61.3591,6.5287,-0.0793,6.6080,29.6356,99.0634,95.0000,0.0000,221.4753,209.2690,197.0627,359899038.8561,970418845.0000
2020-01-02,216.6,219.98,216.54,219.77,219.77,15871697,0.0000,1.0,208.1060,208.3371,71.9406,45.8518,44.8012,6.6406,0.0128,6.6278,29.0083,126.4162,100.0000,0.0000,221.5172,208.1060,194.6948,360732991.0112,979023269.0000
2019-12-31,212.0,213.64,210.73,212.1,212.1,6773404,0.0000,1.0,206.8625,207.1336,66.3445,57.8044,34.1145,6.4049,-0.2197,6.6246,28.2472,60.7154,90.0000,5.0000,220.3289,206.8625,193.3961,346799117.4821,963151572.0000
2019-12-30,215.78,215.78,211.76,212.91,212.91,8732225,0.0000,1.0,206.0730,206.6108,67.6991,76.8366,58.6397,6.7918,0.1122,6.6795,27.9865,81.1079,95.0000,10.0000,220.0600,206.0730,192.0860,347194814.6230,969924976.0000
2019-12-27,217.99,218.11,215.17,215.47,215.47,11673901,0.0000,1.0,205.4275,205.9478,72.1202,86.0997,80.6589,7.1043,0.4528,6.6515,27.5099,120.9531,100.0000,15.0000,219.2838,205.4275,191.5712,350930990.4937,978657201.0000
2019-12-26,214.65,216.99,214.33,216.38,216.38,6904720,0.0000,1.0,204.6950,204.9454,73.7465,87.9693,91.2113,7.1393,0.6010,6.5383,26.2886,134.0229,100.0000,0.0000,217.8831,204.6950,191.5069,360222462.7182,990331102.0000
2019-12-24,215.01,215.43,213.35,214.26,214.26,5522987,0.0000,1.0,203.6110,203.7418,72.3674,86.5494,86.4289,6.9874,0.5994,6.3880,25.0865,132.3117,100.0000,0.0000,216.3349,203.6110,190.8871,356484569.1843,983426382.0000
2019-12-23,213.45,215.05,212.91,214.83,214.83,12534297,0.0000,1.0,202.4205,202.6346,73.3516,87.9128,86.2677,6.9077,0.6695,6.2382,23.9399,145.9534,100.0000,0.0000,215.3893,202.4205,189.4517,357174942.5593,988949369.0000
2019-12-20,211.35,213.98,210.42,212.25,212.25,26642653,0.0000,1.0,201.0180,201.3509,71.6964,88.7009,86.9517,6.6475,0.5767,6.0708,22.7620,139.1172,100.0000,0.0000,214.3765,201.0180,187.6595,347217790.7369,976415072.0000
2019-12-19,209.61,211.37,209.23,210.13,210.13,12167218,0.0000,1.0,199.6485,200.2036,70.2542,86.4841,90.5189,6.4814,0.5548,5.9266,21.6029,125.7019,100.0000,0.0000,213.7173,199.6485,185.5797,346469401.6077,949772419.0000
2019-12-18,208.53,210.05,208.04,210.0,210.0,13478789,0.0000,1.0,198.2595,199.1587,70.1656,82.1196,88.6322,6.3910,0.6031,5.7879,20.5886,120.0519,100.0000,5.0000,213.3621,198.2595,183.1569,348402511.0096,937605201.0000
2019-12-17,208.69,208.87,206.82,208.18,208.18,11286879,0.0000,1.0,197.0220,198.0175,68.9355,80.6133,80.3012,6.1959,0.5588,5.6371,19.6307,114.8799,95.0000,10.0000,212.1298,197.0220,181.9142,335594308.5270,924126412.0000
2019-12-16,206.33,209.15,206.19,206.97,206.97,16733921,0.0000,1.0,195.8435,196.9478,68.1049,81.4838,77.4253,6.0421,0.5447,5.4974,18.7218,119.8494,100.0000,15.0000,210.9631,195.8435,180.7239,331905426.1221,912839533.0000
2019-12-13,205.76,207.1,203.77,204.91,204.91,19269669,0.0000,1.0,194.7695,195.8928,66.6633,81.7128,84.1134,5.8810,0.5198,5.3612,17.7651,110.1599,100.0000,20.0000,209.6243,194.7695,179.9147,339820118.4870,896105612.0000
2019-12-12,203.71,206.0,202.0,204.5,204.5,22429430,0.0000,1.0,193.6640,194.9436,66.3760,79.8242,82.9128,5.7997,0.5684,5.2313,16.9268,109.9185,100.0000,0.0000,208.6261,193.6640,178.7019,345896140.2437,876835943.0000
2019-12-11,201.1,204.8,200.72,204.64,204.64,11639917,0.0000,1.0,192.5630,193.9377,66.5621,80.6402,78.1122,5.6532,0.5640,5.0892,16.1374,112.0839,100.0000,5.0000,207.4139,192.5630,177.7121,340288782.7437,899265373.0000
2019-12-10,200.71,202.48,199.23,200.45,200.45,11623708,0.0000,1.0,191.6795,192.8111,63.6654,79.6661,78.4476,5.3698,0.4216,4.9482,15.4079,97.9212,95.0000,10.0000,205.6263,191.6795,177.7327,329561800.4104,887625456.0000
2019-12-09,200.32,203.43,198.55,198.74,198.74,14255914,0.0000,1.0,190.9925,192.0070,62.4026,73.0228,85.3608,5.3566,0.5137,4.8428,14.8426,104.9191,100.0000,15.0000,204.4899,190.9925,177.4951,332458786.0965,876001748.0000
2019-12-06,201.11,202.0,199.51,201.89,201.89,14087330,0.0000,1.0,190.4135,191.2983,66.4437,61.0559,75.1897,5.4359,0.7215,4.7144,14.2475,131.0800,100.0000,20.0000,203.5197,190.4135,177.3073,345604608.4326,890257662.0000
2019-12-05,196.93,200.94,196.43,200.0,200.0,22288585,0.0000,1.0,189.6520,190.1834,65.1576,59.0682,58.5177,5.1373,0.6033,4.5340,13.7436,128.7700,75.0000,25.0000,201.7321,189.6520,177.5719,332761942.1274,876170332.0000
2019-12-04,195.53,196.66,193.23,193.74,193.74,14845106,0.0000,1.0,188.8600,189.1500,60.3794,68.2041,49.4602,4.8739,0.4908,4.3832,13.3042,87.2431,80.0000,0.0000,200.1752,188.8600,177.5448,319764385.9079,853881747.0000
2019-12-03,190.97,195.0,189.85,194.9,194.9,18424118,0.0000,1.0,188.2730,188.6669,61.8731,84.0810,69.2268,5.1043,0.8438,4.2605,13.2330,81.9804,85.0000,0.0000,199.7319,188.2730,176.8141,330194912.2810,868726853.0000
2019-12-02,198.58,198.67,193.51,196.31,196.31,19354724,0.0000,1.0,187.5125,188.0108,63.6926,93.6974,85.9254,5.2059,1.1564,4.0495,13.3217,142.3260,90.0000,0.0000,199.1290,187.5125,175.8960,312486294.0092,887150971.0000
2019-11-29,199.81,200.43,198.3502,200.0,200.0,18593114,0.0000,1.0,186.5200,187.1372,68.7164,97.4638,97.0909,5.1164,1.3559,3.7604,12.9300,233.1130,95.0000,0.0000,198.3502,186.5200,174.6898,310835891.1875,906505695.0000
2019-11-27,197.24,200.98,197.0,200.82,200.82,33025712,0.0000,1.0,185.3535,185.7832,69.8801,93.7686,98.0758,4.5519,1.1304,3.4215,11.7814,295.3541,100.0000,0.0000,196.1967,185.3535,174.5103,299931053.9641,925098809.0000
2019-11-26,190.39,195.0,189.04,194.7,194.7,51827858,0.0000,1.0,184.1890,184.2004,65.7703,81.3657,97.2248,3.6818,0.5429,3.1389,10.5723,201.9323,100.0000,5.0000,192.9382,184.1890,175.4398,269560675.5923,892073097.0000
2019-11-25,188.32,190.72,187.88,190.45,190.45,19131105,0.0000,1.0,183.2985,183.0951,62.3842,66.4075,86.0053,3.1408,0.1376,3.0031,9.8089,149.3317,100.0000,10.0000,191.1684,183.2985,175.4286,222950387.1896,840245239.0000
2019-11-22,185.8,186.78,183.935,186.78,186.78,10531581,0.0000,1.0,182.7100,182.3210,59.0621,54.0886,60.8671,2.8373,-0.1315,2.9687,9.4477,74.8275,50.0000,0.0000,190.0983,182.7100,175.3217,207456886.6614,821114134.0000
2019-11-21,181.77,184.89,181.6,184.86,184.86,10241383,0.0000,1.0,182.0865,181.8516,57.1826,55.2301,52.3500,2.7823,-0.2193,3.0016,9.5443,37.2315,55.0000,0.0000,190.0760,182.0865,174.0970,196925305.6614,810582553.0000
2019-11-20,183.67,183.7,181.06,182.35,182.35,16682223,0.0000,1.0,181.4710,181.5349,54.5938,54.0612,49.0488,2.8671,-0.1893,3.0564,9.8996,17.9998,60.0000,0.0000,190.3573,181.4710,172.5847,186870695.6036,800341170.0000
2019-11-19,186.31,186.71,183.87,185.25,185.25,13401462,0.0000,1.0,180.8495,181.4491,58.4744,50.2198,64.2916,3.1893,0.0856,3.1037,10.4030,68.8339,65.0000,5.0000,191.0452,180.8495,170.6538,187249837.0355,817023393.0000
2019-11-18,186.98,186.98,184.16,184.61,184.61,11822617,0.0000,1.0,180.0815,181.0490,57.8462,42.8000,48.8433,3.2588,0.1765,3.0823,10.5598,74.8465,70.0000,10.0000,191.1152,180.0815,169.0478,187627343.0073,803621931.0000
2019-11-15,184.0,185.6,183.71,185.49,185.49,11296004,0.0000,1.0,179.5270,180.6742,59.0124,46.7048,37.5246,3.3654,0.3272,3.0382,10.6815,77.5730,75.0000,15.0000,190.7083,179.5270,168.3457,195676784.3690,815444548.0000
2019-11-14,182.87,184.5,181.3212,182.8,182.8,12712363,0.0000,1.0,178.7090,180.1672,56.4636,62.0218,42.0323,3.3628,0.4064,2.9564,10.9834,57.5674,80.0000,20.0000,190.4074,178.7090,167.0106,185695659.1415,804148544.0000
2019-11-13,185.47,185.674,181.0,182.48,182.48,15416728,0.0000,1.0,178.4115,179.8901,56.1555,76.6383,60.5576,3.5844,0.7296,2.8548,11.4416,66.6068,85.0000,25.0000,189.9805,178.4115,166.8425,186580261.7260,791436181.0000
2019-11-12,185.91,187.65,185.14,186.97,186.97,11771689,0.0000,1.0,178.1435,179.6175,62.0048,86.2859,83.4756,3.8478,1.1754,2.6724,11.9238,127.5893,90.0000,30.0000,189.5706,178.1435,166.7164,192233721.6729,806852909.0000
2019-11-11,184.82,187.2,181.37,186.71,186.71,20560833,0.0000,1.0,177.5595,178.8435,61.7859,88.0679,85.8816,3.6708,1.2923,2.3785,11.8648,124.7425,95.0000,35.0000,188.2955,177.5595,166.8235,186840318.3462,795081220.0000
