,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2015-06-25,167.8,168.13,166.08,166.08,129.554607061,2408780,0.0000,1.0,130.8885,131.0287,45.6299,23.7888,44.2982,-0.0825,-0.5090,-0.4264,13.0752,-63.2974,0.0000,40.0000,130.8885,128.6880,133.0891,424790375.4494,148358704.0000
2015-06-24,168.71,168.84,166.8301,166.97,130.248872477,3548079,0.0000,1.0,131.1081,131.1839,47.4530,45.3783,60.3188,-0.0316,-0.4374,-0.4058,13.2095,-29.5915,0.0000,45.0000,131.1081,128.6254,133.5908,427199155.4494,150767484.0000
2015-06-23,168.38,169.97,167.573,168.62,131.535993753,3701637,0.0000,1.0,131.3043,131.2823,51.0448,63.7275,67.1878,-0.0125,-0.4104,-0.3979,13.5087,16.5597,5.0000,50.0000,131.3043,128.5222,134.0865,430253303.1563,154315563.0000
2015-06-22,167.65,168.34,167.2,167.73,130.841728337,2335796,0.0000,1.0,131.3632,131.2556,49.0694,71.8506,65.7786,-0.1063,-0.5010,-0.3948,13.9823,-28.1801,0.0000,55.0000,131.3632,128.5148,134.2116,430721219.7256,150613926.0000
2015-06-19,167.62,168.42,166.77,166.99,130.264473947,7072020,0.0000,1.0,131.5383,131.2992,47.3926,65.9853,56.2608,-0.1705,-0.5387,-0.3682,14.0801,-48.1369,0.0000,60.0000,131.5383,128.4217,134.6550,430885135.2369,148278130.0000
2015-06-18,167.05,168.72,167.05,168.25,131.247366558,3330864,0.0000,1.0,131.7860,131.4081,50.0585,59.5000,49.1458,-0.1946,-0.5202,-0.3256,14.1830,-33.7747,0.0000,65.0000,131.7860,128.3434,135.2286,436071283.2288,155350150.0000
2015-06-17,167.0,167.8476,166.1,167.17,130.404887177,2862993,0.0000,1.0,132.0009,131.4251,47.6611,43.2972,48.0458,-0.3122,-0.5891,-0.2769,14.3442,-71.2481,5.0000,70.0000,132.0009,128.2015,135.8003,434615276.8082,152019286.0000
2015-06-16,166.33,167.4,165.91,166.84,130.147462921,3249842,0.0000,1.0,132.2470,131.5325,46.9215,44.6403,56.3341,-0.3838,-0.5827,-0.1989,14.3093,-88.9562,10.0000,75.0000,132.2470,128.2600,136.2341,433972430.3592,149156293.0000
2015-06-15,165.33,166.44,164.25,166.26,129.695020291,4245657,0.0000,1.0,132.4896,131.6782,45.6389,56.1999,61.6194,-0.4368,-0.5398,-0.1029,14.1675,-132.3203,15.0000,80.0000,132.4896,128.4530,136.5263,433165422.6156,145906451.0000
2015-06-12,168.23,168.3,166.69,166.99,130.264473947,3065085,0.0000,1.0,132.7627,131.8870,46.9968,68.1621,55.0929,-0.4374,-0.4311,0.0063,13.7926,-95.9719,20.0000,85.0000,132.7627,128.7807,136.7446,429617681.8340,150152108.0000
2015-06-11,169.26,170.44,168.54,168.78,131.660805514,3464013,0.0000,1.0,133.0380,132.0578,50.4967,60.4963,36.5594,-0.4597,-0.3441,0.1156,13.8001,-42.8999,25.0000,90.0000,133.0380,129.0236,137.0524,431540499.1291,153217193.0000
2015-06-10,166.49,169.39,166.06,168.92,131.770015804,4680545,0.0000,1.0,133.1745,132.0996,50.7776,36.6204,18.8247,-0.6008,-0.3702,0.2306,14.1496,-83.5086,30.0000,95.0000,133.1745,129.1711,137.1780,434129393.0519,156681206.0000
2015-06-09,165.34,166.02,163.37,165.68,129.24257766,3395901,0.0000,1.0,133.2381,132.1343,43.9170,12.5616,13.3599,-0.7901,-0.4093,0.3808,14.2792,-196.9314,35.0000,100.0000,133.2381,129.2858,137.1904,430770082.9753,152000661.0000
2015-06-08,167.17,167.28,165.02,165.34,128.97735267,3758726,0.0000,1.0,133.4503,132.4387,43.1268,7.2921,18.7522,-0.7742,-0.1959,0.5783,13.5466,-209.1491,40.0000,100.0000,133.4503,129.9489,136.9517,428245582.9886,148604760.0000
2015-06-05,168.25,168.9103,167.2,167.4,130.584304082,3100505,0.0000,1.0,133.7366,132.8030,46.9333,20.2261,28.2272,-0.6655,0.1063,0.7718,13.0544,-169.7919,45.0000,100.0000,133.7366,130.8653,136.6079,430939891.0039,152363486.0000
2015-06-04,169.53,170.6,167.93,168.38,131.348776113,3079334,0.0000,1.0,133.8766,133.0366,48.8832,28.7383,29.8922,-0.6113,0.3269,0.9382,12.9510,-138.9280,50.0000,100.0000,133.8766,131.3859,136.3673,433315258.8945,155463991.0000
2015-06-03,170.5,171.5601,169.63,169.92,132.550089305,2131031,0.0000,1.0,133.9417,133.2142,52.1156,35.7173,31.0947,-0.5652,0.5259,1.0911,12.9923,-77.0627,55.0000,95.0000,133.9417,131.6595,136.2240,435356615.1432,158543325.0000
2015-06-02,169.66,170.45,168.43,169.65,132.339469459,2571762,0.0000,1.0,134.0138,133.2841,51.5824,25.2211,32.2725,-0.5825,0.6499,1.2323,13.4070,-136.3449,0.0000,100.0000,134.0138,131.8226,136.2049,436847265.8607,156412294.0000
2015-06-01,170.21,171.04,169.03,170.18,132.752908415,2985479,0.0000,1.0,134.1308,133.3836,52.6763,32.3456,37.6853,-0.5578,0.8201,1.3780,13.5535,-116.9929,5.0000,35.0000,134.1308,132.0633,136.1982,436312543.0693,158984056.0000
2015-05-29,171.35,171.35,169.65,169.65,132.339469459,4091431,0.0000,1.0,134.2155,133.4499,51.7033,39.2508,36.2851,-0.5340,0.9834,1.5174,13.8379,-124.9254,10.0000,40.0000,134.2155,132.2442,136.1868,435881802.3186,155998577.0000
2015-05-28,171.45,171.84,170.66,171.71,133.946420872,1731372,0.0000,1.0,134.2288,133.5668,55.9512,41.4595,32.8194,-0.4313,1.2196,1.6509,14.2721,-48.9077,15.0000,45.0000,134.2288,132.3052,136.1524,439973233.3186,160090008.0000
2015-05-27,171.16,172.48,170.49,172.0,134.172642187,2764378,0.0000,1.0,134.2821,133.5269,56.5729,28.1450,34.6260,-0.4190,1.3397,1.7587,14.9535,-36.6287,20.0000,0.0000,134.2821,132.3339,136.2304,438623350.0639,161821380.0000
2015-05-26,172.11,172.12,169.13,170.13,132.71390474,3848738,0.0000,1.0,134.3055,133.4589,53.4014,28.8538,47.8748,-0.4129,1.4505,1.8635,15.6707,-116.6788,25.0000,5.0000,134.3055,132.3519,136.2592,437192541.3513,159057002.0000
2015-05-22,173.04,173.39,172.19,172.22,134.344258357,2849692,0.0000,1.0,134.2784,133.5373,57.8902,46.8792,63.0636,-0.2473,1.7194,1.9667,16.3471,29.0673,30.0000,0.0000,134.2784,132.2246,136.3322,438466872.6624,162905740.0000
2015-05-21,173.32,174.14,173.035,173.34,135.217940679,2295590,0.0000,1.0,134.1330,133.4524,60.4782,67.8913,72.9602,-0.1570,1.8715,2.0285,16.6651,87.7771,35.0000,0.0000,134.1330,131.7354,136.5306,441174080.0627,165755432.0000
2015-05-20,173.33,174.44,172.46,173.76,135.545571549,2300693,0.0000,1.0,133.9617,133.2665,61.4570,74.4205,77.9767,-0.1183,1.9495,2.0678,16.7866,95.3736,40.0000,0.0000,133.9617,131.4139,136.5096,442202421.2825,168051022.0000
2015-05-19,172.97,173.75,171.93,173.48,135.327150969,2523002,0.0000,1.0,133.5852,133.0266,61.0578,76.5690,80.9113,-0.1100,1.9873,2.0974,16.9145,73.1763,45.0000,5.0000,133.5852,130.0501,137.1203,441482002.2632,165750329.0000
2015-05-18,173.44,173.49,172.3,173.06,134.999520098,1970630,0.0000,1.0,133.1769,132.7845,60.4745,82.9406,77.9596,-0.0959,2.0289,2.1249,17.1745,72.5171,50.0000,0.0000,133.1769,128.7641,137.5898,439707583.2731,163227327.0000
2015-05-15,173.91,174.41,172.6,173.26,135.155534798,2916115,0.0000,1.0,132.8586,132.5513,60.8871,83.2245,67.3107,-0.0629,2.0859,2.1489,17.3634,86.9238,55.0000,0.0000,132.8586,128.1119,137.6054,439161106.0474,165197957.0000
2015-05-14,173.5,174.4,173.22,174.05,135.771792864,2438669,0.0000,1.0,132.3200,132.2772,62.4868,67.7137,55.0097,-0.0522,2.1124,2.1646,17.4954,95.8132,60.0000,5.0000,132.3200,126.4309,138.2092,439950551.5477,168114072.0000
2015-05-13,171.24,172.74,170.75,172.28,134.391062767,2457521,0.0000,1.0,131.8458,131.9093,60.2647,50.9938,48.1104,-0.1249,2.0527,2.1776,17.4985,58.9363,65.0000,10.0000,131.8458,125.6268,138.0649,438958550.6007,165675403.0000
2015-05-12,170.55,171.4899,168.84,170.55,133.04153561,2961739,0.0000,1.0,131.4794,131.6481,57.9521,46.3215,44.1127,-0.1216,2.0873,2.2089,17.7652,33.2353,70.0000,15.0000,131.4794,125.0435,137.9153,437637169.9642,163217882.0000
2015-05-11,172.65,172.99,170.86,171.12,133.486177506,2661030,0.0000,1.0,131.1096,131.5014,59.0274,47.0157,39.8652,-0.0008,2.2385,2.2393,18.2550,60.5447,75.0000,20.0000,131.1096,124.2399,137.9793,436776444.9557,166179621.0000
2015-05-08,172.94,173.33,172.24,172.68,134.703092168,3092599,0.0000,1.0,130.7207,131.2925,62.0195,39.0008,38.4969,0.1141,2.3536,2.2394,18.3434,82.5583,80.0000,25.0000,130.7207,123.5586,137.8827,438787833.8297,168840651.0000
2015-05-07,169.63,171.98,169.04,170.99,133.384767951,2472627,0.0000,1.0,130.2894,130.9335,59.9291,33.5793,45.5695,0.1315,2.3424,2.2109,18.1232,57.3824,85.0000,30.0000,130.2894,123.1000,137.4789,439383655.6511,165748052.0000
2015-05-06,172.9,174.05,168.86,170.05,132.65149886,3610900,1.3000,1.0,129.9040,130.6755,58.7288,42.9106,53.7349,0.2502,2.4282,2.1780,18.0946,67.9460,90.0000,35.0000,129.9040,122.5942,137.2139,438576267.2429,163275425.0000
2015-05-05,173.51,174.23,171.96,173.08,133.99078741,3593465,0.0000,1.0,129.5363,130.4675,61.9485,60.2186,62.1001,0.4616,2.5771,2.1155,18.0644,87.2858,95.0000,40.0000,129.5363,122.0779,136.9947,440531301.7326,166886325.0000
2015-05-04,174.47,176.3,173.7,173.97,134.679785566,4023850,0.0000,1.0,129.1101,130.0966,63.6541,58.0756,67.1460,0.5933,2.5934,2.0001,17.6356,122.8549,100.0000,0.0000,129.1101,121.7450,136.4752,440578792.4596,170479790.0000
2015-05-01,173.2,174.0,172.42,173.67,134.447538996,3312052,0.0000,1.0,128.6483,129.6142,63.3308,68.0062,78.1300,0.6544,2.5062,1.8518,16.7745,122.5845,90.0000,5.0000,128.6483,121.5861,135.7106,443766919.7649,166455940.0000
2015-04-30,173.77,174.28,170.3,171.29,132.605049546,5062613,0.0000,1.0,128.1366,129.1054,60.6960,75.3562,84.2517,0.6940,2.3821,1.6882,16.1597,120.4473,95.0000,0.0000,128.1366,121.3517,134.9216,441838383.1603,163143888.0000
2015-04-29,173.4,175.1303,172.8,174.4,135.012672315,4517190,0.0000,1.0,127.6679,128.7370,66.6402,91.0275,87.0865,0.8621,2.3767,1.5147,15.5126,185.2138,100.0000,5.0000,127.6679,120.8871,134.4486,444382409.7930,168206501.0000
2015-04-28,170.83,174.69,170.02,173.92,134.641077804,5816308,0.0000,1.0,127.1298,128.0764,66.1542,86.3713,83.0974,0.7910,2.0901,1.2991,14.2247,202.6574,100.0000,10.0000,127.1298,121.0995,133.1602,442696532.3754,163689311.0000
2015-04-27,170.89,171.49,170.3,170.73,132.171522617,3166588,0.0000,1.0,126.6944,127.3854,62.7257,83.8607,78.3082,0.6303,1.7317,1.1014,12.9172,206.0080,90.0000,15.0000,126.6944,121.7335,131.6552,438798236.0069,157873003.0000
2015-04-24,170.23,170.85,168.74,169.78,131.436075147,3888439,0.0000,1.0,126.2945,126.8816,61.6260,79.0603,75.1109,0.5568,1.5006,0.9438,11.9181,229.2377,95.0000,20.0000,126.2945,121.9081,130.6809,439676365.4479,154706415.0000
2015-04-23,165.23,171.91,165.14,170.24,131.792186553,8230392,0.0000,1.0,125.9388,126.4021,62.4738,72.0036,66.8987,0.4540,1.2586,0.8046,10.9484,270.5533,100.0000,25.0000,125.9388,122.1671,129.7105,439731651.3107,158594854.0000
2015-04-22,164.39,166.0,162.89,165.36,128.014309025,4024674,0.0000,1.0,125.5115,125.8348,56.4327,74.2688,60.8792,0.2040,0.8951,0.6911,9.9276,131.6311,95.0000,30.0000,125.5115,122.6665,128.3564,435561748.1259,150364462.0000
2015-04-21,166.07,167.38,164.05,164.26,127.162738271,9683592,0.0000,1.0,125.4201,125.6053,54.8771,54.4237,52.7364,0.1628,0.8029,0.6401,9.7159,165.6788,100.0000,35.0000,125.4201,122.7936,128.0467,433193531.5923,146339788.0000
2015-04-20,162.1,166.64,161.9,166.16,128.63363321,9609204,0.0000,1.0,125.4344,125.4414,58.2923,53.9450,55.1185,0.1607,0.7602,0.5994,9.2178,157.1472,100.0000,40.0000,125.4344,122.7672,128.1016,441655769.6430,156023380.0000
2015-04-17,161.75,161.86,160.03,160.67,124.383520991,4308880,0.0000,1.0,125.3075,125.1054,49.6994,49.8405,57.0485,-0.0144,0.5448,0.5593,8.8152,-61.9836,10.0000,45.0000,125.3075,123.0515,127.5635,433992733.5418,146414176.0000
2015-04-16,163.31,163.98,162.54,163.13,126.28794286,3136947,0.0000,1.0,125.2742,125.1814,54.4772,61.5701,60.4025,0.1319,0.6948,0.5629,9.2351,81.0538,15.0000,0.0000,125.2742,122.9461,127.6023,435287752.1206,150723056.0000
2015-04-15,162.63,164.96,162.5,164.13,127.062098091,3498756,0.0000,1.0,125.1457,125.0649,56.5776,59.7350,62.3615,0.1523,0.6822,0.5299,9.1448,120.4579,20.0000,0.0000,125.1457,122.7723,127.5190,435854145.3258,153860003.0000
2015-04-14,162.42,162.7352,160.79,162.3,125.645394018,2719287,0.0000,1.0,124.8681,124.8547,53.4579,59.9023,66.3630,0.0856,0.5774,0.4918,9.0498,34.0348,25.0000,0.0000,124.8681,122.1790,127.5573,434716338.4966,150361247.0000
2015-04-13,162.37,164.0,162.36,162.38,125.707326436,3868911,0.0000,1.0,124.6661,124.7714,53.6179,67.4473,68.8195,0.1090,0.5794,0.4704,9.4422,81.2468,30.0000,0.0000,124.6661,121.6531,127.6791,433213824.7855,153080534.0000
2015-04-10,162.34,163.33,161.25,162.86,126.078920947,2515603,0.0000,1.0,124.3526,124.6729,54.5484,71.7395,68.6778,0.1241,0.5673,0.4432,9.4501,70.6564,35.0000,5.0000,124.3526,120.6193,128.0858,436988372.1064,156949445.0000
2015-04-09,161.7,162.47,160.72,162.34,125.676360227,2263490,0.0000,1.0,124.1637,124.5249,53.7219,67.2716,64.4446,0.0936,0.5057,0.4121,9.6098,54.1395,40.0000,10.0000,124.1637,120.4166,127.9107,435609628.1554,154433842.0000
2015-04-08,161.72,163.55,161.01,161.85,125.297024164,2524323,0.0000,1.0,123.9492,124.4037,52.9560,67.0223,55.8830,0.0720,0.4607,0.3887,9.9758,68.9388,45.0000,15.0000,123.9492,120.0840,127.8145,433682428.0983,152170352.0000
2015-04-07,161.67,163.84,161.62,162.07,125.467338315,3147966,0.0000,1.0,123.7928,124.3097,53.3325,59.0400,43.3872,0.0646,0.4353,0.3707,10.2907,87.9240,50.0000,20.0000,123.7928,119.9054,127.6803,434537120.1380,154694675.0000
2015-04-06,159.69,162.8,158.702,162.04,125.444113658,3465681,0.0000,1.0,123.7425,124.1878,53.2895,41.5867,36.1451,0.0245,0.3791,0.3546,10.4756,49.7773,55.0000,25.0000,123.7425,119.9175,127.5676,436408883.7055,151546709.0000
2015-04-02,159.52,162.54,158.89,160.45,124.21320684,4671578,0.0000,1.0,123.6055,124.0556,51.0161,29.5348,35.6067,-0.0442,0.3043,0.3485,10.8926,33.9572,60.0000,30.0000,123.6055,119.8382,127.3728,434228667.5943,148081028.0000
2015-04-01,160.23,160.62,158.39,159.18,123.230029697,3700791,0.0000,1.0,123.6338,124.0390,49.1378,37.3138,38.2173,-0.0298,0.3297,0.3595,11.3873,-11.1855,65.0000,35.0000,123.6338,119.8402,127.4273,434907006.3186,143409450.0000
2015-03-31,161.08,162.33,160.4,160.5,124.251914602,4255158,0.0000,1.0,123.6430,124.1241,51.0715,39.9716,31.9113,0.0905,0.4574,0.3670,11.6367,49.8109,70.0000,40.0000,123.6430,119.8526,127.4335,435985712.2146,147110241.0000
2015-03-30,161.31,163.6,161.25,162.67,125.931831453,4138018,0.0000,1.0,123.6636,124.1107,54.4159,37.3666,30.5255,0.1654,0.5097,0.3443,12.1591,102.6972,75.0000,45.0000,123.6636,119.8558,127.4713,439799921.1996,151365399.0000
2015-03-27,160.79,160.9,159.23,160.4,124.174499079,3477826,0.0000,1.0,123.5788,123.9190,51.2429,18.3956,37.4190,0.0951,0.3981,0.3030,12.5092,21.4843,80.0000,50.0000,123.5788,119.9036,127.2540,438937100.4257,147227381.0000
2015-03-26,159.27,161.25,158.91,160.59,124.321588573,4396024,0.0000,1.0,123.6384,123.8921,51.5281,35.8143,60.9221,0.1494,0.4286,0.2792,12.8262,21.1258,85.0000,55.0000,123.6384,119.8886,127.3882,437541804.9615,150705207.0000
2015-03-25,163.08,163.08,159.2,159.2,123.245512801,5428730,0.0000,1.0,123.6492,123.8469,49.5778,58.0472,79.7131,0.2046,0.4465,0.2419,13.1598,26.7635,90.0000,60.0000,123.6492,119.8903,127.4081,435625589.3689,146309183.0000
2015-03-24,164.79,164.89,162.9,163.0,126.18730268,4336706,0.0000,1.0,123.7890,123.9102,55.3632,88.9049,90.5401,0.3816,0.5723,0.1907,13.5724,123.6940,95.0000,65.0000,123.7890,119.8951,127.6828,441054319.3689,151737913.0000
2015-03-23,162.77,165.35,162.73,164.63,127.449175707,5929927,0.0000,1.0,123.8598,123.6705,58.1274,92.1872,87.0238,0.3297,0.4251,0.0954,13.6806,144.1335,100.0000,70.0000,123.8598,119.7486,127.9711,444955175.5203,156074619.0000
2015-03-20,160.95,163.0,160.35,162.88,126.094404052,9006417,0.0000,1.0,123.7932,123.2727,55.8807,90.5281,78.9291,0.0895,0.1024,0.0129,13.7946,75.6984,10.0000,75.0000,123.7932,119.8782,127.7083,442284445.0363,150144692.0000
2015-03-19,159.7,160.92,158.81,159.81,123.717747492,3878559,0.0000,1.0,123.8230,122.9757,51.5481,78.3562,62.8926,-0.1634,-0.1729,-0.0095,14.4431,-2.4418,15.0000,80.0000,123.8230,119.8301,127.8160,434093703.5403,141138275.0000
2015-03-18,156.85,160.7,155.8,159.81,123.717747492,5738466,0.0000,1.0,123.9810,122.8976,51.5481,67.9030,48.1497,-0.3112,-0.2798,0.0314,14.7336,-40.5860,20.0000,85.0000,123.9810,119.7731,128.1888,434295903.2999,141138275.0000
2015-03-17,156.2,157.29,155.37,156.96,121.511405083,3311792,0.0000,1.0,124.0731,122.8112,47.2043,42.4186,32.6317,-0.5213,-0.4121,0.1092,14.9779,-113.5110,25.0000,90.0000,124.0731,119.8120,128.3342,430642022.9087,135399809.0000
2015-03-16,155.05,157.09,154.8,157.08,121.604303711,3749638,0.0000,1.0,124.2279,122.9481,47.3742,34.1276,24.3468,-0.5900,-0.3505,0.2395,14.1495,-139.6194,30.0000,95.0000,124.2279,120.1284,128.3274,428468659.4118,138711601.0000
2015-03-13,157.46,157.52,153.4,154.28,119.436669064,6063970,0.0000,1.0,124.3564,123.0895,42.8119,21.3488,22.8582,-0.6631,-0.2761,0.3870,13.2049,-211.6177,35.0000,100.0000,124.3564,120.4367,128.2761,424751769.3448,134961963.0000
2015-03-12,156.27,158.72,156.27,157.98,122.301043419,4567346,0.0000,1.0,124.5205,123.4740,48.0401,17.5639,25.1785,-0.5092,0.0436,0.5528,12.2106,-135.1827,40.0000,95.0000,124.5205,121.2112,127.8299,428225305.5597,141025933.0000
2015-03-11,158.57,159.14,155.935,156.8,121.387540246,5709290,0.0000,1.0,124.5291,123.5975,46.0438,29.6618,36.4170,-0.5209,0.1593,0.6801,11.7294,-154.0926,45.0000,0.0000,124.5291,121.2418,127.8163,426417009.3885,136458587.0000
2015-03-10,159.6,160.23,157.81,157.81,122.16943703,4600968,0.0000,1.0,124.5972,123.8301,47.5287,28.3100,36.8976,-0.4127,0.3976,0.8103,11.2230,-97.0576,50.0000,5.0000,124.5972,121.5237,127.6707,429044529.7506,142167877.0000
2015-03-09,158.2,161.15,158.2,160.77,124.460936514,5193874,0.0000,1.0,124.5174,124.0049,52.2171,51.2792,39.2498,-0.2970,0.6165,0.9135,11.1159,-27.6862,55.0000,10.0000,124.5174,121.1295,127.9054,433645497.7506,146768845.0000
2015-03-06,160.19,161.44,158.06,158.5,122.703604139,4540174,0.0000,1.0,124.3607,123.9569,48.5172,31.1036,27.8006,-0.3342,0.6536,0.9878,11.0978,-45.2505,60.0000,15.0000,124.3607,120.6978,128.0236,429789706.5445,141574971.0000
2015-03-05,159.86,161.5,159.703,161.18,124.778340159,3791660,0.0000,1.0,124.2952,124.0889,53.1314,35.3667,26.2605,-0.2010,0.8703,1.0713,11.0788,11.8110,65.0000,20.0000,124.2952,120.4729,128.1175,433147823.4107,146115145.0000
2015-03-04,160.54,160.56,158.72,159.42,123.415826952,3633335,0.0000,1.0,124.0895,124.0163,50.1751,16.9314,22.9432,-0.1986,0.9230,1.1216,11.4581,-19.9926,70.0000,0.0000,124.0895,119.9627,128.2164,430706559.8498,142323485.0000
2015-03-03,160.27,161.75,160.0,161.03,124.662216874,3234068,0.0000,1.0,124.0100,124.0795,53.0850,26.4833,28.5478,-0.0556,1.1156,1.1712,11.5903,24.5545,75.0000,0.0000,124.0100,119.7745,128.2456,431575400.8284,145956820.0000
2015-03-02,161.68,161.89,159.8101,160.48,124.236431497,5917812,0.0000,1.0,123.7217,124.0181,52.1851,25.4151,37.0518,0.0331,1.2183,1.1851,12.0527,26.6401,80.0000,5.0000,123.7217,118.9518,128.4917,431002508.7844,142722752.0000
2015-02-27,161.05,162.29,160.16,161.94,125.366698135,4410037,0.0000,1.0,123.4028,123.9952,54.8379,33.7451,50.9935,0.1981,1.3749,1.1768,12.5394,49.0997,85.0000,0.0000,123.4028,118.0021,128.8036,433108269.9581,148640564.0000
2015-02-26,163.74,164.14,159.77,160.87,124.538352037,7110571,0.0000,1.0,123.1108,123.8508,53.1808,51.9954,67.3862,0.3125,1.4398,1.1273,13.1383,58.3705,90.0000,5.0000,123.1108,117.5376,128.6840,430147540.8924,144230527.0000
2015-02-25,164.94,164.96,162.58,162.81,126.040213186,4004559,0.0000,1.0,122.7092,123.7784,56.7685,67.2400,77.0625,0.5369,1.5861,1.0492,13.7687,102.1989,95.0000,10.0000,122.7092,116.4855,128.9328,433678419.3991,151341098.0000
2015-02-24,162.49,164.99,161.51,164.83,127.604006753,4701626,0.0000,1.0,122.3139,123.5403,60.8275,82.9232,84.7584,0.6818,1.5968,0.9150,13.8274,120.9376,100.0000,15.0000,122.3139,115.9835,128.6443,436908988.0048,155345657.0000
2015-02-23,164.23,164.4,162.5,162.91,126.117628709,2714434,0.0000,1.0,121.9439,123.1126,58.1238,81.0242,88.0321,0.6834,1.4279,0.7445,13.8891,129.8890,90.0000,20.0000,121.9439,116.0430,127.8448,432639695.4300,150644031.0000
2015-02-20,163.64,164.34,162.09,163.65,126.69050358,3352781,0.0000,1.0,121.6293,122.7963,59.6308,90.3277,92.2034,0.7693,1.3430,0.5737,13.6784,153.8690,95.0000,25.0000,121.6293,115.9869,127.2718,434182636.8606,153358465.0000
2015-02-19,162.05,164.49,161.44,163.89,126.876300835,3504269,0.0000,1.0,121.2677,122.3863,60.1110,92.7443,91.3971,0.7754,1.1567,0.3813,13.4681,176.7617,100.0000,30.0000,121.2677,116.0586,126.4768,432886228.2055,156711246.0000
2015-02-18,161.86,162.47,160.64,162.19,125.560236942,4358252,0.0000,1.0,120.7699,121.9137,57.8257,93.5383,88.1091,0.6958,0.8833,0.1875,13.2468,157.1205,100.0000,35.0000,120.7699,115.9087,125.6311,430760687.9933,153206977.0000
2015-02-17,159.75,161.41,159.73,160.96,124.608026008,2893590,0.0000,1.0,120.5247,121.5299,56.0968,87.9087,85.3333,0.6419,0.6554,0.0135,13.3987,151.0009,100.0000,40.0000,120.5247,116.1884,124.8611,427736108.7382,148848725.0000
2015-02-13,158.78,160.8,158.64,160.4,124.174499079,3706919,0.0000,1.0,120.3345,121.2059,55.3043,82.8802,81.0254,0.5989,0.4519,-0.1470,13.7772,153.1985,100.0000,45.0000,120.3345,116.4178,124.2511,426392656.2385,145955135.0000
2015-02-12,158.72,159.5,158.09,158.52,122.719087244,3333063,0.0000,1.0,120.0671,120.8934,52.5740,85.2112,78.8781,0.5265,0.2298,-0.2967,14.3039,133.8357,100.0000,50.0000,120.0671,116.5232,123.6110,424058670.1996,142248216.0000
2015-02-11,157.76,159.09,157.17,158.2,122.47135757,3626658,0.0000,1.0,119.9198,120.7012,52.1009,74.9848,74.7193,0.5195,0.0912,-0.4283,14.9739,131.3908,100.0000,55.0000,119.9198,116.5906,123.2490,425358801.1596,138915153.0000
2015-02-10,156.74,158.56,155.08,158.56,122.750053453,4440614,0.0000,1.0,119.8237,120.5148,52.6624,76.4384,77.7258,0.4963,-0.0619,-0.5582,15.5886,110.9804,5.0000,60.0000,119.8237,116.6894,122.9579,425094357.3481,142541811.0000
2015-02-09,156.0,157.5,155.4,155.75,120.574677254,3057502,0.0000,1.0,119.6994,120.2796,48.5508,72.7347,82.0702,0.3975,-0.2848,-0.6822,16.1203,68.6988,0.0000,65.0000,119.6994,116.8555,122.5433,420653743.3481,138101197.0000
2015-02-06,157.34,158.08,156.23,156.72,121.325607828,3256440,1.1000,1.0,119.7866,120.2485,49.9742,84.0043,87.1969,0.4380,-0.3436,-0.7816,16.4468,94.2797,5.0000,70.0000,119.7866,116.7411,122.8320,422692078.0141,141158699.0000
