,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2015-11-19,136.21,137.7355,136.01,136.74,108.565685392,4753503,0.0000,1.0,109.0584,109.0957,43.6438,76.4070,57.1775,0.0892,-1.9559,-2.0450,28.1322,-16.9508,5.0000,80.0000,109.0584,104.2000,113.9168,386227810.2867,88581466.0000
2015-11-18,134.79,135.91,134.26,135.82,107.835244917,4148771,0.0000,1.0,109.2969,109.1515,41.8194,63.6181,36.9628,-0.1094,-2.1768,-2.0673,28.6230,-59.0780,10.0000,85.0000,109.2969,104.1020,114.4918,386959224.3974,83827963.0000
2015-11-17,134.22,134.82,133.31,133.82,106.247330841,2814487,0.0000,1.0,109.4472,109.2900,37.6510,31.5074,17.4228,-0.3127,-2.3527,-2.0400,28.6801,-100.4587,15.0000,90.0000,109.4472,104.2562,114.6382,383263046.5950,79679192.0000
2015-11-16,131.79,134.09,131.79,133.71,106.159995567,4190777,0.0000,1.0,109.6660,109.6103,37.4167,15.7629,10.4965,-0.4196,-2.3814,-1.9618,28.4483,-139.3530,0.0000,95.0000,109.6660,104.6676,114.6643,384176356.9441,76864705.0000
2015-11-13,132.95,133.0,131.65,131.75,104.603839772,4609621,0.0000,1.0,110.2265,109.9735,33.1656,4.9980,9.4925,-0.5175,-2.3744,-1.8569,28.0049,-185.2670,0.0000,100.0000,110.2265,104.4697,115.9833,381370358.4285,72673928.0000
2015-11-12,134.7,134.7,133.01,133.04,105.628044351,4700465,0.0000,1.0,110.9108,110.5387,34.6367,10.7287,11.8075,-0.4450,-2.1725,-1.7275,27.2351,-155.5942,0.0000,100.0000,110.9108,104.7504,117.0713,385297072.6125,77283549.0000
2015-11-11,136.09,136.2,134.5,135.02,107.200079287,3164806,0.0000,1.0,111.5322,111.0556,37.0318,12.7509,11.2300,-0.3713,-1.9876,-1.6163,26.5833,-119.3970,5.0000,95.0000,111.5322,105.1265,117.9379,389830657.1992,81984014.0000
2015-11-10,135.36,135.735,134.12,135.47,107.557359954,4520387,0.0000,1.0,112.0718,111.4615,37.5930,11.9429,16.9253,-0.3592,-1.8826,-1.5235,26.0808,-123.6074,10.0000,100.0000,112.0718,105.4039,118.7396,391059346.5869,85148820.0000
2015-11-09,137.92,138.08,134.88,135.31,107.430326828,8074476,0.0000,1.0,112.5782,111.8724,37.2719,8.9963,30.8994,-0.3240,-1.7577,-1.4337,25.4270,-111.0279,0.0000,100.0000,112.5782,105.8209,119.3355,388022430.2420,80628433.0000
2015-11-06,138.6,139.55,137.87,138.25,109.76456052,4744493,1.3000,1.0,113.1507,112.3400,40.9503,29.8368,49.9515,-0.2071,-1.5597,-1.3527,24.8287,-72.7232,0.0000,60.0000,113.1507,106.2955,120.0059,393926890.8132,88702909.0000
2015-11-05,141.61,142.38,139.63,139.89,110.031991194,5093471,0.0000,1.0,113.6557,112.6111,41.3949,53.8651,58.3686,-0.2211,-1.5220,-1.3009,24.5850,-64.2906,5.0000,65.0000,113.6557,106.3966,120.9148,396525065.5475,93447402.0000
2015-11-04,142.55,142.65,141.3,141.63,111.400606997,3516890,0.0000,1.0,114.1430,112.8826,43.7019,66.1525,53.9785,-0.2334,-1.4790,-1.2456,24.3924,-50.0751,10.0000,70.0000,114.1430,106.6187,121.6672,400655407.4843,98540873.0000
2015-11-03,140.02,142.8,139.9,141.88,111.597247198,4349317,0.0000,1.0,114.4757,113.0386,44.0369,55.0882,45.0617,-0.3546,-1.5419,-1.1873,24.4262,-59.7584,15.0000,75.0000,114.4757,106.8778,122.0735,402452929.0396,102057763.0000
2015-11-02,140.5,140.5165,139.57,140.37,110.409540381,3822212,0.0000,1.0,114.7470,113.1903,41.4622,40.6947,36.5710,-0.5212,-1.6198,-1.0986,24.4617,-86.3431,20.0000,80.0000,114.7470,107.1922,122.3019,400863178.6890,97708446.0000
2015-10-30,140.44,141.33,139.9,140.08,110.181437747,3983990,0.0000,1.0,115.0880,113.4830,40.9667,39.4023,36.3198,-0.6064,-1.5748,-0.9683,23.9536,-92.5484,25.0000,85.0000,115.0880,107.7341,122.4419,398224176.5305,93886234.0000
2015-10-29,140.36,140.82,139.0201,140.55,110.551121326,3710245,0.0000,1.0,115.2650,113.8306,41.5076,29.6160,37.3361,-0.6544,-1.4711,-0.8167,23.4590,-103.3540,30.0000,90.0000,115.2650,108.2284,122.3015,401205204.0140,97870224.0000
2015-10-28,137.92,141.23,137.5,140.83,110.771358352,8510027,0.0000,1.0,115.3845,114.1758,41.8202,39.9411,45.3652,-0.7020,-1.3551,-0.6531,22.8165,-116.1854,35.0000,95.0000,115.3845,108.5955,122.1736,398608094.3558,101580469.0000
2015-10-27,143.51,143.83,137.33,137.86,108.435272757,15005072,0.0000,1.0,115.5474,114.5341,37.0431,42.4510,43.6339,-0.7321,-1.2097,-0.4776,22.1402,-132.7472,40.0000,100.0000,115.5474,109.0591,122.0356,391923274.2164,93070442.0000
2015-10-26,144.75,145.0,143.21,143.66,112.997325434,3489428,0.0000,1.0,115.7287,115.1761,43.6999,53.7033,35.8383,-0.4740,-0.7686,-0.2946,21.4282,-58.1704,45.0000,85.0000,115.7287,109.8738,121.5835,404481365.2461,108075514.0000
2015-10-23,144.61,145.49,143.7,144.68,113.799617456,5370439,0.0000,1.0,115.6838,115.4054,45.0525,34.7472,23.0829,-0.4829,-0.6590,-0.1761,21.3810,-44.5831,50.0000,90.0000,115.6838,109.7330,121.6346,406216332.2393,111564942.0000
2015-10-22,141.74,145.07,141.62,144.09,113.33554658,5583076,0.0000,1.0,115.7129,115.5745,44.1018,19.0643,20.1664,-0.5359,-0.5912,-0.0554,21.3996,-65.6879,55.0000,95.0000,115.7129,109.7937,121.6322,405706290.5468,106194503.0000
2015-10-21,140.25,142.66,139.3,140.92,110.842148824,7134526,0.0000,1.0,115.7255,115.8102,38.6867,15.4371,25.7765,-0.5275,-0.4488,0.0786,21.3314,-116.9144,60.0000,100.0000,115.7255,109.8255,121.6255,403295049.0281,100611427.0000
2015-10-20,142.49,142.88,140.27,140.64,110.621911799,16025591,0.0000,1.0,115.8333,116.3331,38.1843,25.9978,31.9977,-0.2172,-0.0067,0.2105,20.7351,-118.7704,65.0000,100.0000,115.8333,110.2223,121.4442,403549853.5288,93476901.0000
2015-10-19,149.85,149.97,148.38,149.22,117.370603517,7954684,0.0000,1.0,115.9823,116.9343,50.1484,35.8946,31.6480,0.3154,0.5801,0.2648,20.2210,39.8936,70.0000,45.0000,115.9823,110.7903,121.1744,415031790.3663,109502492.0000
2015-10-16,150.45,151.2,149.26,150.39,118.29087966,3483599,0.0000,1.0,115.8746,116.8884,52.2700,34.1005,30.6484,0.4477,0.6336,0.1859,20.9289,67.1434,75.0000,50.0000,115.8746,110.7129,121.0363,414581525.2251,117457176.0000
2015-10-15,150.91,151.24,148.58,150.09,118.054911418,3476219,0.0000,1.0,115.6433,116.7407,51.7730,24.9489,37.5445,0.5249,0.5989,0.0740,21.8532,67.7164,80.0000,55.0000,115.6433,110.5211,120.7655,414006910.9570,113973577.0000
2015-10-14,149.6,150.65,149.02,150.01,117.991986554,3352327,0.0000,1.0,115.5666,116.6024,51.6454,32.8957,55.9661,0.6271,0.5699,-0.0572,22.8261,69.8112,85.0000,60.0000,115.5666,110.5462,120.5870,413536445.2280,110497358.0000
2015-10-13,150.78,150.78,149.18,149.62,117.685227839,3915707,0.0000,1.0,115.5037,116.4561,51.0458,54.7890,75.8279,0.7451,0.5311,-0.2140,23.7274,73.0910,90.0000,65.0000,115.5037,110.5758,120.4316,412816620.4103,107145031.0000
2015-10-12,152.4,152.58,150.85,151.14,118.880800265,3227636,0.0000,1.0,115.4215,116.3267,53.5024,80.2135,87.9527,0.9053,0.5050,-0.4003,24.7052,121.7951,95.0000,70.0000,115.4215,110.5879,120.2551,414578688.5588,111060738.0000
2015-10-09,152.46,153.147,151.27,152.39,119.864001273,3531107,0.0000,1.0,115.2056,116.0579,55.5926,92.4813,91.2467,0.9692,0.3426,-0.6266,25.9691,163.7212,100.0000,75.0000,115.2056,110.6305,119.7807,416724226.9395,114288374.0000
2015-10-08,149.69,153.019,149.29,152.28,119.777479584,4794357,0.0000,1.0,115.0082,115.6572,55.4471,91.1633,88.7127,0.8992,0.0303,-0.8689,27.2203,172.9286,100.0000,80.0000,115.0082,110.9417,119.0746,416041333.0435,110757267.0000
2015-10-07,150.04,150.73,148.8565,150.09,118.054911418,2989915,0.0000,1.0,114.7691,115.2235,52.5035,90.0955,82.3892,0.7337,-0.3599,-1.0937,28.5598,149.7813,100.0000,85.0000,114.7691,111.3401,118.1980,413147233.3906,105962910.0000
2015-10-06,149.06,150.15,148.49,148.78,117.024516762,3018074,0.0000,1.0,114.5708,114.9255,50.6507,84.8793,74.6154,0.5997,-0.6775,-1.2771,29.7444,142.8768,100.0000,90.0000,114.5708,111.4832,117.6585,412200067.8975,102972995.0000
2015-10-05,145.82,149.8925,145.82,149.04,117.229022572,5131669,0.0000,1.0,114.5099,114.7046,51.0260,72.1929,62.7717,0.4591,-0.9679,-1.4270,30.8822,120.5907,100.0000,95.0000,114.5099,111.5740,117.4458,414163634.1140,105991069.0000
2015-10-02,141.05,144.59,140.56,144.58,113.720961375,3053928,0.0000,1.0,114.2999,114.4388,44.3003,66.7741,51.3277,0.1964,-1.3454,-1.5418,32.0326,-93.0033,45.0000,100.0000,114.2999,111.5790,117.0207,411180398.6657,100859400.0000
2015-10-01,145.31,145.67,141.59,143.59,112.942266177,3880747,0.0000,1.0,114.3864,114.5144,42.6391,49.3480,41.0653,0.1404,-1.4505,-1.5909,32.1292,-86.2849,50.0000,90.0000,114.3864,111.6348,117.1380,408141626.6358,97805472.0000
2015-09-30,143.69,145.71,143.66,144.97,114.02772009,3923866,0.0000,1.0,114.4438,114.6799,44.3923,37.8610,39.1812,0.1418,-1.4843,-1.6260,32.3674,-34.5451,55.0000,95.0000,114.4438,111.7683,117.1193,408217719.7149,101686219.0000
2015-09-29,141.99,142.66,141.1501,142.47,112.061318074,4763509,0.0000,1.0,114.3537,114.7485,40.1576,35.9868,41.1190,0.0452,-1.6163,-1.6615,32.9092,-151.7824,60.0000,100.0000,114.3537,111.5122,117.1953,407126693.5603,97762353.0000
2015-09-28,144.42,145.38,142.47,142.52,112.100646114,4292421,0.0000,1.0,114.5669,115.0314,40.2158,43.6957,37.2575,0.1118,-1.5610,-1.6728,32.7104,-108.3911,65.0000,10.0000,114.5669,111.8067,117.3271,403562027.8070,102525862.0000
2015-09-25,145.55,146.27,144.53,145.42,114.381672453,3474279,0.0000,1.0,114.7816,115.3399,43.7052,43.6747,30.2656,0.2289,-1.4718,-1.7007,32.6737,-24.9572,70.0000,15.0000,114.7816,112.1575,117.4058,407706942.9319,106818283.0000
2015-09-24,142.6,145.07,141.95,144.41,113.587246038,3278207,0.0000,1.0,114.9043,115.4407,42.0413,24.4023,22.8549,0.1892,-1.5687,-1.7579,32.9263,-108.3120,75.0000,20.0000,114.9043,112.1407,117.6680,407627074.4472,103344004.0000
2015-09-23,144.21,144.57,142.75,143.66,112.997325434,2674225,0.0000,1.0,114.9944,115.6358,40.8071,22.7200,27.7310,0.2165,-1.5888,-1.8052,32.8677,-127.5062,80.0000,0.0000,114.9944,112.2916,117.6972,405735801.1780,100065797.0000
2015-09-22,144.62,145.06,143.7699,144.43,113.602977254,3564015,0.0000,1.0,114.8882,115.9136,41.6727,21.4423,38.1881,0.3282,-1.5312,-1.8594,32.9154,-82.6490,85.0000,5.0000,114.8882,111.7484,118.0281,405735801.1761,102740022.0000
2015-09-21,145.39,146.98,144.92,146.48,115.215426907,3824858,0.0000,1.0,114.8505,116.1568,44.0349,39.0308,55.4454,0.4443,-1.4971,-1.9414,33.1076,3.5566,0.0000,10.0000,114.8505,111.6325,118.0684,405652647.2731,106304037.0000
2015-09-18,146.05,146.385,143.98,144.51,113.665902119,7975845,0.0000,1.0,114.9437,116.2559,40.9807,54.0913,62.5321,0.4566,-1.5959,-2.0525,33.4752,-58.4688,0.0000,15.0000,114.9437,111.5840,118.3034,403684516.4615,102479179.0000
2015-09-17,148.1,149.68,147.3,148.14,116.521117846,4002952,0.0000,1.0,115.2642,116.5285,45.3091,73.2141,62.5724,0.6255,-1.5411,-2.1666,33.7141,66.3790,0.0000,20.0000,115.2642,111.2869,119.2415,408145020.2167,110455024.0000
2015-09-16,147.84,148.89,147.54,148.41,116.733489264,2799222,0.0000,1.0,115.4923,116.5293,45.6498,60.2911,54.4255,0.5835,-1.7395,-2.3230,34.4670,43.2600,0.0000,25.0000,115.4923,110.7947,120.1899,409322359.0415,114457976.0000
2015-09-15,146.6,147.93,145.76,147.53,116.041315754,2717060,0.0000,1.0,115.7912,116.5078,44.3542,54.2121,51.3357,0.4799,-1.9890,-2.4689,35.0631,-7.2493,0.0000,30.0000,115.7912,110.1499,121.4325,408513694.9071,111658754.0000
2015-09-14,147.37,147.37,145.41,145.65,114.562581438,3226747,0.0000,1.0,116.1365,116.5569,41.5253,48.7731,52.0778,0.3809,-2.2080,-2.5889,35.4480,-35.9529,5.0000,35.0000,116.1365,109.6885,122.5845,406798316.0144,108941694.0000
2015-09-11,145.91,147.5,145.67,147.37,115.915466025,3113953,0.0000,1.0,116.5337,116.7668,43.4449,51.0217,52.1768,0.3792,-2.3049,-2.6841,35.7107,-26.5423,10.0000,40.0000,116.5337,109.5647,123.5027,409234839.2613,112168441.0000
2015-09-10,145.85,147.16,144.51,146.2,114.995189882,3461658,0.0000,1.0,116.8365,116.8565,41.7034,56.4386,56.3437,0.2461,-2.5328,-2.7789,36.0218,-45.9418,15.0000,45.0000,116.8365,109.4854,124.1876,406563305.8138,109054488.0000
2015-09-09,148.74,149.04,144.85,145.05,114.090644954,3407761,0.0000,1.0,117.2282,117.0524,39.9775,49.0702,54.0258,0.1473,-2.6931,-2.8404,36.2683,-44.5817,20.0000,50.0000,117.2282,109.4868,124.9697,405609717.0058,105592830.0000
2015-09-08,145.86,147.34,145.66,147.23,115.805347512,3933010,0.0000,1.0,117.6396,117.3641,42.2289,63.5222,52.3211,0.1108,-2.7665,-2.8772,36.5690,-42.7984,0.0000,55.0000,117.6396,109.7361,125.5431,408692154.7605,109000591.0000
2015-09-04,144.57,145.4,143.32,143.7,113.028787866,4201068,0.0000,1.0,118.0140,117.5282,36.7492,49.4851,47.1101,-0.0895,-2.9945,-2.9049,36.4925,-85.0783,5.0000,60.0000,118.0140,109.7906,126.2374,405274181.7860,105067581.0000
2015-09-03,146.05,148.03,145.77,146.78,115.451395149,3603518,0.0000,1.0,118.4631,118.0019,39.8851,43.9561,51.3780,-0.0767,-2.9592,-2.8826,35.9318,-54.8784,0.0000,65.0000,118.4631,110.3982,126.5281,407940244.1684,109268649.0000
2015-09-02,144.92,145.08,143.18,145.05,114.090644954,4251778,0.0000,1.0,118.8383,118.2703,37.0173,47.8890,63.1945,-0.2544,-3.1178,-2.8634,35.5812,-95.6409,0.0000,70.0000,118.8383,110.6712,127.0054,408322918.6473,105665131.0000
2015-09-01,144.84,144.98,141.85,142.68,112.226495843,5271696,0.0000,1.0,119.2925,118.7103,32.8480,62.2890,69.1092,-0.3366,-3.1364,-2.7998,34.3919,-127.2120,5.0000,75.0000,119.2925,111.2223,127.3626,404205407.3256,101413353.0000
2015-08-31,147.26,148.4,146.26,147.89,116.324477644,4093078,0.0000,1.0,119.8281,119.3928,38.1176,79.4056,60.6813,-0.2090,-2.9247,-2.7156,33.1106,-79.8436,0.0000,80.0000,119.8281,112.3012,127.3550,406681251.7742,106685049.0000
2015-08-28,147.75,148.2,147.18,147.98,116.395268117,4076211,0.0000,1.0,120.2022,119.7158,38.2182,65.6332,40.4468,-0.3657,-3.0291,-2.6634,32.1391,-87.7973,0.0000,85.0000,120.2022,112.6654,127.7390,404539080.1101,110778127.0000
2015-08-27,148.63,148.97,145.66,148.54,116.835742168,4975966,0.0000,1.0,120.7006,120.0653,38.8239,37.0050,19.9285,-0.5536,-3.1256,-2.5719,31.2073,-103.3213,5.0000,90.0000,120.7006,112.9221,128.4791,402221234.6365,114854338.0000
2015-08-26,144.09,146.98,142.14,146.7,115.388470285,6197229,0.0000,1.0,121.1369,120.4053,35.6397,18.7021,9.1262,-0.8146,-3.2481,-2.4335,30.2264,-169.8931,10.0000,95.0000,121.1369,113.2959,128.9778,398538117.8098,109878372.0000
2015-08-25,146.94,147.11,140.62,140.96,110.873611257,7071869,0.0000,1.0,121.6505,120.9333,23.9010,4.0784,5.3205,-0.9800,-3.2098,-2.2299,28.6041,-271.7263,15.0000,100.0000,121.6505,114.0406,129.2605,393057923.5708,103681143.0000
2015-08-24,143.47,147.76,142.32,143.47,112.84787888,10186817,0.0000,1.0,122.3494,121.9923,25.8604,4.5982,14.5343,-0.6698,-2.6547,-1.9849,26.8964,-339.3233,20.0000,100.0000,122.3494,116.4522,128.2466,399388826.3250,110753012.0000
2015-08-21,151.5,153.19,148.7,148.85,117.079576018,7360898,0.0000,1.0,122.9113,122.9548,31.0424,7.2848,32.7207,-0.2910,-2.1084,-1.8174,25.2243,-239.0975,25.0000,100.0000,122.9113,118.9036,126.9191,405268717.0207,120939829.0000
2015-08-20,152.74,153.91,152.5,152.66,120.07637269,4011514,0.0000,1.0,123.2882,123.5733,35.8793,31.7199,53.9058,-0.0668,-1.8115,-1.7447,24.0711,-163.9577,0.0000,100.0000,123.2882,120.2429,126.3335,412137795.5551,128300727.0000
2015-08-19,155.15,155.67,153.41,153.94,121.083170522,4205904,0.0000,1.0,123.5924,123.9414,37.7569,59.1575,62.1324,0.0168,-1.7112,-1.7280,23.3790,-119.7668,0.0000,100.0000,123.5924,120.6784,126.5064,415238895.0304,132312241.0000
2015-08-18,155.51,156.52,155.25,156.01,122.711351391,2018337,0.0000,1.0,123.7925,124.2422,41.0580,70.8400,58.4830,0.0714,-1.6608,-1.7322,22.7976,-62.3812,0.0000,80.0000,123.7925,121.0507,126.5343,417472118.3946,136518145.0000
2015-08-17,155.2,156.69,154.7,156.31,122.947319633,2249554,0.0000,1.0,124.0173,124.4034,41.5583,56.3997,48.6067,0.0118,-1.7382,-1.7500,22.5087,-69.4356,0.0000,85.0000,124.0173,120.9493,127.0853,417074807.9647,138536482.0000
2015-08-14,155.0,156.21,154.58,155.75,122.506845582,3226434,0.0000,1.0,124.6261,124.5567,40.2677,48.2092,46.9032,-0.0827,-1.8357,-1.7530,22.2045,-83.6888,5.0000,90.0000,124.6261,118.9363,130.3160,415684380.1170,136286928.0000
2015-08-13,156.06,156.09,154.3171,155.07,121.971984234,2533318,0.0000,1.0,125.2293,124.7724,38.7062,41.2112,42.5012,-0.1562,-1.8885,-1.7323,21.7323,-93.3510,10.0000,95.0000,125.2293,118.1725,132.2861,414279000.8895,133060494.0000
2015-08-12,154.26,156.52,153.95,156.16,122.829335512,3624852,0.0000,1.0,125.8003,125.0672,40.3109,51.2892,38.6807,-0.1808,-1.8741,-1.6933,21.1980,-85.9087,15.0000,100.0000,125.8003,118.0737,133.5269,414660663.2693,135593812.0000
2015-08-11,155.96,155.99,154.86,155.51,122.318070988,3167111,0.0000,1.0,126.2322,125.3028,38.8753,35.0033,26.8063,-0.2675,-1.9156,-1.6481,20.6356,-88.9106,20.0000,90.0000,126.2322,118.2567,134.2076,412051334.0108,131968960.0000
2015-08-10,156.77,157.4652,156.12,156.75,123.293406388,4613371,0.0000,1.0,126.6927,125.6170,40.6470,29.7495,20.5122,-0.3075,-1.8888,-1.5812,20.1806,-70.0623,25.0000,95.0000,126.6927,118.6115,134.7739,411574865.9844,135136071.0000
2015-08-07,155.89,156.25,154.335,155.12,122.011312274,3794897,0.0000,1.0,127.1344,125.8615,37.0652,15.6663,16.5271,-0.4220,-1.9263,-1.5043,19.8988,-97.4060,30.0000,100.0000,127.1344,118.8807,135.3882,411867059.8670,130522700.0000
2015-08-06,157.13,157.54,156.18,156.32,122.955185241,3004487,1.3000,1.0,127.5455,126.2668,38.6985,16.1207,25.9239,-0.4169,-1.8157,-1.3988,19.2653,-83.8687,35.0000,90.0000,127.5455,119.5380,135.5530,412550735.8274,134317597.0000
2015-08-05,159.1,159.54,157.48,157.9,123.173605822,3463034,0.0000,1.0,127.7885,126.6154,39.0771,17.7942,41.5753,-0.4496,-1.7442,-1.2946,18.8828,-87.8075,40.0000,95.0000,127.7885,120.0630,135.5141,414936651.9791,137322084.0000
2015-08-04,158.4,158.82,156.87,157.6,122.939583771,5260575,0.0000,1.0,127.9937,126.9777,38.4644,43.8568,61.2767,-0.4675,-1.6498,-1.1822,18.4803,-106.0146,45.0000,100.0000,127.9937,120.5567,135.4307,416987575.0251,133859050.0000
2015-08-03,161.7,161.85,157.9,158.71,123.805465358,4615511,0.0000,1.0,128.2823,127.4028,39.8740,63.0750,65.1669,-0.4161,-1.4814,-1.0653,17.8667,-88.0900,50.0000,100.0000,128.2823,121.2134,135.3512,418309463.1072,139119625.0000
2015-07-31,161.4,162.06,160.63,161.99,126.364106441,3580226,0.0000,1.0,128.5171,127.7814,44.4463,76.8983,55.3559,-0.3719,-1.3332,-0.9613,17.3691,-58.2063,55.0000,85.0000,128.5171,121.7532,135.2810,421032030.3548,143735136.0000
2015-07-30,160.5,161.4,159.75,160.96,125.560630735,1994660,0.0000,1.0,128.6380,127.9306,42.4786,55.5273,34.4288,-0.5168,-1.3852,-0.8683,17.2775,-79.8758,60.0000,90.0000,128.6380,121.9463,135.3297,417802315.9908,140154910.0000
2015-07-29,160.0,161.5,159.39,161.09,125.66204029,3378396,0.0000,1.0,128.7757,128.1801,42.6597,33.6421,18.4584,-0.6103,-1.3495,-0.7391,17.0141,-88.2117,65.0000,95.0000,128.7757,122.2312,135.3202,416871474.6589,142149570.0000
2015-07-28,159.91,160.19,158.5,160.05,124.850763849,2720890,0.0000,1.0,128.8369,128.4452,40.7388,14.1170,9.6222,-0.7081,-1.2947,-0.5866,16.7368,-115.1137,70.0000,100.0000,128.8369,122.3879,135.2859,414806009.8076,138771174.0000
2015-07-27,159.0,160.18,158.6,159.07,124.086291818,3706240,0.0000,1.0,128.9508,128.8235,38.9066,7.6161,8.0234,-0.7137,-1.1232,-0.4095,16.1224,-131.5143,75.0000,100.0000,128.9508,122.7103,135.1913,412535918.1501,136050284.0000
2015-07-24,161.29,161.93,159.41,159.75,124.616741799,3777631,0.0000,1.0,129.2001,129.3222,39.7160,7.1334,17.0244,-0.5792,-0.8103,-0.2311,15.4894,-123.7640,80.0000,100.0000,129.2001,123.3721,135.0280,414037179.9198,139756524.0000
2015-07-23,160.27,162.75,159.83,161.73,126.161287331,5034246,0.0000,1.0,129.4470,129.8175,42.1411,9.3209,36.7621,-0.3667,-0.4531,-0.0863,14.9323,-112.6202,85.0000,95.0000,129.4470,124.0114,134.8825,416795450.1715,143534155.0000
2015-07-22,162.73,163.0695,159.7,160.35,125.084785899,7180385,0.0000,1.0,129.6513,130.2024,39.7034,34.6188,65.7104,-0.1531,-0.1478,0.0054,14.4020,-136.0104,90.0000,100.0000,129.6513,124.4218,134.8808,415278280.1439,138499909.0000
2015-07-21,164.34,166.35,162.02,163.07,127.206585822,13747503,0.0000,1.0,129.9739,130.7411,43.1040,66.3467,84.8613,0.3100,0.3536,0.0436,13.8438,-78.3089,95.0000,100.0000,129.9739,125.1292,134.8186,419688372.6712,145680294.0000
2015-07-20,172.79,173.78,172.14,173.22,135.124331858,7335491,0.0000,1.0,130.1557,131.1131,61.8984,96.1657,91.4859,0.8063,0.7724,-0.0339,13.5622,174.0730,100.0000,35.0000,130.1557,125.4697,134.8416,426768495.4651,159427797.0000
2015-07-17,170.33,172.52,170.1,172.51,134.570479673,4356391,0.0000,1.0,129.9127,130.6909,60.7614,92.0716,87.6103,0.7250,0.4896,-0.2354,13.2735,164.6386,100.0000,40.0000,129.9127,125.8155,134.0098,424442608.0785,152092306.0000
2015-07-16,169.47,171.09,169.16,171.0,133.392568686,3529874,0.0000,1.0,129.7465,130.2825,58.2440,86.2205,86.5732,0.5945,0.1778,-0.4167,13.2223,140.2553,100.0000,45.0000,129.7465,126.1837,133.3093,420122220.3098,147735915.0000
2015-07-15,168.48,169.27,168.0,168.53,131.465787138,1998004,0.0000,1.0,129.5971,129.9551,53.6200,84.5388,83.8327,0.4625,-0.1028,-0.5653,13.4767,89.7390,25.0000,50.0000,129.5971,126.4298,132.7645,416921557.3560,144206041.0000
2015-07-14,169.43,169.54,168.24,168.61,131.528193018,3025263,0.0000,1.0,129.5312,129.7961,53.8033,88.9602,74.3348,0.4177,-0.2632,-0.6809,14.1784,105.9239,30.0000,55.0000,129.5312,126.4690,132.5934,417251935.9719,146204045.0000
2015-07-13,167.93,169.89,167.52,169.38,132.128849614,4228963,0.0000,1.0,129.4395,129.6138,55.5396,77.9992,62.3885,0.3147,-0.4706,-0.7853,14.8570,125.6536,35.0000,60.0000,129.4395,126.5153,132.3638,418555126.1889,149229308.0000
2015-07-10,165.66,167.4,165.515,166.95,130.233271007,4538349,0.0000,1.0,129.3463,129.3490,50.7772,56.0451,56.9205,0.0745,-0.7895,-0.8640,15.5713,32.0945,0.0000,65.0000,129.3463,126.6619,132.0307,416146223.2159,145000345.0000
2015-07-09,165.34,165.51,163.7,163.85,127.815043153,4199708,0.0000,1.0,129.4177,129.2560,43.4341,53.1213,62.7511,-0.1095,-0.9921,-0.8826,15.8373,-69.8013,5.0000,70.0000,129.4177,126.5717,132.2637,413774725.1936,140461996.0000
2015-07-08,164.0,164.94,162.68,163.16,127.276792437,2776286,0.0000,1.0,129.6155,129.4076,41.5916,61.5950,64.7689,-0.1348,-0.9900,-0.8553,15.5687,-108.9755,10.0000,75.0000,129.6155,126.6938,132.5371,417278348.9957,136262288.0000
2015-07-07,164.94,165.35,162.2317,165.0,128.712127679,3549861,0.0000,1.0,129.7137,129.6319,45.3322,73.5371,56.5455,-0.0966,-0.9182,-0.8216,15.1090,-91.5686,15.0000,80.0000,129.7137,126.9877,132.4398,418875327.6696,139038574.0000
2015-07-06,163.83,165.23,163.52,164.73,128.501507834,3079782,0.0000,1.0,129.7270,129.7288,44.6381,59.1747,37.4332,-0.1618,-0.9593,-0.7974,14.6252,-87.5092,20.0000,85.0000,129.7270,127.0180,132.4360,416122344.0403,135488713.0000
2015-07-02,165.05,165.32,164.42,165.09,128.782334295,2852696,0.0000,1.0,129.8311,129.8579,45.3678,36.9249,19.2658,-0.2193,-0.9763,-0.7570,14.3552,-77.4030,0.0000,90.0000,129.8311,127.1587,132.5036,414843604.1475,138568495.0000
2015-07-01,163.97,165.61,163.6,164.49,128.314290194,3214547,0.0000,1.0,129.9595,129.9712,43.9163,16.2000,7.6222,-0.3103,-1.0124,-0.7022,14.2464,-106.4603,0.0000,95.0000,129.9595,127.2545,132.6644,413448952.7676,135715799.0000
2015-06-30,163.99,164.0,162.12,162.66,126.886755687,3597288,0.0000,1.0,130.1713,130.1456,39.2389,4.6727,3.4558,-0.3716,-0.9962,-0.6246,14.1319,-198.5505,5.0000,100.0000,130.1713,127.3538,132.9887,413816786.5035,132501252.0000
2015-06-29,163.92,165.35,162.89,162.97,127.128578472,3314679,0.0000,1.0,130.4439,130.4886,39.7727,1.9941,9.8279,-0.2839,-0.8156,-0.5317,13.5710,-195.7135,10.0000,100.0000,130.4439,127.9094,132.9783,415347547.3525,136098540.0000
2015-06-26,166.23,166.8116,165.23,165.46,129.07096149,8945485,0.0000,1.0,130.7251,130.8423,44.3797,3.7008,24.2893,-0.1371,-0.5978,-0.4607,13.1143,-105.5130,15.0000,35.0000,130.7251,128.4946,132.9556,418446637.4748,139413219.0000
