,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV
2004-06-22,85.2,87.21,84.25,87.21,18.0121008106,10575500,0.0000,1.0,18.0051,17.7788,58.1109,47.4396,43.9485,-0.0943,0.2892,0.3835,20.5578,-45.2193,35.0000,0.0000,18.0051,18.6881,17.3220,1830303287.1417,2049007500.0000
2004-06-21,86.84,87.24,85.64,85.81,17.7229488655,6355900,0.0000,1.0,17.9341,17.7542,55.3732,54.2516,38.1260,-0.1040,0.3031,0.4071,21.6033,-21.5604,40.0000,0.0000,17.9341,18.8534,17.0148,1809152287.1417,2027856500.0000
2004-06-18,86.6,87.48,86.36,86.5,17.865459467,6950400,0.0000,1.0,17.8749,17.7575,57.1211,58.0514,60.2441,-0.0872,0.3459,0.4331,22.3164,11.4370,45.0000,0.0000,17.8749,18.9759,16.7738,1819162829.6430,2040568300.0000
2004-06-17,87.99,88.1,86.32,86.85,17.9377474533,5849000,0.0000,1.0,17.8004,17.7461,58.0035,51.4880,64.3847,-0.0739,0.3809,0.4549,22.8095,27.3631,50.0000,0.0000,17.8004,19.0807,16.5201,1829588429.6445,2054469100.0000
2004-06-16,87.43,88.06,87.06,87.87,18.148415299,3976700,0.0000,1.0,17.7202,17.7259,60.5949,37.5707,49.5255,-0.0606,0.4127,0.4733,23.3284,45.7326,55.0000,0.0000,17.7202,19.1486,16.2917,1834320204.9276,2066167100.0000
2004-06-15,86.43,87.87,86.36,87.445,18.06063703,7271800,0.0000,1.0,17.6217,17.6815,59.8855,33.4870,40.5536,-0.0626,0.4259,0.4885,23.6139,40.6661,60.0000,5.0000,17.6217,19.1836,16.0599,1829389096.9289,2058213700.0000
2004-06-14,86.71,86.92,85.02,85.615,17.6826741303,7239000,0.0000,1.0,17.5340,17.6416,56.6965,31.8456,22.6328,-0.0587,0.4455,0.5041,23.9612,19.5240,65.0000,10.0000,17.5340,19.1821,15.8859,1823032291.6264,2043670100.0000
2004-06-10,86.66,87.53,85.94,87.4,18.0513428603,6600200,0.0000,1.0,17.4701,17.6372,61.2051,38.6121,37.2745,-0.0164,0.5024,0.5188,24.5633,42.9494,70.0000,0.0000,17.4701,19.1878,15.7525,1828442491.6258,2058148100.0000
2004-06-09,88.269,88.91,86.11,86.31,17.8262174173,8550000,0.0000,1.0,17.4018,17.5936,59.3289,37.8213,35.6295,0.0074,0.5303,0.5229,24.8865,50.1926,75.0000,5.0000,17.4018,19.1303,15.6733,1817400647.6027,2044947700.0000
2004-06-08,88.01,89.03,87.88,89.0,18.3818022262,5911500,0.0000,1.0,17.3353,17.5692,66.9163,41.3683,42.9322,0.0600,0.5811,0.5211,25.1688,80.5905,80.0000,0.0000,17.3353,19.0954,15.5752,1832057790.4620,2062047700.0000
2004-06-07,88.76,88.98,87.8,88.46,18.2702721902,7799900,0.0000,1.0,17.2168,17.4836,66.0893,50.3271,34.9023,0.0748,0.5808,0.5061,24.8294,85.8850,85.0000,5.0000,17.2168,18.9980,15.4357,1820851642.6349,2050224700.0000
2004-06-04,88.45,89.09,87.29,88.08,18.1917880908,8598900,0.0000,1.0,17.1276,17.4008,65.5129,68.0306,46.2703,0.0961,0.5834,0.4874,24.4819,92.8126,90.0000,10.0000,17.1276,18.8670,15.3882,1819000818.9067,2034624900.0000
2004-06-03,88.34,88.9,87.48,87.6,18.0926502811,8099500,0.0000,1.0,17.0542,17.3176,64.7949,84.3647,69.8087,0.1229,0.5863,0.4634,24.1161,103.9548,95.0000,15.0000,17.0542,18.7306,15.3778,1821102772.2398,2017427100.0000
2004-06-02,89.9,90.2,88.73,88.9,18.3611485158,8242600,0.0000,1.0,17.0053,17.2360,68.4623,92.5120,88.0128,0.1589,0.5915,0.4326,23.7310,146.7627,100.0000,20.0000,17.0053,18.6134,15.3973,1834563913.0782,2033626100.0000
2004-06-01,88.02,89.77,87.23,89.73,18.5325743119,10391700,0.0000,1.0,16.9416,17.1175,70.8961,95.3538,95.2726,0.1693,0.5622,0.3929,22.8969,169.6149,95.0000,25.0000,16.9416,18.4260,15.4573,1847236209.6795,2050111300.0000
2004-05-28,88.17,89.79,87.5,88.8,18.3404948055,8654100,0.0000,1.0,16.8602,16.9686,69.7514,93.7534,94.2507,0.1485,0.4992,0.3506,22.0847,205.9719,100.0000,30.0000,16.8602,18.1528,15.5677,1827107404.9514,2029327900.0000
2004-05-27,86.95,88.28,86.22,88.05,18.1855919777,10139500,0.0000,1.0,16.7697,16.8242,68.8117,90.8199,96.5381,0.1175,0.4310,0.3135,21.1388,229.6160,100.0000,35.0000,16.7697,17.8750,15.6644,1824764373.5080,2012019700.0000
2004-05-26,85.0,86.74,84.89,86.45,17.8551326118,9560400,0.0000,1.0,16.7075,16.6808,66.7160,84.5802,90.4715,0.0694,0.3535,0.2841,20.3673,220.7642,100.0000,40.0000,16.7075,17.6082,15.8068,1809013693.8928,1991740700.0000
2004-05-25,82.28,85.58,81.95,85.33,17.6238110557,11355500,0.0000,1.0,16.6749,16.5572,65.1591,77.1944,85.4500,0.0164,0.2831,0.2667,19.8050,166.2350,100.0000,45.0000,16.6749,17.4446,15.9051,1795887523.0854,1972619900.0000
2004-05-24,80.6363,82.99,80.55,82.11,16.9587615819,10615800,0.0000,1.0,16.6606,16.4450,60.0561,67.6117,77.8193,-0.0500,0.2127,0.2626,19.4159,59.1382,5.0000,50.0000,16.6606,17.3676,15.9537,1776304760.0047,1949908900.0000
2004-05-21,80.45,80.58,79.77,80.34,16.5931909084,6368500,0.0000,1.0,16.6552,16.3909,56.7479,55.1197,68.3140,-0.0877,0.1874,0.2751,19.5214,-19.7695,10.0000,55.0000,16.6552,17.3544,15.9559,1770387756.7305,1928677300.0000
2004-05-20,79.44,80.46,79.17,80.07,16.5374258905,6946900,0.0000,1.0,16.6737,16.3696,56.2225,45.9658,56.7020,-0.1074,0.1897,0.2971,20.2186,-39.1161,15.0000,0.0000,16.6737,17.3851,15.9624,1765198608.5886,1915940300.0000
2004-05-19,80.08,80.99,79.09,79.29,16.3763269496,8381700,0.0000,1.0,16.6998,16.3519,54.7127,41.1846,40.3431,-0.1284,0.1955,0.3239,20.9842,-47.1205,20.0000,0.0000,16.6998,17.4272,15.9723,1759705710.9120,1902046500.0000
2004-05-18,79.18,79.59,78.78,79.08,16.3329541578,5246700,0.0000,1.0,16.6532,16.3493,54.3097,46.7117,40.8523,-0.1396,0.2164,0.3560,21.7902,-53.8386,25.0000,5.0000,16.6532,17.5557,15.7507,1772939974.0721,1885283100.0000
2004-05-17,77.82,78.63,77.55,78.34,16.1801167011,6372200,0.0000,1.0,16.6004,16.3511,52.9067,51.3632,42.3586,-0.1465,0.2444,0.3909,22.8756,-73.4583,30.0000,10.0000,16.6004,17.6781,15.5228,1775660485.1846,1874789700.0000
2004-05-14,79.45,80.05,78.05,78.95,16.3061043344,8279700,0.0000,1.0,16.5763,16.3691,54.2103,51.0143,56.9241,-0.1354,0.2922,0.4275,23.7542,-36.4562,35.0000,15.0000,16.5763,17.7107,15.4418,1769760300.0024,1887534100.0000
2004-05-13,79.54,80.36,79.09,79.43,16.4052421441,9245900,0.0000,1.0,16.5340,16.3757,55.2275,39.5615,54.8069,-0.1253,0.3361,0.4614,24.8032,-9.1637,40.0000,20.0000,16.5340,17.7644,15.3036,1771416240.0012,1904093500.0000
2004-05-12,79.61,80.88,77.53,80.78,16.6840672341,10114600,0.0000,1.0,16.4920,16.3726,58.1426,28.1335,41.3121,-0.1156,0.3771,0.4927,26.0452,-0.0428,45.0000,25.0000,16.4920,17.7925,15.1915,1780006918.7458,1922585300.0000
2004-05-11,78.42,80.0,78.42,79.87,16.4961184697,7949600,0.0000,1.0,16.4329,16.3398,56.6783,27.9654,22.5655,-0.1261,0.3956,0.5216,27.3526,-1.3895,50.0000,30.0000,16.4329,17.7989,15.0670,1760985432.1747,1902356100.0000
2004-05-10,78.4,79.29,76.85,77.53,16.0128216471,13437200,0.0000,1.0,16.3793,16.3233,52.6301,39.8454,20.5230,-0.1206,0.4325,0.5531,28.5046,-29.7578,55.0000,35.0000,16.3793,17.8136,14.9451,1747702556.2276,1886456900.0000
2004-05-07,80.63,81.93,79.75,79.82,16.4857916145,7020200,0.0000,1.0,16.3656,16.3560,57.6374,53.1557,40.8078,-0.0606,0.5227,0.5833,29.8812,27.3397,60.0000,40.0000,16.3656,17.8187,14.9124,1759597782.4657,1913331300.0000
2004-05-06,82.09,82.64,80.03,80.97,16.7233092838,8708200,0.0000,1.0,16.3255,16.3424,60.3779,52.3569,58.2053,-0.0165,0.5819,0.5984,30.5408,45.2560,65.0000,45.0000,16.3255,17.8071,14.8439,1772736505.4050,1927371700.0000
2004-05-05,82.79,83.45,82.21,82.87,17.1157297807,5664900,0.0000,1.0,16.2525,16.3023,65.2473,43.5466,60.4539,0.0223,0.6249,0.6026,31.1510,81.6544,70.0000,0.0000,16.2525,17.7913,14.7137,1777607759.0421,1944788100.0000
2004-05-04,81.73,83.35,81.23,82.73,17.0868145862,9338800,0.0000,1.0,16.1619,16.2166,65.0500,38.0889,38.4114,0.0337,0.6307,0.5970,31.0916,82.9962,75.0000,5.0000,16.1619,17.7001,14.6238,1776876804.2029,1933458300.0000
2004-05-03,79.5,82.14,79.342,81.85,16.905061935,8813500,0.0000,1.0,16.0731,16.1250,63.8235,49.7499,31.7745,0.0433,0.6319,0.5886,31.0467,67.3540,80.0000,0.0000,16.0731,17.5924,14.5539,1769123838.1668,1914780700.0000
2004-04-30,81.85,82.6,79.78,80.03,16.5291644063,10465700,0.0000,1.0,15.9897,16.0429,61.1445,68.0709,44.0810,0.0650,0.6427,0.5777,31.2136,70.3287,85.0000,0.0000,15.9897,17.5003,14.4791,1755150755.2470,1897153700.0000
2004-04-29,83.2,84.3,81.24,82.03,16.9422386136,10482400,0.0000,1.0,15.9093,15.9918,66.2675,82.9983,73.3943,0.1240,0.6855,0.5615,31.2479,117.0283,90.0000,5.0000,15.9093,17.4668,14.3518,1772370914.1131,1918085100.0000
2004-04-28,83.65,84.65,82.93,83.29,17.2024753643,9589000,0.0000,1.0,15.7777,15.8917,69.7660,88.2995,86.7374,0.1576,0.6881,0.5305,30.7948,165.5553,95.0000,0.0000,15.7777,17.4072,14.1481,1782510752.0228,1939049900.0000
2004-04-27,81.3,84.75,81.19,83.95,17.3387898527,15431600,0.0000,1.0,15.6390,15.7537,71.6483,84.2936,88.8633,0.1637,0.6548,0.4911,29.6924,199.0273,100.0000,0.0000,15.6390,17.2316,14.0464,1793660752.0140,1958227900.0000
2004-04-26,80.08,82.47,79.9,81.58,16.849296917,9795300,0.0000,1.0,15.4785,15.5869,68.7744,70.2294,89.2979,0.1388,0.5890,0.4502,28.5321,178.2628,90.0000,0.0000,15.4785,16.9988,13.9582,1776668653.1358,1927364700.0000
2004-04-23,81.72,82.9,81.19,82.14,16.964957695,10344100,0.0000,1.0,15.3259,15.4540,70.3757,54.0331,74.7197,0.1307,0.5462,0.4155,27.6037,210.4201,95.0000,0.0000,15.3259,16.8777,13.7741,1770646639.9070,1946955300.0000
2004-04-22,77.719,83.15,76.01,82.59,17.0578993917,26168300,0.0000,1.0,15.1760,15.2950,71.6493,42.3177,46.6707,0.0891,0.4719,0.3828,26.1179,178.6357,100.0000,0.0000,15.1760,16.6422,13.7098,1768347951.0233,1967643500.0000
2004-04-21,74.53,74.86,73.37,74.78,15.4448446121,11166800,0.0000,1.0,15.0072,15.1094,59.5930,45.3565,40.7090,0.0001,0.3607,0.3606,24.5539,40.6813,95.0000,0.0000,15.0072,16.3393,13.6751,1724221013.7651,1915306900.0000
2004-04-20,76.25,76.8764,73.93,73.97,15.2775495581,7366700,0.0000,1.0,14.9118,15.0741,57.8259,47.2182,39.5735,0.0173,0.3778,0.3605,24.3531,57.1996,100.0000,5.0000,14.9118,16.3720,13.4515,1704285652.6919,1892973300.0000
2004-04-19,75.05,76.15,74.61,76.0,15.6968198785,5838100,0.0000,1.0,14.8299,15.0526,64.5464,49.9054,55.7870,0.0549,0.4111,0.3562,23.8609,74.9779,80.0000,10.0000,14.8299,16.3798,13.2799,1718619014.6817,1907706700.0000
2004-04-16,75.73,75.74,74.42,74.86,15.4613675804,6024500,0.0000,1.0,14.7504,14.9848,62.2029,51.1454,46.2941,0.0626,0.4050,0.3425,23.5312,71.4212,85.0000,15.0000,14.7504,16.2773,13.2235,1709217399.1005,1896030500.0000
2004-04-15,75.44,75.99,74.85,75.36,15.5646361322,5813200,0.0000,1.0,14.6934,14.9347,63.9646,60.4384,47.6350,0.0885,0.4153,0.3268,23.2937,86.9975,90.0000,20.0000,14.6934,16.1947,13.1920,1713233732.4339,1908079500.0000
2004-04-14,74.19,75.79,73.8,75.06,15.5026750011,5773000,0.0000,1.0,14.6339,14.8684,63.3733,74.1992,59.5072,0.1072,0.4119,0.3047,22.8375,86.9293,95.0000,25.0000,14.6339,16.0859,13.1818,1714457564.0107,1896453100.0000
2004-04-13,76.6,76.68,74.07,74.68,15.4241909017,6987800,0.0000,1.0,14.5601,14.8016,62.6356,84.5333,74.1731,0.1300,0.4079,0.2779,22.4063,104.1072,100.0000,30.0000,14.5601,15.9776,13.1427,1711382498.6853,1884907100.0000
2004-04-12,75.99,76.53,75.34,76.2,15.7381272993,5263800,0.0000,1.0,14.4893,14.7361,67.8272,90.4321,88.9174,0.1594,0.4048,0.2454,21.8290,141.7744,100.0000,35.0000,14.4893,15.8680,13.1106,1718825442.7477,1898882700.0000
2004-04-08,75.57,76.22,74.86,75.94,15.6844276523,7681300,0.0000,1.0,14.4163,14.6306,67.3880,92.5286,90.5094,0.1575,0.3630,0.2055,20.6110,164.2397,100.0000,40.0000,14.4163,15.6719,13.1607,1714136679.7208,1888355100.0000
2004-04-07,74.12,74.75,73.57,73.9,15.2630919608,6140200,0.0000,1.0,14.3285,14.5197,63.6931,94.6991,91.8694,0.1437,0.3098,0.1661,19.3885,155.4042,100.0000,45.0000,14.3285,15.4562,13.2009,1705099856.1904,1872992500.0000
2004-04-06,73.57,74.39,73.3,74.1,15.3043993816,5128200,0.0000,1.0,14.2724,14.4414,64.3724,94.5243,95.2071,0.1501,0.2804,0.1302,18.4037,188.6417,100.0000,50.0000,14.2724,15.3171,13.2278,1710511557.8884,1885272900.0000
2004-04-05,73.67,74.39,73.31,74.13,15.3105954947,4082400,0.0000,1.0,14.2310,14.3506,64.4704,93.7376,97.0208,0.1418,0.2345,0.0927,17.4463,225.6146,100.0000,55.0000,14.2310,15.1690,13.2931,1705712691.8275,1895529300.0000
2004-04-02,73.21,74.1,72.76,73.77,15.2362421374,8489800,0.0000,1.0,14.1866,14.2495,63.8430,92.1061,91.3450,0.1146,0.1718,0.0572,16.4339,248.1197,100.0000,60.0000,14.1866,14.9904,13.3828,1701479091.8246,1887364500.0000
2004-04-01,69.0609,72.25,69.06,72.25,14.9223057398,13912000,0.0000,1.0,14.1406,14.1456,61.0869,90.5506,92.8470,0.0684,0.0970,0.0286,15.4283,169.5964,100.0000,65.0000,14.1406,14.7891,13.4920,1692862578.3910,1870384900.0000
2004-03-31,70.0,70.13,69.18,69.28,14.3088905419,6112000,0.0000,1.0,14.0953,14.0639,54.6736,84.0177,92.1263,0.0205,0.0320,0.0115,14.7860,87.7815,15.0000,70.0000,14.0953,14.6368,13.5538,1665038578.3910,1842560900.0000
2004-03-30,68.13,69.88,67.91,69.86,14.428682062,6280300,0.0000,1.0,14.0779,14.0381,56.3980,70.2176,86.6785,0.0047,0.0110,0.0063,14.6970,75.9844,20.0000,75.0000,14.0779,14.6132,13.5426,1674689104.7028,1854784900.0000
2004-03-29,67.49,68.49,67.4,68.41,14.1292032617,6392900,0.0000,1.0,14.0582,13.9970,52.8673,53.0050,73.2483,-0.0333,-0.0281,0.0052,14.6805,1.9962,25.0000,80.0000,14.0582,14.5688,13.5475,1662383542.2679,1842224300.0000
2004-03-26,67.35,67.75,66.8,66.8,13.7966785248,5308000,0.0000,1.0,14.0666,13.9830,48.4655,36.0360,50.7261,-0.0606,-0.0471,0.0135,15.1207,-68.3457,30.0000,85.0000,14.0666,14.5872,13.5460,1651474556.9476,1829438500.0000
2004-03-25,66.8,67.75,66.09,67.63,13.9681043209,7130500,0.0000,1.0,14.0862,14.0027,50.7885,28.1543,35.0406,-0.0655,-0.0368,0.0286,15.8532,-73.7152,35.0000,90.0000,14.0862,14.5941,13.5784,1662090556.9476,1840054500.0000
2004-03-24,65.56,66.62,65.11,66.24,13.6810177468,8032600,0.0000,1.0,14.0955,14.0063,46.7260,33.6123,22.3412,-0.0857,-0.0407,0.0450,16.6243,-171.3774,40.0000,95.0000,14.0955,14.6012,13.5899,1649891388.2695,1825793500.0000
2004-03-23,66.44,66.57,64.79,65.54,13.5364417742,9260400,0.0000,1.0,14.1055,14.0405,44.5355,52.0126,27.0812,-0.0821,-0.0157,0.0664,17.1398,-218.1427,45.0000,100.0000,14.1055,14.5853,13.6256,1641911984.2950,1809728300.0000
2004-03-22,67.79,68.0,65.08,66.04,13.639710326,10178200,0.0000,1.0,14.1225,14.0936,45.8138,66.5578,51.4143,-0.0559,0.0311,0.0870,17.6631,-194.8078,50.0000,100.0000,14.1225,14.5406,13.7044,1644825368.5686,1828249100.0000
2004-03-19,69.18,69.58,68.23,68.3,14.1064841803,6902200,0.0000,1.0,14.1399,14.1414,52.2540,64.8463,77.5424,-0.0211,0.0798,0.1009,18.3081,24.8747,55.0000,15.0000,14.1399,14.5012,13.7786,1651796738.4328,1848605500.0000
2004-03-18,69.13,69.41,68.51,69.34,14.3212827681,5212400,0.0000,1.0,14.1499,14.1451,55.6755,47.6512,70.7166,-0.0128,0.0934,0.1062,18.3213,64.1895,60.0000,20.0000,14.1499,14.5179,13.7819,1664169571.0307,1862409900.0000
2004-03-17,68.0,69.61,67.67,69.6,14.3749824151,5844500,0.0000,1.0,14.1405,14.1265,56.5550,30.8903,46.2800,-0.0220,0.0874,0.1094,18.2023,52.0360,65.0000,25.0000,14.1405,14.5000,13.7810,1655366406.5911,1872834700.0000
2004-03-16,68.28,68.5,67.25,67.92,14.0280000809,6390500,0.0000,1.0,14.1294,14.1003,51.8898,23.7104,25.9571,-0.0418,0.0731,0.1149,18.0770,-66.1866,70.0000,30.0000,14.1294,14.4725,13.7862,1643797911.7436,1861145700.0000
2004-03-15,69.22,69.46,67.63,67.82,14.0073463706,6277900,0.0000,1.0,14.1426,14.1080,51.5959,25.8188,20.4338,-0.0363,0.0891,0.1254,18.2917,-26.0970,75.0000,35.0000,14.1426,14.4895,13.7957,1642877679.7501,1848364700.0000
2004-03-12,67.6,69.15,67.51,69.13,14.2779099764,6169200,0.0000,1.0,14.1506,14.1186,55.8415,35.1703,24.7404,-0.0241,0.1103,0.1344,18.3514,4.2550,80.0000,40.0000,14.1506,14.4920,13.8092,1652826264.4493,1860920500.0000
2004-03-11,68.18,68.79,67.3,67.44,13.9288622712,9279700,0.0000,1.0,14.1515,14.1018,50.8888,49.1491,32.2821,-0.0323,0.1082,0.1405,18.5099,-80.6472,85.0000,45.0000,14.1515,14.4942,13.8088,1640788801.0293,1848582100.0000
2004-03-10,69.9,70.04,68.42,68.47,14.1415954879,9039900,0.0000,1.0,14.1689,14.1200,54.4229,57.6479,48.4884,-0.0090,0.1395,0.1485,18.7873,39.6725,90.0000,50.0000,14.1689,14.4998,13.8380,1655860528.5470,1867141500.0000
2004-03-09,69.46,70.71,69.2,70.09,14.4761855959,8585400,0.0000,1.0,14.1577,14.1177,60.7241,57.1034,66.6767,0.0050,0.1558,0.1508,18.6077,155.1602,95.0000,55.0000,14.1577,14.5064,13.8089,1672824291.5188,1885221300.0000
2004-03-08,69.07,72.04,68.86,69.83,14.4224859489,14345100,0.0000,1.0,14.1312,14.0800,60.0183,47.1800,57.7785,-0.0093,0.1402,0.1495,18.0633,198.8635,100.0000,60.0000,14.1312,14.4589,13.8036,1669754016.0222,1868050500.0000
2004-03-05,67.21,69.79,67.07,69.31,14.315086655,8123800,0.0000,1.0,14.1098,14.0439,58.6049,47.1056,46.8550,-0.0281,0.1238,0.1519,17.4903,49.9675,45.0000,0.0000,14.1098,14.4136,13.8061,1680941389.6105,1839360300.0000
2004-03-04,67.5,68.17,67.32,67.87,14.0176732257,3182800,0.0000,1.0,14.0884,14.0154,54.3605,56.7572,36.9063,-0.0470,0.1119,0.1589,17.5153,-41.6315,50.0000,0.0000,14.0884,14.3918,13.7849,1670428236.6713,1823112700.0000
2004-03-03,67.7,67.92,67.01,67.59,13.9598428367,4723400,0.0000,1.0,14.0637,14.0151,53.4794,71.3422,57.5554,-0.0452,0.1254,0.1707,18.1086,-49.5845,55.0000,5.0000,14.0637,14.4540,13.6734,1668556001.3777,1816747100.0000
2004-03-02,69.02,69.5,67.9,67.95,14.034196194,4294500,0.0000,1.0,14.0377,14.0210,54.7709,71.2259,75.8099,-0.0352,0.1468,0.1820,18.8288,36.2363,60.0000,10.0000,14.0377,14.5124,13.5629,1665960726.6527,1826193900.0000
2004-03-01,68.51,69.34,68.33,69.23,14.2985636867,4289000,0.0000,1.0,14.0136,14.0196,59.6358,56.4692,80.6613,-0.0265,0.1643,0.1908,19.2010,76.3368,65.0000,15.0000,14.0136,14.5333,13.4939,1674012914.1569,1834782900.0000
2004-02-27,68.21,68.877,67.95,68.7,14.1890990218,5155000,0.0000,1.0,13.9898,13.9902,58.1744,34.1591,57.2066,-0.0401,0.1573,0.1974,19.3969,52.5710,70.0000,20.0000,13.9898,14.4986,13.4811,1667303389.4042,1826204900.0000
2004-02-26,67.4,68.644,67.17,68.53,14.1539877142,5811700,0.0000,1.0,13.9732,13.9693,57.7079,23.7093,31.5399,-0.0501,0.1573,0.2074,19.7600,31.5935,75.0000,25.0000,13.9732,14.4765,13.4699,1660930541.5025,1815894900.0000
2004-02-25,67.61,67.67,66.21,67.2,13.8792933663,6775200,0.0000,1.0,13.9535,13.9498,53.8845,23.9086,13.7310,-0.0614,0.1585,0.2199,20.2213,-36.6228,80.0000,30.0000,13.9535,14.4578,13.4492,1651105062.2610,1804271500.0000
2004-02-24,67.58,68.97,67.16,67.19,13.8772279953,7084200,0.0000,1.0,13.9566,13.9572,53.8547,33.6023,25.8572,-0.0495,0.1858,0.2353,21.0491,9.6701,85.0000,35.0000,13.9566,14.4598,13.4534,1646278892.3974,1790721100.0000
2004-02-23,69.23,69.4,67.36,67.73,13.9887580312,6781700,0.0000,1.0,13.9707,13.9656,55.7011,40.7410,32.1377,-0.0295,0.2181,0.2477,21.5210,33.9763,90.0000,40.0000,13.9707,14.4801,13.4614,1659977621.6724,1804889500.0000
2004-02-20,68.97,69.65,68.18,69.265,14.3057924854,6269200,0.0000,1.0,13.9875,13.9632,61.3842,49.8633,42.8119,-0.0102,0.2448,0.2550,21.9308,84.5179,95.0000,45.0000,13.9875,14.5196,13.4553,1668620964.8136,1818452900.0000
2004-02-19,69.19,70.0,68.32,68.43,14.1333340038,4800600,0.0000,1.0,13.9880,13.9272,59.2348,58.9762,47.2733,-0.0145,0.2431,0.2576,21.9975,80.5560,100.0000,0.0000,13.9880,14.5215,13.4545,1662650298.1457,1805914500.0000
2004-02-18,68.85,69.05,68.11,68.52,14.1519223431,4108300,0.0000,1.0,13.9462,13.9055,59.5743,69.0482,59.5045,-0.0063,0.2549,0.2612,22.0043,66.0672,85.0000,5.0000,13.9462,14.5536,13.3388,1670994198.1460,1815515700.0000
2004-02-17,68.96,69.5,68.75,69.2,14.2923675736,3895600,0.0000,1.0,13.9171,13.8795,62.1306,77.4075,70.1507,0.0015,0.2643,0.2628,22.2943,107.7898,90.0000,10.0000,13.9171,14.5380,13.2962,1672043125.8079,1823732300.0000
2004-02-13,69.3,69.9,68.04,68.6,14.1684453114,5426300,0.0000,1.0,13.8936,13.8360,60.7177,82.6733,77.4894,-0.0041,0.2583,0.2624,22.3173,102.5150,95.0000,15.0000,13.8936,14.4910,13.2963,1670484885.8099,1815941100.0000
2004-02-12,68.79,69.95,68.68,69.21,14.2944329447,5769800,0.0000,1.0,13.8733,13.8011,62.9874,85.4185,84.5825,-0.0041,0.2594,0.2635,22.3414,144.3308,100.0000,20.0000,13.8733,14.4595,13.2871,1674802586.8878,1826793700.0000
2004-02-11,67.31,69.21,67.3,69.13,14.2779099764,6634100,0.0000,1.0,13.8396,13.7491,62.8143,86.1384,85.9481,-0.0203,0.2442,0.2645,22.0889,116.9056,30.0000,0.0000,13.8396,14.4021,13.2772,1676710709.7191,1815254100.0000
2004-02-10,67.5,67.87,66.84,67.38,13.9164700449,3379200,0.0000,1.0,13.8031,13.6935,58.8089,80.2925,85.7249,-0.0466,0.2229,0.2695,22.0148,45.1190,35.0000,0.0000,13.8031,14.3413,13.2648,1664553981.9708,1801985900.0000
2004-02-09,67.51,68.17,67.12,67.53,13.9474506105,4184200,0.0000,1.0,13.7692,13.6700,59.3292,65.2764,86.7422,-0.0518,0.2294,0.2812,22.3156,67.3676,40.0000,5.0000,13.7692,14.3576,13.1808,1664225904.3035,1808744300.0000
2004-02-06,67.1,67.85,66.59,67.76,13.9949541443,4890200,0.0000,1.0,13.7266,13.6408,60.1039,42.3402,68.4103,-0.0631,0.2311,0.2942,22.5158,61.2757,45.0000,10.0000,13.7266,14.3774,13.0757,1666058982.3975,1817112700.0000
2004-02-05,65.5,67.54,65.4,67.23,13.8854894794,6994000,0.0000,1.0,13.6922,13.6035,58.9299,27.6875,40.6766,-0.0849,0.2251,0.3099,22.8169,28.2265,50.0000,15.0000,13.6922,14.3552,13.0291,1657675782.4028,1807332300.0000
2004-02-04,64.9,66.6,64.6,65.48,13.524049548,6981700,0.0000,1.0,13.6712,13.5738,54.7535,25.6812,17.9337,-0.1059,0.2253,0.3311,23.2207,-33.5312,55.0000,20.0000,13.6712,14.3350,13.0074,1647740380.5318,1793344300.0000
2004-02-03,65.5,65.96,64.6,65.07,13.4393693355,5967700,0.0000,1.0,13.6679,13.5791,53.7057,31.7174,24.4521,-0.0986,0.2590,0.3576,23.9158,-50.9507,60.0000,25.0000,13.6679,14.3352,13.0006,1649415988.5326,1779380900.0000
2004-02-02,66.7,67.18,65.51,65.62,13.5529647425,6244100,0.0000,1.0,13.6633,13.5938,55.3389,37.0497,34.6578,-0.0752,0.3070,0.3822,24.8404,1.6225,65.0000,0.0000,13.6633,14.3381,12.9884,1653101920.8850,1791316300.0000
2004-01-30,66.76,67.85,65.96,66.93,13.8235283483,7804600,0.0000,1.0,13.6362,13.5981,59.4280,42.8387,36.0423,-0.0488,0.3522,0.4011,25.4878,47.0845,70.0000,5.0000,13.6362,14.3676,12.9048,1663944968.7893,1803804500.0000
2004-01-29,66.86,67.49,65.13,67.09,13.8565742849,8962200,0.0000,1.0,13.6122,13.5743,59.9419,56.7301,40.4491,-0.0360,0.3772,0.4133,26.0028,36.0098,75.0000,10.0000,13.6122,14.3489,12.8756,1663532026.9898,1819413700.0000
2004-01-28,67.61,67.95,66.0,66.62,13.7595018462,7144900,0.0000,1.0,13.5832,13.5446,58.9512,72.8767,52.0248,-0.0220,0.4003,0.4223,26.6418,54.1900,80.0000,15.0000,13.5832,14.3248,12.8416,1651683694.7882,1801489300.0000
2004-01-27,68.49,68.99,67.5,67.5,13.9412544974,6906100,0.0000,1.0,13.5578,13.5220,61.6637,76.8011,77.7164,0.0061,0.4338,0.4278,26.9982,113.7610,85.0000,20.0000,13.5578,14.3083,12.8073,1656886647.6057,1815779100.0000
