,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV
2020-06-26,50.89,51.28,50.08,50.89,50.4204553026,17762356,0.0000,1.0,47.9693,47.4940,71.8508,67.5719,65.9915,-0.1197,1.7277,1.8473,36.6106,154.3929,20.0000,0.0000,47.9693,50.5766,45.3620,2070080871.1585,2999540049.0000
2020-06-25,48.72,49.54,48.41,49.4,48.9442030252,10268723,0.0000,1.0,47.7043,47.1860,68.1880,72.3215,63.9900,-0.2125,1.6647,1.8772,36.4763,56.9324,25.0000,0.0000,47.7043,50.3385,45.0700,2063864046.5606,2981777693.0000
2020-06-24,49.8,50.45,48.65,48.77,48.3200158206,13009019,0.0000,1.0,47.4405,47.0009,66.4335,76.7496,72.7341,-0.2199,1.7105,1.9304,36.7822,68.5193,30.0000,0.0000,47.4405,50.5406,44.3403,2056139785.8955,2971508970.0000
2020-06-23,49.59,50.32,49.1,49.8,49.3405123614,12289349,0.0000,1.0,47.2039,46.8620,72.6572,74.3419,80.2404,-0.1777,1.8076,1.9853,36.9760,90.4447,35.0000,5.0000,47.2039,50.6966,43.7113,2067414269.0285,2984517989.0000
2020-06-22,48.34,49.32,48.01,49.16,48.7064174234,9223483,0.0000,1.0,46.8774,46.6011,71.0566,66.4240,77.2743,-0.2284,1.8014,2.0298,36.9393,57.7354,40.0000,0.0000,46.8774,50.7142,43.0406,2065601086.3892,2972228640.0000
2020-06-19,48.73,48.95,47.42,48.29,47.8444446171,36555733,0.0000,1.0,46.5870,46.3795,68.6897,55.1185,65.5111,-0.2551,1.8317,2.0869,37.1572,40.8487,45.0000,5.0000,46.5870,50.6957,42.4783,2058630667.9388,2963005157.0000
2020-06-18,48.55,49.09,48.18,48.44,47.9930606182,11344046,0.0000,1.0,46.2913,46.2253,69.6223,44.0585,56.4867,-0.2191,1.9316,2.1507,37.4865,56.9651,50.0000,10.0000,46.2913,50.8246,41.7580,2053613214.3904,2999560890.0000
2020-06-17,48.26,49.1,48.21,48.43,47.9831528848,9692410,0.0000,1.0,46.0000,46.0393,69.5961,32.6103,43.3577,-0.1896,2.0159,2.2054,37.4310,63.1556,55.0000,15.0000,46.0000,50.7994,41.2007,2058474948.3897,2988216844.0000
2020-06-16,48.49,48.73,47.54,48.12,47.6760131492,9643795,0.0000,1.0,45.6940,45.8346,68.8056,25.6627,32.3310,-0.1577,2.0951,2.2528,37.3566,56.6309,60.0000,20.0000,45.6940,50.7236,40.6643,2063375605.1317,2978524434.0000
2020-06-15,46.94,48.12,46.64,47.89,47.4481352809,12466094,0.0000,1.0,45.4082,45.6408,68.2231,26.8424,22.1423,-0.0952,2.1970,2.2922,37.3631,47.0694,65.0000,0.0000,45.4082,50.6017,40.2147,2063618726.0148,2968880639.0000
2020-06-12,48.39,48.83,46.85,47.66,47.2202574125,10056507,0.0000,1.0,45.1146,45.4506,67.6494,36.2719,22.5147,0.0023,2.3184,2.3160,37.5124,59.4103,70.0000,0.0000,45.1146,50.4749,39.7542,2055027228.7979,2956414545.0000
2020-06-11,49.43,49.82,47.69,47.94,47.4976739479,10563926,0.0000,1.0,44.8289,45.2643,69.0922,47.8615,35.8703,0.1473,2.4627,2.3155,37.5684,85.2623,75.0000,5.0000,44.8289,50.3174,39.3403,2056855684.6166,2966471052.0000
2020-06-10,50.25,50.34,49.07,49.25,48.7955870241,10545920,0.0000,1.0,44.5066,45.0292,76.3280,55.5797,50.4309,0.3043,2.5829,2.2786,37.2145,124.3560,80.0000,10.0000,44.5066,50.0866,38.9265,2064939815.7804,2977034978.0000
2020-06-09,48.87,50.0,48.57,49.75,49.2909736944,9699811,0.0000,1.0,44.1401,44.6327,79.3408,62.6062,57.2834,0.3640,2.5666,2.2026,36.0939,140.6628,85.0000,15.0000,44.1401,49.5038,38.7765,2072496341.1347,2987580898.0000
2020-06-08,48.3,49.05,47.84,48.72,48.2704771536,12182638,0.0000,1.0,43.7553,44.1424,77.6113,71.5085,59.0247,0.3464,2.4580,2.1116,34.9658,138.5217,90.0000,20.0000,43.7553,48.6712,38.8395,2066188072.4419,2977881087.0000
2020-06-05,49.24,49.7,48.24,48.82,48.3695544876,16332639,0.0000,1.0,43.4226,43.7078,78.2152,80.7060,71.5105,0.3625,2.3875,2.0250,33.9277,178.6426,95.0000,25.0000,43.4226,47.9571,38.8881,2060650509.7128,2990063725.0000
2020-06-04,51.34,51.88,48.8,49.36,48.9045720915,32274632,0.0000,1.0,43.0463,43.2171,81.4672,86.4483,83.9902,0.3184,2.2528,1.9344,32.6114,266.8944,100.0000,0.0000,43.0463,47.0997,38.9929,2064006531.4255,3006396364.0000
2020-06-03,46.35,46.72,46.08,46.45,46.0214216704,7599225,0.0000,1.0,42.6226,42.6185,76.4558,85.8115,86.6172,0.1388,1.9935,1.8548,30.9085,174.8063,100.0000,0.0000,42.6226,45.8190,39.4262,2084544933.6079,2974121732.0000
2020-06-02,45.24,46.23,45.14,45.98,45.5557582003,9959126,0.0000,1.0,42.3119,42.2603,75.4366,86.2255,88.7376,0.1071,1.9272,1.8201,30.0323,175.9522,100.0000,0.0000,42.3119,45.3294,39.2945,2083357554.7024,2966522507.0000
2020-06-01,45.4,45.97,45.01,45.2,44.7829549947,8934883,0.0000,1.0,42.0004,41.9134,73.6375,81.3352,82.0797,0.0686,1.8619,1.7933,29.2396,181.0038,100.0000,0.0000,42.0004,44.8982,39.1026,2077966835.1251,2956563381.0000
2020-05-29,44.3,45.65,43.88,45.54,45.1198179305,18741857,0.1600,1.0,41.6988,41.6113,75.9408,81.2419,87.8593,0.0541,1.8302,1.7761,28.4751,179.5273,100.0000,0.0000,41.6988,44.6306,38.7670,2083364993.6043,2965498264.0000
2020-05-28,44.14,44.98,44.01,44.23,43.6684802421,12476814,0.0000,1.0,41.4090,41.2420,72.4084,74.9879,74.0665,-0.0338,1.7288,1.7626,27.7567,147.9383,100.0000,5.0000,41.4090,44.0636,38.7545,2066952632.9532,2946756407.0000
2020-05-27,43.3,44.18,42.86,44.15,43.5894958781,8706456,0.0000,1.0,41.1523,40.9866,72.1973,75.5029,81.7998,-0.0490,1.7220,1.7710,27.2356,119.2646,95.0000,10.0000,41.1523,43.8753,38.4293,2073769861.2207,2934279593.0000
2020-05-26,43.99,44.28,43.31,43.36,42.8095252837,9548905,0.0000,1.0,40.9021,40.7126,70.0481,70.2141,69.0973,-0.0869,1.6964,1.7833,26.9363,121.7718,100.0000,15.0000,40.9021,43.6031,38.2010,2065459153.2207,2925573137.0000
2020-05-22,42.25,43.5,42.21,43.45,42.8983826932,9879658,0.0000,1.0,40.7179,40.4918,70.6391,71.9648,75.6117,-0.0867,1.7183,1.8050,26.3252,100.1558,100.0000,20.0000,40.7179,43.3755,38.0604,2074023635.0248,2935122042.0000
2020-05-21,42.75,42.93,42.24,42.47,41.9308242343,8254242,0.0000,1.0,40.5155,40.2385,67.8316,70.2459,65.9332,-0.1143,1.7124,1.8267,25.9242,81.4768,95.0000,25.0000,40.5155,43.0934,37.9377,2064909841.9861,2925242384.0000
2020-05-20,43.0,43.34,42.44,42.71,42.1677773263,9282465,0.0000,1.0,40.2904,40.0604,69.3749,70.9654,74.3496,-0.0770,1.7783,1.8553,25.6928,102.6171,100.0000,30.0000,40.2904,43.1096,37.4713,2067661255.9861,2933496626.0000
2020-05-19,42.46,43.18,42.39,42.4,41.8617129158,13574025,0.0000,1.0,40.0702,39.8385,68.4954,63.1485,70.4548,-0.0620,1.8125,1.8745,25.3215,103.7663,100.0000,0.0000,40.0702,42.9556,37.1849,2071374241.9854,2924214161.0000
2020-05-18,42.6,42.9,42.33,42.5,41.9604433708,8882200,0.0000,1.0,39.8338,39.6256,69.1036,57.1160,68.0920,-0.0290,1.8610,1.8900,24.9815,111.0963,100.0000,0.0000,39.8338,42.8646,36.8030,2084604620.7829,2937788186.0000
2020-05-15,41.46,42.47,41.38,42.11,41.5753945963,13183200,0.0000,1.0,39.5939,39.3798,68.0525,55.0256,50.8988,-0.0116,1.8857,1.8973,24.7114,94.9906,85.0000,0.0000,39.5939,42.6726,36.5152,2088188666.3969,2928905986.0000
2020-05-14,41.31,42.09,40.81,42.04,41.5062832778,11165410,0.0000,1.0,39.3643,39.1487,67.8661,65.5704,52.3573,0.0289,1.9291,1.9002,24.5632,90.0271,90.0000,0.0000,39.3643,42.5019,36.2268,2083713635.2050,2915722786.0000
2020-05-13,41.78,42.38,41.05,41.58,41.0521231849,11042147,0.0000,1.0,39.1264,38.9005,66.6514,78.3924,61.8205,0.0704,1.9634,1.8929,24.5294,102.3409,95.0000,0.0000,39.1264,42.2997,35.9531,2073420522.8614,2904557376.0000
2020-05-12,42.24,42.86,41.78,42.0,41.4667910958,9548369,0.0000,1.0,38.8603,38.6740,68.9109,88.9107,82.5333,0.1495,2.0248,1.8753,24.3647,140.8147,100.0000,5.0000,38.8603,42.2294,35.4912,2075662161.7254,2915599523.0000
2020-05-11,41.88,42.43,41.6,42.13,41.5951406873,13731878,0.0000,1.0,38.5513,38.3801,69.6047,91.9550,90.8234,0.1936,2.0316,1.8380,23.7876,146.5347,95.0000,0.0000,38.5513,42.0391,35.0634,2081320454.4676,2925147892.0000
2020-05-08,41.7,42.44,41.7,42.15,41.6148867783,8946445,0.0000,1.0,38.1875,38.0416,69.7073,92.4520,93.3753,0.2080,1.9976,1.7896,23.2985,155.0952,100.0000,0.0000,38.1875,41.8434,34.5316,2077515235.2640,2938879770.0000
2020-05-07,41.27,41.61,41.06,41.37,40.8447892294,12589041,0.0000,1.0,37.7767,37.6655,67.9578,88.1488,91.6662,0.1856,1.9232,1.7376,22.7295,134.0781,100.0000,0.0000,37.7767,41.6399,33.9135,2075580868.7785,2929933325.0000
2020-05-06,40.64,41.09,40.19,40.95,40.4301213184,11026376,0.0000,1.0,37.3640,37.3308,66.9823,83.8426,92.3146,0.1875,1.8786,1.6911,22.3560,115.3585,100.0000,0.0000,37.3640,41.5758,33.1523,2073978627.1966,2917344284.0000
2020-05-05,39.92,40.76,39.77,40.32,39.808119452,12414258,0.0000,1.0,36.9035,37.0046,65.4850,74.4464,80.4656,0.1923,1.8366,1.6443,22.1117,100.8635,100.0000,0.0000,36.9035,41.6536,32.1533,2066382679.2859,2906317908.0000
2020-05-04,39.28,39.87,39.06,39.83,39.3243402226,10220295,0.0000,1.0,36.4523,36.7095,64.2884,68.1214,78.7476,0.2234,1.8196,1.5962,21.9501,81.7260,75.0000,0.0000,36.4523,41.7012,31.2033,2065003317.2870,2893903650.0000
2020-05-01,38.78,39.47,38.34,39.25,38.7517035836,13894682,0.0000,1.0,35.9379,36.4342,62.8397,61.8054,64.1259,0.2804,1.8208,1.5403,22.0482,69.6194,80.0000,0.0000,35.9379,41.9247,29.9511,2055792434.1389,2883683355.0000
2020-04-30,37.63,39.96,37.55,39.83,39.3243402226,18279465,0.0000,1.0,35.4413,36.1903,65.3585,64.9477,61.4907,0.3838,1.8540,1.4702,22.2773,76.3850,85.0000,5.0000,35.4413,42.0296,28.8530,2047308070.7943,2897578037.0000
2020-04-29,39.45,39.75,38.84,39.03,38.5344965826,17989643,0.0000,1.0,34.8958,35.8604,63.4381,68.6503,59.7996,0.4369,1.8112,1.3743,22.5186,82.7256,90.0000,10.0000,34.8958,41.9011,27.8904,2031000664.2577,2879298572.0000
2020-04-28,39.59,39.9,38.91,39.08,38.5838618101,16170408,0.0000,1.0,34.4530,35.5789,63.6476,74.4090,73.5527,0.5455,1.8106,1.2651,22.1810,91.2337,95.0000,15.0000,34.4530,41.6005,27.3055,2041478148.6455,2897288215.0000
2020-04-27,40.04,40.36,39.56,39.63,39.1268793126,11090183,0.0000,1.0,34.0635,35.2626,65.9226,74.0374,72.5984,0.6498,1.7785,1.1287,21.7922,111.5468,100.0000,20.0000,34.0635,41.1165,27.0105,2052095083.1937,2913458623.0000
2020-04-24,38.85,39.53,38.27,39.35,38.8504340386,16896109,0.0000,1.0,33.5970,34.8558,65.3231,77.2375,77.0758,0.6901,1.6563,0.9662,21.0717,106.8794,100.0000,25.0000,33.5970,40.4808,26.7131,2061244484.1684,2902368440.0000
2020-04-23,38.46,38.84,37.66,37.91,37.4287154867,15276074,0.0000,1.0,33.1433,34.4354,62.0627,79.5686,72.4380,0.7107,1.5044,0.7937,20.5123,99.3906,100.0000,0.0000,33.1433,39.7738,26.5129,2049175834.8831,2885472331.0000
2020-04-22,38.15,38.48,37.92,38.25,37.7643990337,9823860,0.0000,1.0,32.6724,34.1203,63.3998,85.4639,82.1988,0.8174,1.4335,0.6160,20.0978,112.4301,100.0000,0.0000,32.6724,39.3562,25.9886,2057978996.1733,2900748405.0000
2020-04-21,37.51,38.23,37.31,37.61,37.1325241218,12259562,0.0000,1.0,32.1501,33.7367,61.9333,89.9072,84.0692,0.8762,1.2879,0.4117,19.7544,115.9207,95.0000,0.0000,32.1501,38.7930,25.5071,2056224735.4590,2890924545.0000
2020-04-20,37.47,38.32,37.28,37.64,37.1621432583,12664002,0.0000,1.0,31.5937,33.3792,62.0440,93.6673,90.1237,0.9550,1.1476,0.1926,19.4568,132.4434,100.0000,5.0000,31.5937,38.3374,24.8501,2060488930.9364,2903184107.0000
2020-04-17,37.45,37.64,36.99,37.46,36.9844284393,15513645,0.0000,1.0,31.0971,32.9810,61.6533,95.0851,95.5288,0.9951,0.9489,-0.0461,19.1434,145.1746,100.0000,10.0000,31.0971,37.5854,24.6089,2064385546.9355,2890520105.0000
2020-04-16,36.53,37.37,36.29,37.22,36.7474753473,11205781,0.0000,1.0,30.7091,32.5596,61.1467,94.6654,95.3493,0.9945,0.6996,-0.2949,18.9796,164.7801,100.0000,15.0000,30.7091,36.6475,24.7707,2057464074.5509,2875006460.0000
2020-04-15,35.31,36.41,35.08,36.19,35.7305516609,10651525,0.0000,1.0,30.4169,32.1188,58.9348,94.7461,94.3771,0.9389,0.3954,-0.5435,18.8734,165.7595,100.0000,20.0000,30.4169,35.6741,25.1597,2049371010.4957,2863800679.0000
2020-04-14,35.45,35.98,35.27,35.74,35.2862646135,14583117,0.0000,1.0,30.2732,31.7386,57.9410,94.1910,94.2697,0.8830,0.1048,-0.7782,19.0025,175.4570,100.0000,25.0000,30.2732,35.0795,25.4670,2042243298.2779,2853149154.0000
2020-04-13,34.29,35.08,33.96,34.76,34.3187061546,13792283,0.0000,1.0,30.1004,31.3652,55.7242,93.7226,95.5915,0.7766,-0.2224,-0.9990,19.2495,161.3360,100.0000,30.0000,30.1004,34.3946,25.8063,2037519189.9512,2838566037.0000
2020-04-09,33.4,34.1,33.37,33.83,33.4005129232,13558596,0.0000,1.0,30.0624,31.0543,53.5154,85.6718,92.7117,0.6549,-0.5382,-1.1931,19.7480,132.9174,0.0000,35.0000,30.0624,34.2178,25.9071,2031608211.5208,2824773754.0000
2020-04-08,31.85,33.08,31.8,33.01,32.5909231922,12044505,0.0000,1.0,30.0229,30.8073,51.4883,72.2226,92.8646,0.5169,-0.8400,-1.3568,20.5477,88.6448,0.0000,40.0000,30.0229,34.0641,25.9818,2028079261.8746,2811215158.0000
2020-04-07,32.08,32.22,31.56,31.62,31.2185698679,10602487,0.0000,1.0,30.1128,30.6195,47.8241,49.2158,71.4391,0.3555,-1.1305,-1.4860,21.5639,46.8067,0.0000,45.0000,30.1128,34.4475,25.7781,2017352124.6092,2799170653.0000
2020-04-06,30.67,31.32,30.28,31.18,30.7841558659,14731910,0.0000,1.0,30.3310,30.5565,46.6115,36.9349,52.3642,0.2297,-1.3452,-1.5749,22.3613,5.7892,5.0000,50.0000,30.3310,35.2644,25.3976,2026026886.6998,2788568166.0000
2020-04-03,29.15,29.67,28.8,29.41,29.0366268126,10869248,0.0000,1.0,30.5452,30.5325,41.4073,38.3375,23.8441,0.0770,-1.5554,-1.6324,22.9008,-49.5985,0.0000,55.0000,30.5452,35.8935,25.1970,2015261260.1618,2773836256.0000
2020-04-02,28.32,29.41,28.3,29.19,28.8194198116,12007125,0.0000,1.0,30.8898,30.6900,40.7251,57.6878,34.5963,0.0285,-1.6231,-1.6516,22.8619,-63.5407,0.0000,60.0000,30.8898,36.6750,25.1046,2010888574.1855,2762967008.0000
2020-04-01,29.34,29.75,28.48,28.78,28.4146249462,14341767,0.0000,1.0,31.2862,30.8869,39.4774,76.8869,56.5720,-0.0051,-1.6638,-1.6587,22.7193,-68.0044,0.0000,65.0000,31.2862,37.5188,25.0536,2003641030.2670,2750959883.0000
2020-03-31,31.03,31.18,29.94,30.06,29.67837477,15868732,0.0000,1.0,31.7655,31.1471,42.1060,83.1570,81.8951,0.0071,-1.6504,-1.6575,22.6099,-41.6800,5.0000,70.0000,31.7655,38.4957,25.0354,2011207159.3137,2765301650.0000
2020-03-30,30.62,31.54,30.02,31.19,30.7940289114,14951994,0.0000,1.0,32.0943,31.3017,44.5964,74.1399,92.1937,-0.0786,-1.7379,-1.6593,22.8391,-35.1339,10.0000,75.0000,32.0943,39.0240,25.1646,2024004523.8296,2781170382.0000
2020-03-27,29.53,30.87,29.38,30.18,29.796851316,14183240,0.0000,1.0,32.3298,31.3551,41.6668,51.3154,75.3822,-0.2983,-1.9379,-1.6396,23.1000,-56.4666,15.0000,80.0000,32.3298,39.3856,25.2739,2015938316.5406,2766218388.0000
2020-03-26,28.48,30.27,28.48,30.16,29.777105225,14334084,0.0000,1.0,32.5500,31.5192,41.6087,29.9320,54.8438,-0.4984,-2.0634,-1.5650,23.1415,-74.3530,20.0000,85.0000,32.5500,39.5505,25.5494,2014891231.7082,2752035148.0000
2020-03-25,27.66,29.48,27.12,28.37,28.0098300807,18486127,0.0000,1.0,32.7829,31.7025,36.2080,13.0215,23.7200,-0.7513,-2.1917,-1.4404,22.9728,-115.3136,25.0000,90.0000,32.7829,39.7085,25.8573,2002318878.7028,2737701064.0000
2020-03-24,27.37,27.88,26.24,27.67,27.3187168958,24055034,0.0000,1.0,33.1853,32.0913,33.9380,8.5618,11.2321,-0.8909,-2.1435,-1.2526,22.5087,-160.7800,30.0000,95.0000,33.1853,39.8864,26.4842,2001222244.0502,2719214937.0000
2020-03-23,27.25,27.64,26.02,26.34,26.0056018444,18502766,0.0000,1.0,33.6109,32.5936,29.4036,13.4680,4.1122,-0.9507,-1.9806,-1.0299,21.3935,-210.9273,35.0000,100.0000,33.6109,39.8317,27.3902,1983327645.5846,2695159903.0000
2020-03-20,29.5,30.2,27.21,27.58,27.2298594863,24947130,0.0000,1.0,34.1415,33.2871,31.3069,23.4952,10.3412,-0.8178,-1.6100,-0.7922,20.1209,-209.8939,0.0000,100.0000,34.1415,39.4152,28.8679,1994520676.8681,2713662669.0000
2020-03-19,31.47,31.49,29.45,29.6,29.2242146771,19461376,0.0000,1.0,34.6571,33.9247,34.7921,32.9317,25.9505,-0.6505,-1.2383,-0.5877,18.9688,-190.9301,5.0000,100.0000,34.6571,39.0737,30.2406,2013293600.7805,2738609799.0000
2020-03-18,31.62,32.85,30.2,31.3,30.9026324119,20304824,0.0000,1.0,35.0479,34.4195,38.1913,32.7011,34.1940,-0.5238,-0.9489,-0.4251,18.1608,-174.3017,10.0000,100.0000,35.0479,38.8067,31.2892,2029893009.7214,2758071175.0000
2020-03-17,32.76,33.94,32.32,33.28,32.8574954207,14020415,0.0000,1.0,35.3470,34.7897,42.8204,29.5509,38.6507,-0.4424,-0.7366,-0.2942,17.4625,-122.7469,15.0000,95.0000,35.3470,38.6647,32.0293,2033340998.7021,2778375999.0000
2020-03-16,30.88,33.35,30.58,32.24,31.8306986888,17099763,0.0000,1.0,35.5650,34.9931,39.1395,26.3464,25.2587,-0.4704,-0.6540,-0.1836,17.2114,-195.0234,20.0000,100.0000,35.5650,38.7708,32.3591,2030744625.5537,2764355584.0000
2020-03-13,34.55,34.81,32.99,33.99,33.5584816511,20972148,0.0000,1.0,35.8476,35.3260,43.6292,30.5190,24.7432,-0.3685,-0.4345,-0.0659,16.7106,-132.8343,25.0000,95.0000,35.8476,38.6590,33.0361,2027349365.7525,2781455347.0000
2020-03-12,32.74,35.04,32.51,33.03,32.6106692832,17224840,0.0000,1.0,35.9971,35.5120,40.0450,37.4798,29.0372,-0.3501,-0.3239,0.0262,16.8249,-181.9290,30.0000,100.0000,35.9971,38.6173,33.3769,2025275197.2700,2760483199.0000
2020-03-11,35.15,35.74,34.36,34.83,34.3878174731,13056788,0.0000,1.0,36.1920,35.8174,45.1595,45.6417,37.7765,-0.1952,-0.0815,0.1137,16.9453,-121.3317,35.0000,90.0000,36.1920,38.3068,34.0773,2035419470.6302,2777708039.0000
2020-03-10,36.49,36.61,35.0,36.04,35.5824559784,15419023,0.0000,1.0,36.2633,35.9679,49.1700,57.6236,45.6258,-0.1145,0.0481,0.1625,17.6579,-63.3882,40.0000,95.0000,36.2633,38.2203,34.3062,2039582504.4846,2790764827.0000
2020-03-09,34.02,36.13,33.64,35.52,35.0690576125,15593959,0.0000,1.0,36.2541,36.0085,47.2577,70.5003,53.5229,-0.1000,0.0911,0.1911,18.5391,-124.9080,45.0000,100.0000,36.2541,38.2254,34.2827,2035081299.0133,2775345804.0000
2020-03-06,35.71,36.79,35.59,36.39,35.9280125709,12849857,0.0000,1.0,36.2794,36.1074,50.2632,79.3421,73.7220,-0.0191,0.1970,0.2161,19.3914,-39.1244,0.0000,75.0000,36.2794,38.2016,34.3573,2027127753.6595,2790939763.0000
2020-03-05,37.48,38.22,37.07,37.22,36.7474753473,11816775,0.0000,1.0,36.3503,36.1262,53.3375,73.0473,84.2559,0.0210,0.2419,0.2209,19.7876,56.6799,5.0000,80.0000,36.3503,38.3193,34.3813,2022844467.9936,2803789620.0000
2020-03-04,37.32,38.54,37.14,38.49,38.0013521257,13445437,0.0000,1.0,36.3372,36.0608,58.5426,54.3113,80.0484,-0.0035,0.2121,0.2157,19.5145,107.7870,0.0000,85.0000,36.3372,38.2989,34.3754,2031578606.0368,2815606395.0000
2020-03-03,35.73,37.42,35.66,36.72,36.2538230724,18838655,0.0000,1.0,36.2754,35.8566,52.3912,31.6130,54.8375,-0.1731,0.0435,0.2165,19.1922,-10.3352,5.0000,0.0000,36.2754,38.0963,34.4544,2019093557.3940,2802160958.0000
2020-03-02,34.62,35.97,34.28,35.96,35.5034716144,13131255,0.0000,1.0,36.1525,35.8148,49.3241,15.0308,28.0480,-0.2543,0.0055,0.2598,19.1955,-89.1767,10.0000,0.0000,36.1525,38.2700,34.0351,2015240196.1435,2783322303.0000
2020-02-28,34.09,34.77,33.71,34.64,34.2002296086,16824887,0.1600,1.0,36.0265,35.8475,43.2965,8.9294,11.9535,-0.2901,0.0333,0.3234,19.7125,-144.8822,15.0000,5.0000,36.0265,38.5457,33.5072,2002264340.6110,2770191048.0000
2020-02-27,36.15,36.45,35.01,35.04,34.436093261,16142639,0.0000,1.0,36.0392,36.0209,44.2004,13.4032,5.0911,-0.1949,0.2010,0.3959,20.7435,-82.0764,20.0000,10.0000,36.0392,38.5237,33.5548,1989566312.6869,2787015935.0000
2020-02-26,36.81,37.18,36.42,36.69,36.0576558718,11918253,0.0000,1.0,36.0166,36.1877,51.1789,25.5590,9.7435,-0.0565,0.3882,0.4447,21.2932,6.8112,25.0000,15.0000,36.0166,38.5664,33.4669,2005036341.7299,2803158574.0000
2020-02-25,37.31,37.63,36.39,36.46,35.8316198715,15856600,0.0000,1.0,35.9930,36.2014,50.1363,39.5888,25.3750,-0.0025,0.4563,0.4588,21.0641,12.9081,30.0000,20.0000,35.9930,38.5496,33.4365,2008486362.3354,2791240321.0000
2020-02-24,37.63,37.87,36.97,37.26,36.6178320464,18961746,0.0000,1.0,35.9449,36.2404,53.9426,49.7158,41.5585,0.1001,0.5596,0.4594,20.8230,49.1717,35.0000,25.0000,35.9449,38.5476,33.3422,2022552701.0452,2807096921.0000
2020-02-21,37.34,38.94,37.15,38.2,37.5416313519,14697287,0.0000,1.0,35.8515,36.2006,58.9370,59.4950,51.8330,0.1688,0.6032,0.4344,20.2090,97.5464,40.0000,30.0000,35.8515,38.4848,33.2183,2029294655.1791,2826058667.0000
2020-02-20,37.34,37.87,37.22,37.69,37.0404210904,8940335,0.0000,1.0,35.7243,36.0595,56.8792,70.1863,55.7560,0.1639,0.5561,0.3922,19.4488,78.3581,45.0000,35.0000,35.7243,38.2628,33.1857,2026749314.9730,2811361380.0000
2020-02-19,38.03,38.05,37.52,37.53,36.8831786555,7598473,0.0000,1.0,35.6358,35.9562,56.2254,76.9402,70.8960,0.1877,0.5389,0.3512,18.9978,94.2095,50.0000,40.0000,35.6358,38.1071,33.1645,2022760550.1282,2802421045.0000
2020-02-18,38.28,38.63,37.76,37.87,37.2173188298,15224169,0.0000,1.0,35.5469,35.8586,58.0007,70.8746,83.9068,0.2209,0.5252,0.3043,18.3358,132.8491,55.0000,45.0000,35.5469,37.9596,33.1342,2030072288.2976,2810019518.0000
2020-02-14,37.57,38.23,37.31,38.14,37.4826654388,10998700,0.0000,1.0,35.4461,35.7156,59.4161,54.8913,76.0177,0.2169,0.4659,0.2490,17.4895,141.6793,60.0000,50.0000,35.4461,37.7366,33.1557,2041446667.4341,2825243687.0000
2020-02-13,37.05,37.27,36.7,37.19,36.5490384811,7317878,0.0000,1.0,35.3370,35.5296,55.8118,41.3361,52.6994,0.1618,0.3566,0.1948,16.7208,97.3218,65.0000,55.0000,35.3370,37.4283,33.2458,2032599887.0000,2814244987.0000
2020-02-12,36.64,37.5,36.61,37.15,36.5097278724,11499278,0.0000,1.0,35.2456,35.4223,55.6542,41.2632,35.9569,0.1525,0.3068,0.1543,16.2252,113.7080,70.0000,60.0000,35.2456,37.2759,33.2154,2027336150.1933,2806927109.0000
2020-02-11,36.2,36.67,36.06,36.44,35.8119645671,9380297,0.0000,1.0,35.1572,35.3079,52.8178,49.9379,35.3520,0.1267,0.2429,0.1162,15.7035,63.6120,75.0000,65.0000,35.1572,37.1122,33.2022,2024881248.1476,2795427831.0000
2020-02-10,36.18,36.23,35.49,36.02,35.3992031753,11638086,0.0000,1.0,35.0732,35.2548,51.0586,61.3570,52.4808,0.1442,0.2288,0.0846,15.4400,25.1954,80.0000,70.0000,35.0732,37.0527,33.0936,2022574617.7390,2786047534.0000
2020-02-07,35.83,36.87,35.8,36.2,35.5761009147,18990660,0.0000,1.0,35.0176,35.2396,51.8456,61.6561,61.9808,0.2010,0.2495,0.0485,15.3230,63.5189,85.0000,75.0000,35.0176,37.0196,33.0156,2017541931.9007,2797685620.0000
2020-02-06,37.73,39.04,37.53,38.0,37.3450783082,24981566,0.0000,1.0,34.9675,35.2042,60.7402,51.9194,69.6096,0.2560,0.2543,-0.0017,15.0364,250.4414,90.0000,80.0000,34.9675,36.9613,32.9738,2022333967.6007,2816676280.0000
2020-02-05,36.86,37.45,36.6102,37.125,36.4851587419,25896732,0.0000,1.0,34.8496,34.9788,57.3622,36.1937,53.3780,0.1423,0.0765,-0.0657,13.7002,191.6764,95.0000,85.0000,34.8496,36.5196,33.1796,2031764095.1652,2791694714.0000
2020-02-04,35.1,39.25,34.33,37.41,36.7652468292,46298187,0.0000,1.0,34.7756,34.8203,58.9312,23.8230,32.7705,0.0375,-0.0639,-0.1013,12.8130,221.7438,100.0000,90.0000,34.7756,36.2713,33.2800,2025911273.3825,2817591446.0000
2020-02-03,33.75,34.53,33.71,34.39,33.7972958689,14939947,0.0000,1.0,34.6955,34.6155,43.3259,27.7498,22.4325,-0.1600,-0.2706,-0.1107,11.8791,-162.4042,80.0000,95.0000,34.6955,35.8995,33.4915,2014242624.6265,2771293259.0000
