,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2016-10-14,101.59,102.099,100.35,101.47,101.47,9531056,0.0000,1.0,99.6775,100.3122,54.7181,19.4574,29.6035,1.3644,1.2596,-0.1048,20.2932,38.1704,15.0000,65.0000,92.7895,106.5655,99.6775,1281494037.9815,1600292254.0000
2016-10-13,98.01,100.5,97.63,100.23,100.23,8319333,0.0000,1.0,99.5780,100.1903,52.6789,22.3746,14.4752,1.3906,1.3185,-0.0722,20.5472,-1.1707,20.0000,70.0000,92.7391,106.4169,99.5780,1278818367.0290,1590761198.0000
2016-10-12,100.88,102.47,99.22,99.5,99.5,7426504,0.0000,1.0,99.4335,100.1861,51.4563,38.2312,14.2935,1.4087,1.5006,0.0920,21.1222,22.6879,25.0000,75.0000,92.5340,106.3330,99.4335,1272064344.0708,1582441865.0000
2016-10-11,102.31,102.9,99.86,100.59,100.59,9032854,0.0000,1.0,99.3090,100.2583,53.4139,61.3237,38.3552,1.3857,1.7856,0.4000,21.3243,42.2938,30.0000,80.0000,92.3294,106.2886,99.3090,1278211204.3046,1589868369.0000
2016-10-10,103.18,104.53,102.76,103.33,103.33,6699653,0.0000,1.0,99.0840,100.2234,58.7514,76.2877,62.0448,1.2857,2.0125,0.7268,21.3676,104.0469,35.0000,85.0000,91.9948,106.1732,99.0840,1282905911.3178,1598901223.0000
2016-10-07,103.98,106.5,103.5501,104.82,104.82,8659518,0.0000,1.0,98.8700,99.8964,61.9494,84.4225,83.5711,1.1040,1.9937,0.8897,20.5632,160.3326,40.0000,90.0000,92.0533,105.6867,98.8700,1285290533.5720,1605600876.0000
2016-10-06,104.97,105.47,103.88,105.07,105.07,6587738,0.0000,1.0,98.4540,99.3782,62.4916,84.1377,83.2472,0.8815,1.7891,0.9075,19.4582,196.8787,45.0000,95.0000,92.1438,104.7642,98.4540,1286494394.1544,1614260394.0000
2016-10-05,103.5,106.97,103.4301,106.28,106.28,12942880,0.0000,1.0,98.1835,98.7790,65.1120,82.4646,86.4491,0.6547,1.4764,0.8217,18.4382,268.0387,50.0000,100.0000,92.6101,103.7569,98.1835,1283221241.3116,1620848132.0000
2016-10-04,103.19,104.44,101.86,102.34,102.34,12143104,0.0000,1.0,97.8270,97.9894,59.9123,80.2368,82.7168,0.4492,0.9326,0.4834,17.3645,226.4133,55.0000,100.0000,93.6281,102.0259,97.8270,1275324033.3362,1607905252.0000
2016-10-03,98.0,103.39,98.0,102.63,102.63,15344490,0.0000,1.0,97.7145,97.5315,60.5432,79.7906,78.2278,0.3284,0.6262,0.2978,16.6049,190.4493,60.0000,100.0000,93.9026,101.5264,97.7145,1282948773.0572,1620048356.0000
2016-09-30,96.9,99.53,96.79,98.55,98.55,9807925,0.0000,1.0,97.4520,96.9948,54.0797,76.4453,79.7658,0.2539,0.1964,-0.0575,15.9760,52.7552,65.0000,55.0000,94.3787,100.5253,97.4520,1271931486.1740,1604703866.0000
2016-09-29,97.31,98.31,96.6,96.67,96.67,6217636,0.0000,1.0,97.3935,96.8311,50.5325,66.1700,81.3781,0.2683,0.0604,-0.2079,16.0627,-11.2756,70.0000,60.0000,94.3618,100.4252,97.3935,1269139449.1302,1594895941.0000
2016-09-28,97.1,97.59,96.02,97.48,97.48,7235109,0.0000,1.0,97.4325,96.8481,52.1824,49.7197,68.1919,0.3203,0.0774,-0.2429,16.4408,-22.2298,75.0000,65.0000,94.4190,100.4460,97.4325,1274848038.9080,1601113577.0000
2016-09-27,95.04,97.64,95.0,97.07,97.07,9680100,0.0000,1.0,97.4310,96.7815,51.4196,37.7554,48.9400,0.3810,0.0155,-0.3655,17.0160,-53.9582,80.0000,70.0000,94.4176,100.4444,97.4310,1268626766.8380,1593878468.0000
2016-09-26,95.38,95.38,94.04,94.56,94.56,6739188,0.0000,1.0,97.4425,96.7512,46.4521,33.0114,32.0273,0.4724,-0.0220,-0.4944,17.6216,-185.8852,85.0000,75.0000,94.4329,100.4521,97.4425,1263126710.0198,1584198368.0000
2016-09-23,95.75,96.97,95.43,95.94,95.94,6179471,0.0000,1.0,97.5935,96.9818,49.0730,35.9198,32.2990,0.5960,0.1860,-0.4100,18.2573,-111.1414,90.0000,80.0000,94.8901,100.2969,97.5935,1264635483.4526,1590937556.0000
2016-09-22,95.54,95.88,94.23,95.83,95.83,11214973,0.0000,1.0,97.6625,97.0915,48.8545,47.2833,34.7078,0.6985,0.3083,-0.3902,19.1452,-184.0035,95.0000,85.0000,95.0630,100.2620,97.6625,1266722058.0760,1584758085.0000
2016-09-21,96.9,97.1,93.26,94.88,94.88,20042236,0.0000,1.0,97.6300,97.2243,46.9883,58.3417,40.7526,0.7960,0.4710,-0.3250,19.9258,-204.6524,100.0000,90.0000,94.9255,100.3345,97.6300,1256186780.4093,1573543112.0000
2016-09-20,98.78,99.16,97.66,98.25,98.25,4736762,0.0000,1.0,97.6830,97.4710,53.5764,65.2976,66.3894,0.8773,0.7687,-0.1086,20.7474,53.6749,10.0000,95.0000,95.1608,100.2052,97.6830,1259318379.7843,1593585348.0000
2016-09-19,99.9,100.35,97.82,98.06,98.06,8616183,0.0000,1.0,97.5335,97.3890,53.2252,54.3609,67.8832,0.9044,0.7943,-0.1101,20.7227,93.4688,15.0000,100.0000,94.8165,100.2505,97.5335,1260328889.0110,1588848586.0000
2016-09-16,97.1,99.49,97.04,99.48,99.48,9445109,0.0000,1.0,97.4240,97.3184,56.2469,45.4757,61.6201,0.9319,0.8347,-0.0972,20.6373,100.9815,20.0000,60.0000,94.6254,100.2226,97.4240,1267310381.1651,1597464769.0000
2016-09-15,97.23,97.97,96.53,97.34,97.34,5299930,0.0000,1.0,97.2580,97.0909,52.3760,34.7233,33.5795,0.9562,0.7296,-0.2266,20.7512,-1.9735,0.0000,65.0000,94.5755,99.9405,97.2580,1257942375.0958,1588019660.0000
2016-09-14,97.35,98.35,96.96,97.01,97.01,8528450,0.0000,1.0,97.2095,97.0646,51.7506,40.5371,41.2274,1.0129,0.8028,-0.2101,21.2633,14.5025,0.0000,70.0000,94.4997,99.9193,97.2095,1257279883.8458,1582719730.0000
2016-09-13,97.17,98.0,95.33,96.09,96.09,11788078,0.0000,1.0,97.1150,97.0704,50.0122,43.2108,29.3630,1.0654,0.9181,-0.1473,21.6552,-42.2702,5.0000,75.0000,94.2562,99.9738,97.1150,1265194776.2918,1574191280.0000
2016-09-12,95.91,99.29,95.71,99.05,99.05,7718351,0.0000,1.0,97.0760,97.1736,56.2014,60.2326,51.0207,1.1022,1.1455,0.0433,22.1578,58.0095,10.0000,80.0000,94.1421,100.0099,97.0760,1270272038.3517,1585979358.0000
2016-09-09,99.06,99.39,96.5,96.5,96.5,7373319,0.0000,1.0,96.9530,96.9761,51.2655,65.0257,49.2486,1.0914,1.1178,0.0264,22.5635,28.8941,0.0000,85.0000,94.1574,99.7486,96.9530,1263588550.0556,1578261007.0000
2016-09-08,99.23,100.05,98.82,99.66,99.66,5201208,0.0000,1.0,96.9225,97.0262,59.1074,66.8975,80.4284,1.0848,1.3258,0.2410,22.7310,154.7810,0.0000,90.0000,94.0947,99.7503,96.9225,1270961869.0556,1585634326.0000
2016-09-07,100.11,100.19,98.42,99.15,99.15,6468512,0.0000,1.0,96.6360,96.7490,58.1253,53.5581,65.4002,1.0246,1.2503,0.2257,22.0491,157.2942,5.0000,95.0000,93.8146,99.4574,96.6360,1269058988.0800,1580433118.0000
2016-09-06,97.76,100.32,97.649,100.09,100.09,9036092,0.0000,1.0,96.3780,96.4962,60.6769,48.4438,54.8640,0.9681,1.1876,0.2194,21.3313,189.6006,10.0000,100.0000,93.5797,99.1763,96.3780,1270191891.3117,1586901630.0000
2016-09-02,97.9,98.18,97.01,97.38,97.38,4247182,0.0000,1.0,96.1290,96.1179,55.3030,50.3963,40.4102,0.9133,0.9946,0.0813,20.5757,100.5514,15.0000,85.0000,93.8601,98.3979,96.1290,1262711996.3615,1577865538.0000
2016-09-01,97.81,97.98,96.916,97.38,97.38,4148621,0.0000,1.0,96.1115,95.9851,55.3030,60.4870,50.0571,0.8930,1.0097,0.1168,20.1902,107.8151,0.0000,90.0000,93.8763,98.3467,96.1115,1264272926.4982,1577865538.0000
2016-08-31,97.48,97.88,96.76,97.45,97.45,4690614,0.0000,1.0,95.9145,95.8382,55.4797,68.2284,60.7216,0.8638,1.0144,0.1506,19.8258,108.4075,5.0000,95.0000,93.4759,98.3531,95.9145,1264803201.3629,1582014159.0000
2016-08-30,97.84,98.85,97.14,97.45,97.45,6093536,0.0000,1.0,95.6970,95.6686,55.4797,66.2132,70.6823,0.8261,0.9984,0.1723,19.4621,145.5603,10.0000,100.0000,93.0759,98.3181,95.6970,1263714308.8272,1582014159.0000
2016-08-29,96.97,98.4497,96.57,97.3,97.3,8008430,0.0000,1.0,95.5025,95.4811,55.2028,57.0994,73.2812,0.7831,0.9635,0.1804,18.9519,132.2120,0.0000,100.0000,92.8534,98.1516,95.5025,1267598492.5932,1575920623.0000
2016-08-26,97.33,97.95,96.57,97.58,97.58,6617636,0.0000,1.0,95.3560,95.2896,55.8184,42.4822,54.6761,0.7379,0.9202,0.1823,18.4874,133.9865,5.0000,95.0000,92.7983,97.9137,95.3560,1269386617.3318,1583929053.0000
2016-08-25,96.38,98.245,96.04,97.32,97.32,10823055,0.0000,1.0,95.0395,95.0485,55.3795,38.5648,43.3407,0.6924,0.8230,0.1307,18.0884,125.6319,10.0000,100.0000,92.1199,97.9591,95.0395,1266317568.7520,1577311417.0000
2016-08-24,96.13,96.36,94.91,95.18,95.18,6276468,0.0000,1.0,94.7560,94.8094,51.6212,40.2513,29.4298,0.6597,0.7135,0.0538,17.6684,42.5174,0.0000,35.0000,91.6803,97.8317,94.7560,1264575081.4391,1566488362.0000
2016-08-23,95.68,96.59,95.48,95.94,95.94,5239106,0.0000,1.0,94.5990,94.7704,53.1310,51.8629,42.9239,0.6463,0.7813,0.1350,17.5670,71.4565,5.0000,40.0000,91.3125,97.8855,94.5990,1268514106.1839,1572764830.0000
2016-08-22,95.67,96.13,94.95,95.26,95.26,5830548,0.0000,1.0,94.3725,94.6472,51.9361,59.2666,48.4001,0.6125,0.7790,0.1665,17.2979,52.9925,0.0000,45.0000,90.8697,97.8753,94.3725,1269410890.0939,1567525724.0000
2016-08-19,96.05,96.78,95.51,95.87,95.87,6942892,0.0000,1.0,93.9925,94.5827,53.0896,64.5243,64.2647,0.5709,0.8340,0.2631,17.0967,81.2755,5.0000,50.0000,89.4597,98.5253,93.9925,1272177929.8227,1573356272.0000
2016-08-18,95.98,97.2168,95.17,96.16,96.16,7252629,0.0000,1.0,93.4935,94.4472,53.6275,66.2369,65.1351,0.5051,0.8300,0.3249,16.7326,89.7397,10.0000,55.0000,87.8388,99.1482,93.4935,1275184694.0746,1580299164.0000
2016-08-17,94.94,96.93,94.85,96.37,96.37,8315615,0.0000,1.0,92.9850,94.2670,54.0039,68.3906,64.1730,0.4239,0.7832,0.3594,16.3494,88.3831,15.0000,60.0000,86.5991,99.3709,92.9850,1275421393.1254,1587551793.0000
2016-08-16,95.19,95.61,94.4,95.12,95.12,6311339,0.0000,1.0,92.5620,94.0456,52.1027,68.2034,69.4028,0.3340,0.6908,0.3568,15.9906,67.4141,0.0000,65.0000,86.0104,99.1136,92.5620,1271583416.9716,1579236178.0000
2016-08-15,96.83,96.91,95.24,95.31,95.31,7304620,0.0000,1.0,92.0980,93.9325,52.4156,59.9220,71.5961,0.2448,0.6900,0.4452,15.8206,90.3528,5.0000,0.0000,85.0418,99.1542,92.0980,1270383740.9633,1585547517.0000
2016-08-12,95.53,96.83,95.08,96.59,96.59,6592923,0.0000,1.0,92.2730,93.7875,54.5103,50.2646,63.6114,0.1335,0.6597,0.5261,15.4406,91.1216,10.0000,5.0000,84.7487,99.7973,92.2730,1277075997.6100,1592852137.0000
2016-08-11,94.6,96.33,94.37,95.89,95.89,8547659,0.0000,1.0,92.3630,93.4925,53.5458,49.3300,44.5584,0.0020,0.4810,0.4790,15.0524,72.6738,15.0000,10.0000,84.5952,100.1308,92.3630,1272291419.2043,1586259214.0000
2016-08-10,94.4,94.75,92.95,93.93,93.93,6511142,0.0000,1.0,92.4695,93.2401,50.7693,58.5073,42.6239,-0.1177,0.3172,0.4349,14.7151,33.8093,20.0000,15.0000,84.4567,100.4823,92.4695,1267581484.6533,1577711555.0000
2016-08-09,95.12,95.81,93.48,93.99,93.99,9175413,0.0000,1.0,92.5945,93.1675,50.8577,69.0824,60.8077,-0.2265,0.3031,0.5296,14.5901,41.8236,25.0000,20.0000,84.4181,100.7709,92.5945,1267002716.4755,1584222697.0000
2016-08-08,95.91,95.93,94.0,95.11,95.11,10135401,0.0000,1.0,92.6935,93.0809,52.4781,71.9870,72.0904,-0.3589,0.2746,0.6335,14.3473,51.6778,30.0000,25.0000,84.4047,100.9823,92.6935,1272161425.0721,1593398110.0000
2016-08-05,93.77,97.74,93.56,97.03,97.03,18364801,0.0000,1.0,92.6715,92.8673,55.3501,73.6787,74.3490,-0.5173,0.1202,0.6374,13.9843,72.9664,35.0000,30.0000,84.4062,100.9368,92.6715,1270638489.1705,1603533511.0000
2016-08-04,93.2,93.7319,91.82,93.44,93.44,6043394,0.0000,1.0,92.6730,92.4291,50.5421,76.2601,69.5216,-0.6766,-0.2741,0.4025,13.6022,10.7261,40.0000,35.0000,84.4045,100.9415,92.6730,1258512448.3189,1585168710.0000
2016-08-03,93.28,94.67,92.55,93.1,93.1,7030916,0.0000,1.0,92.7560,92.3227,50.0582,81.1578,77.1656,-0.7772,-0.4079,0.3693,13.7602,17.5495,45.0000,40.0000,84.4253,101.0867,92.7560,1254314408.8966,1579125316.0000
2016-08-02,94.0,94.08,92.18,93.56,93.56,9836233,0.0000,1.0,92.8310,92.2409,50.6957,82.7811,82.0930,-0.8696,-0.5381,0.3314,13.7872,12.8877,50.0000,0.0000,84.4623,101.1997,92.8310,1257697208.1042,1586156232.0000
2016-08-01,91.23,94.67,90.5,94.37,94.37,10666945,0.0000,1.0,93.0485,92.1021,51.7991,82.9816,84.2148,-0.9524,-0.7434,0.2091,13.9011,6.7436,55.0000,5.0000,84.3941,101.7029,93.0485,1253245018.4305,1595992465.0000
2016-07-29,91.19,91.749,90.59,91.25,91.25,6960222,0.0000,1.0,93.1635,91.8633,47.6278,82.1551,82.0354,-1.0047,-1.0769,-0.0723,14.0210,-30.5475,60.0000,10.0000,84.3818,101.9452,93.1635,1244112885.6607,1585325520.0000
2016-07-28,91.92,92.21,90.68,91.65,91.65,6227698,0.0000,1.0,93.1750,91.9279,48.1351,73.4065,82.6947,-0.9866,-1.1694,-0.1828,14.5721,-24.8395,65.0000,15.0000,84.4027,101.9473,93.1750,1243146021.3449,1592285742.0000
2016-07-27,91.5,92.06,90.1,92.04,92.04,8727517,0.0000,1.0,93.1455,91.9572,48.6148,56.7275,81.7351,-0.9409,-1.3111,-0.3701,15.1376,-25.6488,70.0000,20.0000,84.3490,101.9420,93.1455,1241477161.0965,1598513440.0000
2016-07-26,91.03,93.1,90.9,91.41,91.41,19577623,0.0000,1.0,92.9420,91.9484,47.8168,34.0384,55.7898,-0.8484,-1.5126,-0.6642,15.7544,-14.8648,75.0000,25.0000,83.8686,102.0154,92.9420,1232927756.6884,1589785923.0000
2016-07-25,85.73,87.87,85.01,87.66,87.66,14135027,0.0000,1.0,92.6380,92.0051,42.7929,19.9616,32.6575,-0.6823,-1.6836,-1.0013,16.2835,-84.3104,80.0000,30.0000,82.9904,102.2856,92.6380,1243428481.7520,1570208300.0000
2016-07-22,86.48,86.5,85.11,85.89,85.89,11363917,0.0000,1.0,92.6770,92.4625,40.2118,21.6371,13.6680,-0.4320,-1.4956,-1.0636,16.6521,-103.4296,85.0000,35.0000,83.1042,102.2498,92.6770,1231369227.9478,1556073273.0000
2016-07-21,88.3,88.38,85.21,85.99,85.99,16083996,0.0000,1.0,92.9655,93.1543,40.3094,37.5364,13.5593,-0.1661,-1.0537,-0.8875,16.8033,-102.4062,90.0000,40.0000,83.8936,102.0374,92.9655,1229979396.3723,1567437190.0000
2016-07-20,86.67,88.49,85.82,87.91,87.91,23525141,0.0000,1.0,93.1665,93.9085,42.1769,62.9479,37.6839,0.0558,-0.4845,-0.5402,16.9754,-96.5953,95.0000,45.0000,84.5553,101.7777,93.1665,1238148239.7666,1583521186.0000
2016-07-19,85.43,86.75,84.5,85.84,85.84,55681209,0.0000,1.0,93.3205,94.5399,39.2965,79.7340,61.3659,0.1908,0.0536,-0.1372,17.2334,-139.1741,100.0000,50.0000,84.9851,101.6559,93.3205,1224843759.2760,1559996045.0000
2016-07-18,98.43,99.84,97.24,98.81,98.81,28669659,0.0000,1.0,93.7185,95.4557,55.8593,85.5908,89.7939,0.2251,0.9504,0.7253,17.2223,104.8064,30.0000,55.0000,86.1224,101.3146,93.7185,1214202461.5560,1615677254.0000
2016-07-15,98.52,98.7,97.41,98.39,98.39,9041865,0.0000,1.0,93.5005,95.1026,55.2794,73.5714,88.0423,0.0438,0.7606,0.7168,16.8757,104.1089,35.0000,60.0000,86.2595,100.7415,93.5005,1208247993.9175,1587007595.0000
2016-07-14,97.0,98.27,96.8,98.02,98.02,9885009,0.0000,1.0,93.3530,94.7566,54.7823,58.9280,78.9362,-0.1354,0.5500,0.6854,16.6886,102.1383,40.0000,65.0000,86.4020,100.3040,93.3530,1203551831.4756,1577965730.0000
2016-07-13,96.26,96.72,94.8,96.43,96.43,8768863,0.0000,1.0,93.1665,94.4130,52.6327,45.0729,53.7358,-0.3067,0.3109,0.6176,16.5594,69.6433,45.0000,70.0000,86.5335,99.7995,93.1665,1197029070.4348,1568080721.0000
2016-07-12,95.07,96.72,94.09,95.97,95.97,11617410,0.0000,1.0,93.0510,94.2007,52.0057,42.7867,44.1119,-0.4612,0.1631,0.6243,16.6725,63.6157,50.0000,75.0000,86.5706,99.5314,93.0510,1190909134.7994,1559311858.0000
2016-07-11,96.19,96.869,94.3,94.67,94.67,13276161,0.0000,1.0,92.9450,94.0145,50.2369,46.9783,37.3709,-0.6172,0.0189,0.6362,16.7916,57.3430,55.0000,80.0000,86.5910,99.2990,92.9450,1185917624.0390,1547694448.0000
2016-07-08,96.0,97.41,95.3,97.06,97.06,8335375,0.0000,1.0,92.8990,93.9455,53.6929,59.1457,46.8773,-0.7763,-0.0330,0.7433,16.8736,93.0454,60.0000,85.0000,86.5824,99.2156,92.8990,1195369589.1884,1560970609.0000
2016-07-07,94.7,95.38,93.18,95.1,95.1,9913509,0.0000,1.0,92.9005,93.6177,51.0705,73.2797,56.6868,-0.9621,-0.3422,0.6199,16.7553,39.8787,65.0000,90.0000,86.5799,99.2211,92.9005,1189799504.4728,1552635234.0000
2016-07-06,95.03,96.0,93.55,94.6,94.6,16301211,0.0000,1.0,93.0385,93.4616,50.3896,85.2441,73.8730,-1.1171,-0.5322,0.5848,16.9269,36.7046,70.0000,0.0000,86.4184,99.6586,93.0385,1182409434.1273,1542721725.0000
2016-07-05,95.2,101.27,93.31,97.91,97.91,25879367,0.0000,1.0,93.3030,93.3418,55.2222,85.5664,89.2794,-1.2633,-0.7161,0.5471,17.0347,88.4699,75.0000,5.0000,86.0610,100.5450,93.3030,1184738178.5559,1559022936.0000
2016-07-01,95.0,97.0,94.8,96.67,96.67,16167210,0.0000,1.0,93.4445,92.8609,53.6399,71.0395,92.5799,-1.4000,-1.2775,0.1225,17.1482,53.7652,80.0000,10.0000,85.7514,101.1376,93.4445,1180706719.3750,1533143569.0000
2016-06-30,90.91,91.7201,89.9,91.48,91.48,9098971,0.0000,1.0,93.5905,92.4600,46.0609,47.2898,74.8398,-1.4307,-1.8492,-0.4185,17.9192,-55.2101,85.0000,0.0000,85.5549,101.6261,93.5905,1169389672.3750,1516976359.0000
2016-06-29,89.67,91.97,88.7,91.06,91.06,11687079,0.0000,1.0,94.0790,92.5631,45.3744,29.6018,45.6987,-1.3260,-2.0235,-0.6974,17.9365,-72.5239,90.0000,5.0000,85.4500,102.7080,94.0790,1162691297.9764,1507877388.0000
2016-06-28,87.41,88.88,86.41,87.97,87.97,11545631,0.0000,1.0,94.6015,92.7213,40.0404,21.4269,21.3309,-1.1517,-2.1738,-1.0221,17.9547,-132.8405,95.0000,0.0000,85.5137,103.6893,94.6015,1157508954.0773,1496190309.0000
2016-06-27,87.88,88.0,84.81,85.33,85.33,13775706,0.0000,1.0,95.3315,93.2215,34.8792,20.2767,21.7758,-0.8962,-2.0194,-1.1232,17.2182,-170.1236,100.0000,0.0000,86.1467,104.5163,95.3315,1154470630.1299,1484644678.0000
2016-06-24,87.53,90.49,87.21,88.44,88.44,11248582,0.0000,1.0,96.2300,94.0522,38.5973,16.2652,21.1741,-0.6154,-1.5241,-0.9088,16.2056,-138.6879,100.0000,0.0000,87.6379,104.8221,96.2300,1163755196.8698,1498420384.0000
2016-06-23,90.62,91.68,88.15,91.66,91.66,10819033,0.0000,1.0,96.9485,94.6429,43.1184,15.3985,17.8803,-0.3882,-1.1865,-0.7983,15.4645,-121.4354,100.0000,5.0000,88.6852,105.2118,96.9485,1166567342.3698,1509668966.0000
2016-06-22,90.78,91.98,89.77,90.01,90.01,9454685,0.0000,1.0,97.3755,94.9569,39.6788,21.3149,9.7413,-0.1886,-1.0661,-0.8776,14.8220,-136.9952,100.0000,10.0000,89.3709,105.3801,97.3755,1155870904.6445,1498849933.0000
2016-06-21,93.87,93.88,90.77,90.99,90.99,15199727,0.0000,1.0,97.7695,95.4776,41.0805,29.8071,18.5738,0.0308,-0.7290,-0.7598,14.3946,-132.1119,100.0000,15.0000,90.5131,105.0259,97.7695,1163272083.4002,1508304618.0000
2016-06-20,95.22,95.88,93.65,93.8,93.8,9026376,0.0000,1.0,97.9645,95.9500,45.4542,33.3218,35.6295,0.2208,-0.3879,-0.6087,14.1065,-82.0169,0.0000,20.0000,91.2586,104.6704,97.9645,1176321366.7089,1523504345.0000
2016-06-17,95.75,95.77,94.2,94.45,94.45,8046841,0.0000,1.0,97.8990,96.1763,46.5432,25.7462,35.2179,0.3729,-0.2330,-0.6060,14.3197,-67.9108,0.0000,25.0000,91.0086,104.7894,97.8990,1184133432.0362,1532530721.0000
2016-06-16,94.18,95.56,93.2474,95.44,95.44,7550774,0.0000,1.0,97.6540,96.3581,48.2145,16.7380,29.1179,0.5244,-0.0981,-0.6225,14.6517,-58.6843,0.0000,30.0000,89.9859,105.3221,97.6540,1189617584.8197,1540577562.0000
2016-06-15,94.61,95.46,93.5,94.29,94.29,7675449,0.0000,1.0,97.4070,96.4547,46.0777,9.3691,12.9026,0.6800,-0.0253,-0.7053,14.9539,-56.5459,0.0000,35.0000,89.1722,105.6418,97.4070,1182850424.8299,1533026788.0000
2016-06-14,94.16,95.8,93.27,94.12,94.12,9480388,0.0000,1.0,97.1240,96.6826,45.7634,7.2817,8.1935,0.8564,0.1851,-0.6712,15.3180,-47.8861,0.0000,40.0000,88.1265,106.1215,97.1240,1184338522.0850,1525351339.0000
2016-06-13,95.02,97.2,93.62,93.85,93.85,13484345,0.0000,1.0,96.8740,96.9523,45.2823,10.3129,7.0111,1.0242,0.4683,-0.5558,15.7013,-31.2943,5.0000,45.0000,87.2973,106.4507,96.8740,1187448688.8992,1515870951.0000
2016-06-10,94.88,95.35,93.28,93.75,93.75,12907900,0.0000,1.0,96.5755,97.2789,45.1109,17.7761,6.6405,1.1631,0.8505,-0.3127,16.1634,-34.0393,0.0000,50.0000,86.2942,106.8568,96.5755,1199200408.5640,1502386606.0000
2016-06-09,97.22,98.433,96.664,97.09,97.09,8923803,0.0000,1.0,96.2750,97.6503,50.0875,27.0977,17.2872,1.2413,1.3360,0.0947,16.2848,15.9211,5.0000,55.0000,85.3497,107.2003,96.2750,1206246750.1099,1515294506.0000
2016-06-08,100.02,100.28,97.6,97.86,97.86,9423938,0.0000,1.0,95.9215,97.7093,51.3277,31.8500,29.4007,1.2176,1.5963,0.3786,16.9887,34.3385,10.0000,60.0000,84.6719,107.1711,95.9215,1210872599.3756,1524218309.0000
2016-06-07,101.2,101.63,99.77,99.89,99.89,6474742,0.0000,1.0,95.6730,97.6935,54.7210,33.8308,34.6052,1.1230,1.8268,0.7038,17.8594,61.2314,15.0000,65.0000,84.3861,106.9599,95.6730,1218468012.0920,1533642247.0000
2016-06-06,100.29,101.0712,99.72,100.74,100.74,6828128,0.0000,1.0,95.2055,97.4622,56.1989,40.8921,31.5440,0.9470,1.8878,0.9407,18.3405,68.9960,20.0000,70.0000,83.8816,106.5294,95.2055,1224107303.5114,1540116989.0000
2016-06-03,100.99,101.0,98.53,99.59,99.59,9223994,0.0000,1.0,94.7105,97.1172,54.6238,56.2335,35.3431,0.7118,1.8516,1.1398,18.9458,67.0425,25.0000,75.0000,83.5330,105.8880,94.7105,1220626534.8861,1533288861.0000
2016-06-02,101.39,102.15,100.77,101.25,101.25,7992448,0.0000,1.0,94.1995,96.8569,57.4572,74.2192,55.7893,0.4269,1.8956,1.4687,19.5951,98.0771,30.0000,80.0000,83.0265,105.3725,94.1995,1221933578.5704,1542512855.0000
2016-06-01,101.5,101.92,100.16,101.51,101.51,8393380,0.0000,1.0,93.6765,96.3945,57.9042,87.2137,77.5681,0.0597,1.7552,1.6955,19.8264,110.6476,35.0000,85.0000,82.9004,104.4526,93.6765,1224366062.7443,1550505303.0000
2016-05-31,102.95,103.45,102.13,102.57,102.57,8725656,0.0000,1.0,93.1780,95.8560,59.7028,92.3708,89.3003,-0.3641,1.5239,1.8881,20.1052,155.8619,40.0000,90.0000,82.9912,103.3648,93.1780,1219883234.7897,1558898683.0000
2016-05-27,102.44,103.5,101.44,103.3,103.3,9092127,0.0000,1.0,92.7050,95.1493,60.9413,93.9323,94.7727,-0.8362,1.0987,1.9348,19.9833,198.5486,45.0000,95.0000,83.4728,101.9372,92.7050,1222791786.7897,1567624339.0000
2016-05-26,103.21,104.0,101.38,102.81,102.81,17824673,0.0000,1.0,92.0415,94.2913,60.4177,92.5403,93.0393,-1.3199,0.4656,1.7855,19.8549,263.1128,50.0000,100.0000,84.1388,99.9442,92.0415,1215465121.3431,1558532212.0000
2016-05-25,99.0,100.31,98.3,100.2,100.2,15211295,0.0000,1.0,91.4150,93.3946,57.5373,88.6727,93.9848,-1.7662,-0.2993,1.4669,19.7198,266.6763,55.0000,100.0000,85.2253,97.6047,91.4150,1213832326.8698,1540707539.0000
2016-05-24,95.98,99.14,95.75,97.89,97.89,21246023,0.0000,1.0,90.9570,92.6782,54.7700,82.8511,90.5968,-2.1330,-1.0055,1.1274,20.0858,286.3925,60.0000,100.0000,86.2596,95.6544,90.9570,1200285949.7305,1525496244.0000
2016-05-23,92.98,95.2924,92.85,94.89,94.89,13992330,0.0000,1.0,90.6840,92.1296,50.8152,72.9666,81.4367,-2.4148,-1.6571,0.7577,20.6498,189.4044,65.0000,0.0000,87.1360,94.2320,90.6840,1194708085.2851,1504250221.0000
2016-05-20,90.08,93.28,89.98,92.49,92.49,15063042,0.0000,1.0,90.6175,91.8391,47.3141,64.3539,76.5200,-2.6043,-2.1592,0.4451,21.5689,66.5017,70.0000,0.0000,87.3484,93.8866,90.6175,1185326395.3048,1490257891.0000
2016-05-19,90.16,91.27,88.3,89.55,89.55,11450323,0.0000,1.0,90.7880,91.7706,42.5555,51.7018,60.9432,-2.7155,-2.5242,0.1913,22.1350,-50.7443,75.0000,0.0000,86.8573,94.7187,90.7880,1177475355.2320,1475194849.0000
