,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD_Signal,MACD,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2004-11-30,11.29,11.29,11.07,11.08,11.08,6998300,0.0000,1.0,11.7265,11.6531,40.3179,7.1726,4.6059,-0.0855,-0.0799,-0.1654,9.1968,-158.4739,60.0000,100.0000,11.7265,11.0417,12.4113,-415356365.7068,-57573250.0000
2004-11-29,11.49,11.54,11.16,11.19,11.19,7637500,0.0000,1.0,11.7725,11.7134,41.4927,8.3610,8.4560,-0.0733,-0.0585,-0.1318,8.9853,-145.0839,65.0000,100.0000,11.7725,11.1466,12.3984,-408994274.7977,-50574950.0000
2004-11-26,11.53,11.54,11.4,11.4,11.4,2167100,0.0000,1.0,11.8220,11.7685,43.8077,7.3556,8.4560,-0.0580,-0.0402,-0.0982,8.8905,-123.7859,70.0000,90.0000,11.8220,11.2326,12.4114,-402562695.8503,-42937450.0000
2004-11-24,11.52,11.61,11.41,11.48,11.48,5791100,0.0000,1.0,11.8645,11.8073,44.7104,11.5300,8.1711,-0.0497,-0.0257,-0.0754,9.1492,-120.8399,75.0000,95.0000,11.8645,11.2804,12.4486,-400395595.8503,-40770350.0000
2004-11-23,11.42,11.57,11.35,11.42,11.42,9479000,0.0000,1.0,11.8975,11.8417,43.8865,25.5335,5.4398,-0.0399,-0.0133,-0.0532,9.4369,-157.3425,80.0000,100.0000,11.8975,11.3297,12.4653,-398658265.8503,-46561450.0000
2004-11-22,11.7,11.7,11.35,11.42,11.42,10642500,0.0000,1.0,11.9110,11.8861,43.8865,47.1484,20.9793,-0.0147,-0.0033,-0.0180,9.6761,-155.5213,85.0000,100.0000,11.9110,11.3774,12.4446,-395211356.7594,-46561450.0000
2004-11-19,12.13,12.13,11.65,11.7,11.7,10161400,0.0000,1.0,11.9255,11.9352,46.8253,67.2373,50.1815,0.0267,0.0004,0.0271,9.9279,-37.0509,90.0000,65.0000,11.9255,11.4318,12.4192,-388825856.7594,-35918950.0000
2004-11-18,12.27,12.32,12.08,12.17,12.17,9859800,0.0000,1.0,11.9170,11.9600,52.4233,76.7001,70.2845,0.0621,-0.0063,0.0558,10.2793,98.4595,95.0000,70.0000,11.9170,11.4027,12.4313,-380781415.0928,-25757550.0000
2004-11-17,12.16,12.61,12.16,12.53,12.53,11480600,0.0000,1.0,11.9010,11.9379,57.4181,76.2362,81.2457,0.0656,-0.0218,0.0438,9.9320,204.8389,100.0000,0.0000,11.9010,11.3994,12.4026,-378316465.0928,-15897750.0000
2004-11-16,12.1,12.1,11.9,11.95,11.95,4340700,0.0000,1.0,11.8590,11.8755,50.1482,64.4696,78.5699,0.0294,-0.0382,-0.0088,9.4195,53.6946,40.0000,5.0000,11.8590,11.4415,12.2765,-385715073.9817,-27378350.0000
2004-11-15,12.0,12.25,11.9,12.12,12.12,6555700,0.0000,1.0,11.8370,11.8677,52.6512,49.1106,68.8930,0.0288,-0.0456,-0.0168,9.5950,102.0109,45.0000,10.0000,11.8370,11.3953,12.2787,-383544723.9817,-23037650.0000
2004-11-12,11.83,12.03,11.69,12.01,12.01,8614900,0.0000,1.0,11.8000,11.8411,51.1525,39.5567,45.9459,0.0087,-0.0527,-0.0440,9.7797,41.7845,50.0000,0.0000,11.8000,11.3359,12.2641,-385230475.4102,-29593350.0000
2004-11-11,11.6,11.8,11.44,11.65,11.65,7126000,0.0000,1.0,11.7685,11.8233,45.8207,41.3227,32.4929,-0.0121,-0.0549,-0.0670,10.2664,-49.5072,55.0000,5.0000,11.7685,11.2808,12.2562,-392831857.7632,-38208250.0000
2004-11-10,11.86,11.86,11.38,11.5,11.5,8113900,0.0000,1.0,11.7535,11.8416,43.3742,45.2367,40.2313,-0.0067,-0.0519,-0.0587,10.3804,-60.1707,60.0000,10.0000,11.7535,11.2347,12.2723,-394019524.4298,-45334250.0000
2004-11-09,11.87,11.99,11.71,11.85,11.85,6026800,0.0000,1.0,11.7605,11.8775,48.1987,40.7094,51.2438,0.0183,-0.0502,-0.0319,10.5005,27.9241,65.0000,15.0000,11.7605,11.2519,12.2691,-389962574.4298,-37220350.0000
2004-11-08,11.95,12.12,11.9,11.95,11.95,3686200,0.0000,1.0,11.7475,11.8804,49.6992,30.6498,44.2351,0.0219,-0.0548,-0.0329,10.9572,78.5498,70.0000,20.0000,11.7475,11.2354,12.2596,-389962574.4298,-31193550.0000
2004-11-05,11.86,12.07,11.74,11.88,11.88,8029600,0.0000,1.0,11.7450,11.8731,48.6359,26.5375,26.6494,0.0164,-0.0603,-0.0439,11.1015,52.6563,75.0000,25.0000,11.7450,11.2364,12.2536,-387951919.8844,-34879750.0000
2004-11-04,11.68,11.81,11.55,11.74,11.74,12804500,0.0000,1.0,11.7515,11.8724,46.4865,36.5734,21.0648,0.0143,-0.0644,-0.0501,11.3304,-18.9521,0.0000,30.0000,11.7515,11.2330,12.2700,-386735313.8238,-42909350.0000
2004-11-03,12.1,12.22,11.63,11.68,11.68,9390400,0.0000,1.0,11.7860,11.8863,45.5589,54.9832,31.8981,0.0248,-0.0679,-0.0431,11.8626,12.5893,5.0000,35.0000,11.7860,11.1892,12.3828,-392645083.0545,-55713850.0000
2004-11-02,11.92,12.05,11.7,11.81,11.81,12919100,0.0000,1.0,11.8345,11.9081,47.2445,74.0505,56.7572,0.0467,-0.0742,-0.0275,12.4179,4.2194,10.0000,40.0000,11.8345,11.1318,12.5372,-384846276.2749,-46323450.0000
2004-11-01,12.18,12.22,11.96,12.0,12.0,6692000,0.0000,1.0,11.8660,11.9184,49.8027,81.8497,76.2943,0.0655,-0.0858,-0.0203,12.8571,40.8056,15.0000,45.0000,11.8660,11.1156,12.6164,-380047753.4177,-33404350.0000
2004-10-29,12.2,12.35,12.07,12.18,12.18,3289300,0.0000,1.0,11.8890,11.9098,52.3542,79.4368,89.0998,0.0720,-0.1022,-0.0302,13.3135,59.6180,20.0000,50.0000,11.8890,11.0966,12.6814,-375414830.3408,-26712350.0000
2004-10-28,12.14,12.33,12.02,12.25,12.25,7147900,0.0000,1.0,11.8980,11.8813,53.3643,65.5355,80.1551,0.0595,-0.1202,-0.0607,13.5973,57.3951,25.0000,55.0000,11.8980,11.0887,12.7073,-374709980.3408,-23423050.0000
2004-10-27,11.55,12.18,11.55,12.14,12.14,6967900,0.0000,1.0,11.8870,11.8425,51.9813,57.5870,69.0556,0.0291,-0.1351,-0.1060,13.9262,12.8280,30.0000,60.0000,11.8870,11.0912,12.6828,-378168641.6311,-30570950.0000
2004-10-26,11.71,11.78,11.59,11.69,11.69,3615200,0.0000,1.0,11.8850,11.8112,45.7262,57.0381,47.3958,-0.0086,-0.1424,-0.1509,14.4990,-39.9826,35.0000,65.0000,11.8850,11.0916,12.6784,-384251728.9327,-37538850.0000
2004-10-25,11.53,11.74,11.43,11.71,11.71,6372500,0.0000,1.0,11.9075,11.8240,45.9791,64.8940,56.3095,-0.0201,-0.1402,-0.1603,14.7417,-54.8833,40.0000,70.0000,11.9075,11.1120,12.7030,-384442002.6169,-33923650.0000
2004-10-22,11.97,11.98,11.52,11.53,11.53,5454200,0.0000,1.0,11.9380,11.8360,43.2980,62.6804,67.4091,-0.0368,-0.1352,-0.1720,14.9230,-51.4509,45.0000,75.0000,11.9380,11.1284,12.7476,-389581115.5202,-40296150.0000
2004-10-21,11.69,11.98,11.54,11.85,11.85,7776100,0.0000,1.0,11.9815,11.8682,47.2594,48.3018,70.9635,-0.0401,-0.1260,-0.1661,15.2455,-37.1822,50.0000,80.0000,11.9815,11.1708,12.7922,-384364054.6506,-34841950.0000
2004-10-20,11.35,11.73,11.34,11.69,11.69,9469900,0.0000,1.0,12.0130,11.8701,44.8632,28.7085,49.6686,-0.0728,-0.1159,-0.1887,15.6138,-78.1405,55.0000,85.0000,12.0130,11.1766,12.8494,-387545186.4688,-42618050.0000
2004-10-19,11.54,11.73,11.46,11.51,11.51,8499700,0.0000,1.0,12.0455,11.8891,42.0493,15.7348,24.2734,-0.1008,-0.0977,-0.1986,15.5651,-92.6975,0.0000,90.0000,12.0455,11.2114,12.8796,-395072542.8790,-52087950.0000
2004-10-18,11.38,11.38,11.38,11.38,11.38,10261500,0.0000,1.0,12.1080,11.9290,39.9465,10.6299,12.1836,-0.1174,-0.0725,-0.1899,15.6729,-139.1657,0.0000,95.0000,12.1080,11.2566,12.9594,-389720879.9161,-60587650.0000
2004-10-15,11.45,11.46,11.28,11.38,11.38,4838000,0.0000,1.0,12.1755,11.9868,39.9465,11.8336,10.7474,-0.1196,-0.0432,-0.1628,15.1206,-163.5792,5.0000,100.0000,12.1755,11.3521,12.9989,-389720879.9161,-60587650.0000
2004-10-14,11.61,11.62,11.31,11.35,11.35,7779500,0.0000,1.0,12.2445,12.0506,39.4892,12.8117,8.9586,-0.1127,-0.0133,-0.1259,14.5393,-182.7992,10.0000,100.0000,12.2445,11.4694,13.0196,-390258435.4716,-65425650.0000
2004-10-13,11.78,11.85,11.59,11.64,11.64,6328900,0.0000,1.0,12.2900,12.1244,42.4583,17.9675,15.7948,-0.0888,0.0149,-0.0740,13.9611,-161.9311,15.0000,95.0000,12.2900,11.6323,12.9477,-384486548.3749,-57646150.0000
2004-10-12,11.65,11.79,11.46,11.59,11.59,10803500,0.0000,1.0,12.3130,12.1754,41.7408,28.0780,13.6818,-0.0732,0.0371,-0.0361,13.6800,-212.3894,20.0000,100.0000,12.3130,11.7188,12.9072,-380591840.6825,-63975050.0000
2004-10-11,11.75,11.95,11.6,11.9,11.9,9677000,0.0000,1.0,12.3570,12.2370,45.0493,45.6866,24.4259,-0.0375,0.0554,0.0179,13.2754,-197.2348,25.0000,100.0000,12.3570,11.8613,12.8527,-378300189.1674,-53171550.0000
2004-10-08,12.28,12.29,11.95,12.01,12.01,10064700,0.0000,1.0,12.3770,12.2725,46.2860,62.8596,46.1261,-0.0097,0.0647,0.0550,13.0145,-128.6057,30.0000,0.0000,12.3770,11.9264,12.8276,-385212332.0245,-43494550.0000
2004-10-07,12.6,12.82,12.37,12.43,12.43,8400000,0.0000,1.0,12.3905,12.3001,51.4047,72.0399,66.5077,0.0231,0.0672,0.0903,13.1900,59.2816,35.0000,0.0000,12.3905,11.9695,12.8115,-378699879.0834,-33429850.0000
2004-10-06,12.5,12.71,12.39,12.65,12.65,8874700,0.0000,1.0,12.3450,12.2864,54.3983,69.9188,75.9450,0.0299,0.0614,0.0913,13.7501,79.8084,40.0000,0.0000,12.3450,11.7791,12.9109,-372539879.0834,-25029850.0000
2004-10-05,12.48,12.6,12.37,12.44,12.44,9110400,0.0000,1.0,12.2700,12.2482,51.8558,57.8883,73.6672,0.0150,0.0539,0.0689,14.4291,51.4139,45.0000,0.0000,12.2700,11.5185,13.0215,-378086566.5834,-33904550.0000
2004-10-04,12.58,12.75,12.44,12.46,12.46,7523700,0.0000,1.0,12.2040,12.2280,52.1187,38.6652,60.1443,0.0105,0.0502,0.0606,14.9621,72.5004,50.0000,5.0000,12.2040,11.3062,13.1018,-374521627.4529,-24794150.0000
2004-10-01,12.18,12.43,12.15,12.36,12.36,14403400,0.0000,1.0,12.1425,12.2035,50.9372,23.4158,39.8535,-0.0003,0.0475,0.0472,15.6297,31.4511,55.0000,10.0000,12.1425,11.1589,13.1261,-367968727.4529,-32317850.0000
2004-09-30,12.07,12.41,11.78,12.03,12.03,13259800,0.0000,1.0,12.1070,12.1871,46.8234,17.2918,15.9979,-0.0081,0.0476,0.0395,15.7881,-4.8580,60.0000,15.0000,12.1070,11.1062,13.1078,-375170427.4529,-46721250.0000
2004-09-29,12.1,12.39,12.04,12.1,12.1,9007100,0.0000,1.0,12.0875,12.2036,47.6281,21.3081,14.3959,0.0131,0.0496,0.0627,15.9190,15.0003,65.0000,20.0000,12.0875,11.0665,13.1085,-372434278.2466,-33461450.0000
2004-09-28,12.27,12.33,12.07,12.14,12.14,6322500,0.0000,1.0,12.0580,12.2145,48.0767,25.8090,21.4816,0.0379,0.0464,0.0843,16.4247,19.7650,70.0000,25.0000,12.0580,11.0065,13.1095,-366515326.8180,-24454350.0000
2004-09-27,12.3,12.48,12.23,12.32,12.32,5679900,0.0000,1.0,12.0250,12.2224,50.0936,33.1354,28.0468,0.0697,0.0369,0.1066,16.8562,45.6929,75.0000,30.0000,12.0250,10.9448,13.1052,-363597249.8949,-18131850.0000
2004-09-24,12.58,12.69,12.15,12.4,12.4,7704300,0.0000,1.0,12.0030,12.2121,50.9968,43.0430,27.8986,0.0957,0.0195,0.1151,17.5412,59.5749,80.0000,35.0000,12.0030,10.9299,13.0761,-362006877.8949,-12451950.0000
2004-09-23,12.3,12.62,12.26,12.48,12.48,4813900,0.0000,1.0,11.9745,12.1923,51.8857,60.9110,43.4607,0.1207,-0.0045,0.1162,18.2622,71.3382,85.0000,40.0000,11.9745,10.9149,13.0341,-361436189.0060,-4747650.0000
2004-09-22,12.67,12.68,12.27,12.34,12.34,5565300,0.0000,1.0,11.9520,12.1620,50.4499,73.2203,57.7697,0.1424,-0.0346,0.1078,19.1756,75.5624,90.0000,45.0000,11.9520,10.9174,12.9866,-362505944.5616,-9561550.0000
2004-09-21,12.8,12.9,12.64,12.76,12.76,7774200,0.0000,1.0,11.9300,12.1433,55.1392,80.1413,81.5027,0.1799,-0.0702,0.1097,20.1509,138.2445,95.0000,50.0000,11.9300,10.9108,12.9492,-358840990.9031,-3996250.0000
2004-09-20,12.7,12.97,12.47,12.73,12.73,9648500,0.0000,1.0,11.9000,12.0784,54.8545,79.3496,80.3886,0.1830,-0.1152,0.0678,20.7097,146.3941,100.0000,55.0000,11.9000,10.9471,12.8529,-358242975.5184,-11770450.0000
2004-09-17,12.49,12.81,12.39,12.76,12.76,10823200,0.0000,1.0,11.8615,12.0098,55.1872,80.1052,78.5327,0.1772,-0.1609,0.0163,21.2979,156.7828,100.0000,60.0000,11.8615,10.9869,12.7361,-358628915.5184,-2121950.0000
2004-09-16,12.19,12.48,12.16,12.26,12.26,5782900,0.0000,1.0,11.7970,11.9308,50.4254,84.8257,79.1275,0.1526,-0.2052,-0.0526,22.1154,105.2486,85.0000,65.0000,11.7970,11.0111,12.5829,-366875163.1375,-12945150.0000
2004-09-15,12.4,12.4,12.05,12.1,12.1,8762600,0.0000,1.0,11.7680,11.8961,48.7706,86.7943,82.6555,0.1544,-0.2434,-0.0890,23.1422,92.5054,90.0000,70.0000,11.7680,11.0103,12.5257,-364706575.6375,-18728050.0000
2004-09-14,12.3,12.53,12.15,12.47,12.47,6979500,0.0000,1.0,11.7195,11.8747,52.6302,80.3170,92.6942,0.1642,-0.2820,-0.1178,24.1102,145.2332,95.0000,75.0000,11.7195,10.9296,12.5094,-358447575.6375,-9965450.0000
2004-09-13,12.28,12.54,12.07,12.3,12.3,10304500,0.0000,1.0,11.6540,11.8120,50.9354,61.2411,85.0331,0.1326,-0.3231,-0.1905,25.2567,150.8716,100.0000,0.0000,11.6540,10.9078,12.4002,-363223023.0059,-16944950.0000
2004-09-10,11.58,12.3,11.47,12.28,12.28,12973400,0.0000,1.0,11.5945,11.7606,50.7384,38.6146,63.2237,0.0930,-0.3562,-0.2632,26.4635,104.0325,35.0000,5.0000,11.5945,10.8745,12.3145,-363003778.3251,-27249450.0000
2004-09-09,11.38,11.72,11.15,11.52,11.52,14987700,0.0000,1.0,11.5335,11.7060,42.3884,27.4804,35.4665,0.0293,-0.3794,-0.3502,27.4198,-19.3255,40.0000,10.0000,11.5335,10.8504,12.2166,-375351954.2287,-40222850.0000
2004-09-08,11.08,11.38,11.08,11.15,11.15,4329400,0.0000,1.0,11.5450,11.7255,37.4877,30.1235,17.1537,0.0081,-0.3868,-0.3787,27.5454,-84.9501,0.0000,15.0000,11.5450,10.8555,12.2345,-379821970.0182,-55210550.0000
2004-09-07,11.33,11.41,11.0,11.12,11.12,6536300,0.0000,1.0,11.6045,11.7861,37.0754,41.0774,29.8210,0.0169,-0.3888,-0.3719,27.0579,-97.9248,5.0000,20.0000,11.6045,10.8585,12.3505,-377512956.6848,-59539950.0000
2004-09-03,11.5,11.5,11.09,11.23,11.23,5066300,0.0000,1.0,11.6585,11.8563,37.9472,41.4767,43.3957,0.0382,-0.3930,-0.3548,26.5447,-85.2015,0.0000,25.0000,11.6585,10.9043,12.4127,-374802783.5141,-53003650.0000
2004-09-02,11.61,11.68,11.26,11.65,11.65,6157600,0.0000,1.0,11.7185,11.9222,41.4857,34.7892,50.0154,0.0636,-0.4025,-0.3390,26.0811,-39.6607,0.0000,30.0000,11.7185,10.9205,12.5165,-373196395.7092,-47937350.0000
2004-09-01,11.57,11.79,11.5,11.64,11.64,4778700,0.0000,1.0,11.7725,11.9508,41.3620,25.2770,31.0189,0.0618,-0.4184,-0.3566,25.7397,-26.6667,0.0000,35.0000,11.7725,10.8621,12.6829,-378474338.5664,-54094950.0000
2004-08-31,11.59,11.64,11.12,11.51,11.51,6502700,0.0000,1.0,11.8370,11.9835,39.7903,29.3433,23.3333,0.0609,-0.4339,-0.3730,25.5979,-69.9702,0.0000,40.0000,11.8370,10.7994,12.8746,-378309555.8077,-58873650.0000
2004-08-30,11.78,11.9,11.48,11.48,11.48,4874400,0.0000,1.0,11.9095,12.0334,39.4345,39.4635,21.4787,0.0740,-0.4491,-0.3751,25.1932,-46.9498,0.0000,45.0000,11.9095,10.7753,13.0437,-381560905.8077,-65376350.0000
2004-08-27,11.9,12.05,11.78,11.88,11.88,2560000,0.0000,1.0,12.0035,12.0916,42.6258,56.2050,43.2178,0.0982,-0.4676,-0.3694,25.0983,-15.2680,0.0000,50.0000,12.0035,10.7249,13.2821,-376686505.8077,-60501950.0000
2004-08-26,12.0,12.05,11.65,11.83,11.83,5049800,0.0000,1.0,12.0860,12.1139,42.0691,67.8476,53.6940,0.0947,-0.4922,-0.3975,25.3083,-29.0152,0.0000,55.0000,12.0860,10.6470,13.5250,-376022802.1040,-63061950.0000
2004-08-25,11.91,12.17,11.69,12.03,12.03,7238500,0.0000,1.0,12.1705,12.1438,43.6796,75.9371,71.7031,0.0935,-0.5158,-0.4224,25.5294,-22.0233,5.0000,60.0000,12.1705,10.6084,13.7326,-375517822.1040,-58012150.0000
2004-08-24,12.27,12.28,11.75,11.9,11.9,10240600,0.0000,1.0,12.2130,12.1558,42.3160,78.7186,78.1457,0.0708,-0.5392,-0.4684,25.8028,-24.1935,10.0000,65.0000,12.2130,10.6225,13.8035,-378533863.7707,-65250650.0000
2004-08-23,12.03,12.35,11.97,12.16,12.16,6979400,0.0000,1.0,12.2665,12.1827,44.3566,72.1091,77.9626,0.0498,-0.5569,-0.5071,26.1500,-10.0163,15.0000,70.0000,12.2665,10.6499,13.8831,-374089829.8084,-55010050.0000
2004-08-20,11.65,12.13,11.59,11.96,11.96,12749100,0.0000,1.0,12.3005,12.1851,42.3241,60.4396,80.0474,-0.0062,-0.5694,-0.5756,26.7361,-38.3875,20.0000,75.0000,12.3005,10.6658,13.9352,-374089829.8084,-61989450.0000
2004-08-19,11.67,11.8,11.43,11.47,11.47,9923500,0.0000,1.0,12.3520,12.2088,36.9650,39.4661,58.3172,-0.0664,-0.5678,-0.6342,27.0392,-73.5254,25.0000,80.0000,12.3520,10.6987,14.0053,-378811718.6973,-74738550.0000
2004-08-18,11.13,11.73,11.09,11.68,11.68,14023100,0.0000,1.0,12.4540,12.2866,38.4184,24.6177,42.9541,-0.0988,-0.5512,-0.6500,26.8501,-88.9408,0.0000,85.0000,12.4540,10.7793,14.1287,-371033840.3189,-64815050.0000
2004-08-17,11.29,11.4,11.03,11.13,11.13,8572500,0.0000,1.0,12.5220,12.3504,31.7408,14.7216,17.1270,-0.1555,-0.5265,-0.6820,26.5386,-131.6531,5.0000,90.0000,12.5220,10.8682,14.1758,-382865830.9439,-78838150.0000
2004-08-16,11.11,11.37,11.09,11.16,11.16,5769700,0.0000,1.0,12.6455,12.4789,31.9202,14.8870,13.7719,-0.1694,-0.4876,-0.6570,25.6589,-153.1532,10.0000,95.0000,12.6455,11.0584,14.2326,-378927114.7277,-70265650.0000
2004-08-13,10.97,11.19,10.89,11.11,11.11,7633900,0.0000,1.0,12.7460,12.6177,31.3056,16.3830,13.2659,-0.1734,-0.4453,-0.6186,24.7742,-206.9845,15.0000,100.0000,12.7460,11.2996,14.1924,-376042264.7277,-76035350.0000
2004-08-12,11.65,11.75,10.89,11.06,11.06,16216300,0.0000,1.0,12.8520,12.7764,30.7114,17.2135,17.6232,-0.1536,-0.4019,-0.5555,23.5352,-247.0841,20.0000,100.0000,12.8520,11.6035,14.1005,-379604751.3944,-83669250.0000
2004-08-11,12.13,12.13,11.5,11.75,11.75,10533300,0.0000,1.0,12.9735,12.9571,34.6397,13.6621,18.2600,-0.0982,-0.3635,-0.4617,22.2310,-216.2613,25.0000,100.0000,12.9735,12.0046,13.9424,-369799546.7432,-67452950.0000
2004-08-10,12.25,12.42,12.16,12.34,12.34,4932400,0.0000,1.0,13.0565,13.0841,38.6564,10.7298,15.7572,-0.0666,-0.3390,-0.4056,21.2486,-160.1333,0.0000,95.0000,13.0565,12.2503,13.8627,-367626008.6480,-56919650.0000
2004-08-09,12.3,12.31,12.06,12.2,12.2,7349900,0.0000,1.0,13.1445,13.1625,37.0099,11.6779,6.9692,-0.0658,-0.3223,-0.3881,20.7527,-202.7997,5.0000,100.0000,13.1445,12.2877,14.0013,-369523085.5711,-61852050.0000
2004-08-06,12.54,12.72,12.33,12.43,12.43,9359900,0.0000,1.0,13.2320,13.2638,38.6280,23.4425,9.4630,-0.0401,-0.3059,-0.3459,20.0371,-166.9916,0.0000,100.0000,13.2320,12.4228,14.0412,-370405073.5711,-54502150.0000
2004-08-05,12.93,13.05,12.72,12.73,12.73,4011200,0.0000,1.0,13.3305,13.3515,40.8406,42.0099,18.6014,-0.0147,-0.2958,-0.3105,19.5266,-110.4762,5.0000,70.0000,13.3305,12.4586,14.2024,-365845122.2890,-45142250.0000
2004-08-04,12.87,13.08,12.76,12.93,12.93,5592600,0.0000,1.0,13.4000,13.4170,42.3780,63.1368,42.2631,0.0009,-0.2922,-0.2913,19.3842,-98.6012,0.0000,75.0000,13.4000,12.5093,14.2907,-362077025.3193,-41131050.0000
2004-08-03,13.3,13.31,12.9,12.96,12.96,6465000,0.0000,1.0,13.4715,13.4682,42.6065,71.6913,65.1652,0.0096,-0.2924,-0.2828,19.2773,-78.1805,5.0000,80.0000,13.4715,12.5159,14.4271,-362426562.8193,-35538450.0000
2004-08-02,13.49,13.49,13.1,13.36,13.36,5469000,0.0000,1.0,13.5295,13.5217,45.7305,65.7929,81.9820,0.0238,-0.2948,-0.2710,19.3146,-36.7641,0.0000,85.0000,13.5295,12.5644,14.4946,-357853757.9413,-29073450.0000
2004-07-30,13.4,13.64,13.19,13.53,13.53,4497100,0.0000,1.0,13.5955,13.5387,47.1255,45.9137,67.9268,0.0080,-0.3007,-0.2928,19.5754,-21.3672,0.0000,90.0000,13.5955,12.5125,14.6785,-359676757.9413,-23604450.0000
2004-07-29,12.88,13.67,12.88,13.52,13.52,8987800,0.0000,1.0,13.6675,13.5397,47.0352,27.9877,47.4698,-0.0308,-0.3027,-0.3335,19.9519,-39.9892,0.0000,95.0000,13.6675,12.4309,14.9041,-361975275.7190,-28101550.0000
2004-07-28,12.81,13.03,12.56,12.88,12.88,6814200,0.0000,1.0,13.7570,13.5417,40.8990,20.7277,22.3446,-0.0847,-0.2950,-0.3797,20.3481,-104.0788,0.0000,100.0000,13.7570,12.3314,15.1826,-367549987.1115,-37089350.0000
2004-07-27,12.79,13.07,12.65,12.97,12.97,4975000,0.0000,1.0,13.8750,13.6114,41.5419,21.7901,14.1488,-0.0941,-0.2739,-0.3680,19.7613,-105.4487,5.0000,100.0000,13.8750,12.3708,15.3792,-370014697.7498,-30275150.0000
2004-07-26,13.09,13.2,12.71,12.84,12.84,4868800,0.0000,1.0,13.9505,13.6789,40.2530,32.9644,25.6895,-0.1064,-0.2503,-0.3568,19.2273,-115.6874,10.0000,100.0000,13.9505,12.4844,15.4166,-372620650.1307,-35250150.0000
2004-07-23,13.34,13.37,12.94,12.99,12.99,5418100,0.0000,1.0,14.0470,13.7672,41.2500,35.6664,25.5319,-0.1003,-0.2237,-0.3241,18.7201,-109.8398,15.0000,100.0000,14.0470,12.6329,15.4611,-370335295.0287,-30381350.0000
2004-07-22,13.01,13.63,13.01,13.51,13.51,7138400,0.0000,1.0,14.1160,13.8490,44.9134,37.4752,47.6719,-0.0942,-0.1987,-0.2929,18.4012,-90.9837,20.0000,85.0000,14.1160,12.7825,15.4495,-366177218.2845,-24963250.0000
2004-07-21,13.86,13.88,13.01,13.04,13.04,6563500,0.0000,1.0,14.1635,13.8847,40.3659,26.4219,33.7952,-0.1266,-0.1751,-0.3017,18.1323,-113.3975,25.0000,90.0000,14.1635,12.8523,15.4747,-370552366.6716,-32101650.0000
2004-07-20,13.25,13.67,13.2,13.6,13.6,10572600,0.0000,1.0,14.2045,13.9736,44.5265,19.6598,30.9584,-0.1174,-0.1434,-0.2608,17.8492,-98.6894,30.0000,95.0000,14.2045,12.9885,15.4205,-364441521.8440,-25538150.0000
2004-07-19,13.2,13.34,12.94,13.17,13.17,6215100,0.0000,1.0,14.2110,14.0130,40.0165,19.0202,14.5120,-0.1477,-0.1141,-0.2618,17.2400,-153.7681,35.0000,100.0000,14.2110,13.0067,15.4153,-371864836.7376,-36110750.0000
2004-07-16,13.6,13.67,13.21,13.23,13.23,8568100,0.0000,1.0,14.2370,14.1017,40.4524,24.6501,13.5092,-0.1384,-0.0772,-0.2155,16.0743,-133.0261,40.0000,100.0000,14.2370,13.1033,15.3707,-372797101.7376,-29895650.0000
2004-07-15,13.47,13.72,13.25,13.49,13.49,9775400,0.0000,1.0,14.2575,14.1935,42.3519,34.3296,29.0393,-0.1168,-0.0426,-0.1594,15.0504,-122.1380,45.0000,95.0000,14.2575,13.1842,15.3308,-364974053.9115,-21327550.0000
2004-07-14,13.5,13.86,13.21,13.41,13.41,18417700,0.0000,1.0,14.2820,14.2675,41.5496,34.7460,31.4017,-0.0985,-0.0134,-0.1119,14.0031,-131.5088,50.0000,100.0000,14.2820,13.2587,15.3053,-365182041.1456,-31102950.0000
2004-07-13,14.05,14.15,13.97,14.1,14.1,6175900,0.0000,1.0,14.3145,14.3578,46.8971,34.2507,42.5478,-0.0528,0.0113,-0.0415,12.9008,-41.7689,55.0000,20.0000,14.3145,13.3654,15.2636,-358098310.3763,-12685250.0000
2004-07-12,14.12,14.12,13.72,13.95,13.95,7318700,0.0000,1.0,14.3065,14.3849,45.4471,25.7901,30.2886,-0.0458,0.0245,-0.0213,12.3684,-66.0688,60.0000,25.0000,14.3065,13.3477,15.2653,-360843154.8208,-18861150.0000
2004-07-09,14.28,14.46,14.21,14.4,14.4,6758100,0.0000,1.0,14.3190,14.4307,49.2823,22.8079,29.9158,-0.0159,0.0359,0.0200,11.7632,7.6307,65.0000,30.0000,14.3190,13.3727,15.2653,-361940959.8208,-11542450.0000
2004-07-08,14.25,14.44,14.08,14.12,14.12,7484900,0.0000,1.0,14.3150,14.4339,46.6195,22.9444,17.1660,-0.0132,0.0399,0.0267,11.6085,-20.0773,70.0000,35.0000,14.3150,13.3694,15.2606,-365455171.8208,-18300550.0000
2004-07-07,14.12,14.5,14.12,14.36,14.36,6275500,0.0000,1.0,14.3535,14.4669,48.7016,36.5150,21.3419,0.0202,0.0432,0.0634,11.4174,-4.4575,75.0000,40.0000,14.3535,13.3805,15.3265,-359633582.9319,-10815650.0000
