,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD_Signal,MACD,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2019-07-25,48.4,48.7,47.59,47.77,47.77,28127781,0.0000,1.0,42.9475,43.1930,72.1314,90.4011,87.4104,0.4240,2.4416,2.8656,31.9465,130.0850,100.0000,0.0000,42.9475,36.7498,49.1452,-820457104.5382,1691610266.0000
2019-07-24,46.95,48.23,46.82,47.99,47.99,33169918,0.0000,1.0,42.4110,42.7113,73.1064,89.9912,93.4037,0.4815,2.3356,2.8171,30.7931,130.7601,100.0000,0.0000,42.4110,36.1191,48.7029,-801451847.1057,1719738047.0000
2019-07-23,46.78,47.14,46.23,46.95,46.95,29354432,0.0000,1.0,41.6455,42.1556,71.3683,80.6636,90.3891,0.4766,2.2152,2.6918,29.6469,118.3446,95.0000,5.0000,41.6455,34.5774,48.7136,-823329878.1270,1686568129.0000
2019-07-22,46.5,47.425,46.31,47.19,47.19,46042826,0.0000,1.0,40.9575,41.6509,72.3940,66.3073,86.1810,0.5027,2.0960,2.5987,28.6042,134.1476,100.0000,10.0000,40.9575,33.4252,48.4898,-840426415.4457,1715922561.0000
2019-07-19,45.13,46.0,44.63,45.52,45.52,39328352,0.0000,1.0,40.2605,41.0679,69.4959,53.9872,65.4208,0.4473,1.9704,2.4176,27.4704,112.7550,100.0000,15.0000,40.2605,32.5855,47.9355,-867061054.7013,1669879735.0000
2019-07-18,43.61,44.93,43.5,44.67,44.67,26483297,0.0000,1.0,39.6920,40.5992,67.8647,55.6818,47.3200,0.4628,1.8585,2.3214,26.4983,102.3336,85.0000,20.0000,39.6920,31.9753,47.4087,-878830853.4750,1630551383.0000
2019-07-17,43.0,43.75,42.6,43.37,43.37,19539283,0.0000,1.0,39.1555,40.1707,65.1575,69.9013,49.2207,0.5084,1.7428,2.2513,25.6571,86.7157,90.0000,25.0000,39.1555,31.4058,46.9052,-895683860.6568,1604068086.0000
2019-07-16,44.05,44.1,42.93,43.06,43.06,31238932,0.0000,1.0,38.7015,39.8340,64.4797,82.9997,70.5048,0.6457,1.6157,2.2614,24.9893,96.0968,95.0000,0.0000,38.7015,30.9288,46.4742,-902310226.1960,1584528803.0000
2019-07-15,44.69,45.2699,43.71,44.4,44.4,26623252,0.0000,1.0,38.1700,39.4944,70.0785,89.1145,89.9782,0.8187,1.4543,2.2730,24.1445,124.7356,100.0000,5.0000,38.1700,30.2106,46.1294,-878013279.0849,1615767735.0000
2019-07-12,43.75,44.7,43.36,44.51,44.51,33257774,0.0000,1.0,37.5830,38.9780,70.5562,84.8858,88.5160,0.8687,1.2496,2.1184,22.9160,132.2494,100.0000,10.0000,37.5830,29.8188,45.3472,-874942875.1905,1642390987.0000
2019-07-11,43.22,43.54,42.4406,43.48,43.48,30392443,0.0000,1.0,37.0265,38.3957,68.6553,76.5427,88.8493,0.8465,1.0325,1.8790,21.7133,127.1064,95.0000,15.0000,37.0265,29.7477,44.3053,-898769340.1457,1609133213.0000
2019-07-10,42.23,44.0,42.04,42.9,42.9,51625492,0.0000,1.0,36.5005,37.8605,67.5340,63.8141,77.2919,0.8301,0.8208,1.6510,20.6405,139.8872,100.0000,20.0000,36.5005,29.6557,43.3453,-925844434.4464,1578740770.0000
2019-07-09,40.13,41.41,40.0817,41.35,41.35,28254672,0.0000,1.0,36.0975,37.3300,64.2909,56.0006,63.4870,0.7817,0.6133,1.3949,19.5112,115.5816,75.0000,25.0000,36.0975,29.8876,42.3074,-919522945.6301,1527115278.0000
2019-07-08,39.03,40.61,38.94,40.41,40.41,28148461,0.0000,1.0,35.7770,36.9069,62.1104,57.7872,50.6635,0.7878,0.4179,1.2057,18.8035,109.3935,80.0000,30.0000,35.7770,30.0409,41.5131,-945225061.2498,1498860606.0000
2019-07-05,38.95,39.56,38.7999,39.42,39.42,18407991,0.0000,1.0,35.4560,36.5381,59.6448,67.0527,53.8514,0.8214,0.2209,1.0424,18.2300,106.9068,85.0000,35.0000,35.4560,30.0861,40.8259,-966631375.9025,1470712145.0000
2019-07-03,39.62,39.77,39.17,39.59,39.59,13479738,0.0000,1.0,35.1585,36.2347,60.2847,78.6515,68.8467,0.9039,0.0156,0.9195,17.8648,133.7662,90.0000,40.0000,35.1585,30.0469,40.2701,-978258367.7182,1489120136.0000
2019-07-02,39.62,40.035,39.025,39.6,39.6,29774478,0.0000,1.0,34.8460,35.8816,60.3209,85.9316,78.4600,0.9424,-0.2104,0.7320,17.3351,163.3175,95.0000,45.0000,34.8460,30.1056,39.5864,-983650262.9182,1502599874.0000
2019-07-01,41.155,41.71,39.74,40.11,40.11,61091350,0.0000,1.0,34.5905,35.4901,62.1267,80.5152,88.6476,0.9270,-0.4460,0.4810,16.7775,245.8862,100.0000,50.0000,34.5905,30.3815,38.7995,-987777418.2845,1532374352.0000
2019-06-28,39.36,39.4,38.05,38.59,38.59,61402696,0.0000,1.0,34.2195,35.0038,58.6191,63.1170,90.6872,0.7795,-0.6778,0.1017,15.9211,241.5301,100.0000,55.0000,34.2195,30.7852,37.6538,-949634088.0814,1471283002.0000
2019-06-27,36.85,38.33,36.51,38.07,38.07,51612422,0.0000,1.0,33.9205,34.6264,57.3349,39.1547,62.2108,0.6435,-0.8726,-0.2291,15.5130,256.8366,100.0000,60.0000,33.9205,31.0684,36.7726,-937353548.8814,1409880306.0000
2019-06-26,35.87,37.6136,35.7,37.04,37.04,100271596,0.0000,1.0,33.6830,34.2639,54.6889,31.5491,36.4532,0.4385,-1.0335,-0.5951,15.3470,270.5616,100.0000,65.0000,33.6830,31.5529,35.8131,-974219564.5957,1358267884.0000
2019-06-25,33.35,33.88,32.61,32.68,32.68,39590484,0.0000,1.0,33.4955,33.9716,39.6335,37.7818,18.8001,0.1945,-1.1431,-0.9486,15.3588,-58.3363,50.0000,70.0000,33.4955,32.0212,34.9698,-1014378506.4720,1257996288.0000
2019-06-24,33.2,34.08,33.02,33.19,33.19,27306006,0.0000,1.0,33.5085,34.1076,41.1530,54.6329,39.3939,0.2496,-1.1918,-0.9422,15.7344,-18.5396,55.0000,75.0000,33.5085,32.0588,34.9582,-979152327.7948,1297586772.0000
2019-06-21,33.7,33.89,32.73,33.25,33.25,38858209,0.0000,1.0,33.5490,34.2042,41.3301,58.2981,55.1515,0.2820,-1.2542,-0.9722,16.2725,-36.9064,60.0000,80.0000,33.5490,32.0919,35.0061,-960604852.0212,1324892778.0000
2019-06-20,34.84,35.26,34.02,34.15,34.15,21691501,0.0000,1.0,33.5775,34.3046,44.0301,50.6693,69.3531,0.3222,-1.3247,-1.0024,16.7657,96.7081,65.0000,85.0000,33.5775,32.1226,35.0324,-956585037.2971,1363750987.0000
2019-06-19,34.69,34.69,33.705,33.94,33.94,20436384,0.0000,1.0,33.6065,34.3209,43.2077,31.8352,50.3896,0.2871,-1.4052,-1.1181,17.5562,50.0858,70.0000,90.0000,33.6065,32.0855,35.1275,-939441754.2487,1342059486.0000
2019-06-18,32.9,34.89,32.9,34.29,34.29,33727291,0.0000,1.0,33.6915,34.3610,44.2369,19.2693,32.2652,0.2489,-1.4770,-1.2281,18.3624,29.0250,75.0000,95.0000,33.6915,31.9339,35.4491,-928756741.2944,1362495870.0000
2019-06-17,32.54,32.85,32.14,32.43,32.43,20049979,0.0000,1.0,33.7080,34.3685,36.6145,18.4352,12.8509,0.1529,-1.5392,-1.3863,19.2109,-118.2878,0.0000,100.0000,33.7080,31.9222,35.4938,-942145967.3698,1328768579.0000
2019-06-14,32.45,32.84,32.245,32.66,32.66,19714950,0.0000,1.0,33.8895,34.5725,37.2120,30.4042,12.6918,0.1988,-1.5774,-1.3786,19.2927,-112.4574,0.0000,40.0000,33.8895,31.9307,35.8483,-938474844.4543,1348818558.0000
2019-06-13,33.08,33.6389,33.005,33.38,33.38,16586706,0.0000,1.0,34.1220,34.7738,39.1101,47.4163,29.7630,0.2549,-1.6271,-1.3722,19.4109,-58.3100,0.0000,45.0000,34.1220,31.7433,36.5007,-946261421.3450,1368533508.0000
2019-06-12,34.01,34.1,32.73,32.96,32.96,28746485,0.0000,1.0,34.3735,34.9206,37.3389,55.6149,48.7578,0.2735,-1.6909,-1.4174,19.7703,-66.1763,5.0000,50.0000,34.3735,31.3781,37.3689,-949299308.3408,1351946802.0000
2019-06-11,35.8,35.99,34.75,34.84,34.84,19208637,0.0000,1.0,34.6510,35.1269,42.6097,52.2398,63.7280,0.3476,-1.7592,-1.4117,20.1487,24.7016,10.0000,55.0000,34.6510,31.2324,38.0696,-930204927.7933,1380693287.0000
2019-06-10,34.6,35.54,34.52,34.94,34.94,21728002,0.0000,1.0,34.7780,35.1571,42.9159,48.8857,54.3590,0.2709,-1.8461,-1.5752,21.1891,8.6201,0.0000,60.0000,34.7780,31.1579,38.3981,-913784641.3256,1399901924.0000
2019-06-07,33.55,34.025,33.22,33.99,33.99,21430449,0.0000,1.0,34.9780,35.1800,38.9579,47.5236,38.6325,0.1426,-1.9139,-1.7713,22.1546,-48.7142,0.0000,65.0000,34.9780,30.9278,39.0282,-909950288.0315,1378173922.0000
2019-06-06,33.26,33.82,32.94,33.47,33.47,21088076,0.0000,1.0,35.2420,35.3053,36.6747,50.3108,53.6655,0.0505,-1.9495,-1.8990,22.5451,-64.8336,0.0000,70.0000,35.2420,30.8132,39.6708,-929517219.7271,1356743473.0000
2019-06-05,35.2,35.395,33.04,33.34,33.34,27070346,0.0000,1.0,35.5560,35.4984,36.1071,43.1246,50.2726,-0.0193,-1.9621,-1.9815,22.8651,-53.2345,0.0000,75.0000,35.5560,30.7961,40.3159,-933830689.8180,1335655397.0000
2019-06-04,33.36,34.56,33.1,34.49,34.49,25076035,0.0000,1.0,35.9020,35.7256,39.0484,38.1845,46.9943,-0.0874,-1.9573,-2.0447,23.2329,-54.6413,0.0000,80.0000,35.9020,30.8403,40.9637,-913657247.2575,1362725743.0000
2019-06-03,32.945,33.22,32.47,32.69,32.69,21174520,0.0000,1.0,36.2840,35.8557,30.6481,32.3473,32.1068,-0.2772,-1.9355,-2.2127,23.2594,-94.4396,0.0000,85.0000,36.2840,30.5922,41.9758,-936328730.9562,1337649708.0000
2019-05-31,32.6,33.325,32.52,32.61,32.61,18607307,0.0000,1.0,36.8160,36.1889,30.2422,29.6075,35.4523,-0.3455,-1.8662,-2.2117,22.6472,-101.2690,5.0000,90.0000,36.8160,30.6023,43.0297,-927576596.0228,1316475188.0000
2019-05-30,33.43,34.32,33.031,33.32,33.32,20957589,0.0000,1.0,37.3135,36.5657,31.8121,24.1817,29.4828,-0.3903,-1.7798,-2.1701,22.0148,-93.5595,10.0000,95.0000,37.3135,30.9354,43.6916,-913129929.0974,1335082495.0000
2019-05-29,32.32,33.42,32.175,33.29,33.29,28796104,0.0000,1.0,37.7425,36.9073,31.6697,21.7513,23.8874,-0.4754,-1.6822,-2.1577,21.4711,-118.1535,15.0000,100.0000,37.7425,31.3424,44.1426,-901569924.6140,1314124906.0000
2019-05-28,34.15,34.31,32.88,32.94,32.94,26758419,0.0000,1.0,38.1810,37.2881,30.0509,20.5683,19.1748,-0.5441,-1.5634,-2.1074,20.4596,-122.2112,20.0000,100.0000,38.1810,31.8599,44.5021,-924352384.4052,1285328802.0000
2019-05-24,34.16,34.36,33.59,34.0,34.0,19705956,0.0000,1.0,38.6395,37.7458,32.2491,19.4934,22.1916,-0.5497,-1.4274,-1.9770,19.5486,-120.3579,25.0000,95.0000,38.6395,32.5807,44.6983,-899839427.1395,1312087221.0000
2019-05-23,33.89,33.9,32.96,33.82,33.82,32186684,0.0000,1.0,39.0445,38.1401,31.4400,17.1813,20.3385,-0.5998,-1.2899,-1.8897,18.7515,-145.7651,0.0000,100.0000,39.0445,33.2013,44.8877,-901119034.6719,1292381265.0000
2019-05-22,35.2,35.45,34.63,34.73,34.73,20902368,0.0000,1.0,39.4910,38.5948,33.3529,13.4078,15.9502,-0.5925,-1.1400,-1.7325,17.6900,-124.9209,5.0000,90.0000,39.4910,33.9563,45.0257,-927827134.1613,1324567949.0000
2019-05-21,35.29,35.88,35.15,35.64,35.64,32501335,0.0000,1.0,39.9060,39.0017,35.3989,16.1915,15.2552,-0.6075,-0.9919,-1.5993,16.9626,-123.7979,10.0000,95.0000,39.9060,34.6225,45.1895,-912022904.6979,1345470317.0000
2019-05-20,34.75,35.2,34.325,34.62,34.62,34489512,0.0000,1.0,40.2625,39.3555,30.8841,22.9072,9.0181,-0.6587,-0.8400,-1.4987,16.3311,-165.7532,15.0000,100.0000,40.2625,35.2219,45.3031,-923153498.8760,1312968982.0000
2019-05-17,36.61,37.2799,35.8,36.06,36.06,31096274,0.0000,1.0,40.7015,39.8540,34.0783,31.1787,24.3011,-0.5692,-0.6753,-1.2446,15.3374,-142.1940,20.0000,100.0000,40.7015,36.2029,45.2001,-911919772.1102,1347458494.0000
2019-05-16,37.68,37.99,37.1,37.31,37.31,29479209,0.0000,1.0,41.0685,40.2534,37.2558,31.6096,35.4025,-0.5157,-0.5330,-1.0487,14.6697,-127.5902,25.0000,85.0000,41.0685,36.9640,45.1730,-891749954.2762,1378554768.0000
2019-05-15,37.9,38.7,37.76,38.41,38.41,17532268,0.0000,1.0,41.3605,40.5632,40.4054,25.9386,33.8325,-0.5068,-0.4041,-0.9108,14.3550,-118.2787,30.0000,90.0000,41.3605,37.5465,45.1745,-876182282.1077,1408033977.0000
2019-05-14,38.02,38.61,37.4,38.51,38.51,24004007,0.0000,1.0,41.5780,40.7899,40.7026,20.5506,25.5938,-0.5562,-0.2774,-0.8335,14.2408,-146.1049,35.0000,95.0000,41.5780,37.9713,45.1847,-882896767.7247,1425566245.0000
2019-05-13,37.36,37.98,37.0566,37.38,37.38,33092081,0.0000,1.0,41.7435,41.0298,35.6194,16.4249,18.3894,-0.5946,-0.1383,-0.7330,14.0790,-219.4450,40.0000,100.0000,41.7435,38.4227,45.0643,-902933170.2619,1401562238.0000
2019-05-10,39.01,39.29,37.6452,38.94,38.94,30368144,0.0000,1.0,41.9750,41.4140,40.1312,17.6811,17.6686,-0.4892,0.0103,-0.4789,13.6173,-217.1870,45.0000,100.0000,41.9750,39.3255,44.6245,-893020597.5907,1434654319.0000
2019-05-09,39.1,39.63,38.2,39.27,39.27,27844397,0.0000,1.0,42.1420,41.6745,41.1795,29.4828,13.2169,-0.4390,0.1326,-0.3064,13.3087,-253.7055,50.0000,100.0000,42.1420,39.8871,44.3969,-910464555.7930,1465022463.0000
2019-05-08,39.86,40.495,39.58,39.75,39.75,26190143,0.0000,1.0,42.2870,41.9276,42.7214,49.3459,22.1577,-0.3578,0.2424,-0.1155,13.1567,-243.7298,55.0000,100.0000,42.2870,40.4565,44.1175,-924289396.2615,1492866860.0000
2019-05-07,41.68,41.93,39.73,40.26,40.26,35094080,0.0000,1.0,42.3855,42.1568,44.3995,64.1993,53.0739,-0.2507,0.3318,0.0811,13.4667,-213.6637,60.0000,100.0000,42.3855,40.9402,43.8308,-907831109.6768,1519057003.0000
2019-05-06,41.4,42.2901,41.0,42.13,42.13,25775999,0.0000,1.0,42.5175,42.3564,51.4375,61.6485,72.8059,-0.1157,0.3945,0.2788,13.8473,-96.6974,65.0000,70.0000,42.5175,41.4364,43.5986,-889645995.4950,1554151083.0000
2019-05-03,42.49,43.38,42.41,43.33,43.33,16577018,0.0000,1.0,42.5770,42.3803,56.9399,48.1764,66.7179,-0.0866,0.4234,0.3368,14.4192,64.5184,70.0000,75.0000,42.5770,41.4575,43.6965,-909024447.8864,1579927082.0000
2019-05-02,42.0,43.2,41.63,42.56,42.56,17046832,0.0000,1.0,42.5550,42.2803,53.9362,37.3056,45.4216,-0.1614,0.4451,0.2837,14.3942,-14.2266,0.0000,80.0000,42.5550,41.4791,43.6309,-923892494.9585,1563350064.0000
2019-05-01,42.43,42.93,41.89,41.9,41.9,17673308,0.0000,1.0,42.6220,42.2508,51.1621,31.6409,32.3895,-0.1953,0.4854,0.2901,14.4317,-50.1236,5.0000,85.0000,42.6220,41.3967,43.8473,-927041272.8439,1546303232.0000
2019-04-30,41.86,42.36,41.58,42.06,42.06,16342656,0.0000,1.0,42.6490,42.2878,51.8816,30.7982,34.1055,-0.1729,0.5342,0.3614,14.5651,-80.9761,10.0000,90.0000,42.6490,41.4654,43.8326,-909707836.1516,1563976540.0000
2019-04-29,42.13,42.61,41.73,42.11,42.11,13452843,0.0000,1.0,42.6585,42.3118,52.0992,29.4572,28.4276,-0.1467,0.5775,0.4308,14.9063,-65.2643,15.0000,0.0000,42.6585,41.4910,43.8260,-913479218.3054,1580319196.0000
2019-04-26,41.49,42.28,40.765,42.1,42.1,26092422,0.0000,1.0,42.6195,42.3330,52.0610,36.7747,29.8615,-0.1062,0.6141,0.5080,15.2032,-102.4984,20.0000,0.0000,42.6195,41.3351,43.9039,-911644739.7145,1566866353.0000
2019-04-25,43.62,44.65,42.69,42.75,42.75,28346185,0.0000,1.0,42.4815,42.3575,54.7568,47.8666,30.0824,-0.0405,0.6407,0.6001,15.6275,82.6559,25.0000,0.0000,42.4815,40.5656,44.3974,-931536982.2294,1592958775.0000
2019-04-24,42.82,43.4,42.38,43.03,43.03,19637006,0.0000,1.0,42.3055,42.3162,55.9423,62.5954,50.3802,-0.0079,0.6508,0.6429,15.2338,51.6614,30.0000,5.0000,42.3055,39.9292,44.6818,-904926277.9437,1621304960.0000
2019-04-23,43.37,43.47,42.72,42.77,42.77,21489440,0.0000,1.0,42.1700,42.2411,55.0845,70.6698,63.1371,0.0068,0.6528,0.6596,15.2290,59.3997,35.0000,10.0000,42.1700,39.6687,44.6713,-910316828.6103,1601667954.0000
2019-04-22,43.14,43.57,42.53,43.4,43.4,19447891,0.0000,1.0,42.0590,42.1854,57.6691,69.3679,74.2690,0.0466,0.6511,0.6977,15.0609,76.7190,40.0000,15.0000,42.0590,39.4782,44.6398,-891692647.2770,1623157394.0000
2019-04-18,43.2,43.53,42.79,43.4,43.4,16193579,0.0000,1.0,41.9700,42.0575,57.6691,61.0243,74.6032,0.0327,0.6394,0.6722,14.8840,88.9381,45.0000,20.0000,41.9700,39.4585,44.4815,-904782573.9116,1623157394.0000
2019-04-17,43.36,44.05,42.76,43.15,43.15,22091989,0.0000,1.0,41.9995,41.9162,56.9456,48.8355,59.2314,-0.0015,0.6313,0.6298,14.5800,94.5349,50.0000,25.0000,41.9995,39.4089,44.5901,-915286517.0467,1606963815.0000
2019-04-16,42.26,42.93,42.08,42.76,42.76,19337506,0.0000,1.0,41.8485,41.7864,55.8267,42.7327,49.2382,-0.0397,0.6316,0.5919,14.2600,48.8083,55.0000,30.0000,41.8485,39.1925,44.5045,-906552474.8840,1584871826.0000
2019-04-15,42.17,42.23,41.2,41.82,41.82,16932294,0.0000,1.0,41.7290,41.6839,53.0319,37.0862,38.0370,-0.0668,0.6416,0.5747,14.2541,-1.9040,60.0000,35.0000,41.7290,39.0331,44.4249,-918154978.4840,1565534320.0000
2019-04-12,42.85,43.195,41.805,42.01,42.01,21740384,0.0000,1.0,41.6185,41.6695,53.6841,34.3407,40.9228,-0.0181,0.6583,0.6401,14.4706,38.5777,65.0000,0.0000,41.6185,38.7697,44.4673,-921607193.7655,1582466614.0000
2019-04-11,42.2,42.725,42.13,42.28,42.28,18163864,0.0000,1.0,41.4950,41.6337,54.5905,31.9068,32.2988,0.0321,0.6628,0.6949,14.4534,45.8554,70.0000,0.0000,41.4950,38.5137,44.4763,-906279441.0173,1604206998.0000
2019-04-10,41.69,42.435,41.51,42.17,42.17,23252244,0.0000,1.0,41.3015,41.5657,54.2918,37.3583,29.8006,0.0726,0.6548,0.7273,14.5797,34.6072,75.0000,5.0000,41.3015,38.0583,44.5447,-897273827.7736,1586043134.0000
2019-04-09,42.54,42.6,41.27,41.72,41.72,29055901,0.0000,1.0,41.1345,41.5021,53.0927,48.8213,33.6209,0.1326,0.6366,0.7693,14.8017,31.7613,80.0000,10.0000,41.1345,37.7466,44.5224,-907203164.4006,1562790890.0000
2019-04-08,42.18,43.14,42.12,42.9,42.9,24546811,0.0000,1.0,41.0110,41.4791,56.8049,63.4047,48.6534,0.2539,0.6035,0.8574,15.0354,76.7231,85.0000,15.0000,41.0110,37.5385,44.4835,-897809151.2954,1591846791.0000
2019-04-05,43.3,43.535,42.72,43.32,43.32,21119444,0.0000,1.0,40.8175,41.3295,58.1804,76.1697,64.1895,0.2973,0.5400,0.8373,14.9700,108.8138,90.0000,0.0000,40.8175,37.3563,44.2787,-910804521.8248,1616393602.0000
2019-04-04,42.36,43.33,42.25,42.89,42.89,37038395,0.0000,1.0,40.5840,41.1200,57.1718,83.1349,77.3710,0.2911,0.4656,0.7567,14.6729,105.0614,95.0000,5.0000,40.5840,37.2004,43.9676,-920781191.6898,1595274158.0000
2019-04-03,43.55,44.85,43.55,43.9,43.9,39097203,0.0000,1.0,40.3310,40.9337,60.4238,76.4442,86.9486,0.2937,0.3929,0.6866,14.4114,179.5001,100.0000,10.0000,40.3310,36.9183,43.7437,-927640153.7268,1632312553.0000
2019-04-02,42.08,42.79,41.75,42.44,42.44,21438082,0.0000,1.0,40.0325,40.6215,57.0704,57.4311,85.0851,0.1649,0.3195,0.4843,13.6342,119.5378,60.0000,15.0000,40.0325,36.8868,43.1782,-909595290.8038,1593215350.0000
2019-04-01,42.265,42.76,41.715,42.25,42.25,28072993,0.0000,1.0,39.9100,40.4300,56.6159,32.0543,57.2990,0.0895,0.2782,0.3677,13.3243,134.4505,65.0000,20.0000,39.9100,36.9644,42.8556,-916603894.5345,1571777268.0000
2019-03-29,40.25,41.52,40.22,41.33,41.33,35716883,0.0000,1.0,39.8505,40.2385,54.3951,17.3705,29.9093,-0.0230,0.2559,0.2329,13.0061,68.4883,70.0000,25.0000,39.8505,37.0520,42.6490,-917275497.2379,1543704275.0000
2019-03-28,39.4,39.94,39.02,39.34,39.34,24584543,0.0000,1.0,39.8630,40.1236,49.0339,16.7703,8.9546,-0.1105,0.2616,0.1511,13.0113,-31.1662,75.0000,30.0000,39.8630,37.0361,42.6899,-942552060.5917,1507987392.0000
2019-03-27,40.38,40.85,39.01,39.23,39.23,26856732,0.0000,1.0,39.9400,40.2060,48.7174,32.1487,13.2476,-0.0421,0.2892,0.2471,13.5093,-18.8311,80.0000,35.0000,39.9400,37.0905,42.7895,-935069808.3743,1483402849.0000
2019-03-26,41.17,41.65,40.1,40.32,40.32,24689552,0.0000,1.0,40.0445,40.3088,51.7429,51.1839,28.1087,0.0776,0.2998,0.3773,14.0335,32.3948,85.0000,40.0000,40.0445,37.1538,42.9352,-914635338.3743,1510259581.0000
2019-03-25,41.34,41.98,40.063,40.55,40.55,34516015,0.0000,1.0,40.1765,40.3076,52.3952,68.1647,55.0898,0.1466,0.2804,0.4270,14.1946,33.1735,90.0000,45.0000,40.1765,37.0188,43.3342,-896954433.3937,1534949133.0000
2019-03-22,43.47,43.48,41.55,41.62,41.62,46605599,0.0000,1.0,40.2865,40.2821,55.4866,72.2805,70.3532,0.2171,0.2437,0.4608,14.3642,88.2832,95.0000,50.0000,40.2865,36.9369,43.6361,-879975506.8705,1569465148.0000
2019-03-21,41.7,44.21,41.65,43.99,43.99,84985448,0.0000,1.0,40.3340,40.1413,63.3519,72.8584,79.0511,0.1988,0.1894,0.3882,13.9771,137.4628,100.0000,55.0000,40.3340,36.8847,43.7833,-836750624.8964,1616070747.0000
2019-03-20,40.5,40.75,39.62,40.13,40.13,41714399,0.0000,1.0,40.2110,39.7361,53.0559,68.7042,67.4374,-0.0911,0.1397,0.0487,13.5299,-5.1522,15.0000,60.0000,40.2110,37.1369,43.2851,-907129199.0214,1531085299.0000
2019-03-19,39.93,41.05,39.89,40.37,40.37,32407260,0.0000,1.0,40.3150,39.6947,53.9512,69.5761,72.0868,-0.1549,0.1625,0.0076,14.1085,2.1430,20.0000,65.0000,40.3150,37.1205,43.5095,-903068505.3134,1572799698.0000
2019-03-18,39.6,40.41,39.15,39.61,39.61,22296587,0.0000,1.0,40.3945,39.6236,51.4885,70.0017,66.5885,-0.2706,0.2012,-0.0693,14.6128,-32.2037,25.0000,70.0000,40.3945,37.1203,43.6687,-897481046.6927,1540392438.0000
2019-03-15,38.58,39.84,38.43,39.54,39.54,30694138,0.0000,1.0,40.5135,39.6250,51.2605,72.4366,70.0529,-0.3580,0.2689,-0.0892,15.3736,-55.7131,30.0000,75.0000,40.5135,37.1894,43.8376,-891464507.3435,1518095851.0000
2019-03-14,38.74,39.63,38.34,38.41,38.41,19757250,0.0000,1.0,40.6480,39.6340,47.4733,69.8866,73.3639,-0.4644,0.3584,-0.1061,15.9793,-82.3701,35.0000,80.0000,40.6480,37.2750,44.0210,-909097310.0244,1487401713.0000
2019-03-13,39.4,39.72,38.64,38.83,38.83,22786331,0.0000,1.0,40.8115,39.7628,48.8126,57.6551,73.8930,-0.4855,0.4745,-0.0110,16.5387,-81.0379,40.0000,85.0000,40.8115,37.5740,44.0490,-891484257.6988,1507158963.0000
2019-03-12,39.17,39.4,38.83,39.25,39.25,18623513,0.0000,1.0,40.8900,39.8610,50.1568,39.4845,62.4030,-0.5282,0.5959,0.0677,17.2261,-82.6965,45.0000,90.0000,40.8900,37.7747,44.0053,-876715339.4581,1529945294.0000
2019-03-11,38.91,39.55,38.83,39.03,39.03,25164660,0.0000,1.0,40.8565,39.9253,49.4642,22.6431,36.6694,-0.6036,0.7279,0.1243,17.8383,-78.7366,50.0000,95.0000,40.8565,37.6581,44.0549,-885537003.5107,1511321781.0000
2019-03-08,36.89,38.815,36.57,38.65,38.65,34080890,0.0000,1.0,40.8340,40.0195,48.2852,17.1502,19.3810,-0.6615,0.8788,0.2173,18.4827,-123.3884,55.0000,100.0000,40.8340,37.5787,44.0893,-874352710.1774,1486157121.0000
