,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Signal,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2005-08-02,44.9,46.97,44.88,46.51,46.51,10836400,0.0000,1.0,38.8275,40.0195,81.8731,90.6658,93.3761,2.6359,1.6924,0.9436,32.9934,161.4654,0.0000,100.0000,38.8275,31.0262,46.6288,277985819.7858,321105400.0000
2005-08-01,44.88,45.19,44.35,44.93,44.93,7127200,0.0000,1.0,38.2060,39.3363,79.5703,93.1491,87.2674,2.3678,1.4565,0.9114,31.0228,171.1769,0.0000,90.0000,38.2060,30.9936,45.4184,271919509.7380,310269000.0000
2005-07-29,45.31,45.75,44.61,45.15,45.15,10491800,0.0000,1.0,37.6050,38.7475,80.9303,96.3134,73.9635,2.1521,1.2286,0.9235,29.1663,214.2799,5.0000,95.0000,37.6050,30.7391,44.4709,269204385.9284,317396200.0000
2005-07-28,43.54,45.81,43.37,45.68,45.68,25141500,0.0000,1.0,37.0020,38.0736,84.2250,72.3396,53.2227,1.8230,0.9978,0.8252,27.0387,248.5575,10.0000,100.0000,37.0020,30.8070,43.1970,269756585.9284,327888000.0000
2005-07-27,42.01,43.74,41.84,43.65,43.65,46075600,0.0000,1.0,36.3855,37.2729,81.4819,53.2374,42.8350,1.3225,0.7915,0.5310,24.7991,232.6639,15.0000,100.0000,36.3855,31.4394,41.3316,247294098.2235,302746500.0000
2005-07-26,38.22,38.75,37.72,37.74,37.74,14782300,0.0000,1.0,35.8885,36.6016,64.3236,34.0911,44.7808,0.8711,0.6587,0.2124,22.7073,83.9706,20.0000,85.0000,35.8885,32.1000,39.6770,205583555.0656,256670900.0000
2005-07-25,38.0,39.04,37.85,37.95,37.95,5470000,0.0000,1.0,35.7265,36.4818,66.4004,41.1765,59.6447,0.8841,0.6056,0.2785,21.6502,101.3154,25.0000,90.0000,35.7265,31.9918,39.4612,219791785.1627,271453200.0000
2005-07-22,37.89,38.23,37.24,37.95,37.95,5871100,0.0000,1.0,35.5800,36.3273,66.4004,59.0749,76.9943,0.8664,0.5360,0.3304,20.4216,95.3308,30.0000,95.0000,35.5800,31.9782,39.1818,224342457.4316,271453200.0000
2005-07-21,38.96,39.75,37.76,37.95,37.95,11055600,0.0000,1.0,35.4540,36.1565,66.4004,78.6828,87.6065,0.8312,0.4534,0.3778,19.4191,140.6697,35.0000,100.0000,35.4540,32.0202,38.8878,221792383.6943,271453200.0000
2005-07-20,37.49,38.25,37.3,38.17,38.17,6368400,0.0000,1.0,35.3175,35.9677,68.3836,93.2252,90.9670,0.7741,0.3590,0.4152,17.8849,137.7348,40.0000,100.0000,35.3175,32.0800,38.5550,230736864.0963,282508800.0000
2005-07-19,37.38,38.17,36.69,38.17,38.17,5840600,0.0000,1.0,35.1780,35.7358,68.3836,90.9117,91.0068,0.6677,0.2552,0.4125,16.8593,145.8678,45.0000,100.0000,35.1780,32.2154,38.1406,225441036.7278,282508800.0000
2005-07-18,36.95,37.19,36.76,37.19,37.19,2973300,0.0000,1.0,35.0540,35.4796,64.0693,88.7641,92.2261,0.5221,0.1520,0.3701,15.8164,126.4055,50.0000,95.0000,35.0540,32.4125,37.6955,219600436.7278,276668200.0000
2005-07-15,37.35,37.5,36.75,37.15,37.15,5209000,0.0000,1.0,34.9600,35.2996,63.8782,93.3446,94.4287,0.4285,0.0595,0.3690,15.2157,146.3522,55.0000,100.0000,34.9600,32.5018,37.4182,216627136.7278,273694900.0000
2005-07-14,37.19,37.42,36.88,37.19,37.19,5863300,0.0000,1.0,34.8815,35.1048,64.2026,94.5696,95.2093,0.3068,-0.0327,0.3395,14.5835,166.1628,60.0000,100.0000,34.8815,32.6153,37.1477,216279870.0612,278903900.0000
2005-07-13,36.27,36.55,36.19,36.51,36.51,3201800,0.0000,1.0,34.7840,34.8853,61.0040,95.3718,92.9614,0.1430,-0.1176,0.2606,13.7962,133.0550,65.0000,100.0000,34.7840,32.7697,36.7983,215411233.0241,273040600.0000
2005-07-12,35.49,36.54,35.46,36.31,36.31,5877200,0.0000,1.0,34.7105,34.7143,60.0054,95.6866,88.1331,0.0011,-0.1828,0.1839,13.4521,122.8346,70.0000,100.0000,34.7105,32.8522,36.5688,212920944.1353,269838800.0000
2005-07-11,34.72,35.68,34.6,35.59,35.59,5166000,0.0000,1.0,34.6385,34.5463,56.1668,87.8257,79.9353,-0.1597,-0.2287,0.0690,13.0958,59.7414,75.0000,25.0000,34.6385,32.9280,36.3490,209546995.9871,263961600.0000
2005-07-08,34.11,34.75,33.85,34.74,34.74,4257000,0.0000,1.0,34.6065,34.4364,50.8793,80.8870,67.3897,-0.2893,-0.2460,-0.0433,13.2759,-19.0775,80.0000,30.0000,34.6065,32.9451,36.2679,205241995.9871,258795600.0000
2005-07-07,33.8,34.51,33.8,33.96,33.96,4242900,0.0000,1.0,34.6295,34.4045,45.1069,71.0933,49.5155,-0.3640,-0.2351,-0.1288,13.7368,-56.2750,85.0000,35.0000,34.6295,32.9488,36.3102,201079595.9871,254538600.0000
2005-07-06,34.01,34.4,33.86,34.06,34.06,4397200,0.0000,1.0,34.6730,34.4513,45.7619,50.1888,27.5041,-0.3746,-0.2029,-0.1716,14.0014,-61.4753,90.0000,0.0000,34.6730,33.0190,36.3270,203410203.0294,258781500.0000
2005-07-05,33.5,34.48,33.45,34.08,34.08,7383800,0.0000,1.0,34.7375,34.4925,45.8885,27.2643,12.4609,-0.3928,-0.1600,-0.2328,14.1785,-81.4539,95.0000,5.0000,34.7375,33.0835,36.3915,204550217.8442,263178700.0000
2005-07-01,33.24,33.27,32.79,32.91,32.91,2932700,0.0000,1.0,34.8220,34.5359,36.0571,5.0592,6.5335,-0.4124,-0.1018,-0.3106,14.3648,-206.5444,100.0000,0.0000,34.8220,33.1386,36.5054,202901408.1354,255794900.0000
2005-06-30,33.47,33.56,32.93,33.09,33.09,5715700,0.0000,1.0,34.9560,34.7070,37.0407,5.0592,9.0458,-0.3124,-0.0241,-0.2882,13.3148,-243.1624,100.0000,0.0000,34.9560,33.4901,36.4219,204367758.1354,258727600.0000
2005-06-29,33.7,34.07,33.27,33.35,33.35,4813300,0.0000,1.0,35.1220,34.8772,38.4812,9.4820,15.1753,-0.1984,0.0479,-0.2463,12.2928,-230.5676,100.0000,0.0000,35.1220,33.7935,36.4505,207180245.4370,264443300.0000
2005-06-28,34.6,34.63,33.59,33.71,33.71,7034300,0.0000,1.0,35.2795,35.0380,40.5557,12.5962,19.5897,-0.0766,0.1095,-0.1860,11.4254,-208.4638,100.0000,5.0000,35.2795,34.0889,36.4701,211030885.4370,269256600.0000
2005-06-27,34.91,35.05,34.17,34.5,34.5,4556300,0.0000,1.0,35.3695,35.1778,45.6907,23.4477,27.7047,0.0434,0.1560,-0.1126,10.7205,-151.5786,100.0000,10.0000,35.3695,34.4192,36.3198,216441885.4370,276290900.0000
2005-06-24,35.3,35.44,34.8801,35.02,35.02,3675500,0.0000,1.0,35.4195,35.2491,49.6194,22.7253,36.3826,0.1155,0.1841,-0.0686,10.3969,-68.3065,45.0000,15.0000,35.4195,34.5562,36.2828,217580960.4370,280847200.0000
2005-06-23,35.14,35.56,35.1,35.43,35.43,5302200,0.0000,1.0,35.4410,35.2733,53.0352,36.9412,49.0225,0.1529,0.2013,-0.0484,10.6699,-21.2146,50.0000,20.0000,35.4410,34.5974,36.2846,219419695.1218,284522700.0000
2005-06-22,35.5,35.85,35.14,35.22,35.22,2507300,0.0000,1.0,35.4320,35.2568,51.4075,49.4812,59.9629,0.1567,0.2134,-0.0567,11.1719,-11.7089,55.0000,25.0000,35.4320,34.5843,36.2797,217114390.7740,279220500.0000
2005-06-21,35.6,35.81,35.28,35.38,35.38,4457100,0.0000,1.0,35.4480,35.2606,52.7303,60.6452,67.5772,0.1806,0.2276,-0.0470,11.7394,6.7521,60.0000,30.0000,35.4480,34.6048,36.2912,219056665.4218,281727800.0000
2005-06-20,35.05,35.97,35.04,35.69,35.69,5097300,0.0000,1.0,35.4630,35.2481,55.3517,69.7625,72.3914,0.1921,0.2393,-0.0472,12.2438,20.3034,65.0000,35.0000,35.4630,34.6145,36.3115,221831840.8935,286184900.0000
2005-06-17,35.89,36.07,35.16,35.31,35.31,4826100,0.0000,1.0,35.4535,35.2016,52.6080,72.3240,67.8638,0.1726,0.2511,-0.0785,12.7749,11.4537,70.0000,40.0000,35.4535,34.6112,36.2958,219803882.8290,281087600.0000
2005-06-16,35.2,35.81,35.16,35.58,35.58,4205500,0.0000,1.0,35.4675,35.1901,54.8846,75.0878,56.6364,0.1838,0.2708,-0.0870,13.2254,10.9607,75.0000,45.0000,35.4675,34.6259,36.3091,223038960.8510,285913700.0000
2005-06-15,35.34,35.41,34.52,35.24,35.24,5151800,0.0000,1.0,35.4550,35.1491,52.4215,56.1796,42.1363,0.1679,0.2925,-0.1246,13.9180,-80.8579,0.0000,50.0000,35.4550,34.6130,36.2970,221809660.8510,281708200.0000
2005-06-14,34.82,35.17,34.79,35.04,35.04,3634400,0.0000,1.0,35.4295,35.1395,50.9243,38.6420,31.1955,0.1798,0.3237,-0.1439,14.2988,-81.9820,0.0000,55.0000,35.4295,34.5338,36.3252,218625964.2218,276556400.0000
2005-06-13,34.67,35.41,34.65,34.87,34.87,3912000,0.0000,1.0,35.4045,35.1500,49.6447,31.5873,23.0977,0.2127,0.3596,-0.1469,14.9219,-74.7950,0.0000,60.0000,35.4045,34.4414,36.3676,217478258.9586,272922000.0000
2005-06-10,35.25,35.29,34.47,34.95,34.95,3467500,0.0000,1.0,35.3560,35.1795,50.2302,23.3573,16.2559,0.2690,0.3964,-0.1274,15.5779,-69.5009,0.0000,65.0000,35.3560,34.2098,36.5022,219125416.8534,276834000.0000
2005-06-09,34.93,35.28,34.4,35.2,35.2,3872500,0.0000,1.0,35.3010,35.2036,52.0527,14.3486,14.6566,0.3287,0.4282,-0.0995,16.1686,-45.2666,5.0000,70.0000,35.3010,33.9886,36.6134,218533404.6583,280301500.0000
2005-06-08,35.4,35.48,34.8,34.83,34.83,5314100,0.0000,1.0,35.2320,35.2040,49.4752,11.0619,23.2767,0.3748,0.4531,-0.0783,16.7824,-25.1287,10.0000,75.0000,35.2320,33.7692,36.6948,215364995.5673,276429000.0000
2005-06-07,35.91,36.2,35.29,35.35,35.35,4884800,0.0000,1.0,35.2020,35.2434,53.3008,18.5592,38.0072,0.4657,0.4726,-0.0069,17.6063,43.2736,15.0000,80.0000,35.2020,33.6838,36.7202,220210204.3909,281743100.0000
2005-06-06,35.54,36.02,35.48,35.77,35.77,3881500,0.0000,1.0,35.1665,35.2322,56.6627,40.2089,52.2215,0.5221,0.4743,0.0478,18.0810,61.5212,20.0000,85.0000,35.1665,33.6307,36.7023,224450854.9403,286627900.0000
2005-06-03,36.46,36.5,35.32,35.59,35.59,4835900,0.0000,1.0,35.1040,35.1756,55.5205,55.2536,56.2298,0.5438,0.4624,0.0814,18.4211,71.0000,25.0000,90.0000,35.1040,33.5698,36.6382,224163336.4218,282746400.0000
2005-06-02,36.33,36.911,36.21,36.41,36.41,4768300,0.0000,1.0,35.0225,35.1319,62.6689,61.2020,52.2072,0.5818,0.4421,0.1397,18.7791,143.9205,0.0000,95.0000,35.0225,33.4283,36.6167,226786197.4388,287582300.0000
2005-06-01,35.57,36.99,35.44,36.5,36.5,10320200,0.0000,1.0,34.9000,34.9974,63.5217,52.2336,44.6018,0.5384,0.4071,0.1312,18.3696,140.8343,0.0000,100.0000,34.9000,33.3761,36.4239,228833641.5186,292350600.0000
2005-05-31,35.36,36.04,35.29,35.51,35.51,4930200,0.0000,1.0,34.7355,34.8392,57.4746,43.1859,42.3435,0.4659,0.3743,0.0916,17.9386,88.8889,0.0000,100.0000,34.7355,33.2278,36.2432,225038471.1961,282030400.0000
2005-05-27,35.22,35.55,35.15,35.5,35.5,3287100,0.0000,1.0,34.6150,34.7686,57.4069,38.3860,47.1185,0.4675,0.3514,0.1161,18.0570,79.2111,0.0000,80.0000,34.6150,32.9932,36.2368,227076287.1961,277100200.0000
2005-05-26,35.28,35.68,35.17,35.45,35.45,4787100,0.0000,1.0,34.4580,34.6916,57.0821,45.4585,59.0173,0.4638,0.3224,0.1414,18.5288,89.6925,5.0000,85.0000,34.4580,32.6163,36.2997,224610962.1961,273813100.0000
2005-05-25,35.27,35.45,35.19,35.25,35.25,3872900,0.0000,1.0,34.3115,34.6118,55.8013,57.5109,70.7472,0.4573,0.2870,0.1703,19.0079,85.4132,0.0000,90.0000,34.3115,32.3467,36.2763,224141638.6666,269026000.0000
2005-05-24,35.48,35.57,35.13,35.54,35.54,5914600,0.0000,1.0,34.1350,34.5446,58.1935,74.0824,77.4786,0.4628,0.2445,0.2183,19.6761,99.9201,5.0000,95.0000,34.1350,31.9208,36.3492,226227046.3590,272898900.0000
2005-05-23,35.57,36.02,35.39,35.68,35.68,5701400,0.0000,1.0,33.9935,34.4399,59.3606,80.6484,80.4462,0.4335,0.1899,0.2436,20.3794,132.0980,10.0000,100.0000,33.9935,31.7948,36.1922,221118982.7226,278813500.0000
2005-05-20,35.45,35.6,34.96,35.5,35.5,5042800,0.0000,1.0,33.8860,34.3093,58.3401,77.7051,81.0762,0.3756,0.1290,0.2466,20.9164,121.8876,15.0000,90.0000,33.8860,31.8215,35.9505,221571474.7861,273112100.0000
2005-05-19,35.37,35.91,35.33,35.59,35.59,5343500,0.0000,1.0,33.7630,34.1840,59.0444,82.9852,77.6257,0.3145,0.0674,0.2471,21.7610,156.1485,20.0000,95.0000,33.7630,31.8076,35.7184,218104549.7861,278154900.0000
2005-05-18,34.81,35.97,34.73,35.33,35.33,9557500,0.0000,1.0,33.6670,34.0360,57.6410,82.5382,64.7581,0.2228,0.0056,0.2173,22.3629,156.9161,25.0000,100.0000,33.6670,31.9004,35.4336,218657325.6482,272811400.0000
2005-05-17,34.45,34.82,34.09,34.73,34.73,3315700,0.0000,1.0,33.5630,33.8998,54.2004,67.3536,45.1352,0.1291,-0.0487,0.1778,22.9965,103.9491,30.0000,100.0000,33.5630,31.9632,35.1628,218965632.0998,263253900.0000
2005-05-16,34.03,34.77,33.92,34.54,34.54,4280700,0.0000,1.0,33.4655,33.8124,53.0533,44.3825,34.4344,0.0686,-0.0932,0.1617,23.9441,101.6949,35.0000,75.0000,33.4655,31.9255,35.0055,216467501.9628,259938200.0000
2005-05-13,33.99,34.35,33.8,33.9,33.9,3991800,0.0000,1.0,33.3885,33.7358,48.9626,23.6694,38.9042,0.0097,-0.1336,0.1433,24.9024,72.0903,40.0000,80.0000,33.3885,31.9187,34.8583,214503416.0804,255657500.0000
2005-05-12,33.7,34.12,33.55,33.85,33.85,6005000,0.0000,1.0,33.3445,33.7185,48.6304,35.2511,58.5482,-0.0004,-0.1694,0.1691,25.5766,59.7343,45.0000,85.0000,33.3445,31.8860,34.8030,217043652.4441,251665700.0000
2005-05-11,34.3,34.51,33.65,33.82,33.82,6048000,0.0000,1.0,33.3505,33.7047,48.4391,57.7921,77.5522,-0.0082,-0.2117,0.2035,26.0958,74.0762,50.0000,90.0000,33.3505,31.8827,34.8183,216727599.8125,245660700.0000
2005-05-10,34.4,34.47,34.02,34.23,34.23,5475000,0.0000,1.0,33.3745,33.6925,50.9001,82.6015,89.2894,-0.0150,-0.2626,0.2476,26.7023,96.3231,55.0000,95.0000,33.3745,31.8618,34.8872,220384530.0450,251708700.0000
2005-05-09,34.4,34.8,34.25,34.64,34.64,4431600,0.0000,1.0,33.3945,33.6359,53.4814,92.2629,92.1724,-0.0651,-0.3245,0.2594,27.5650,130.3720,60.0000,0.0000,33.3945,31.8275,34.9615,220749530.0450,257183700.0000
2005-05-06,34.24,34.69,34.14,34.52,34.52,6713500,0.0000,1.0,33.3925,33.5303,52.8161,93.0039,89.8610,-0.1700,-0.3893,0.2193,28.6162,116.6671,65.0000,5.0000,33.3925,31.8318,34.9532,218896315.4996,252752100.0000
2005-05-05,33.96,34.18,33.59,33.96,33.96,4616900,0.0000,1.0,33.3965,33.4261,49.6217,91.2504,82.6610,-0.2891,-0.4442,0.1551,29.6436,56.0433,70.0000,10.0000,33.3965,31.8239,34.9691,216332979.1359,246038600.0000
2005-05-04,33.35,34.12,33.27,33.96,33.96,7756600,0.0000,1.0,33.4435,33.3699,49.6217,85.3288,72.5597,-0.3799,-0.4829,0.1030,30.3485,35.3688,75.0000,0.0000,33.4435,31.7544,35.1326,215159191.0004,246038600.0000
2005-05-03,32.94,33.56,32.89,33.21,33.21,6777900,0.0000,1.0,33.4865,33.3078,45.1318,71.4037,59.8959,-0.4903,-0.5087,0.0183,31.0452,-22.6566,80.0000,0.0000,33.4865,31.7057,35.2673,210322722.7651,238282000.0000
2005-05-02,32.3,33.28,32.1,33.1,33.1,9098000,0.0000,1.0,33.5900,33.3180,44.4419,60.9467,47.1198,-0.5478,-0.5133,-0.0345,31.3467,-59.1143,85.0000,5.0000,33.5900,31.6519,35.5281,210626210.8248,231504100.0000
2005-04-29,32.86,32.89,31.52,32.36,32.36,10523500,0.0000,1.0,33.6850,33.3410,39.5872,47.3373,40.5012,-0.6019,-0.5046,-0.0972,31.4369,-108.0860,90.0000,10.0000,33.6850,31.6676,35.7024,204303871.8417,222406100.0000
2005-04-28,31.66,32.92,31.63,32.52,32.52,14472800,0.0000,1.0,33.7675,33.4443,40.3107,33.0755,40.8248,-0.5869,-0.4803,-0.1065,31.2061,-113.6826,95.0000,15.0000,33.7675,31.8407,35.6943,201922641.9147,232929600.0000
2005-04-27,30.84,31.74,30.6,31.72,31.72,29312900,0.0000,1.0,33.8550,33.5415,34.6362,41.0910,54.1391,-0.5754,-0.4537,-0.1217,31.0070,-216.9092,100.0000,20.0000,33.8550,32.0053,35.7047,196425221.7597,218456800.0000
2005-04-26,33.32,33.98,32.58,32.71,32.71,13969300,0.0000,1.0,33.9850,33.7333,38.9943,48.3080,61.3314,-0.4710,-0.4233,-0.0478,29.7165,-95.8607,75.0000,25.0000,33.9850,32.4085,35.5615,168140844.5667,247769700.0000
2005-04-25,33.13,33.59,33.05,33.53,33.53,4245400,0.0000,1.0,34.0210,33.8410,43.2794,73.0185,63.1993,-0.4317,-0.4113,-0.0204,29.1075,-70.2545,80.0000,30.0000,34.0210,32.5322,35.5098,179515845.9953,261739000.0000
2005-04-22,33.49,33.63,32.91,33.04,33.04,6392000,0.0000,1.0,34.0140,33.8737,39.5056,62.6678,48.5125,-0.4588,-0.4062,-0.0526,28.7069,-91.6047,85.0000,35.0000,34.0140,32.5147,35.5133,176213868.2175,257493600.0000
2005-04-21,33.5,33.89,32.89,33.67,33.67,7694700,0.0000,1.0,34.0060,33.9615,43.0000,53.9116,31.7426,-0.4367,-0.3931,-0.0437,28.2852,-59.6349,90.0000,40.0000,34.0060,32.4845,35.5275,180297645.9953,263885600.0000
2005-04-20,33.1,33.76,32.9,33.25,33.25,9215500,0.0000,1.0,33.9815,33.9922,39.6173,28.9580,17.2932,-0.4664,-0.3821,-0.0842,27.8413,-76.9370,95.0000,45.0000,33.9815,32.4238,35.5392,175988613.9953,256190900.0000
2005-04-19,33.18,33.37,32.01,32.78,32.78,6619400,0.0000,1.0,33.9765,34.0703,35.5514,12.3582,15.5179,-0.4547,-0.3611,-0.0936,27.2388,-142.0600,100.0000,50.0000,33.9765,32.4088,35.5442,177703125.6232,246975400.0000
2005-04-18,32.9,33.58,32.84,33.0,33.0,6917000,0.0000,1.0,34.0210,34.2061,36.6487,10.5635,26.2743,-0.3852,-0.3377,-0.0475,26.1895,-116.8499,15.0000,55.0000,34.0210,32.5438,35.4982,176827028.5643,253594800.0000
2005-04-15,33.96,34.0,33.02,33.02,33.02,5985000,0.0000,1.0,34.0790,34.3331,36.7467,23.6318,37.7796,-0.3135,-0.3258,0.0124,25.4443,-107.1841,20.0000,60.0000,34.0790,32.6775,35.4805,180752893.4292,260511800.0000
2005-04-14,34.26,34.5,33.88,33.97,33.97,4178400,0.0000,1.0,34.1265,34.4713,41.7870,44.6275,45.3590,-0.2193,-0.3289,0.1096,24.7459,-5.3264,25.0000,65.0000,34.1265,32.8100,35.4430,186737893.4292,266496800.0000
2005-04-13,34.35,34.71,34.15,34.3,34.3,4125100,0.0000,1.0,34.1215,34.5241,43.7681,45.0793,46.9186,-0.1927,-0.3563,0.1637,24.4680,35.3199,30.0000,70.0000,34.1215,32.8019,35.4411,189703209.5582,270675200.0000
2005-04-12,34.4,34.64,33.66,34.63,34.63,6197200,0.0000,1.0,34.1155,34.5477,45.8323,46.3703,53.0139,-0.1894,-0.3972,0.2078,24.3381,24.8771,35.0000,75.0000,34.1155,32.7981,35.4329,191618434.5582,274800300.0000
2005-04-11,34.6,35.0,34.36,34.6,34.6,3253100,0.0000,1.0,34.1140,34.5390,45.6108,49.3062,63.6886,-0.2162,-0.4492,0.2330,24.1279,73.3479,40.0000,80.0000,34.1140,32.7989,35.4291,185547708.0276,268603100.0000
2005-04-08,34.75,34.93,34.57,34.6,34.6,3013000,0.0000,1.0,34.1215,34.5326,45.6108,63.3652,75.4928,-0.2441,-0.5074,0.2633,24.3466,81.6881,45.0000,0.0000,34.1215,32.7938,35.4492,186360983.0276,268603100.0000
2005-04-07,34.68,34.92,34.5,34.9,34.9,3807300,0.0000,1.0,34.1370,34.5255,47.3588,78.3943,81.7123,-0.2763,-0.5732,0.2970,24.7216,86.3326,50.0000,0.0000,34.1370,32.7804,35.4936,188871816.3610,271616100.0000
2005-04-06,35.1,35.2,34.62,34.82,34.82,5276100,0.0000,1.0,34.1620,34.4861,46.8427,84.7191,81.4345,-0.3438,-0.6475,0.3037,25.1068,87.2531,55.0000,5.0000,34.1620,32.7336,35.5903,185427116.3610,267808800.0000
2005-04-05,35.23,35.34,34.99,35.28,35.28,4933000,0.0000,1.0,34.2125,34.4509,49.4934,82.0235,78.7668,-0.4168,-0.7234,0.3066,25.5908,108.7026,60.0000,10.0000,34.2125,32.6314,35.7935,187064526.7058,273084900.0000
2005-04-04,34.0,35.18,33.81,35.0,35.0,7342200,0.0000,1.0,34.2645,34.3636,47.7848,77.5608,75.5849,-0.5508,-0.8001,0.2493,26.3478,37.2635,65.0000,15.0000,34.2645,32.4898,36.0391,183822840.9915,268151900.0000
2005-04-01,34.63,34.71,33.78,34.01,34.01,5018400,0.0000,1.0,34.3070,34.2967,41.0911,76.7162,68.1304,-0.6853,-0.8624,0.1771,27.0070,-19.0501,70.0000,20.0000,34.3070,32.4263,36.1876,178409978.2178,260809700.0000
2005-03-31,34.49,34.55,34.0,34.27,34.27,3554300,0.0000,1.0,34.3890,34.3268,42.4488,72.4778,51.5218,-0.7462,-0.9067,0.1605,27.2802,-14.7089,75.0000,25.0000,34.3890,32.4261,36.3518,180946158.8629,265828100.0000
2005-03-30,33.59,34.52,33.51,34.32,34.32,5349800,0.0000,1.0,34.4505,34.3328,42.7065,55.1972,33.4399,-0.8395,-0.9468,0.1073,27.7004,-30.9298,80.0000,30.0000,34.4505,32.4301,36.4708,181010782.4993,269382400.0000
2005-03-29,33.28,34.15,33.23,33.43,33.43,6137300,0.0000,1.0,34.5040,34.3342,36.1495,26.8904,18.1889,-0.9516,-0.9736,0.0221,28.1164,-73.8466,85.0000,35.0000,34.5040,32.4440,36.5639,177779715.1726,264032600.0000
2005-03-28,33.1,33.65,33.02,33.39,33.39,4326600,0.0000,1.0,34.5915,34.4293,35.8360,18.2320,13.1078,-0.9901,-0.9791,-0.0110,28.2285,-100.2451,90.0000,40.0000,34.5915,32.5731,36.6098,181248623.8682,257895300.0000
2005-03-24,33.4,33.88,32.87,32.88,32.88,5337300,0.0000,1.0,34.6715,34.5387,31.7783,9.4442,13.7772,-1.0208,-0.9764,-0.0444,27.8754,-124.9246,95.0000,45.0000,34.6715,32.7244,36.6185,180493185.7730,253568700.0000
2005-03-23,33.09,33.84,32.82,33.18,33.18,6323700,0.0000,1.0,34.7620,34.7133,32.9425,11.6471,20.1653,-0.9932,-0.9653,-0.0279,27.5037,-133.9533,100.0000,50.0000,34.7620,32.9966,36.5273,185724796.6641,258906000.0000
2005-03-22,33.7,33.94,33.07,33.15,33.15,5490700,0.0000,1.0,34.8100,34.8747,32.7083,20.2404,26.1383,-0.9741,-0.9583,-0.0158,27.0758,-135.5823,100.0000,55.0000,34.8100,33.1716,36.4483,187584708.4288,252582300.0000
2005-03-21,34.21,34.63,33.54,33.67,33.67,6084400,0.0000,1.0,34.8885,35.0563,34.7041,28.6085,25.3691,-0.9325,-0.9544,0.0219,26.7324,-100.1993,10.0000,60.0000,34.8885,33.4358,36.3411,192065624.5207,258073000.0000
2005-03-18,34.15,34.28,33.65,34.16,34.16,5294700,0.0000,1.0,34.9705,35.2022,36.7092,29.5660,21.1179,-0.9188,-0.9598,0.0411,26.5798,-102.8067,15.0000,65.0000,34.9705,33.6207,36.3202,196698699.7501,264157400.0000
2005-03-17,33.58,34.44,33.58,33.97,33.97,4858000,0.0000,1.0,35.0470,35.3119,35.3329,17.9327,18.3005,-0.9378,-0.9701,0.0323,26.1180,-119.6243,20.0000,70.0000,35.0470,33.7163,36.3776,193421028.3215,258862700.0000
2005-03-16,33.88,34.44,33.6,33.87,33.87,5370000,0.0000,1.0,35.1315,35.4532,34.6220,15.8551,20.1216,-0.9290,-0.9782,0.0492,25.6318,-138.7130,25.0000,75.0000,35.1315,33.8724,36.3905,193872935.2983,254004700.0000
2005-03-15,34.58,34.85,33.9,34.18,34.18,5070600,0.0000,1.0,35.2450,35.6198,35.7803,21.1136,23.4338,-0.8942,-0.9905,0.0963,25.1278,-115.0655,30.0000,0.0000,35.2450,34.0538,36.4361,195790792.4411,259374700.0000
2005-03-14,34.67,34.75,34.0,34.6,34.6,5433500,0.0000,1.0,35.3375,35.7714,37.3904,23.3960,28.0282,-0.8683,-1.0146,0.1463,24.7118,-111.6592,35.0000,5.0000,35.3375,34.2056,36.4693,197872407.1780,264445300.0000
2005-03-11,34.81,34.87,34.05,34.75,34.75,8010300,0.0000,1.0,35.3965,35.8947,37.9702,25.7918,40.4530,-0.8653,-1.0511,0.1858,24.2741,-114.6413,40.0000,10.0000,35.3965,34.3021,36.4908,194612307.1780,269878800.0000
2005-03-10,35.31,35.71,34.57,34.91,34.91,5872300,0.0000,1.0,35.4480,36.0152,38.5762,34.8968,56.6179,-0.8643,-1.0976,0.2333,23.8311,-57.3390,45.0000,0.0000,35.4480,34.3836,36.5123,188946485.2267,277889100.0000
2005-03-09,35.8,36.5,34.9,35.399,35.399,7412300,0.0000,1.0,35.4970,36.1315,40.4509,60.6702,72.3220,-0.8666,-1.1559,0.2893,23.5522,13.6922,50.0000,5.0000,35.4970,34.4460,36.5479,191316009.7881,283761400.0000
2005-03-08,36.31,36.4299,35.75,35.83,35.83,4792900,0.0000,1.0,35.5420,36.2087,42.1667,74.2865,77.8927,-0.9068,-1.2283,0.3215,23.3814,66.4107,55.0000,10.0000,35.5420,34.4359,36.6481,194104887.6631,291173700.0000
2005-03-07,35.94,36.4,35.81,36.32,36.32,3585900,0.0000,1.0,35.5350,36.2485,44.1913,82.0091,80.8123,-0.9888,-1.3086,0.3199,23.5392,95.5746,60.0000,15.0000,35.5350,34.4346,36.6354,197769880.6180,295966600.0000
2005-03-04,35.84,36.31,35.7,35.85,35.85,5545700,0.0000,1.0,35.5050,36.2410,41.6379,77.3826,81.3170,-1.1289,-1.3886,0.2597,23.7300,70.3572,65.0000,20.0000,35.5050,34.4605,36.5495,195156428.0756,292380700.0000
