,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Signal,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2019-08-29,1783.0,1798.55,1777.25,1786.4,1786.4,3018012,0.0000,1.0,1791.4295,1806.3962,43.9426,38.4314,27.3491,-31.2283,-33.0154,1.7871,21.3961,-12.6439,85.0000,0.0000,1791.4295,1743.0363,1839.8227,1763473818.3207,1160969863.0000
2019-08-28,1755.0,1767.86,1744.05,1764.25,1764.25,2411125,0.0000,1.0,1794.8755,1808.5011,40.9943,24.9646,23.5848,-33.5871,-33.4621,-0.1250,21.7451,-100.8490,90.0000,0.0000,1794.8755,1739.1463,1850.6047,1763898890.4334,1157951851.0000
2019-08-27,1775.73,1779.4,1746.68,1761.83,1761.83,3027245,0.0000,1.0,1800.0020,1813.1591,40.6704,18.6513,31.1543,-33.8540,-33.4309,-0.4231,21.5506,-97.5239,95.0000,0.0000,1800.0020,1737.9771,1862.0269,1762218900.3557,1155540726.0000
2019-08-26,1766.91,1770.0,1743.51,1768.87,1768.87,3085320,0.0000,1.0,1806.8370,1818.5622,41.2968,27.1385,47.3843,-33.4558,-33.3251,-0.1307,21.3758,-109.3879,100.0000,0.0000,1806.8370,1733.9648,1879.7092,1762442798.0605,1158567971.0000
2019-08-23,1793.03,1804.9,1745.23,1749.62,1749.62,5277898,0.0000,1.0,1814.0160,1823.7929,38.8502,47.6729,64.3736,-33.1778,-33.2924,0.1146,21.0171,-102.9673,100.0000,0.0000,1814.0160,1730.0712,1897.9608,1759620702.7943,1155482651.0000
2019-08-22,1828.0,1829.41,1800.1,1805.6,1805.6,2658388,0.0000,1.0,1823.6875,1831.6006,43.9056,67.3414,69.6711,-30.3804,-33.3211,2.9407,20.6570,-21.7748,35.0000,0.0000,1823.6875,1727.9109,1919.4641,1764121997.0665,1160760549.0000
2019-08-21,1819.39,1829.58,1815.0,1823.54,1823.54,2039231,0.0000,1.0,1832.0985,1834.3375,45.7168,78.1065,64.0971,-32.0677,-34.0563,1.9886,20.9000,-13.4873,40.0000,0.0000,1832.0985,1716.6312,1947.5658,1765782695.9501,1163418937.0000
2019-08-20,1814.5,1816.82,1799.88,1801.38,1801.38,1932835,0.0000,1.0,1840.9620,1835.4741,42.9554,63.5653,46.9815,-35.5815,-34.5534,-1.0281,21.3508,-40.2363,45.0000,5.0000,1840.9620,1704.2268,1977.6972,1765433033.5702,1161379706.0000
2019-08-19,1818.08,1826.0,1812.61,1816.12,1816.12,2820303,0.0000,1.0,1850.6175,1839.0629,44.3821,50.6194,39.1258,-37.2926,-34.2964,-2.9962,21.6052,-32.4104,50.0000,10.0000,1850.6175,1699.8713,2001.3637,1767023571.9350,1163312541.0000
2019-08-16,1792.89,1802.91,1784.55,1792.57,1792.57,3054240,0.0000,1.0,1859.0930,1841.4780,41.4295,26.7597,37.0976,-40.4350,-33.5473,-6.8876,22.0337,-60.9289,55.0000,15.0000,1859.0930,1698.3300,2019.8560,1768365269.4787,1160492238.0000
2019-08-15,1781.99,1788.0,1761.96,1776.12,1776.12,3809948,0.0000,1.0,1867.6905,1846.6262,39.2909,39.9984,49.8365,-41.4598,-31.8254,-9.6343,22.0830,-83.3004,60.0000,20.0000,1867.6905,1703.7180,2031.6630,1768751208.3022,1157437998.0000
2019-08-14,1793.01,1795.65,1757.21,1762.96,1762.96,4893649,0.0000,1.0,1877.7795,1854.0479,37.5582,44.5346,58.0553,-40.4898,-29.4168,-11.0730,21.8604,-93.8803,65.0000,0.0000,1877.7795,1712.7582,2042.8008,1768417618.3852,1153628050.0000
2019-08-13,1783.0,1831.74,1780.0,1824.34,1824.34,4075021,0.0000,1.0,1889.2330,1863.6361,42.9958,64.9764,63.7551,-37.3229,-26.6486,-10.6743,21.6262,-67.3131,70.0000,0.0000,1889.2330,1725.8891,2052.5769,1771847246.4825,1158521699.0000
2019-08-12,1795.99,1800.98,1777.0,1784.92,1784.92,2905498,0.0000,1.0,1898.5110,1867.7725,37.4726,64.6550,57.8757,-38.9875,-23.9800,-15.0075,21.6245,-95.9123,75.0000,5.0000,1898.5110,1729.9678,2067.0542,1768937867.3611,1154446678.0000
2019-08-09,1828.95,1831.09,1802.22,1807.58,1807.58,2879770,0.0000,1.0,1910.3145,1876.4938,39.5661,61.6341,43.6537,-36.5314,-20.2281,-16.3033,21.0587,-84.0792,80.0000,10.0000,1910.3145,1742.1802,2078.4488,1769924137.3244,1157352176.0000
2019-08-08,1806.0,1834.26,1798.11,1832.89,1832.89,3701242,0.0000,1.0,1920.4855,1883.7479,42.0594,47.3382,28.4760,-35.1724,-16.1523,-19.0201,20.7253,-86.6759,85.0000,0.0000,1920.4855,1753.8362,2087.1348,1771734591.9659,1160231946.0000
2019-08-07,1773.99,1798.93,1757.0,1793.4,1793.4,4526884,0.0000,1.0,1928.8945,1889.1014,36.0899,21.9890,16.3614,-35.5032,-11.3973,-24.1059,20.3744,-133.3362,90.0000,5.0000,1928.8945,1763.8087,2093.9803,1768313886.7039,1156530704.0000
2019-08-06,1792.23,1793.77,1753.4,1787.83,1787.83,5070258,0.0000,1.0,1940.0950,1899.1752,35.1953,16.1007,12.8386,-31.3882,-5.3708,-26.0174,19.3164,-162.6575,95.0000,10.0000,1940.0950,1783.1021,2097.0879,1764981072.2732,1152003820.0000
2019-08-05,1770.22,1788.67,1748.78,1765.13,1765.13,6058212,0.0000,1.0,1950.1185,1910.8957,31.4818,10.9946,11.3363,-25.1123,1.1335,-26.2458,18.0959,-213.3885,100.0000,15.0000,1950.1185,1808.4404,2091.7966,1761402879.2977,1146933562.0000
2019-08-02,1845.07,1846.36,1808.02,1823.24,1823.24,4956225,0.0000,1.0,1959.4780,1926.2395,36.5793,11.4204,12.5582,-14.4254,7.6950,-22.1204,16.7079,-195.1645,100.0000,20.0000,1959.4780,1845.9918,2072.9642,1762494845.8126,1152991774.0000
2019-08-01,1871.72,1897.92,1844.01,1855.32,1855.32,4713311,0.0000,1.0,1965.4615,1937.0815,39.9739,11.5939,15.0513,-6.4918,13.2251,-19.7169,15.7701,-172.5608,100.0000,25.0000,1965.4615,1870.1796,2060.7434,1763516081.5325,1157947999.0000
2019-07-31,1898.11,1899.55,1849.44,1866.78,1866.78,4470727,0.0000,1.0,1969.6455,1945.6880,41.2738,14.6604,20.0842,0.4623,18.1543,-17.6920,15.1800,-191.2403,100.0000,30.0000,1969.6455,1887.6550,2051.6360,1766251742.8419,1162661310.0000
2019-07-30,1891.12,1909.89,1883.48,1898.53,1898.53,2910888,0.0000,1.0,1973.0220,1953.9941,45.1369,18.8997,32.8987,8.1648,22.5773,-14.4124,14.6234,-162.8871,100.0000,35.0000,1973.0220,1903.6658,2042.3782,1767628380.5911,1167132037.0000
2019-07-29,1930.0,1932.23,1890.54,1912.45,1912.45,4493190,0.0000,1.0,1974.2050,1959.8325,46.9678,26.6926,49.5100,14.6445,26.1804,-11.5359,14.4716,-141.2094,0.0000,40.0000,1974.2050,1909.3077,2039.1023,1767221671.8928,1170042925.0000
2019-07-26,1942.0,1950.89,1924.51,1943.05,1943.05,4927143,0.0000,1.0,1973.2640,1964.8201,51.3150,53.1038,64.5713,21.2847,29.0644,-7.7797,14.4091,-71.8952,5.0000,45.0000,1973.2640,1904.3884,2042.1396,1766992108.5755,1174536115.0000
2019-07-25,2001.0,2001.2,1972.72,1973.82,1973.82,4136394,0.0000,1.0,1971.3255,1967.1117,56.2921,68.7338,61.7545,26.3346,31.0093,-4.6746,14.8492,27.7496,10.0000,50.0000,1971.3255,1897.1770,2045.4740,1764993608.5717,1179463258.0000
2019-07-24,1969.3,2001.3,1965.87,2000.81,2000.81,2631300,0.0000,1.0,1967.5260,1966.4055,61.2418,71.8763,49.7507,29.2643,32.1779,-2.9137,15.0512,45.5023,0.0000,55.0000,1967.5260,1886.7837,2048.2683,1768810477.7543,1183599652.0000
2019-07-23,1995.99,1997.79,1973.13,1994.49,1994.49,2703480,0.0000,1.0,1961.3990,1962.7840,60.4685,44.6534,31.6351,29.8298,32.9063,-3.0765,15.2638,49.0382,5.0000,60.0000,1961.3990,1873.4165,2049.3815,1766251959.9728,1180968352.0000
2019-07-22,1971.14,1989.0,1958.26,1985.63,1985.63,2908111,0.0000,1.0,1957.3695,1959.4465,59.3895,32.7226,24.6718,30.7612,33.6755,-2.9142,15.3398,36.0508,10.0000,65.0000,1957.3695,1868.4414,2046.2976,1764272039.0968,1178264872.0000
2019-07-19,1991.21,1996.0,1962.23,1964.52,1964.52,3185612,0.0000,1.0,1953.6530,1956.6904,56.7153,17.5293,27.0986,32.4048,34.4040,-1.9993,15.5557,35.0393,15.0000,70.0000,1953.6530,1863.5547,2043.7513,1762001555.5575,1175356761.0000
2019-07-18,1980.01,1987.5,1951.55,1977.9,1977.9,3504252,0.0000,1.0,1951.3365,1955.8662,59.0569,23.7636,43.1389,36.1805,34.9039,1.2767,15.7068,36.2945,20.0000,75.0000,1951.3365,1860.0997,2042.5733,1764755124.2362,1178542373.0000
2019-07-17,2007.05,2012.0,1992.03,1992.03,1992.03,2558809,0.0000,1.0,1947.8810,1953.5469,61.6089,40.0030,60.7144,39.1112,34.5847,4.5265,15.9908,85.0342,25.0000,80.0000,1947.8810,1855.7002,2040.0618,1763122405.9886,1182046625.0000
2019-07-16,2010.58,2026.32,2001.22,2009.9,2009.9,2618198,0.0000,1.0,1943.3480,1949.4960,64.9826,65.6500,73.8194,40.8442,33.4531,7.3911,15.4745,121.6535,30.0000,85.0000,1943.3480,1851.3810,2035.3150,1765681214.9886,1184605434.0000
2019-07-15,2021.4,2022.9,2001.55,2020.99,2020.99,2981343,0.0000,1.0,1937.1545,1943.1377,67.1505,76.4903,80.7096,40.6426,31.6053,9.0373,14.7241,148.6352,0.0000,90.0000,1937.1545,1847.2894,2027.0196,1766488579.6309,1187223632.0000
2019-07-12,2008.27,2017.0,2003.87,2011.0,2011.0,2509297,0.0000,1.0,1929.5885,1934.9427,66.1851,79.3180,86.6504,38.6649,29.3460,9.3189,13.9755,166.9323,5.0000,95.0000,1929.5885,1843.8452,2015.3318,1764040666.6196,1184242289.0000
2019-07-11,2025.62,2035.8,1995.3,2001.07,2001.07,4317766,0.0000,1.0,1922.5535,1926.9367,65.2199,86.3207,91.9517,36.5954,27.0162,9.5792,13.2572,204.0849,0.0000,100.0000,1922.5535,1841.7364,2003.3706,1763824710.3660,1181732992.0000
2019-07-10,1996.51,2024.94,1995.4,2017.41,2017.41,4931902,0.0000,1.0,1915.2660,1919.1332,68.2660,94.3127,94.6468,34.4328,24.6214,9.8113,12.5011,250.2438,5.0000,100.0000,1915.2660,1837.8704,1992.6616,1766912179.5848,1186050758.0000
2019-07-09,1947.8,1990.01,1943.47,1988.3,1988.3,4345698,0.0000,1.0,1907.5805,1908.7883,65.5423,95.2216,95.4012,29.5079,22.1686,7.3393,11.8270,198.6749,0.0000,100.0000,1907.5805,1842.7813,1972.3797,1764494646.0384,1181118856.0000
2019-07-08,1934.12,1956.0,1928.25,1952.32,1952.32,2883371,0.0000,1.0,1901.1970,1900.4186,61.6804,94.4061,94.9123,25.7567,20.3338,5.4229,11.5428,134.3220,0.0000,100.0000,1901.1970,1844.8615,1957.5325,1760468292.4123,1176773158.0000
2019-07-05,1928.6,1945.9,1925.3,1942.91,1942.91,2628359,0.0000,1.0,1893.7825,1894.9553,60.5827,96.5758,89.3869,24.2575,18.9781,5.2794,11.7283,114.4847,0.0000,100.0000,1893.7825,1828.0607,1959.5043,1758349664.1351,1173889787.0000
2019-07-03,1935.89,1941.59,1930.5,1939.0,1939.0,1690294,0.0000,1.0,1884.3550,1889.9074,60.1319,93.7550,78.7452,22.9493,17.6582,5.2911,12.0804,108.2473,0.0000,100.0000,1884.3550,1798.5129,1970.1971,1756484294.7866,1171261428.0000
2019-07-02,1919.38,1934.79,1906.63,1934.31,1934.31,2651299,0.0000,1.0,1874.3300,1884.7398,59.6055,77.8298,63.9069,21.3439,16.3354,5.0085,12.3620,86.8580,0.0000,60.0000,1874.3300,1771.2553,1977.4047,1755583515.9282,1169571134.0000
2019-07-01,1922.98,1929.82,1914.66,1922.19,1922.19,3203347,0.0000,1.0,1864.0925,1879.5219,58.2523,64.6509,50.1093,19.4619,15.0833,4.3786,12.7586,81.5753,0.0000,65.0000,1864.0925,1747.1424,1981.0426,1753022602.1213,1166919835.0000
2019-06-28,1909.1,1912.94,1884.0,1893.63,1893.63,3037358,0.0000,1.0,1852.6175,1875.0305,54.8674,49.2400,39.6640,18.0107,13.9886,4.0221,13.0468,52.2292,5.0000,70.0000,1852.6175,1717.1505,1988.0845,1753043732.3786,1163716488.0000
2019-06-27,1902.0,1911.24,1898.04,1904.28,1904.28,2141721,0.0000,1.0,1846.6895,1873.0727,56.4900,36.4370,36.5252,18.8044,12.9831,5.8213,13.5897,63.9255,10.0000,75.0000,1846.6895,1708.5697,1984.8093,1754059683.4995,1166753846.0000
2019-06-26,1892.48,1903.8,1887.32,1897.83,1897.83,2441910,0.0000,1.0,1842.2915,1869.7877,55.7369,33.3150,45.2494,18.4596,11.5278,6.9318,13.9430,59.7945,15.0000,80.0000,1842.2915,1706.2003,1978.3827,1754176504.6450,1164612125.0000
2019-06-25,1911.84,1916.38,1872.42,1878.27,1878.27,3012347,0.0000,1.0,1838.3595,1866.8359,53.4139,39.8235,58.2694,18.4077,9.7948,8.6129,14.4166,56.7081,20.0000,85.0000,1838.3595,1704.3863,1972.3327,1753503794.0018,1162170215.0000
2019-06-24,1912.66,1916.86,1901.3,1913.9,1913.9,2282969,0.0000,1.0,1836.2675,1865.6323,58.7494,62.6098,70.6461,20.0653,7.6416,12.4237,14.9151,86.9078,25.0000,90.0000,1836.2675,1703.5517,1968.9833,1755714401.6956,1165182562.0000
2019-06-21,1916.1,1925.95,1907.58,1911.3,1911.3,3933576,0.0000,1.0,1831.7365,1860.5515,58.4618,72.3750,75.8158,18.2614,4.5357,13.7256,15.0070,101.8481,30.0000,95.0000,1831.7365,1703.8313,1959.6417,1754300017.3023,1162899593.0000
2019-06-20,1933.33,1935.2,1905.8,1918.19,1918.19,3217153,0.0000,1.0,1826.9455,1855.2095,59.5064,76.9534,76.4868,15.9580,1.1043,14.8537,15.0058,121.4270,35.0000,100.0000,1826.9455,1704.2479,1949.6431,1756640462.9027,1166833169.0000
2019-06-19,1907.84,1919.58,1892.47,1908.79,1908.79,2895347,0.0000,1.0,1824.0200,1848.5800,58.5464,78.1188,76.6128,12.0843,-2.6091,14.6935,15.0045,114.5174,40.0000,95.0000,1824.0200,1707.5311,1940.5089,1757146015.5170,1163616016.0000
2019-06-18,1901.35,1921.67,1899.79,1901.37,1901.37,3895728,0.0000,1.0,1821.4565,1842.2421,57.7961,74.3883,75.8973,7.9215,-6.2825,14.2040,15.1746,123.9582,45.0000,100.0000,1821.4565,1710.4131,1932.4999,1756555411.7210,1160720669.0000
2019-06-17,1876.5,1895.69,1875.45,1886.03,1886.03,2634342,0.0000,1.0,1819.3365,1836.0181,56.2405,77.3314,78.0845,3.2485,-9.8335,13.0820,15.2515,101.0158,50.0000,0.0000,1819.3365,1712.9557,1925.7173,1759888502.5875,1156824941.0000
2019-06-14,1864.0,1876.0,1859.0,1869.67,1869.67,2851163,0.0000,1.0,1818.4850,1830.7537,54.5429,75.9724,79.9075,-1.2013,-13.1040,11.9027,15.6150,74.9533,55.0000,0.0000,1818.4850,1713.9973,1922.9727,1759768759.7694,1154190599.0000
2019-06-13,1866.72,1883.09,1862.22,1870.3,1870.3,2795810,0.0000,1.0,1820.3800,1826.6572,54.6204,80.9498,84.5447,-5.1977,-16.0797,10.8820,16.2238,75.5371,60.0000,5.0000,1820.3800,1710.9882,1929.7718,1759040874.6270,1157041762.0000
2019-06-12,1853.98,1865.0,1844.38,1855.32,1855.32,2678335,0.0000,1.0,1820.4225,1822.0633,53.1152,82.8004,85.6839,-10.2870,-18.8002,8.5131,16.8244,52.3703,65.0000,10.0000,1820.4225,1710.9526,1929.8924,1759671840.8513,1154245952.0000
2019-06-11,1883.25,1893.7,1858.0,1863.7,1863.7,4042694,0.0000,1.0,1819.6625,1818.5626,54.0683,89.8838,81.1078,-15.1080,-20.9284,5.8204,17.6609,80.4341,70.0000,15.0000,1819.6625,1710.9639,1928.3611,1759508179.2557,1156924287.0000
2019-06-10,1822.0,1884.87,1818.0,1860.63,1860.63,5371007,0.0000,1.0,1817.6115,1813.8113,53.7796,84.3675,67.2910,-21.8949,-22.3835,0.4887,18.3818,59.2375,75.0000,20.0000,1817.6115,1710.7821,1924.4409,1762259928.9532,1152881593.0000
2019-06-07,1763.7,1806.25,1759.49,1804.03,1804.03,4808246,0.0000,1.0,1819.0790,1808.8830,48.0633,69.0721,49.2054,-29.9263,-22.5057,-7.4206,19.2359,-43.6694,80.0000,25.0000,1819.0790,1709.1644,1928.9936,1760782841.7881,1147510586.0000
2019-06-06,1737.71,1760.0,1726.13,1754.36,1754.36,3689272,0.0000,1.0,1823.8710,1809.3938,42.0926,48.4334,31.8699,-33.9791,-20.6506,-13.3285,19.3853,-115.4347,85.0000,0.0000,1823.8710,1708.7645,1938.9775,1756431152.9361,1142702340.0000
2019-06-05,1749.6,1752.0,1715.25,1738.5,1738.5,4239782,0.0000,1.0,1832.0415,1815.1868,40.0003,30.1107,20.3541,-33.6004,-17.3184,-16.2820,18.8163,-148.6343,90.0000,0.0000,1832.0415,1714.6552,1949.4278,1753970549.0247,1139013068.0000
2019-06-04,1699.24,1730.82,1680.89,1729.56,1729.56,5679121,0.0000,1.0,1841.1665,1823.2591,38.8165,17.0657,16.1247,-31.0135,-13.2479,-17.7656,18.0813,-201.4728,95.0000,0.0000,1841.1665,1725.9311,1956.4019,1752845708.9022,1134773286.0000
2019-06-03,1760.01,1766.29,1672.0,1692.69,1692.69,9098708,0.0000,1.0,1852.2160,1833.1222,33.6906,13.8861,20.6872,-26.3503,-8.8065,-17.5438,16.9402,-239.4691,100.0000,0.0000,1852.2160,1739.5547,1964.8773,1747453216.8812,1129094165.0000
2019-05-31,1790.01,1795.59,1772.7,1775.07,1775.07,4618819,0.0000,1.0,1865.7045,1847.9045,40.9777,17.4222,26.1559,-16.2611,-4.4206,-11.8405,15.7390,-147.0897,100.0000,5.0000,1865.7045,1769.2376,1962.1714,1752558876.4451,1138192873.0000
2019-05-30,1825.49,1829.47,1807.83,1816.32,1816.32,3146850,0.0000,1.0,1871.9920,1855.5713,45.6775,30.7533,29.1490,-11.5348,-1.4605,-10.0743,15.3983,-97.9373,80.0000,10.0000,1871.9920,1783.9498,1960.0342,1756221242.7557,1142811692.0000
2019-05-29,1823.12,1830.0,1807.53,1819.19,1819.19,4279025,0.0000,1.0,1876.7520,1859.7031,46.0264,30.2921,26.1830,-9.5345,1.0581,-10.5926,15.4774,-105.9802,85.0000,15.0000,1876.7520,1791.0000,1962.5040,1756898891.6004,1145958542.0000
2019-05-28,1832.75,1849.27,1827.35,1836.43,1836.43,3199965,0.0000,1.0,1882.1185,1863.9676,48.1242,26.4016,24.5950,-7.1350,3.7063,-10.8413,15.5606,-83.4416,90.0000,20.0000,1882.1185,1798.0298,1966.2072,1756737023.7210,1150237567.0000
2019-05-24,1835.89,1841.76,1817.85,1823.28,1823.28,3369673,0.0000,1.0,1887.2185,1866.8663,46.3524,21.8554,27.8441,-5.7239,6.4166,-12.1405,15.9090,-110.4952,95.0000,25.0000,1887.2185,1802.4625,1971.9745,1757285922.8269,1147037602.0000
2019-05-23,1836.59,1844.0,1804.2,1815.48,1815.48,4424265,0.0000,1.0,1893.5860,1871.4543,45.2996,25.5278,35.1509,-2.5007,9.4517,-11.9524,16.1545,-136.7711,100.0000,30.0000,1893.5860,1809.8723,1977.2997,1759125079.3576,1143667929.0000
2019-05-22,1851.78,1871.48,1851.0,1859.68,1859.68,2936601,0.0000,1.0,1897.9245,1877.3463,50.6504,36.1492,47.2009,2.4439,12.4398,-9.9960,16.4129,-76.7351,70.0000,35.0000,1897.9245,1822.2437,1973.6053,1761041519.7747,1148092194.0000
2019-05-21,1874.79,1879.0,1846.0,1857.52,1857.52,4005122,0.0000,1.0,1900.0280,1879.2060,50.3783,43.7756,57.5642,4.2190,14.9388,-10.7198,17.2377,-86.2198,75.0000,40.0000,1900.0280,1826.4054,1973.6506,1761488892.5833,1145155593.0000
2019-05-20,1852.69,1867.78,1835.54,1858.97,1858.97,3798198,0.0000,1.0,1903.3405,1881.4887,50.5560,61.6778,61.8347,6.6433,17.6188,-10.9755,18.1058,-114.9778,80.0000,45.0000,1903.3405,1831.7322,1974.9488,1762697711.2233,1149160715.0000
2019-05-17,1893.05,1910.53,1867.33,1869.0,1869.0,4736618,0.0000,1.0,1904.7575,1883.8591,51.7562,67.2391,50.5086,9.4933,20.3627,-10.8694,18.9406,-51.3878,85.0000,50.0000,1904.7575,1835.6390,1973.8760,1760975327.3908,1152958913.0000
2019-05-16,1885.94,1917.51,1882.29,1907.57,1907.57,4707822,0.0000,1.0,1904.3920,1885.4232,56.6711,56.5871,34.4215,11.9717,23.0800,-11.1084,19.6020,1.7435,90.0000,55.0000,1904.3920,1834.4487,1974.3353,1765345734.6473,1157695531.0000
2019-05-15,1827.95,1874.43,1823.0,1871.15,1871.15,4692642,0.0000,1.0,1902.2545,1883.0920,52.6364,27.6997,22.6216,11.0337,25.8571,-14.8234,20.0685,-98.9230,95.0000,60.0000,1902.2545,1830.2478,1974.2612,1763295252.2657,1152987709.0000
2019-05-14,1839.5,1852.44,1815.75,1840.12,1840.12,4629107,0.0000,1.0,1901.8490,1884.3490,48.7757,18.9776,24.8875,13.3842,29.5630,-16.1788,21.0958,-145.9843,100.0000,65.0000,1901.8490,1829.0591,1974.6389,1759201166.1964,1148295067.0000
2019-05-13,1836.56,1846.54,1818.0,1822.68,1822.68,5783410,0.0000,1.0,1902.0865,1889.0047,46.4449,21.1874,31.6632,19.3490,33.6077,-14.2587,21.8315,-162.3445,100.0000,70.0000,1902.0865,1830.0770,1974.0960,1757680840.7849,1143665960.0000
2019-05-10,1898.0,1903.79,1856.0,1889.98,1889.98,5717994,0.0000,1.0,1903.1055,1895.9862,55.7436,34.4973,43.9486,28.4565,37.1723,-8.7158,22.5104,-41.9527,10.0000,75.0000,1903.1055,1835.1573,1971.0537,1761567519.2642,1149449370.0000
2019-05-09,1900.0,1909.4,1876.0,1899.87,1899.87,5308263,0.0000,1.0,1900.8100,1896.6185,57.3465,39.3049,57.8140,32.8148,39.3513,-6.5364,23.6113,-8.7628,15.0000,80.0000,1900.8100,1828.2947,1973.3253,1759154212.3176,1155167364.0000
2019-05-08,1918.87,1935.37,1910.0,1917.77,1917.77,4078568,0.0000,1.0,1898.1830,1896.2762,60.3293,58.0435,67.6361,36.8933,40.9854,-4.0921,24.4420,48.6092,20.0000,85.0000,1898.1830,1822.0075,1974.3585,1756875155.6882,1160475627.0000
2019-05-07,1939.99,1949.1,1903.38,1921.0,1921.0,5902134,0.0000,1.0,1894.0865,1894.0137,60.8720,76.0935,64.5406,39.7397,42.0084,-2.2687,24.6925,59.8744,25.0000,90.0000,1894.0865,1813.8607,1974.3123,1758455460.1202,1164554195.0000
2019-05-06,1917.98,1959.0,1910.5,1950.55,1950.55,5417841,0.0000,1.0,1890.5295,1891.1730,66.0353,68.7714,50.0101,42.4659,42.5756,-0.1097,24.9562,94.0933,30.0000,95.0000,1890.5295,1809.0930,1971.9660,1759808355.2279,1170456329.0000
2019-05-03,1949.0,1964.4,1936.0,1962.46,1962.46,6381564,0.0000,1.0,1884.8660,1884.9228,68.2519,48.7568,43.2233,42.3191,42.6030,-0.2839,25.1001,131.0917,0.0000,100.0000,1884.8660,1805.1778,1964.5542,1756278380.4732,1175874170.0000
2019-05-02,1913.33,1921.55,1881.87,1900.82,1900.82,3962915,0.0000,1.0,1877.6860,1876.7610,61.9764,32.5023,51.6052,40.3035,42.6740,-2.3705,24.7510,48.7735,5.0000,85.0000,1877.6860,1801.4548,1953.9172,1750768663.9493,1169492606.0000
2019-05-01,1933.09,1943.64,1910.55,1911.52,1911.52,3116964,0.0000,1.0,1873.6800,1874.2285,64.0647,48.4110,67.4571,43.4207,43.2666,0.1541,24.8931,94.6981,10.0000,90.0000,1873.6800,1794.3740,1952.9860,1750946435.8419,1173455521.0000
2019-04-30,1930.1,1935.71,1906.95,1926.52,1926.52,3506007,0.0000,1.0,1868.8030,1870.3031,67.0747,73.9024,77.2934,45.6783,43.2281,2.4502,24.4059,110.7278,0.0000,95.0000,1868.8030,1787.4350,1950.1710,1753880658.5255,1176572485.0000
2019-04-29,1949.0,1956.34,1934.09,1938.43,1938.43,4021255,0.0000,1.0,1863.1865,1864.3855,69.5391,80.0580,77.9421,46.3682,42.6155,3.7527,23.9857,167.5688,0.0000,100.0000,1863.1865,1783.0314,1943.3416,1752615277.6959,1180078492.0000
2019-04-26,1929.0,1951.0,1898.0,1950.63,1950.63,8432563,0.0000,1.0,1855.3025,1856.5914,72.1176,77.9198,79.9889,45.3617,41.6773,3.6843,22.8799,174.0183,0.0000,100.0000,1855.3025,1775.2835,1935.3215,1755067791.4195,1184099747.0000
2019-04-25,1917.0,1922.45,1900.31,1902.25,1902.25,6099101,0.0000,1.0,1846.4420,1846.6926,67.5902,75.8484,83.5895,42.1750,40.7563,1.4187,21.7685,148.5297,0.0000,95.0000,1846.4420,1771.5254,1921.3586,1746752966.0915,1175667184.0000
2019-04-24,1925.0,1929.69,1898.16,1901.75,1901.75,3675781,0.0000,1.0,1839.6145,1840.8444,67.5385,86.1986,86.3616,42.4201,40.4016,2.0185,20.8972,166.4542,5.0000,100.0000,1839.6145,1761.4673,1917.7617,1751783209.2831,1169568083.0000
2019-04-23,1891.2,1929.26,1889.58,1923.77,1923.77,4640441,0.0000,1.0,1833.7150,1834.4333,72.3734,88.7216,84.3911,42.1668,39.8970,2.2699,19.9801,192.8593,10.0000,100.0000,1833.7150,1757.4291,1910.0009,1754621942.7861,1173243864.0000
2019-04-22,1855.4,1888.42,1845.64,1887.31,1887.31,3373807,0.0000,1.0,1826.2395,1825.0294,68.8677,84.1647,81.7607,38.9882,39.3295,-0.3413,19.0192,116.6813,15.0000,100.0000,1826.2395,1757.8216,1894.6574,1751265575.4297,1168603423.0000
2019-04-18,1868.79,1870.82,1859.48,1861.69,1861.69,2749882,0.0000,1.0,1820.1125,1818.4736,65.9865,80.2870,78.9149,38.0763,39.4148,-1.3385,18.4700,105.6668,20.0000,95.0000,1820.1125,1752.7283,1887.4967,1748066846.7733,1165229616.0000
2019-04-17,1872.99,1876.47,1860.44,1864.82,1864.82,2893517,0.0000,1.0,1817.9910,1813.9245,66.7030,80.8306,75.2496,38.9672,39.7494,-0.7823,18.1213,127.5747,25.0000,100.0000,1817.9910,1753.3610,1882.6210,1749744905.2777,1167979498.0000
2019-04-16,1851.35,1869.77,1848.0,1863.04,1863.04,3044618,0.0000,1.0,1814.6135,1808.5671,66.5065,75.6270,72.7654,39.2187,39.9450,-0.7263,17.7332,124.9846,30.0000,100.0000,1814.6135,1753.1425,1876.0845,1751057186.5373,1165085981.0000
2019-04-15,1842.0,1846.85,1818.9,1844.87,1844.87,3724423,0.0000,1.0,1809.5540,1802.8331,64.4736,69.2912,72.0784,39.1506,40.1266,-0.9760,17.4099,74.8097,0.0000,80.0000,1809.5540,1748.2020,1870.9060,1749895001.1638,1162041363.0000
2019-04-12,1848.4,1851.5,1841.3,1843.06,1843.06,3114413,0.0000,1.0,1804.4180,1798.4081,64.2684,73.3780,77.0031,40.3442,40.3706,-0.0263,17.3747,99.4117,0.0000,85.0000,1804.4180,1738.7083,1870.1277,1746698260.2776,1158316940.0000
