,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2012-03-29,38.19,38.19,37.03,37.33,7.466,796400,0.0000,1.0,7.0365,7.0825,63.5256,67.0098,69.5501,0.1939,0.2279,0.0340,20.1478,135.3633,15.0000,90.0000,6.4415,7.0365,7.6315,77980125.2560,110769000.0000
2012-03-28,37.78,38.44,37.1104,37.85,7.57,955000,0.0000,1.0,7.0073,7.0421,66.2678,75.1971,62.2334,0.1854,0.2210,0.0356,19.2098,176.9665,20.0000,95.0000,6.4430,7.0073,7.5716,79902470.0835,114751000.0000
2012-03-27,37.16,39.95,37.03,37.94,7.588,2539200,0.0000,1.0,6.9629,6.9866,66.7416,66.4436,47.6490,0.1765,0.1984,0.0220,18.1761,240.3158,25.0000,100.0000,6.4448,6.9629,7.4810,79365210.7574,119526000.0000
2012-03-26,35.59,38.09,35.0414,37.4,7.48,3140500,0.0000,1.0,6.9216,6.9232,65.3289,45.0596,34.4169,0.1710,0.1649,-0.0061,17.0880,183.0660,30.0000,100.0000,6.4840,6.9216,7.3592,84147950.4835,106830000.0000
2012-03-23,34.26,34.63,33.15,34.08,6.816,1170600,0.0000,1.0,6.8838,6.8646,53.8890,31.4439,29.9988,0.1725,0.1307,-0.0418,16.4366,-37.4673,35.0000,60.0000,6.5215,6.8838,7.2461,75553450.8771,91127500.0000
2012-03-22,34.97,35.15,34.3,34.4,6.88,522400,0.0000,1.0,6.8805,6.8698,55.5678,26.7472,29.1188,0.1830,0.1527,-0.0303,17.1330,21.0789,40.0000,65.0000,6.5146,6.8805,7.2464,74050653.5798,96980500.0000
2012-03-21,34.94,35.3,34.6,35.15,7.03,607200,0.0000,1.0,6.8818,6.8687,59.7097,31.8052,32.5076,0.1905,0.1721,-0.0185,17.1424,58.0286,0.0000,70.0000,6.5158,6.8818,7.2478,76048065.3445,99592500.0000
2012-03-20,34.98,35.2,34.57,34.96,6.992,567000,0.0000,1.0,6.8725,6.8517,58.9737,28.8038,38.8680,0.1952,0.1790,-0.0161,16.9423,54.7962,5.0000,75.0000,6.5126,6.8725,7.2324,74313208.2016,96556500.0000
2012-03-19,35.26,35.32,34.54,34.98,6.996,1015600,0.0000,1.0,6.8679,6.8369,59.0816,36.9139,51.8099,0.1992,0.1892,-0.0100,16.7771,62.8364,10.0000,80.0000,6.5119,6.8679,7.2239,73638208.2016,99391500.0000
2012-03-16,34.9,35.89,34.83,35.32,7.064,729300,0.0000,1.0,6.8678,6.8202,60.8809,50.8862,66.4122,0.2017,0.1990,-0.0027,16.6032,106.3134,15.0000,85.0000,6.5119,6.8678,7.2237,72987182.5606,104469500.0000
2012-03-15,35.28,35.48,34.78,35.0,7.0,571600,0.0000,1.0,6.8564,6.7945,59.7859,67.6296,78.0715,0.2024,0.2016,-0.0007,16.2341,95.1218,0.0000,90.0000,6.5120,6.8564,7.2008,73262390.1078,100823000.0000
2012-03-14,36.0,36.0,34.8,35.29,7.058,851500,0.0000,1.0,6.8424,6.7729,61.2622,80.7207,77.2079,0.2025,0.2087,0.0061,16.0110,139.8075,0.0000,95.0000,6.4997,6.8424,7.1851,74323932.9649,103681000.0000
2012-03-13,36.51,36.59,35.5,36.09,7.218,1001600,0.0000,1.0,6.8212,6.7429,65.5011,85.8641,64.6724,0.2010,0.2087,0.0076,15.7641,240.9689,0.0000,100.0000,6.4821,6.8212,7.1603,75104474.6316,107938500.0000
2012-03-12,34.69,36.29,34.6,36.01,7.202,1963300,0.0000,1.0,6.7752,6.6929,65.2729,65.0391,44.5617,0.1991,0.1893,-0.0098,15.0730,220.8766,0.0000,100.0000,6.4149,6.7752,7.1355,74690970.0444,102930500.0000
2012-03-09,33.2,35.31,33.2,34.74,6.948,1553400,0.0000,1.0,6.7261,6.6393,61.4233,43.1141,33.8801,0.2015,0.1635,-0.0380,14.4519,94.5724,5.0000,100.0000,6.3448,6.7261,7.1074,68127274.7782,93114000.0000
2012-03-08,33.11,33.49,33.04,33.07,6.614,633300,0.0000,1.0,6.7045,6.6068,55.2226,25.5319,35.2555,0.2111,0.1541,-0.0569,14.1704,-19.3166,10.0000,50.0000,6.3270,6.7045,7.0820,64556663.4037,85347000.0000
2012-03-07,33.12,33.315,32.9105,33.12,6.624,364900,0.0000,1.0,6.6931,6.6060,55.4763,32.9944,49.9026,0.2253,0.1738,-0.0515,14.7427,-17.9921,15.0000,55.0000,6.2923,6.6931,7.0939,67300963.4037,88513500.0000
2012-03-06,33.25,33.28,32.62,33.11,6.622,573800,0.0000,1.0,6.6779,6.6041,55.4374,47.2402,59.2277,0.2381,0.1955,-0.0427,15.4426,-17.7246,20.0000,60.0000,6.2459,6.6779,7.1099,67235561.0552,86689000.0000
2012-03-05,34.35,34.4,33.46,33.77,6.754,467000,0.0000,1.0,6.6648,6.6022,58.6491,69.4733,61.9934,0.2488,0.2204,-0.0284,16.1982,48.1692,25.0000,65.0000,6.2115,6.6648,7.1181,65844530.7521,89558000.0000
2012-03-02,34.4,34.5,33.71,34.04,6.808,550000,0.0000,1.0,6.6386,6.5863,60.0001,60.9696,52.0792,0.2559,0.2357,-0.0203,16.5103,65.1860,0.0000,70.0000,6.1498,6.6386,7.1274,66639424.3692,91893000.0000
2012-03-01,33.51,34.5,33.305,34.41,6.882,703500,0.0000,1.0,6.6007,6.5629,61.8549,55.5373,48.3103,0.2610,0.2462,-0.0148,16.6858,69.5362,0.0000,75.0000,6.0559,6.6007,7.1455,67091956.0147,94643000.0000
2012-02-29,33.81,34.12,33.14,33.41,6.682,535700,0.0000,1.0,6.5524,6.5293,58.5661,39.7309,49.5909,0.2647,0.2485,-0.0162,16.8704,48.5538,0.0000,80.0000,5.9479,6.5524,7.1569,64104288.6507,91125500.0000
2012-02-28,33.64,34.44,33.17,33.81,6.762,612200,0.0000,1.0,6.5090,6.5133,60.5499,49.6626,59.1268,0.2687,0.2681,-0.0006,17.2363,66.0938,0.0000,85.0000,5.8282,6.5090,7.1898,65306880.4874,93804000.0000
2012-02-27,33.41,34.0,33.0,33.62,6.724,606000,0.0000,1.0,6.4666,6.4871,59.9376,59.3792,69.3774,0.2689,0.2812,0.0123,17.6052,60.9989,0.0000,90.0000,5.7494,6.4666,7.1838,65282778.1252,90743000.0000
2012-02-24,34.23,34.52,33.27,33.75,6.75,959900,0.0000,1.0,6.4237,6.4621,60.5485,68.3386,78.3684,0.2658,0.2977,0.0319,18.1868,81.0209,0.0000,95.0000,5.6715,6.4237,7.1759,64555578.1252,93773000.0000
2012-02-23,33.86,34.97,33.56,34.53,6.906,820400,0.0000,1.0,6.3756,6.4318,64.2830,80.4144,86.6743,0.2578,0.3117,0.0539,18.6620,112.0768,0.0000,100.0000,5.5906,6.3756,7.1606,65669062.1252,98572500.0000
2012-02-22,34.5,34.72,32.5,34.22,6.844,1654600,0.0000,1.0,6.3100,6.3819,63.4314,86.3523,90.4483,0.2444,0.3092,0.0648,19.0151,100.7548,0.0000,90.0000,5.4946,6.3100,7.1254,64127175.6004,94470500.0000
2012-02-21,34.87,34.87,33.81,34.5,6.9,1135800,0.0000,1.0,6.2420,6.3333,64.7563,93.2561,90.4990,0.2282,0.3078,0.0796,19.4861,130.8205,5.0000,95.0000,5.3901,6.2420,7.0939,59580752.1770,102743500.0000
2012-02-17,33.99,34.97,33.5,34.97,6.994,1376700,0.0000,1.0,6.1647,6.2736,66.9874,91.7364,83.9137,0.2083,0.2959,0.0876,19.2911,143.2933,0.0000,100.0000,5.2855,6.1647,7.0439,57866337.0827,108422500.0000
2012-02-16,33.5,34.51,32.54,34.18,6.836,2219700,0.0000,1.0,6.0810,6.1978,65.0654,86.5044,73.2684,0.1864,0.2667,0.0804,19.0859,129.8447,5.0000,100.0000,5.2149,6.0810,6.9471,50982837.0827,101539000.0000
2012-02-15,33.1,34.41,32.27,33.6,6.72,2761800,0.0000,1.0,6.0068,6.1306,63.5868,73.5004,64.7695,0.1663,0.2418,0.0755,19.0286,131.6046,0.0000,100.0000,5.1580,6.0068,6.8556,43602616.2705,90440500.0000
2012-02-14,31.74,33.79,31.4,33.17,6.634,1810800,0.0000,1.0,5.9389,6.0686,62.4680,59.8006,65.3554,0.1474,0.2182,0.0708,19.0026,123.4861,5.0000,100.0000,5.1122,5.9389,6.7656,40247158.3265,76631500.0000
2012-02-13,31.55,32.06,30.9,31.49,6.298,1157900,0.0000,1.0,5.8732,6.0090,57.6369,61.0075,75.8945,0.1297,0.1937,0.0640,19.1896,88.0338,0.0000,90.0000,5.0694,5.8732,6.6770,35890631.1299,67577500.0000
2012-02-10,32.26,32.2695,29.84,31.1,6.22,1874200,0.0000,1.0,5.7862,5.9786,56.3992,75.2582,87.0063,0.1137,0.1938,0.0802,20.0757,78.5038,5.0000,95.0000,4.8241,5.7862,6.7483,35790812.1644,61788000.0000
2012-02-09,32.0,32.9,31.43,32.58,6.516,1277100,0.0000,1.0,5.7577,5.9532,63.0391,91.4178,93.0234,0.0936,0.1991,0.1055,21.0084,134.0842,10.0000,100.0000,4.8151,5.7577,6.7003,35441738.0751,71159000.0000
2012-02-08,31.6,32.01,31.29,31.93,6.386,623700,0.0000,1.0,5.7142,5.8940,61.1298,94.3428,91.8622,0.0672,0.1728,0.1056,21.1961,131.0372,15.0000,100.0000,4.8376,5.7142,6.5908,31836319.7077,64773500.0000
2012-02-07,31.8,31.8,30.82,31.6,6.32,1021600,0.0000,1.0,5.6711,5.8422,60.1366,93.3095,87.7594,0.0408,0.1500,0.1092,21.7632,136.6063,20.0000,95.0000,4.8477,5.6711,6.4945,29410819.7077,61655000.0000
2012-02-06,31.1,31.9,31.05,31.8,6.36,652100,0.0000,1.0,5.6276,5.7919,61.0345,87.9343,81.2122,0.0135,0.1254,0.1119,22.4518,167.9010,25.0000,100.0000,4.8556,5.6276,6.3996,26387717.6669,66763000.0000
2012-02-03,30.41,31.33,30.25,31.15,6.23,764500,0.0000,1.0,5.5787,5.7321,59.1513,82.0344,78.8899,-0.0144,0.0881,0.1025,23.0586,165.0719,30.0000,100.0000,4.8779,5.5787,6.2795,23894394.1375,63502500.0000
2012-02-02,29.72,30.88,29.605,30.25,6.05,805700,0.0000,1.0,5.5384,5.6797,56.3783,73.6680,79.5464,-0.0401,0.0524,0.0925,23.9369,158.6538,35.0000,100.0000,4.9023,5.5384,6.1745,21346060.8042,59680000.0000
2012-02-01,29.07,29.7,29.0,29.58,5.916,523200,0.0000,1.0,5.5130,5.6407,54.1784,80.9672,84.2583,-0.0632,0.0245,0.0877,25.0576,130.4142,40.0000,95.0000,4.9217,5.5130,6.1043,21298666.6865,55651500.0000
2012-01-31,29.9,30.0,28.87,29.07,5.814,956400,0.0000,1.0,5.4980,5.6117,52.4440,84.0039,86.7692,-0.0851,0.0021,0.0872,25.9510,134.0254,45.0000,100.0000,4.9337,5.4980,6.0623,19579580.9722,53035500.0000
2012-01-30,29.49,29.61,28.529,29.57,5.914,729000,0.0000,1.0,5.4929,5.5904,54.3603,87.8038,87.2027,-0.1069,-0.0161,0.0908,26.8914,136.9996,50.0000,95.0000,4.9384,5.4929,6.0474,22668837.6094,57817500.0000
2012-01-27,28.5,29.72,28.5,29.33,5.866,748400,0.0000,1.0,5.4845,5.5564,53.5870,88.5000,81.3724,-0.1296,-0.0493,0.0802,27.6881,137.2056,55.0000,100.0000,4.9510,5.4845,6.0180,19293587.8407,54172500.0000
2012-01-26,28.07,29.58,28.0,28.94,5.788,1271100,0.0000,1.0,5.4763,5.5238,52.3403,85.3044,71.9835,-0.1496,-0.0861,0.0635,28.5266,115.5085,60.0000,100.0000,4.9618,5.4763,5.9908,17944014.0702,50430500.0000
2012-01-25,27.27,28.01,27.05,27.97,5.594,611200,0.0000,1.0,5.4726,5.4959,49.1105,70.3128,62.5900,-0.1655,-0.1238,0.0417,29.3439,18.7946,65.0000,25.0000,4.9662,5.4726,5.9790,16737273.5638,44075000.0000
2012-01-24,26.63,27.68,26.4399,27.42,5.484,858000,0.0000,1.0,5.4719,5.4856,47.1824,60.3332,62.0642,-0.1759,-0.1505,0.0255,29.4040,-25.5030,70.0000,30.0000,4.9661,5.4719,5.9777,13935940.2305,41019000.0000
2012-01-23,26.81,27.21,26.6,26.77,5.354,594600,0.0000,1.0,5.4754,5.4858,44.8359,57.1241,64.7142,-0.1823,-0.1710,0.0113,29.2811,-56.2758,75.0000,35.0000,4.9683,5.4754,5.9825,11444827.4170,36729000.0000
2012-01-20,26.9,27.0,26.4,26.6,5.32,662300,0.0000,1.0,5.4834,5.4997,44.2202,68.7352,61.0574,-0.1851,-0.1816,0.0035,28.8826,-76.9979,80.0000,40.0000,4.9792,5.4834,5.9876,12760745.4498,33756000.0000
2012-01-19,27.19,27.74,26.61,26.76,5.352,1246300,0.0000,1.0,5.4964,5.5186,44.6660,68.2832,55.2489,-0.1860,-0.1890,-0.0029,28.3426,-51.4407,85.0000,45.0000,4.9964,5.4964,5.9964,13864578.7831,37067500.0000
2012-01-18,26.69,26.88,26.25,26.81,5.362,1260200,0.0000,1.0,5.5063,5.5361,44.8000,46.1538,52.6069,-0.1853,-0.1989,-0.0136,27.8259,-94.9403,90.0000,50.0000,5.0103,5.5063,6.0023,18441698.2522,43299000.0000
2012-01-17,26.62,27.34,26.41,26.6,5.32,4651600,0.0000,1.0,5.5182,5.5544,44.1309,51.3097,63.5985,-0.1819,-0.2096,-0.0277,26.7940,-95.2237,95.0000,55.0000,5.0252,5.5182,6.0112,13540920.4744,36998000.0000
2012-01-13,28.4,28.5,22.64,22.79,4.558,5500400,0.0000,1.0,5.5384,5.5791,29.3761,60.3571,67.1195,-0.1749,-0.2160,-0.0411,25.7411,-339.7067,100.0000,0.0000,5.0464,5.5384,6.0304,27295651.6572,13740000.0000
2012-01-12,28.48,28.62,27.805,28.25,5.65,729300,0.0000,1.0,5.5958,5.6866,45.8676,79.1288,59.0490,-0.1647,-0.1435,0.0212,24.6327,31.3666,30.0000,0.0000,5.3902,5.5958,5.8014,53389699.4388,41242000.0000
2012-01-11,27.62,28.38,27.3,28.23,5.646,672300,0.0000,1.0,5.6078,5.6905,45.7617,61.8728,39.3174,-0.1700,-0.1600,0.0099,24.9717,-13.5499,35.0000,5.0000,5.3661,5.6078,5.8495,53054131.9541,37595500.0000
2012-01-10,27.44,27.76,27.25,27.62,5.524,671800,0.0000,1.0,5.6296,5.6951,42.5006,36.1456,22.7898,-0.1724,-0.1784,-0.0059,25.1774,-66.5823,40.0000,0.0000,5.3115,5.6296,5.9477,50626381.9541,34234000.0000
2012-01-09,27.0,27.49,26.12,27.25,5.45,897000,0.0000,1.0,5.6638,5.7132,40.4369,19.9340,15.6685,-0.1710,-0.1868,-0.0158,24.9894,-125.4820,45.0000,0.0000,5.2623,5.6638,6.0653,49111538.8168,30875000.0000
2012-01-06,27.2,27.79,26.41,26.91,5.382,986300,0.0000,1.0,5.7002,5.7409,38.5104,12.2900,19.1681,-0.1670,-0.1872,-0.0202,24.6089,-124.6124,50.0000,0.0000,5.2534,5.7002,6.1470,46197925.6781,26390000.0000
2012-01-05,27.76,27.93,26.85,27.12,5.424,1005500,0.0000,1.0,5.7730,5.7786,39.2554,14.7815,31.8378,-0.1620,-0.1782,-0.0162,24.3093,-94.8013,55.0000,0.0000,5.1272,5.7730,6.4188,47555874.9535,31321500.0000
2012-01-04,28.21,28.67,27.5,27.71,5.542,630100,0.0000,1.0,5.8505,5.8160,41.3927,30.4329,49.6341,-0.1579,-0.1683,-0.0104,24.1498,-59.2446,60.0000,0.0000,5.0398,5.8505,6.6612,50069624.9535,36349000.0000
2012-01-03,28.94,29.5,27.65,28.08,5.616,928100,0.0000,1.0,5.9176,5.8448,42.7803,50.2989,66.1642,-0.1553,-0.1653,-0.0100,24.2246,-44.8396,65.0000,5.0000,5.0045,5.9176,6.8307,52089176.2356,39499500.0000
2011-12-30,28.49,28.98,28.25,28.56,5.712,339800,0.0000,1.0,5.9698,5.8689,44.6240,68.1705,76.6956,-0.1528,-0.1665,-0.0138,24.3607,-42.5697,70.0000,10.0000,5.0133,5.9698,6.9263,54572470.8302,44140000.0000
2011-12-29,28.59,29.34,28.549,28.73,5.746,488200,0.0000,1.0,6.0102,5.8854,45.2806,80.0231,79.3509,-0.1494,-0.1755,-0.0262,24.7376,-37.8168,75.0000,15.0000,5.0326,6.0102,6.9878,54828484.5288,45839000.0000
2011-12-28,28.99,29.2395,28.04,28.51,5.702,575200,0.0000,1.0,6.0503,5.9001,44.2725,81.8933,73.2047,-0.1428,-0.1879,-0.0451,25.2543,-50.5937,80.0000,20.0000,5.0538,6.0503,7.0468,56152364.4276,43398000.0000
2011-12-27,27.66,28.77,27.64,28.57,5.714,777500,0.0000,1.0,6.0827,5.9209,44.4849,76.1364,60.5723,-0.1315,-0.1964,-0.0649,25.7446,-63.8197,85.0000,25.0000,5.0914,6.0827,7.0740,56774558.6753,46274000.0000
2011-12-23,28.0,28.0,27.52,27.9,5.58,591400,0.0000,1.0,6.1226,5.9427,41.5090,61.5844,44.3782,-0.1153,-0.2057,-0.0904,26.0105,-86.0893,90.0000,30.0000,5.1297,6.1226,7.1155,54263164.8699,42386500.0000
2011-12-22,27.6,28.05,27.3,27.77,5.554,1009400,0.0000,1.0,6.1602,5.9809,40.9253,43.9961,27.6607,-0.0927,-0.2009,-0.1082,25.8568,-99.4474,95.0000,35.0000,5.1958,6.1602,7.1246,52538248.2033,39429500.0000
2011-12-21,27.91,28.07,26.03,27.57,5.514,1705500,0.0000,1.0,6.1970,6.0258,40.0510,27.5542,16.4647,-0.0657,-0.1893,-0.1236,25.6950,-128.3039,100.0000,40.0000,5.2726,6.1970,7.1214,51259674.8699,34382500.0000
2011-12-20,28.05,28.45,27.715,27.9,5.58,843300,0.0000,1.0,6.2420,6.0797,41.0023,11.4319,11.1767,-0.0348,-0.1675,-0.1327,25.5246,-119.3316,95.0000,45.0000,5.3687,6.2420,7.1153,46912321.9288,42910000.0000
2011-12-19,28.09,28.5,27.37,27.75,5.55,987000,0.0000,1.0,6.2806,6.1323,40.3909,10.4080,12.1891,-0.0016,-0.1441,-0.1425,25.8947,-145.7415,100.0000,50.0000,5.4612,6.2806,7.1000,49006230.0920,38693500.0000
2011-12-16,28.79,28.93,27.98,28.0,5.6,1029700,0.0000,1.0,6.3291,6.1936,41.0646,11.6901,12.9901,0.0340,-0.1090,-0.1430,26.2842,-154.1902,100.0000,55.0000,5.5763,6.3291,7.0819,50622115.0478,43628500.0000
2011-12-15,28.67,29.17,28.12,28.62,5.724,700300,0.0000,1.0,6.3859,6.2561,42.7445,14.4691,14.6981,0.0698,-0.0677,-0.1375,26.9104,-162.0726,95.0000,60.0000,5.6926,6.3859,7.0792,55553836.1004,48777000.0000
2011-12-14,29.5,29.68,28.0,28.53,5.706,1163900,0.0000,1.0,6.4491,6.3121,42.4197,12.8110,17.1169,0.1041,-0.0267,-0.1308,27.6197,-179.2413,100.0000,65.0000,5.7786,6.4491,7.1196,55720574.1957,45275500.0000
2011-12-13,30.57,30.93,28.911,29.45,5.89,994100,0.0000,1.0,6.5031,6.3759,44.8931,16.8144,26.5640,0.1369,0.0279,-0.1089,28.3663,-155.0849,100.0000,70.0000,5.9114,6.5031,7.0948,57868246.8147,51095000.0000
2011-12-12,30.44,30.62,30.02,30.41,6.082,758700,0.0000,1.0,6.5408,6.4270,47.6472,21.7253,42.3616,0.1641,0.0784,-0.0856,29.4702,-146.6240,90.0000,75.0000,6.0181,6.5408,7.0635,60184859.2466,56065500.0000
2011-12-09,30.54,31.12,30.28,31.04,6.208,1239500,0.0000,1.0,6.5731,6.4633,49.5419,41.1524,63.0825,0.1855,0.1223,-0.0632,30.9822,-141.3242,95.0000,80.0000,6.0894,6.5731,7.0568,59046809.2466,59859000.0000
2011-12-08,30.84,31.65,29.61,30.89,6.178,3305800,0.0000,1.0,6.5760,6.4902,49.0840,64.2073,77.0592,0.2013,0.1636,-0.0377,32.4681,-152.4680,100.0000,85.0000,6.1005,6.5760,7.0515,54029785.4371,53661500.0000
2011-12-07,34.63,34.89,33.8,34.19,6.838,674300,0.0000,1.0,6.5759,6.5231,60.5750,83.8878,78.5218,0.2107,0.2170,0.0063,34.0322,106.1162,5.0000,90.0000,6.1000,6.5759,7.0518,49816510.9273,70190500.0000
2011-12-06,34.2,34.98,34.031,34.87,6.974,951800,0.0000,1.0,6.5524,6.4899,63.4844,83.0825,72.6093,0.2092,0.2148,0.0057,33.4680,141.6207,10.0000,95.0000,6.0843,6.5524,7.0205,50775377.8997,73562000.0000
2011-12-05,33.53,35.0,33.4301,34.42,6.884,1160100,0.0000,1.0,6.5164,6.4390,62.3475,68.5952,62.5906,0.2077,0.1951,-0.0126,32.7076,133.4269,15.0000,100.0000,6.0734,6.5164,6.9594,47119623.4213,68803000.0000
2011-12-02,32.83,33.69,32.4,33.3,6.66,802800,0.0000,1.0,6.4953,6.3921,59.3553,66.1503,59.1208,0.2109,0.1762,-0.0347,31.9070,58.2907,0.0000,45.0000,6.0854,6.4953,6.9052,45605116.1597,63002500.0000
2011-12-01,32.57,33.99,31.98,32.6,6.52,1030200,0.0000,1.0,6.4869,6.3639,57.3425,53.0261,50.2971,0.2196,0.1724,-0.0472,31.4100,42.7580,0.0000,50.0000,6.0840,6.4869,6.8898,44018185.9272,58988500.0000
2011-11-30,32.5,32.93,32.22,32.74,6.548,760300,0.0000,1.0,6.4480,6.3475,57.8872,58.1859,43.5147,0.2314,0.1792,-0.0521,30.8868,36.0819,0.0000,55.0000,5.9313,6.4480,6.9647,45991454.5839,64139500.0000
2011-11-29,32.49,33.07,31.63,31.75,6.35,591100,0.0000,1.0,6.4094,6.3264,55.0169,39.6793,30.3580,0.2444,0.1825,-0.0619,30.6492,14.5840,5.0000,60.0000,5.8183,6.4094,7.0005,44224560.2177,60338000.0000
2011-11-28,32.0,33.28,31.81,32.56,6.512,681200,0.0000,1.0,6.3856,6.3239,58.0945,32.6791,23.1524,0.2599,0.2042,-0.0557,30.3990,45.0504,10.0000,65.0000,5.7502,6.3856,7.0210,46687476.8844,63293500.0000
2011-11-25,31.55,32.41,31.08,31.66,6.332,239600,0.0000,1.0,6.3587,6.3041,55.4648,18.7157,17.3967,0.2738,0.2124,-0.0614,30.0231,5.8616,15.0000,70.0000,5.7018,6.3587,7.0156,46617966.6803,59887500.0000
2011-11-23,31.76,32.05,31.25,31.45,6.29,451800,0.0000,1.0,6.3297,6.3012,54.8366,18.0624,21.2267,0.2892,0.2381,-0.0511,29.8844,6.2838,0.0000,75.0000,5.6215,6.3297,7.0379,46771094.4998,58689500.0000
2011-11-22,31.76,32.79,31.05,32.07,6.414,732600,0.0000,1.0,6.2950,6.3024,57.0956,15.4122,34.2379,0.3019,0.2717,-0.0302,29.8507,29.6394,5.0000,80.0000,5.5177,6.2950,7.0723,47900594.4998,60948500.0000
2011-11-21,32.44,32.44,31.05,31.76,6.352,1031600,0.0000,1.0,6.2568,6.2906,56.2393,30.2056,57.4647,0.3095,0.2981,-0.0114,29.8153,25.8082,10.0000,85.0000,5.4330,6.2568,7.0806,47269042.7757,57285500.0000
2011-11-18,33.64,34.11,32.54,32.6,6.52,902800,0.0000,1.0,6.2247,6.2841,59.2852,57.0959,75.6848,0.3123,0.3337,0.0213,29.8825,78.7810,0.0000,90.0000,5.3688,6.2247,7.0806,47157719.0347,62443500.0000
2011-11-17,34.5,34.9,33.19,33.68,6.736,1349300,0.0000,1.0,6.1790,6.2593,63.4849,85.0924,82.8168,0.3070,0.3572,0.0502,29.0683,114.4870,0.0000,95.0000,5.2940,6.1790,7.0640,51326699.9264,66957500.0000
2011-11-16,33.48,35.0,33.4029,34.94,6.988,1833200,0.0000,1.0,6.1156,6.2091,68.8939,84.8660,76.4633,0.2945,0.3600,0.0655,27.7726,144.0626,5.0000,100.0000,5.2177,6.1156,7.0135,54206784.7217,73704000.0000
2011-11-15,32.92,34.4,32.73,33.93,6.786,891000,0.0000,1.0,6.0419,6.1272,66.7356,78.4921,67.5279,0.2781,0.3326,0.0546,26.2617,137.0110,0.0000,90.0000,5.2024,6.0419,6.8814,45729482.9873,64538000.0000
2011-11-14,33.0,33.54,32.62,33.22,6.644,1325700,0.0000,1.0,5.9860,6.0578,65.1194,66.0317,61.2889,0.2644,0.3135,0.0491,24.7885,137.5236,5.0000,95.0000,5.2053,5.9860,6.7667,43782087.7778,60083000.0000
2011-11-11,31.9,34.5,30.57,33.64,6.728,3868300,0.0000,1.0,5.9280,5.9961,66.9474,58.0598,61.8457,0.2522,0.2990,0.0468,23.4178,153.4419,10.0000,100.0000,5.1798,5.9280,6.6762,41764718.2125,66711500.0000
2011-11-10,30.94,31.5,30.65,31.33,6.266,747300,0.0000,1.0,5.8721,5.9191,61.2662,59.7752,70.6579,0.2405,0.2675,0.0270,21.9750,99.7715,15.0000,75.0000,5.2091,5.8721,6.5351,30888200.4008,47370000.0000
2011-11-09,30.87,31.49,30.3,30.88,6.176,953700,0.0000,1.0,5.8382,5.8825,59.9937,67.7021,80.5275,0.2337,0.2705,0.0368,21.2534,100.9128,20.0000,80.0000,5.1901,5.8382,6.4863,28646300.4008,43633500.0000
2011-11-08,31.37,32.0,30.72,31.84,6.368,1167900,0.0000,1.0,5.8074,5.8517,64.2733,84.4965,83.6071,0.2245,0.2795,0.0550,20.4971,154.6109,25.0000,85.0000,5.1679,5.8074,6.4469,28766514.6865,48402000.0000
2011-11-07,31.64,32.0,30.75,31.27,6.254,1266300,0.0000,1.0,5.7651,5.7973,62.7755,89.3838,76.7477,0.2108,0.2675,0.0567,19.4117,180.3777,30.0000,90.0000,5.1691,5.7651,6.3611,24386889.6865,42562500.0000
2011-11-04,31.46,32.4,30.51,32.31,6.462,3032900,0.0000,1.0,5.7312,5.7492,67.6948,76.9410,65.6411,0.1966,0.2598,0.0631,18.2486,257.8708,0.0000,95.0000,5.1745,5.7312,6.2879,25450581.6865,48894000.0000
2011-11-03,30.0,32.49,29.53,32.46,6.492,2509700,0.0000,1.0,5.6780,5.6742,68.4295,63.9183,65.2933,0.1808,0.2250,0.0442,17.0244,315.2224,0.0000,100.0000,5.2154,5.6780,6.1406,11730319.7818,64058500.0000
2011-11-02,29.0,29.26,28.25,28.71,5.742,875300,0.0000,1.0,5.6230,5.5881,57.4650,56.0641,72.9844,0.1698,0.1743,0.0045,15.7357,95.7677,0.0000,85.0000,5.3302,5.6230,5.9158,-563818.7317,51510000.0000
2011-11-01,28.39,28.92,28.0,28.88,5.776,635200,0.0000,1.0,5.5896,5.5719,58.3375,75.8974,80.6362,0.1687,0.1834,0.0148,15.4308,86.9471,0.0000,90.0000,5.2171,5.5896,5.9621,-173833.5832,55886500.0000
2011-10-31,29.5,29.51,28.75,29.37,5.874,1134000,0.0000,1.0,5.5374,5.5504,60.8683,86.9918,78.4699,0.1650,0.1889,0.0239,15.2561,132.6864,5.0000,95.0000,5.0197,5.5374,6.0551,-3073659.6702,59062500.0000
2011-10-28,28.5,30.0,28.01,29.87,5.974,1264000,0.0000,1.0,5.4810,5.5164,63.5404,79.0193,71.9607,0.1590,0.1832,0.0242,14.5717,130.0007,10.0000,100.0000,4.8828,5.4810,6.0792,-6654712.3017,64732500.0000
2011-10-27,28.34,28.95,28.11,28.76,5.752,869400,0.0000,1.0,5.4262,5.4682,59.8204,69.3985,70.8873,0.1529,0.1631,0.0102,13.8514,89.3658,15.0000,100.0000,4.8180,5.4262,6.0344,-12148983.6585,58412500.0000
