,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2019-12-17,378.99,385.5,375.9,378.99,75.798,8496800,0.0000,1.0,69.1609,69.5230,71.5875,84.5610,85.1969,2.1295,2.6402,0.5106,33.8277,178.0076,30.0000,100.0000,62.9353,69.1609,75.3865,1646129631.7574,1228848720.0000
2019-12-16,362.55,383.61,362.5,381.5,76.3,18174200,0.0000,1.0,68.8709,68.8625,73.1349,87.2205,86.5670,2.0019,2.3700,0.3681,32.9968,188.2524,35.0000,100.0000,63.4164,68.8709,74.3254,1661264556.7574,1271332720.0000
2019-12-13,361.05,365.21,354.64,358.39,71.678,6570900,0.0000,1.0,68.5776,68.0796,66.8715,83.8093,85.0879,1.9098,1.9396,0.0297,32.1684,111.1851,40.0000,100.0000,64.2351,68.5776,72.9201,1588559147.4727,1180461720.0000
2019-12-12,354.92,362.74,353.23,359.68,71.936,7763900,0.0000,1.0,68.4872,67.7008,67.7086,88.6712,83.5697,1.9024,1.8326,-0.0698,31.8139,115.9066,45.0000,100.0000,64.3355,68.4872,72.6389,1598101561.3800,1213316220.0000
2019-12-11,351.88,357.19,351.09,352.7,70.54,6897800,0.0000,1.0,68.3515,67.2550,65.4879,82.7831,73.4662,1.9199,1.6431,-0.2767,31.5215,88.9705,50.0000,30.0000,64.4925,68.3515,72.2105,1584263695.4494,1174496720.0000
2019-12-10,339.96,350.73,339.31,348.84,69.768,8828300,0.0000,1.0,68.3238,66.9093,64.1942,79.2548,63.2951,1.9890,1.5195,-0.4695,31.4001,36.1269,55.0000,35.0000,64.5205,68.3238,72.1271,1600547026.5969,1140007720.0000
2019-12-09,336.59,344.45,335.08,339.53,67.906,9023100,0.0000,1.0,68.2863,66.6083,60.8300,58.3607,55.3847,2.1064,1.4183,-0.6882,31.5046,-15.8664,60.0000,40.0000,64.5262,68.2863,72.0464,1571016285.7913,1095866220.0000
2019-12-06,335.0,338.86,334.77,335.89,67.178,7612400,0.0000,1.0,68.2624,66.4717,59.4136,52.2696,56.1289,2.2785,1.4580,-0.8205,31.8586,-38.7427,65.0000,45.0000,64.4868,68.2624,72.0380,1573279283.1233,1050750720.0000
2019-12-05,332.83,334.42,327.25,330.37,66.074,3724600,0.0000,1.0,68.2589,66.3974,57.1831,55.5239,54.8072,2.4836,1.5616,-0.9220,32.4640,-82.8852,0.0000,50.0000,64.4792,68.2589,72.0386,1590495591.1917,1012688720.0000
2019-12-04,337.75,337.86,332.85,333.03,66.606,5533000,0.0000,1.0,68.2210,66.4314,58.6589,60.5932,44.4272,2.7141,1.7835,-0.9306,33.2958,-47.6254,5.0000,55.0000,64.3406,68.2210,72.1014,1592911126.7566,1031311720.0000
2019-12-03,332.62,337.91,332.19,336.2,67.24,6573700,0.0000,1.0,68.0629,66.4131,60.4244,48.3047,28.0086,2.9467,1.9867,-0.9600,33.8097,-32.9297,0.0000,60.0000,63.7040,68.0629,72.4218,1618588222.5649,1058976720.0000
2019-12-02,329.4,336.38,328.69,334.87,66.974,6074500,0.0000,1.0,67.8756,66.3260,59.9439,24.3837,16.1377,3.1868,2.1526,-1.0342,34.3507,-37.5540,5.0000,65.0000,63.0903,67.8756,72.6609,1605371867.6698,1026108220.0000
2019-11-29,331.11,331.26,327.5,329.94,65.988,2465600,0.0000,1.0,67.6600,66.2578,58.1546,11.3374,11.9433,3.4453,2.3600,-1.0853,34.9795,-50.4375,10.0000,70.0000,62.3697,67.6600,72.9503,1586927189.5164,995735720.0000
2019-11-27,331.12,333.93,328.57,331.29,66.258,5555600,0.0000,1.0,67.5098,66.2862,58.8383,12.6921,17.9285,3.7166,2.6909,-1.0257,35.8421,-34.4584,15.0000,75.0000,61.8786,67.5098,73.1410,1583255019.3036,1008063720.0000
2019-11-26,335.27,335.5,327.1,328.92,65.784,7947400,0.0000,1.0,67.3470,66.2892,58.0151,11.8004,26.8600,3.9730,3.0466,-0.9265,36.6886,-31.8569,20.0000,80.0000,61.4010,67.3470,73.2930,1582840422.2887,980285720.0000
2019-11-25,344.32,344.57,334.46,336.34,67.268,12339500,0.0000,1.0,67.2200,66.3424,61.6844,29.2929,45.8115,4.2047,3.5045,-0.7001,37.5797,11.4279,25.0000,85.0000,61.0419,67.2200,73.3981,1605358055.6220,1020022720.0000
2019-11-22,340.16,341.0,330.0,333.04,66.608,16870600,0.0000,1.0,67.1337,66.2449,60.6324,39.4868,58.3703,4.3797,3.8869,-0.4927,38.1070,-5.0345,0.0000,90.0000,60.9126,67.1337,73.3548,1644109700.0335,958325220.0000
2019-11-21,354.51,360.84,354.0,354.83,70.966,6110000,0.0000,1.0,67.0846,66.2067,73.2476,68.6550,69.7609,4.5029,4.3857,-0.1172,38.7800,99.0043,0.0000,95.0000,60.8323,67.0846,73.3369,1681838496.3971,1042678220.0000
2019-11-20,360.0,361.2,349.57,352.22,70.444,6725100,0.0000,1.0,66.5331,65.7057,72.5988,66.9692,68.4799,4.5322,4.5148,-0.0174,37.8633,97.1352,0.0000,100.0000,59.8187,66.5331,73.2475,1704974315.1106,1012128220.0000
2019-11-19,351.75,359.99,347.8,359.52,71.904,7724800,0.0000,1.0,65.5577,65.2070,77.5988,73.6584,68.9989,4.5365,4.6671,0.1306,36.8984,106.9186,0.0000,100.0000,56.2372,65.5577,74.8782,1723276070.4846,1045753720.0000
2019-11-18,352.92,353.15,346.1,349.99,69.998,4400400,0.0000,1.0,64.5183,64.5020,75.5067,64.8121,70.3775,4.5039,4.6449,0.1410,35.9088,94.2342,0.0000,85.0000,53.7383,64.5183,75.2983,1687630459.3279,1007129720.0000
2019-11-15,350.64,352.8,348.36,352.17,70.434,4809000,0.0000,1.0,63.5534,63.9235,77.0708,68.5263,76.6461,4.4686,4.7430,0.2744,35.0183,104.8117,5.0000,90.0000,51.5256,63.5534,75.5812,1685352238.0513,1029131720.0000
2019-11-14,346.11,353.84,342.91,349.35,69.87,6464900,0.0000,1.0,62.6012,63.2382,76.4719,77.7941,84.1852,4.4000,4.7549,0.3549,33.9138,99.3884,10.0000,95.0000,49.9062,62.6012,75.2962,1668130819.1324,1005086720.0000
2019-11-13,355.0,356.33,345.18,346.11,69.222,8420100,0.0000,1.0,61.7274,62.5401,75.7814,83.6180,86.7173,4.3113,4.7584,0.4470,32.7512,102.4043,15.0000,100.0000,48.7513,61.7274,74.7035,1662363868.0803,972762220.0000
2019-11-12,346.9,350.37,344.04,349.93,69.986,7359400,0.0000,1.0,60.8638,61.8367,78.3572,91.1436,88.5322,4.1995,4.7595,0.5600,31.3698,104.1460,20.0000,100.0000,47.7002,60.8638,74.0274,1697441325.0310,1014862720.0000
2019-11-11,343.95,349.19,342.0,345.09,69.018,9986700,0.0000,1.0,59.9434,60.9789,77.4339,85.3904,84.4368,4.0595,4.6140,0.5544,30.0243,104.7870,0.0000,100.0000,46.8861,59.9434,73.0007,1665759863.7355,978065720.0000
2019-11-08,334.5,337.46,332.5,337.14,67.428,6069200,0.0000,1.0,59.0621,60.1327,75.8247,89.0627,79.2673,3.9209,4.4597,0.5388,28.6295,90.8549,0.0000,95.0000,46.1957,59.0621,71.9285,1672774166.2390,928132220.0000
2019-11-07,329.14,341.5,328.02,335.54,67.108,14467300,0.0000,1.0,58.1696,59.3647,75.4906,78.8572,63.1081,3.7863,4.3598,0.5735,27.3881,96.7956,0.0000,100.0000,45.2720,58.1696,71.0672,1646343779.1422,897786220.0000
2019-11-06,318.0,326.72,314.5,326.58,65.316,7940900,0.0000,1.0,57.2616,58.5497,73.5451,69.8819,48.8166,3.6429,4.2014,0.5585,26.0813,79.6249,0.0000,65.0000,44.4522,57.2616,70.0710,1637972492.7921,825449720.0000
2019-11-05,319.62,323.51,316.12,317.22,63.444,6943400,0.0000,1.0,56.4411,57.8374,71.2831,40.5851,37.0049,3.5032,4.1206,0.6174,25.0252,80.6191,0.0000,70.0000,43.6984,56.4411,69.1838,1599177752.2029,785745220.0000
2019-11-04,314.8,321.94,309.26,317.47,63.494,8787000,0.0000,1.0,55.6694,57.2473,71.4381,35.9827,41.7567,3.3489,4.1482,0.7993,23.9898,84.8011,0.0000,75.0000,42.8475,55.6694,68.4913,1623559515.3964,820462220.0000
2019-11-01,316.32,316.48,309.8,313.31,62.662,6383900,0.0000,1.0,54.8719,56.5897,70.4214,34.4470,52.8601,3.1491,4.1179,0.9689,22.9367,90.0563,0.0000,80.0000,42.1119,54.8719,67.6319,1610600769.3396,776527220.0000
2019-10-31,313.1,319.0,313.0,314.92,62.984,5067000,0.0000,1.0,54.0531,55.9505,71.3552,54.8405,69.7728,2.9069,4.1041,1.1973,21.9569,110.6242,0.0000,85.0000,41.2961,54.0531,66.8101,1608976124.1300,808446720.0000
2019-10-30,313.0,318.79,309.97,315.01,63.002,9641800,0.0000,1.0,53.2342,55.2101,71.4055,69.2929,81.8791,2.6075,3.9940,1.3865,20.7398,129.9160,5.0000,90.0000,40.7763,53.2342,65.6921,1618096724.1300,833781720.0000
2019-10-29,319.99,324.3,314.75,316.22,63.244,12684300,0.0000,1.0,52.5154,54.3900,72.0541,85.1851,83.1026,2.2609,3.7936,1.5326,19.4633,173.0907,10.0000,95.0000,40.7554,52.5154,64.2754,1611209724.1300,881990720.0000
2019-10-28,327.54,340.84,322.6,327.71,65.542,18870300,0.0000,1.0,51.8001,53.4580,78.4848,91.1592,72.2874,1.8778,3.4579,1.5801,17.8539,270.6407,15.0000,100.0000,41.0395,51.8001,62.5607,1655106699.5227,945412220.0000
2019-10-25,297.72,330.0,296.11,328.13,65.626,30006100,0.0000,1.0,50.9317,52.1859,78.7288,72.9634,51.9619,1.4827,2.7452,1.2624,15.7063,317.6927,20.0000,100.0000,42.1206,50.9317,59.7428,1696592391.9569,1039763720.0000
2019-10-24,298.37,304.93,289.2,299.68,59.936,29720900,0.0000,1.0,50.0717,50.7712,73.4090,52.7397,40.4589,1.1671,1.7870,0.6199,13.6230,306.7283,25.0000,100.0000,44.3491,50.0717,55.7943,1563118813.4677,889733220.0000
2019-10-23,254.5,256.14,251.35,254.68,50.936,5261100,0.0000,1.0,49.5005,49.8065,57.3998,30.1826,40.9613,1.0121,1.1174,0.1052,11.9431,58.6071,0.0000,80.0000,45.9694,49.5005,53.0316,1513709942.8383,741128720.0000
2019-10-22,254.32,258.33,250.85,255.58,51.116,4600800,0.0000,1.0,49.2407,49.6876,58.0640,38.4545,56.2946,0.9858,1.1628,0.1770,12.1102,73.4378,5.0000,85.0000,45.4178,49.2407,53.0636,1503440363.5064,767434220.0000
2019-10-21,258.33,259.5,250.18,253.5,50.7,5020300,0.0000,1.0,48.9170,49.5372,56.9709,54.2466,72.5882,0.9416,1.1856,0.2440,12.2862,78.7183,10.0000,90.0000,44.7073,48.9170,53.1267,1497351069.3887,744430220.0000
2019-10-18,260.7,262.8,255.1,256.95,51.39,5749800,0.0000,1.0,48.7943,49.4148,59.4112,76.1827,84.6207,0.8806,1.2397,0.3592,12.4714,120.5766,15.0000,95.0000,44.6572,48.7943,52.9314,1504569097.2857,769531720.0000
2019-10-17,262.5,264.78,260.17,261.97,52.394,4769300,0.0000,1.0,48.6310,49.2069,63.1505,87.3354,89.0404,0.7908,1.2206,0.4298,12.3114,177.2163,20.0000,100.0000,44.6622,48.6310,52.5998,1519503642.7403,798280720.0000
2019-10-16,257.39,262.1,256.92,259.75,51.95,6684100,0.0000,1.0,48.4773,48.8714,62.1496,90.3440,88.5758,0.6833,1.0761,0.3928,11.7502,179.6101,25.0000,100.0000,44.8829,48.4773,52.0717,1524728147.0787,774434220.0000
2019-10-15,257.7,260.0,254.12,257.89,51.578,6432800,0.0000,1.0,48.3147,48.5474,61.3133,89.4418,86.5059,0.5852,0.9213,0.3361,11.2953,180.7189,30.0000,100.0000,45.0879,48.3147,51.5415,1521631266.7698,741013720.0000
2019-10-14,247.9,258.55,247.13,256.96,51.392,10205000,0.0000,1.0,48.1837,48.2284,60.9030,85.9416,83.8009,0.5011,0.7482,0.2471,10.9238,169.1214,35.0000,100.0000,45.3033,48.1837,51.0641,1512550953.8446,708849720.0000
2019-10-11,247.15,251.08,246.81,247.89,49.578,8475400,0.0000,1.0,48.0422,47.8954,56.6422,84.1344,80.4210,0.4394,0.5353,0.0959,10.6062,114.4493,40.0000,100.0000,45.5550,48.0422,50.5294,1475734316.3665,657824720.0000
2019-10-10,245.28,249.28,241.58,244.74,48.948,6283300,0.0000,1.0,48.0153,47.7182,55.0250,81.3266,71.5355,0.4154,0.4404,0.0251,10.6706,72.5155,45.0000,0.0000,45.5841,48.0153,50.4465,1496674707.4672,615447720.0000
2019-10-09,241.32,247.3,240.65,244.53,48.906,6894400,0.0000,1.0,48.0266,47.5888,54.9185,75.8020,58.9636,0.4091,0.3771,-0.0320,10.8401,55.6749,50.0000,5.0000,45.5761,48.0266,50.4771,1502305197.0776,584031220.0000
2019-10-08,235.87,243.94,234.5,240.05,48.01,8678200,0.0000,1.0,48.0523,47.4501,52.6462,57.4780,49.5437,0.4171,0.2951,-0.1220,11.1296,-5.4364,55.0000,10.0000,45.5551,48.0523,50.5495,1496551224.1453,549559220.0000
2019-10-07,229.8,238.56,228.55,237.72,47.544,8064200,0.0000,1.0,48.0072,47.3912,51.4367,43.6109,52.2051,0.4476,0.2774,-0.1702,11.6244,-56.9455,60.0000,15.0000,45.4763,48.0072,50.5381,1488921027.1114,506168220.0000
2019-10-04,231.61,234.78,228.07,231.43,46.286,7995000,0.0000,1.0,47.9479,47.3751,48.0328,47.5422,63.7501,0.4902,0.2982,-0.1920,12.0085,-94.1352,65.0000,20.0000,45.3225,47.9479,50.5733,1455367187.9505,465847220.0000
2019-10-03,231.86,234.48,224.28,233.03,46.606,15084500,0.0000,1.0,47.9081,47.4898,48.8604,65.4621,74.4851,0.5382,0.4484,-0.0897,12.1772,-97.0794,70.0000,25.0000,45.1618,47.9081,50.6544,1455307612.6897,505822220.0000
2019-10-02,243.29,244.65,239.43,243.13,48.626,5631400,0.0000,1.0,47.8736,47.5828,54.4907,78.2459,79.0125,0.5606,0.6011,0.0405,12.3363,36.2711,75.0000,30.0000,45.0466,47.8736,50.7006,1401328764.6505,581244720.0000
2019-10-01,241.5,245.95,239.13,244.69,48.938,6162600,0.0000,1.0,47.6491,47.4730,55.4279,79.7474,74.9217,0.5505,0.5816,0.0311,12.5860,49.3424,80.0000,35.0000,44.4132,47.6491,50.8850,1389569711.0107,609401720.0000
2019-09-30,243.0,243.98,236.11,240.87,48.174,5879800,0.0000,1.0,47.4523,47.3188,53.5702,79.0442,61.8891,0.5427,0.5164,-0.0263,12.8489,27.8016,85.0000,40.0000,44.0781,47.4523,50.8265,1370142159.6910,578588720.0000
2019-09-27,242.2,248.71,238.73,242.13,48.426,11116400,0.0000,1.0,47.2997,47.2287,54.2791,65.9735,43.0935,0.5492,0.5035,-0.0457,13.2331,55.9973,0.0000,45.0000,43.7963,47.2997,50.8031,1363978455.7520,607987720.0000
2019-09-26,230.66,243.31,227.4,242.56,48.512,11884500,0.0000,1.0,47.0955,47.1027,54.5130,40.6495,27.5015,0.5607,0.4541,-0.1066,13.4779,18.5536,0.0000,50.0000,43.4072,47.0955,50.7838,1381688952.7460,663569720.0000
2019-09-25,224.56,228.98,218.36,228.7,45.74,9427100,0.0000,1.0,46.8258,46.9544,47.5996,22.6576,28.6571,0.5873,0.3756,-0.2117,14.0226,-65.1730,0.0000,55.0000,42.8164,46.8258,50.8352,1327868825.4675,604147220.0000
2019-09-24,241.52,241.99,222.61,223.21,44.642,12891500,0.0000,1.0,46.6796,47.0822,44.4210,19.1974,35.0425,0.6403,0.5523,-0.0880,14.0233,-31.2224,0.0000,60.0000,42.3242,46.6796,51.0350,1283218813.2265,557011720.0000
2019-09-23,240.0,245.18,239.22,241.23,48.246,4340200,0.0000,1.0,46.5975,47.3391,54.7835,44.1162,45.4317,0.6623,0.8815,0.2192,14.2615,57.1691,0.0000,65.0000,42.0346,46.5975,51.1604,1343685136.7559,621469220.0000
2019-09-20,246.49,246.95,238.16,240.62,48.124,6353000,0.0000,1.0,46.2992,47.2436,54.4417,41.8139,45.2224,0.6074,0.9219,0.3145,14.3596,64.0683,5.0000,70.0000,41.4362,46.2992,51.1622,1350748885.0781,599768220.0000
2019-09-19,246.0,247.94,244.84,246.6,49.32,4795800,0.0000,1.0,46.1145,47.1509,58.5643,50.3650,50.4964,0.5288,0.9725,0.4437,14.4629,99.9117,10.0000,75.0000,41.2622,46.1145,50.9668,1364734158.1156,631533220.0000
2019-09-18,245.0,248.17,242.37,243.49,48.698,4170200,0.0000,1.0,45.8568,46.9226,56.9538,43.4883,55.4577,0.4179,0.9012,0.4833,14.0023,102.1108,15.0000,80.0000,41.1681,45.8568,50.5455,1361485390.3737,607554220.0000
2019-09-17,242.47,245.6,240.37,244.79,48.958,3865400,0.0000,1.0,45.6805,46.7357,57.8467,57.6359,67.1123,0.2971,0.8604,0.5633,13.5173,110.8381,20.0000,85.0000,41.1706,45.6805,50.1904,1374283590.3737,628405220.0000
2019-09-16,246.0,247.43,241.17,242.81,48.562,4728100,0.0000,1.0,45.5009,46.5018,56.8683,65.2489,77.8059,0.1563,0.7693,0.6130,13.1466,133.2558,25.0000,90.0000,41.2487,45.5009,49.7531,1360943156.3392,609078220.0000
2019-09-13,246.96,248.45,244.87,245.2,49.04,5313100,0.0000,1.0,45.2722,46.2849,58.4232,78.4520,87.4501,0.0030,0.6822,0.6792,12.6908,178.7108,30.0000,95.0000,41.2156,45.2722,49.3288,1372196940.6843,632718720.0000
2019-09-12,247.7,253.5,244.4,245.87,49.174,8581200,0.0000,1.0,44.9766,45.9949,58.8517,89.7170,88.9376,-0.1668,0.5124,0.6792,11.9062,227.4184,35.0000,100.0000,41.2101,44.9766,48.7431,1393864890.4050,659284220.0000
2019-09-11,237.38,248.17,236.0,247.1,49.42,10042800,0.0000,1.0,44.7141,45.6602,59.6144,94.1813,84.4694,-0.3366,0.2746,0.6112,11.0803,240.4721,40.0000,100.0000,41.4570,44.7141,47.9712,1422908951.9434,702190220.0000
2019-09-10,230.8,235.54,228.94,235.54,47.108,4883700,0.0000,1.0,44.5931,45.2645,54.3305,82.9144,73.5263,-0.4894,-0.0580,0.4314,10.4621,137.7833,45.0000,5.0000,41.9161,44.5931,47.2701,1381524693.9319,651976220.0000
2019-09-09,230.0,233.76,229.23,231.79,46.358,4802700,0.0000,1.0,44.5278,45.0704,52.4118,76.3124,66.4848,-0.5972,-0.2462,0.3510,10.5187,118.7777,50.0000,0.0000,42.0426,44.5278,47.0130,1357106193.9319,627557720.0000
2019-09-06,227.2,229.64,225.17,227.45,45.49,4189400,0.0000,1.0,44.5600,44.9349,50.1071,61.3521,60.2136,-0.6850,-0.4065,0.2784,10.6921,56.1261,55.0000,0.0000,41.9664,44.5600,47.1536,1353978607.8392,603544220.0000
2019-09-05,222.5,229.8,220.85,229.58,45.916,7395300,0.0000,1.0,44.6685,44.8765,51.2646,61.7900,63.9060,-0.7546,-0.5169,0.2377,11.1453,37.3355,60.0000,5.0000,41.7653,44.6685,47.5717,1353556856.1613,624491220.0000
2019-09-04,226.89,228.46,219.21,220.68,44.136,5761000,0.0000,1.0,44.7069,44.7670,46.3443,57.4989,63.9279,-0.8140,-0.6935,0.1205,11.6223,-11.4330,65.0000,10.0000,41.7196,44.7069,47.6942,1318398195.2675,587514720.0000
2019-09-03,224.08,228.95,223.16,225.01,45.002,5354100,0.0000,1.0,44.8076,44.8335,48.6127,72.4293,60.2766,-0.8441,-0.7277,0.1164,12.2096,17.1211,70.0000,15.0000,41.7687,44.8076,47.8465,1338047876.3486,616319720.0000
2019-08-30,229.15,232.44,224.21,225.61,45.122,9320600,0.0000,1.0,44.8407,44.8157,48.9279,61.8555,44.5086,-0.8732,-0.8489,0.0243,12.5711,33.5091,75.0000,20.0000,41.7798,44.8407,47.9016,1347711148.3693,643090220.0000
2019-08-29,219.0,223.4,218.0,221.71,44.342,5179500,0.0000,1.0,44.9280,44.7835,46.7974,46.5450,28.9691,-0.8793,-1.0035,-0.1242,12.8829,-35.9282,80.0000,0.0000,41.7429,44.9280,48.1131,1378458935.7326,596487220.0000
2019-08-28,213.69,217.25,212.31,215.59,43.118,3225500,0.0000,1.0,45.0494,44.8300,43.2693,25.1252,21.3679,-0.8483,-1.1068,-0.2585,13.3557,-99.4752,85.0000,0.0000,41.7789,45.0494,48.3199,1368771352.3993,570589720.0000
2019-08-27,215.74,218.8,212.03,214.08,42.816,5416200,0.0000,1.0,45.3096,45.0102,42.3736,15.2372,24.3284,-0.7836,-1.0979,-0.3142,13.4226,-110.2949,90.0000,5.0000,41.8714,45.3096,48.7478,1363482577.0956,554462220.0000
2019-08-26,213.6,215.02,211.54,215.0,43.0,5051900,0.0000,1.0,45.5914,45.2411,42.7644,23.7414,38.3092,-0.7051,-1.0398,-0.3347,13.4930,-133.7219,95.0000,10.0000,42.0936,45.5914,49.0892,1374162971.4826,581543220.0000
2019-08-23,219.97,221.17,211.0,211.4,42.28,8538600,0.0000,1.0,45.7991,45.4770,40.7324,34.0067,51.1878,-0.6214,-0.9693,-0.3479,13.2976,-149.5205,100.0000,15.0000,42.4513,45.7991,49.1469,1349193810.5631,556283720.0000
2019-08-22,222.8,225.4,218.22,222.15,44.43,6559000,0.0000,1.0,45.9655,45.8136,45.2942,57.1794,58.5788,-0.5344,-0.7918,-0.2574,13.0919,-87.9834,75.0000,20.0000,43.0283,45.9655,48.9027,1388528462.4805,598976720.0000
2019-08-21,222.01,223.22,217.6,220.83,44.166,7794300,0.0000,1.0,46.0322,45.9592,44.5700,62.3773,51.9336,-0.4701,-0.7728,-0.3027,13.2480,-116.8818,80.0000,0.0000,43.1781,46.0322,48.8863,1385422529.3329,566181720.0000
2019-08-20,227.62,229.09,224.54,225.86,45.172,4125200,0.0000,1.0,46.4727,46.1480,46.8134,56.1797,38.0206,-0.3944,-0.7103,-0.3160,13.2665,-56.3620,85.0000,5.0000,42.4333,46.4727,50.5121,1379597607.6247,605153220.0000
2019-08-19,224.21,227.83,221.7,226.83,45.366,5309600,0.0000,1.0,46.8158,46.2507,47.2490,37.2438,29.6623,-0.3154,-0.7227,-0.4073,13.6633,-70.0977,90.0000,10.0000,42.1582,46.8158,51.4734,1388255994.4379,625779220.0000
2019-08-16,216.66,222.24,216.02,219.94,43.988,5207376,0.0000,1.0,47.1043,46.3438,43.7142,20.6383,28.5361,-0.2135,-0.7478,-0.5342,14.0009,-119.2145,95.0000,15.0000,42.1372,47.1043,52.0714,1370369658.3857,599231220.0000
2019-08-15,220.86,221.56,211.55,215.64,43.128,8159600,0.0000,1.0,47.4867,46.5918,41.3855,31.1048,38.8594,-0.0800,-0.6286,-0.5486,13.9915,-146.1185,100.0000,20.0000,42.3630,47.4867,52.6104,1363588348.8037,573194340.0000
2019-08-14,231.21,231.5,216.69,219.62,43.924,9562600,0.0000,1.0,47.8657,46.9564,42.9479,33.8652,48.3172,0.0571,-0.3797,-0.4369,13.9364,-110.5208,100.0000,25.0000,42.9714,47.8657,52.7600,1371046924.2282,613992340.0000
2019-08-13,228.81,236.0,227.55,235.0,47.0,4848100,0.0000,1.0,48.2181,47.2756,49.8579,51.6082,58.8194,0.1664,-0.1376,-0.3040,14.1338,-49.8990,40.0000,30.0000,43.4980,48.2181,52.9382,1399941343.5395,661805340.0000
2019-08-12,232.99,235.77,228.75,229.01,45.802,4663900,0.0000,1.0,48.3919,47.3046,46.6841,59.4781,58.7387,0.2424,-0.1398,-0.3821,14.8019,-64.5752,45.0000,35.0000,43.6084,48.3919,53.1754,1381438239.9892,637564840.0000
2019-08-09,236.05,238.96,233.81,235.01,47.002,3898200,0.0000,1.0,48.6368,47.4628,49.6762,65.3721,47.4601,0.3379,-0.0185,-0.3564,15.4316,-40.5063,50.0000,40.0000,43.9076,48.6368,53.3660,1403030369.6189,660884340.0000
2019-08-08,234.45,239.8,232.65,238.3,47.66,5274300,0.0000,1.0,48.7375,47.5113,51.3920,51.3660,34.1455,0.4270,0.0143,-0.4127,15.7783,-37.5490,55.0000,45.0000,44.0664,48.7375,53.4086,1413438185.1528,680375340.0000
2019-08-07,226.5,233.57,225.8,233.42,46.684,4776500,0.0000,1.0,48.7405,47.4957,48.9052,25.6424,28.1210,0.5302,-0.0110,-0.5412,16.1432,-76.4948,60.0000,50.0000,44.0721,48.7405,53.4089,1398131650.1878,654003840.0000
2019-08-06,231.88,232.5,225.75,230.75,46.15,5564200,0.0000,1.0,48.7955,47.5811,47.5093,25.4281,38.1260,0.6655,0.0562,-0.6092,16.8603,-88.7887,65.0000,55.0000,44.2000,48.7955,53.3910,1375171254.4349,630121340.0000
2019-08-05,229.6,231.37,225.78,228.32,45.664,7028300,0.0000,1.0,48.7886,47.7317,46.2395,33.2926,48.8048,0.8178,0.1956,-0.6222,17.6740,-96.3168,70.0000,60.0000,44.1768,48.7886,53.4004,1361775958.1386,602300340.0000
2019-08-02,231.35,236.27,229.23,234.34,46.868,6136500,0.0000,1.0,48.8088,47.9494,49.0311,55.6572,55.0144,0.9733,0.4201,-0.5532,18.5908,-66.2199,75.0000,65.0000,44.2487,48.8088,53.3689,1364982069.9454,637441840.0000
2019-08-01,242.65,244.51,231.77,233.85,46.77,8259500,0.0000,1.0,48.7964,48.0632,48.7920,57.4645,46.4321,1.1116,0.5780,-0.5336,19.3717,-43.5374,80.0000,70.0000,44.2139,48.7964,53.3789,1351122645.2295,606759340.0000
2019-07-31,243.0,246.68,236.65,241.61,48.322,9178200,0.0000,1.0,48.8069,48.1993,52.4964,51.9215,33.0702,1.2450,0.7811,-0.4639,20.0571,-11.1453,0.0000,75.0000,44.2421,48.8069,53.3717,1378935247.2703,648056840.0000
2019-07-30,232.9,243.36,232.18,242.26,48.452,8109000,0.0000,1.0,48.6363,48.1864,52.8154,29.9102,28.3065,1.3610,0.8710,-0.4900,20.5108,-19.9943,5.0000,80.0000,43.7669,48.6363,53.5057,1379438538.3969,693947840.0000
2019-07-29,227.09,235.94,226.03,235.77,47.154,9273300,0.0000,1.0,48.4854,48.1585,49.9287,17.3789,38.3786,1.4835,0.9597,-0.5237,21.1371,-55.4850,0.0000,85.0000,43.4194,48.4854,53.5514,1346871982.0463,653402840.0000
2019-07-26,226.92,230.26,222.25,228.04,45.608,10027700,0.0000,1.0,48.3623,48.2642,46.2046,37.6304,57.7868,1.6144,1.1912,-0.4232,22.1459,-83.3308,0.0000,90.0000,43.0588,48.3623,53.6658,1302096260.0483,607036340.0000
2019-07-25,233.5,234.5,225.55,228.82,45.764,22418300,0.0000,1.0,48.3103,48.5438,46.5364,60.1266,70.0672,1.7202,1.6268,-0.0934,23.1272,-64.4952,5.0000,95.0000,42.8809,48.3103,53.7397,1279749887.3891,657174840.0000
2019-07-24,259.17,266.07,258.16,264.88,52.976,11072800,0.0000,1.0,48.2148,48.8364,67.9736,75.6035,74.1436,1.7436,2.1431,0.3996,24.3216,119.6815,10.0000,100.0000,42.5477,48.2148,53.8819,1309933185.1545,769266340.0000
2019-07-23,256.71,260.48,254.5,260.17,52.034,5023100,0.0000,1.0,47.7636,48.4007,66.0320,74.4715,76.4136,1.6437,2.0367,0.3931,23.3967,110.8044,15.0000,95.0000,42.2497,47.7636,53.2775,1271227379.8448,713902340.0000
2019-07-22,258.75,262.15,254.19,255.68,51.136,6842400,0.0000,1.0,47.3983,48.0182,64.0587,72.3558,79.3055,1.5454,1.9672,0.4218,22.6506,120.6863,0.0000,100.0000,42.1007,47.3983,52.6959,1248715828.0053,688786840.0000
