,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2019-01-09,56.26,57.11,56.14,56.61,53.0221858384,10971426,0.0000,1.0,52.9936,52.9450,47.1545,47.4681,42.8371,-0.4367,0.1189,-0.3178,16.7078,-4.8790,55.0000,20.0000,51.0670,54.9202,52.9936,1529358695.9598,5070061.0000
2019-01-08,56.71,56.88,55.61,55.95,52.4040151503,12109973,0.0000,1.0,53.0231,52.9369,44.7932,40.1434,45.3755,-0.4664,0.1031,-0.3633,17.3131,-45.8579,60.0000,25.0000,51.0777,54.9685,53.0231,1529698018.4141,-5901365.0000
2019-01-07,56.39,57.16,55.95,56.44,52.8629600551,12351967,0.0000,1.0,53.0250,52.9930,46.2508,40.8998,54.2174,-0.4922,0.1391,-0.3530,17.8495,-16.7905,65.0000,30.0000,51.0819,54.9681,53.0250,1535323911.3827,6208608.0000
2019-01-04,56.5,56.83,55.21,56.6,53.0128196159,14177270,0.0000,1.0,53.0564,53.0066,46.7225,55.0834,68.7290,-0.5270,0.1454,-0.3816,18.5424,-42.5404,70.0000,35.0000,51.1045,55.0082,53.0564,1537671805.9366,18560575.0000
2019-01-03,55.95,56.84,55.52,55.7,52.1698595866,14422231,0.0000,1.0,53.0803,53.0060,43.6519,66.6689,75.3574,-0.5633,0.1355,-0.4277,19.1351,-64.2192,75.0000,0.0000,51.1194,55.0411,53.0803,1527520180.5031,4383305.0000
2019-01-02,56.2,58.0,55.92,57.4,53.7621174196,9896584,0.0000,1.0,53.2116,53.0940,48.6871,84.4345,74.1818,-0.5972,0.2026,-0.3946,19.8694,14.0073,80.0000,5.0000,51.1623,55.2609,53.2116,1538009075.7768,18805536.0000
2018-12-31,57.12,57.41,56.2818,56.91,53.3031725148,8877184,0.0000,1.0,53.2226,53.0237,47.0135,74.9686,58.1422,-0.6478,0.1391,-0.5087,20.7847,-5.7738,85.0000,10.0000,51.1593,55.2858,53.2226,1533822059.4692,8908952.0000
2018-12-28,56.33,57.53,56.24,56.81,53.2095102894,12749599,0.0000,1.0,53.2496,52.9943,46.6763,63.1423,39.2487,-0.6826,0.0824,-0.6002,21.5237,-9.2914,90.0000,15.0000,51.1688,55.3303,53.2496,1532813324.3262,31768.0000
2018-12-27,55.54,56.39,54.77,56.09,52.535142266,15804838,0.0000,1.0,53.2136,52.9716,44.2497,36.3157,20.0134,-0.7032,0.0046,-0.6987,22.3015,-80.8040,95.0000,20.0000,51.1065,55.3206,53.2136,1534295835.8368,-12717831.0000
2018-12-26,54.25,56.0,53.51,55.96,52.4133813729,18451560,0.0000,1.0,53.1613,53.0175,43.8111,18.2879,11.9225,-0.7044,-0.0412,-0.7455,22.6806,-115.3901,100.0000,25.0000,50.9406,55.3819,53.1613,1524344641.5404,-28522669.0000
2018-12-24,53.7,54.89,53.57,53.65,50.2497839645,8274961,0.0000,1.0,53.1225,53.0811,35.2060,5.4366,14.6723,-0.6941,-0.0881,-0.7822,22.9216,-190.6043,100.0000,30.0000,50.8251,55.4198,53.1225,1506485902.7438,-46974229.0000
2018-12-21,56.26,57.28,54.69,54.85,51.3737306701,38202294,0.0000,1.0,53.1696,53.3792,38.0844,12.0429,22.1080,-0.6720,0.0748,-0.5972,22.7032,-90.7443,20.0000,35.0000,51.0807,55.2585,53.1696,1513757838.1678,-38699268.0000
2018-12-20,57.22,57.94,56.06,56.37,52.7973964973,21742329,0.0000,1.0,53.1615,53.5903,42.2400,26.5374,29.5746,-0.6907,0.2238,-0.4669,22.7747,-6.1386,0.0000,40.0000,51.0437,55.2793,53.1615,1547240157.6212,-496974.0000
2018-12-19,57.54,58.5,56.06,56.69,53.0971156188,17376507,0.0000,1.0,53.0660,53.6737,43.1823,27.7437,35.8660,-0.7467,0.3080,-0.4387,23.2654,19.2717,5.0000,45.0000,50.7299,55.4020,53.0660,1561812144.0778,21245355.0000
2018-12-18,57.69,58.54,57.4,57.78,54.1180338764,12384197,0.0000,1.0,52.9545,53.7344,46.5424,34.4427,47.7712,-0.8237,0.3967,-0.4269,23.7820,68.2250,10.0000,50.0000,50.4300,55.4790,52.9545,1570215536.8069,38621862.0000
2018-12-17,57.59,58.34,56.67,57.0,53.3874685177,16648217,0.0000,1.0,52.8374,53.6941,43.5567,45.4115,58.6757,-0.9229,0.4133,-0.5096,24.7685,43.8603,0.0000,55.0000,50.3225,55.3524,52.8374,1574343602.4735,26237665.0000
2018-12-14,57.56,59.0,57.36,57.62,53.9681743157,13551412,0.0000,1.0,52.7342,53.7263,45.4746,63.4593,61.0975,-1.0262,0.4929,-0.5333,25.7297,82.3749,5.0000,60.0000,50.1494,55.3189,52.7342,1584412284.6121,42885882.0000
2018-12-13,58.14,58.38,57.56,58.09,54.4083867754,8949912,0.0000,1.0,52.5347,53.7009,46.9639,67.1564,50.7029,-1.1494,0.5344,-0.6150,26.9778,90.9526,10.0000,65.0000,49.7534,55.3160,52.5347,1593666907.4400,56437294.0000
2018-12-12,58.44,58.58,57.53,57.72,54.0618365411,13246546,0.0000,1.0,52.3234,53.6264,45.6323,52.6767,37.0059,-1.2830,0.5279,-0.7551,28.0621,97.9174,15.0000,70.0000,49.5018,55.1450,52.3234,1591047421.0000,47487382.0000
2018-12-11,58.45,58.66,56.83,57.35,53.7152863069,13116286,0.0000,1.0,52.1447,53.5806,44.3039,32.2755,29.8162,-1.4150,0.5274,-0.8876,29.2034,94.5791,20.0000,75.0000,49.3336,54.9559,52.1447,1599499978.9239,34240836.0000
2018-12-10,57.77,58.25,56.64,57.24,53.6122578589,20484897,0.0000,1.0,52.0867,53.5664,43.9168,26.0655,37.1334,-1.5468,0.5383,-1.0086,30.4048,90.3651,25.0000,80.0000,49.3610,54.8124,52.0867,1605162200.7482,21124550.0000
2018-12-07,56.61,57.12,55.73,55.99,52.4414800405,17054650,0.0000,1.0,52.0955,53.5616,39.3684,31.1077,51.8421,-1.6814,0.5436,-1.1378,31.5305,28.5001,30.0000,0.0000,49.3492,54.8417,52.0955,1610378851.5369,639653.0000
2018-12-06,56.01,57.21,55.6941,57.11,53.4904969658,18203348,0.6200,1.0,52.4018,53.6795,42.2877,54.2269,67.7819,-1.8173,0.6503,-1.1670,32.3164,25.5691,35.0000,0.0000,48.4620,56.3415,52.4018,1621053344.7027,17694303.0000
2018-12-04,58.99,59.48,57.22,57.73,53.4904969658,15836503,0.0000,1.0,52.6751,53.6993,42.2877,70.1916,78.2477,-1.9799,0.6858,-1.2941,33.1438,38.9594,40.0000,5.0000,47.8192,57.5311,52.6751,1605251652.2191,17694303.0000
2018-12-03,60.51,60.51,58.4,59.14,54.7969511615,17114477,0.0000,1.0,52.9410,53.7213,46.1326,78.9272,81.1528,-2.1513,0.7139,-1.4375,34.2486,60.4555,45.0000,10.0000,47.4012,58.4808,52.9410,1613940706.9622,33530806.0000
2018-11-30,58.22,58.47,57.02,58.26,53.9815754932,18197779,0.0000,1.0,53.1352,53.6081,43.0632,85.6243,79.6635,-2.3298,0.5972,-1.7326,35.7323,12.9074,50.0000,15.0000,47.0990,59.1713,53.1352,1619050716.6834,16416329.0000
2018-11-29,57.89,59.05,57.77,58.11,53.8425910043,26948983,0.0000,1.0,53.3876,53.5688,42.5329,78.9068,69.6284,-2.4791,0.4780,-2.0011,36.5765,13.7054,55.0000,20.0000,46.8310,59.9443,53.3876,1606124018.4980,-1781450.0000
