,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2021-02-10,272.4465,273.7999,267.72,271.87,271.87,14188230,0.0000,1.0,265.9175,267.5698,52.3183,63.0927,68.2440,0.1258,0.6945,-0.5688,10.2659,49.5492,55.0000,10.0000,265.9175,248.3175,283.5175,1607754564.3036,5283534886.0000
2021-02-09,266.44,273.39,265.75,269.45,269.45,14420322,0.0000,1.0,264.8785,267.1171,50.8140,67.0911,70.5867,-0.2721,0.4703,-0.7424,10.7624,38.6560,60.0000,15.0000,264.8785,246.3764,283.3806,1602573674.9101,5269346656.0000
2021-02-08,268.75,269.86,265.0,266.58,266.58,13755191,0.0000,1.0,264.2480,266.8716,49.0013,74.5483,65.5951,-0.5296,0.3303,-0.8600,11.2527,21.2757,65.0000,20.0000,264.2480,245.5536,282.9424,1603026669.3185,5254926334.0000
2021-02-05,266.8,269.17,265.67,268.1,268.1,12454367,0.0000,1.0,264.2975,266.9023,49.9271,70.1205,51.5959,-0.5584,0.3842,-0.9425,11.4891,26.0172,70.0000,25.0000,264.2975,245.5734,283.0216,1607838155.8823,5268681525.0000
2021-02-04,267.01,268.16,264.0,266.49,266.49,16059958,0.0000,1.0,264.3295,266.7762,48.9567,52.1166,36.1783,-0.7417,0.2969,-1.0386,11.6827,13.0039,75.0000,30.0000,264.3295,245.5774,283.0816,1602998744.7052,5256227158.0000
2021-02-03,265.62,269.2,263.84,266.65,266.65,14223377,0.0000,1.0,264.1705,266.8063,49.0464,32.5506,22.6584,-0.8009,0.3119,-1.1128,11.8080,17.1886,80.0000,35.0000,264.1705,245.4404,282.9006,1599833079.9071,5272287116.0000
2021-02-02,264.0,268.85,263.27,267.08,267.08,16964380,0.0000,1.0,264.3865,266.8228,49.2770,23.8677,16.0560,-0.8812,0.3096,-1.1908,11.9398,13.6790,85.0000,40.0000,264.3865,245.4486,283.3244,1599143139.9780,5286510493.0000
2021-02-01,259.52,264.17,254.91,262.01,262.01,22914255,0.0000,1.0,264.4795,266.7957,46.4571,11.5568,20.5454,-1.0147,0.2535,-1.2682,12.0535,-38.9865,90.0000,45.0000,264.4795,245.4714,283.4876,1592941108.5801,5269546113.0000
2021-01-29,265.3,266.56,254.85,258.33,258.33,30389499,0.0000,1.0,265.0370,267.2994,44.3227,12.7436,39.2504,-0.6540,0.6776,-1.3316,11.8352,-47.9233,95.0000,50.0000,265.0370,245.7001,284.3739,1580716873.1914,5246631858.0000
2021-01-28,277.18,286.79,264.7,265.0,265.0,37758844,0.0000,1.0,265.7140,268.2436,47.5892,37.3357,64.3758,0.1905,1.6915,-1.5010,11.6055,49.4780,100.0000,55.0000,265.7140,246.4158,285.0122,1593043954.3400,5277021357.0000
2021-01-27,282.53,283.45,268.1201,272.14,272.14,35346194,0.0000,1.0,266.3030,268.5850,51.4448,67.6719,82.7271,0.5866,2.5104,-1.9238,11.9149,65.7609,95.0000,60.0000,266.3030,246.4177,286.1883,1629777207.2852,5314780201.0000
2021-01-26,278.1398,285.39,277.81,282.05,282.05,19373636,0.0000,1.0,266.5460,268.2108,57.5979,88.1196,90.5871,0.3566,2.9080,-2.5515,12.4541,126.3483,100.0000,65.0000,266.5460,246.2665,286.8255,1646586011.5748,5350126395.0000
2021-01-25,278.14,280.1,271.51,278.01,278.01,19086990,0.0000,1.0,265.8135,266.7541,55.5384,92.3896,92.3452,-0.9512,2.3272,-3.2785,12.5200,94.4264,15.0000,70.0000,265.8135,246.8087,284.8183,1644285711.7859,5330752759.0000
2021-01-22,272.01,278.47,272.0,274.5,274.5,21954042,0.0000,1.0,265.3185,265.5692,53.6815,91.2520,85.8254,-2.1953,1.6650,-3.8603,12.9298,87.2472,20.0000,75.0000,265.3185,247.1112,283.5258,1634486686.6520,5311665769.0000
2021-01-21,269.26,273.6,267.4901,272.87,272.87,20838687,0.0000,1.0,264.9480,264.6291,52.8121,93.3940,70.2712,-3.3938,0.8827,-4.2765,13.4704,58.9780,25.0000,80.0000,264.9480,247.2075,282.6885,1639474699.2857,5289711727.0000
2021-01-20,268.93,270.32,263.6,267.48,267.48,25199919,0.0000,1.0,264.9440,263.7617,49.8552,72.8301,44.7965,-4.7082,-0.2110,-4.4972,13.9815,18.9550,30.0000,85.0000,264.9440,247.2106,282.6774,1623615550.9066,5268873040.0000
2021-01-19,256.9,262.2,252.7201,261.1,261.1,28028546,0.0000,1.0,265.3900,263.3703,46.0540,44.5894,22.6116,-5.7687,-1.3242,-4.4444,14.2792,-62.5605,35.0000,90.0000,265.3900,246.9878,283.7922,1619715563.4423,5243673121.0000
2021-01-15,247.9,253.86,247.16,251.36,251.36,24942930,0.0000,1.0,266.0590,263.6093,39.3907,16.9699,10.0032,-6.3886,-2.2752,-4.1134,13.9338,-145.5784,40.0000,95.0000,266.0590,247.3589,284.7591,1598191600.9506,5215644575.0000
2021-01-14,253.4,255.03,244.61,245.64,245.64,29739404,0.0000,1.0,267.2745,264.8987,34.9049,6.2756,10.9952,-6.0953,-2.5507,-3.5446,12.7623,-202.9363,45.0000,100.0000,267.2745,249.4126,285.1364,1591862797.8163,5190701645.0000
2021-01-13,251.55,253.95,249.2,251.64,251.64,19528938,0.0000,1.0,268.7700,266.9259,37.6842,6.7640,20.8192,-5.0498,-2.1429,-2.9069,11.5292,-219.0082,50.0000,100.0000,268.7700,253.5981,283.9419,1615722818.6838,5220441049.0000
2021-01-12,256.63,259.72,250.3,251.09,251.09,25772128,0.0000,1.0,269.8975,268.5349,37.2491,19.9459,31.8766,-4.2529,-1.8818,-2.3712,10.4573,-243.1976,55.0000,100.0000,269.8975,256.7716,283.0234,1615188342.4859,5200912111.0000
2021-01-11,260.48,263.47,255.9,256.84,256.84,30412286,0.0000,1.0,271.0205,270.3712,40.0248,35.7477,37.1238,-3.1179,-1.2172,-1.9007,9.3848,-222.3728,60.0000,100.0000,271.0205,261.0621,280.9789,1636637756.8723,5226684239.0000
2021-01-08,268.31,268.95,263.18,267.57,267.57,18528251,0.0000,1.0,272.0345,271.7956,46.1169,39.9361,34.1388,-2.2093,-0.6129,-1.5964,8.5524,-111.9917,0.0000,90.0000,272.0345,264.1427,279.9263,1659497189.8103,5257096525.0000
2021-01-07,265.9,271.61,264.78,268.74,268.74,15789756,0.0000,1.0,272.5520,272.2404,46.8557,35.6875,33.3403,-2.1100,-0.6668,-1.4432,8.1164,-87.6636,5.0000,95.0000,272.5520,264.5426,280.5614,1649831672.3909,5275624776.0000
2021-01-06,262.0,267.75,260.01,263.31,263.31,24354149,0.0000,1.0,273.2850,272.6088,42.8168,26.7929,34.4168,-2.0717,-0.7951,-1.2765,7.7622,-194.9055,0.0000,100.0000,273.2850,264.1949,282.3751,1647311784.5373,5259835020.0000
2021-01-05,268.29,272.4,268.2111,270.97,270.97,9871557,0.0000,1.0,274.3985,273.5877,47.6722,37.5404,44.2453,-1.4397,-0.3620,-1.0777,7.0389,-74.7582,5.0000,60.0000,274.3985,265.0174,283.7796,1650898829.7388,5284189169.0000
2021-01-04,274.78,275.0,265.2,268.94,268.94,15106113,0.0000,1.0,274.8350,273.8632,46.1343,38.9172,55.7276,-1.3921,-0.4049,-0.9872,6.8249,-95.9415,10.0000,65.0000,274.8350,265.3212,284.3488,1647767145.5025,5274317612.0000
2020-12-31,272.0,277.09,269.81,273.16,273.16,12900408,0.0000,1.0,275.4805,274.3814,48.9769,56.2782,64.4064,-1.1044,-0.2184,-0.8860,6.5998,-37.6077,0.0000,70.0000,275.4805,265.9025,285.0585,1651343286.5393,5289423725.0000
2020-12-30,277.95,278.08,271.71,271.87,271.87,11803795,0.0000,1.0,276.1985,274.5100,48.0473,71.9872,61.2428,-1.1508,-0.3195,-0.8314,6.7000,-34.8974,5.0000,75.0000,276.1985,265.3547,287.0423,1652371066.2975,5276523317.0000
2020-12-29,276.95,280.51,276.28,276.78,276.78,16382995,0.0000,1.0,276.9325,274.7879,51.4358,64.9539,43.7236,-1.0620,-0.3105,-0.7515,6.9511,16.7104,10.0000,80.0000,276.9325,265.3949,288.4701,1663581892.0040,5288327112.0000
2020-12-28,268.74,277.3,265.66,277.0,277.0,23123385,0.0000,1.0,276.9420,274.5782,51.5906,46.7872,30.8044,-1.4331,-0.7592,-0.6739,7.0516,-45.9189,15.0000,85.0000,276.9420,265.4046,288.4794,1676091838.5406,5304710107.0000
2020-12-24,268.875,270.4,266.2,267.4,267.4,6702033,0.0000,1.0,276.9825,274.3233,44.6865,19.4297,29.1452,-1.9083,-1.4242,-0.4841,7.4062,-126.8095,20.0000,90.0000,276.9825,265.4389,288.5261,1654160380.6025,5281586722.0000
2020-12-23,266.89,272.1699,266.23,268.11,268.11,14329038,0.0000,1.0,277.3920,275.0521,45.1388,26.1963,40.8816,-1.5096,-1.3815,-0.1281,7.2188,-129.7713,25.0000,95.0000,277.3920,266.6865,288.0975,1657032680.4596,5288288755.0000
2020-12-22,271.5,271.5,264.63,267.09,267.09,17334999,0.0000,1.0,277.8325,275.7828,44.3703,41.8096,53.8965,-1.0510,-1.2683,0.2173,7.0237,-158.4393,30.0000,0.0000,277.8325,268.0017,287.6633,1662291332.9514,5273959717.0000
2020-12-21,272.978,274.67,267.79,272.79,272.79,16553740,0.0000,1.0,277.8995,276.6978,47.9350,54.6389,58.5101,-0.3466,-0.8810,0.5344,6.7598,-93.1556,35.0000,5.0000,277.8995,268.3481,287.4509,1667211747.5147,5291294716.0000
2020-12-18,275.775,278.0,271.14,276.4,276.4,26693249,0.0000,1.0,277.7450,277.1092,50.3698,65.2411,55.3609,-0.0228,-0.7775,0.7546,6.6997,-35.7060,40.0000,10.0000,277.7450,267.7772,287.7128,1659704818.9101,5307848456.0000
2020-12-17,277.07,280.44,273.61,274.48,274.48,16377844,0.0000,1.0,277.5720,277.1839,49.0625,55.6504,42.5962,0.0232,-0.9258,0.9490,6.8773,-16.3294,45.0000,15.0000,277.5720,267.3988,287.7452,1645463231.2512,5281155207.0000
2020-12-16,274.76,277.86,272.51,275.67,275.67,15884999,0.0000,1.0,277.4465,277.4685,49.8354,45.1911,32.1395,0.2771,-0.9034,1.1805,7.2307,-26.8868,50.0000,20.0000,277.4465,267.0641,287.8289,1657668681.6114,5297533051.0000
2020-12-15,274.83,276.08,267.47,275.55,275.55,23979461,0.0000,1.0,277.4130,277.6578,49.7596,26.9471,26.7456,0.4759,-0.9304,1.4063,7.4248,-62.5679,55.0000,25.0000,277.4130,267.0036,287.8224,1654788597.6805,5281648052.0000
2020-12-14,273.3722,277.22,271.56,274.19,274.19,16376880,0.0000,1.0,277.5835,277.8797,48.9285,24.2802,29.6775,0.7350,-0.9039,1.6389,7.4932,-47.8276,60.0000,30.0000,277.5835,267.1900,287.9770,1633761311.9024,5257668591.0000
2020-12-11,274.53,276.48,270.25,273.55,273.55,14391401,0.0000,1.0,277.7215,278.2680,48.5480,29.0096,35.9723,1.1935,-0.6714,1.8649,7.8496,-64.4282,65.0000,35.0000,277.7215,267.4392,288.0038,1634918688.5808,5241291711.0000
2020-12-10,275.535,278.73,271.86,277.12,277.12,20065091,0.0000,1.0,277.7980,278.7647,50.5435,35.7428,41.2442,1.8265,-0.2062,2.0327,8.1718,-27.4912,70.0000,40.0000,277.7980,267.6187,287.9773,1634063982.5824,5255683112.0000
2020-12-09,283.66,287.63,271.75,277.92,277.92,25189707,0.0000,1.0,277.7660,278.9378,50.9897,43.1647,45.8160,2.2444,0.1602,2.0843,8.5837,25.9725,75.0000,0.0000,277.7660,267.5744,287.9576,1623403490.2753,5275748203.0000
2020-12-08,286.01,286.4272,281.55,283.4,283.4,10747650,0.0000,1.0,277.4915,279.0449,54.0974,44.8251,50.7077,2.6637,0.6195,2.0442,9.0174,107.0816,0.0000,5.0000,277.4915,267.0389,287.9441,1629018827.9818,5300937910.0000
2020-12-07,279.19,288.49,278.2,285.58,285.58,13007665,0.0000,1.0,277.2600,278.5865,55.3728,49.4582,60.0824,2.6022,0.7128,1.8894,8.7817,113.0510,0.0000,10.0000,277.2600,267.1413,287.3787,1631612966.7459,5311685560.0000
2020-12-04,280.3,283.46,279.3,279.7,279.7,10880299,0.0000,1.0,277.6515,277.8504,52.5035,57.8398,70.9459,2.2638,0.5526,1.7112,8.5336,48.2059,0.0000,15.0000,277.6515,265.8153,289.4877,1625962406.7313,5298677895.0000
2020-12-03,286.25,286.65,281.07,281.85,281.85,12921694,0.0000,1.0,278.4005,277.6557,53.7029,72.9493,79.6118,2.3977,0.8247,1.5730,8.5667,61.3970,5.0000,20.0000,278.4005,264.4361,292.3649,1634750340.5390,5309558194.0000
2020-12-02,285.36,291.78,280.825,287.52,287.52,17361624,0.0000,1.0,278.6770,277.2141,56.9630,82.0487,81.4083,2.3148,0.9479,1.3668,8.4762,100.5514,10.0000,0.0000,278.6770,264.2393,293.1147,1644059517.9369,5322479888.0000
2020-12-01,279.16,289.3,278.96,286.55,286.55,20602115,0.0000,1.0,277.5660,276.1293,56.5342,83.8375,81.6983,1.5980,0.4681,1.1298,8.3809,96.5342,15.0000,0.0000,277.5660,262.6108,292.5212,1640200498.8186,5305118264.0000
2020-11-30,276.03,277.7,271.01,276.97,276.97,16693336,0.0000,1.0,276.3065,275.0324,52.0514,78.3387,75.2588,0.7586,-0.2542,1.0128,8.4162,-10.2099,20.0000,5.0000,276.3065,260.3786,292.2344,1630556955.6272,5284516149.0000
2020-11-27,277.39,279.13,274.82,277.81,277.81,7808426,0.0000,1.0,275.6135,274.8284,52.5024,82.9186,63.3544,0.6517,-0.4247,1.0764,8.5542,19.3286,25.0000,10.0000,275.6135,258.6867,292.5403,1617506709.3970,5301209485.0000
2020-11-25,278.14,280.18,272.65,275.59,275.59,12467009,0.0000,1.0,275.7645,274.5146,51.4461,64.5191,43.6417,0.4202,-0.7624,1.1825,8.9367,5.0128,30.0000,15.0000,275.7645,258.7086,292.8204,1614481170.7844,5293401059.0000
2020-11-24,268.49,277.8199,267.87,276.92,276.92,16852501,0.0000,1.0,275.3685,274.4014,52.1056,42.6256,26.9493,0.3446,-1.0285,1.3731,9.3393,-13.9092,35.0000,20.0000,275.3685,257.9508,292.7862,1617212985.5055,5305868068.0000
2020-11-23,270.89,270.9471,264.53,268.43,268.43,20990786,0.0000,1.0,275.6870,274.1363,48.0682,23.7803,20.8518,0.1077,-1.5225,1.6302,9.6167,-83.7849,40.0000,25.0000,275.6870,257.9377,293.4363,1603408870.0471,5289015567.0000
2020-11-20,272.56,273.0,269.41,269.7,269.7,18122412,0.0000,1.0,276.1210,274.7369,48.6510,14.4422,27.5129,0.6682,-1.3426,2.0109,9.4579,-62.3768,45.0000,30.0000,276.1210,258.6809,293.5611,1598885306.7616,5310006353.0000
2020-11-19,271.025,273.47,269.19,272.94,272.94,12963658,0.0000,1.0,276.8755,275.2671,50.1239,24.3331,42.1387,1.2446,-1.1019,2.3465,9.5610,-55.3359,50.0000,35.0000,276.8755,259.3067,294.4443,1614079863.8981,5328128765.0000
2020-11-18,274.52,277.3889,271.84,271.97,271.97,12152945,0.0000,1.0,277.1345,275.5121,49.6907,43.7635,53.6393,1.6323,-0.9897,2.6220,9.6695,-39.7433,55.0000,40.0000,277.1345,259.6529,294.6161,1604326831.4775,5315165107.0000
2020-11-17,277.68,277.68,273.29,275.0,275.0,15040297,0.0000,1.0,277.4725,275.8850,51.0054,58.3195,52.2635,2.2022,-0.6672,2.8694,9.9281,-25.4853,60.0000,45.0000,277.4725,260.1426,294.8024,1615910336.4624,5327318052.0000
2020-11-16,275.05,279.41,274.63,278.96,278.96,12970352,0.0000,1.0,277.1005,275.9781,52.7377,58.8349,43.8071,2.5890,-0.4472,3.0362,10.2788,5.7291,65.0000,50.0000,277.1005,259.2623,294.9387,1619233591.1526,5342358349.0000
2020-11-13,277.72,277.76,273.1,276.95,276.95,10400101,0.0000,1.0,276.2225,275.6642,51.9508,39.6361,36.6017,2.6419,-0.5062,3.1481,10.7189,-4.4730,70.0000,55.0000,276.2225,257.1509,295.2941,1608705355.6379,5329387997.0000
2020-11-12,277.18,279.75,274.43,275.08,275.08,12914206,0.0000,1.0,275.6715,275.5289,51.2331,32.9505,41.6512,2.8755,-0.3991,3.2746,11.0932,3.9009,75.0000,60.0000,275.6715,256.0860,295.2570,1601920740.3933,5318987896.0000
2020-11-11,273.47,278.4,272.48,276.48,276.48,14956950,0.0000,1.0,275.2535,275.5761,51.7832,37.2187,56.4850,3.3224,-0.0520,3.3744,11.5525,2.5172,80.0000,65.0000,275.2535,255.2823,295.2247,1611679219.3632,5331902102.0000
2020-11-10,273.1,274.0,264.0,272.43,272.43,29067691,0.0000,1.0,275.0205,275.4810,50.3173,54.7844,75.0126,3.7018,0.3145,3.3874,11.9683,-43.9006,85.0000,70.0000,275.0205,255.0033,295.0377,1606424074.7686,5316945152.0000
2020-11-09,289.87,292.58,278.53,278.77,278.77,25117650,0.0000,1.0,275.2060,275.8022,52.7001,77.4518,81.0436,4.5447,1.2359,3.3088,12.1855,65.4729,90.0000,75.0000,275.2060,255.2195,295.1925,1586483638.7426,5346012843.0000
2020-11-06,293.95,294.6,288.06,293.41,293.41,13890974,0.0000,1.0,275.0550,275.4898,58.8095,92.8016,70.8009,4.9089,1.9091,2.9998,12.5351,150.8538,95.0000,80.0000,275.0550,255.1329,294.9771,1610743176.8565,5371130493.0000
2020-11-05,291.8965,297.38,288.95,294.68,294.68,23823633,0.0000,1.0,273.6070,273.6034,59.3767,72.8774,46.5842,3.8116,1.2891,2.5225,12.3503,186.2878,100.0000,85.0000,273.6070,255.0702,292.1438,1601907327.9513,5385021467.0000
2020-11-04,281.0,288.94,278.62,287.38,287.38,35364424,0.0000,1.0,272.0610,271.3848,57.1180,46.7238,34.0267,2.2264,0.0262,2.2002,12.1014,126.8038,100.0000,0.0000,272.0610,255.7935,288.3285,1593344385.1292,5361197834.0000
2020-11-03,263.16,270.05,260.88,265.3,265.3,17961859,0.0000,1.0,270.5980,269.7011,48.9643,20.1514,28.7965,0.9140,-1.2797,2.1937,12.2202,-55.3265,65.0000,5.0000,270.5980,254.8498,286.3462,1568671531.1758,5325833410.0000
2020-11-02,264.6,270.47,257.34,261.36,261.36,27165679,0.0000,1.0,270.2660,270.1644,47.2644,35.2049,39.8564,1.4737,-1.0399,2.5136,12.3009,-74.0873,70.0000,10.0000,270.2660,253.8205,286.7115,1569317923.0482,5307871551.0000
2020-10-30,274.5,276.7,259.1,263.11,263.11,47299002,0.0000,1.0,270.4305,271.0912,47.9381,31.0331,44.5838,2.5679,-0.2057,2.7736,12.3858,-42.9618,75.0000,15.0000,270.4305,254.2815,286.5795,1579849020.2386,5335037230.0000
2020-10-29,276.55,283.6,273.78,280.83,280.83,32368118,0.0000,1.0,270.2720,271.9313,55.5559,53.3312,61.3623,3.7489,0.9239,2.8250,12.5670,83.6570,80.0000,20.0000,270.2720,253.7801,286.7639,1605594727.0090,5382336232.0000
2020-10-28,278.79,278.79,267.26,267.67,267.67,23121808,0.0000,1.0,269.5620,270.9946,49.9439,49.3871,70.3173,3.3975,0.8035,2.5940,12.8220,13.7171,85.0000,25.0000,269.5620,253.7403,285.3837,1591487237.6974,5349968114.0000
2020-10-27,278.76,284.51,276.31,283.29,283.29,16287249,0.0000,1.0,269.2735,271.3446,58.2355,81.3688,82.5553,4.2395,1.8464,2.3931,13.3839,113.9330,90.0000,30.0000,269.2735,253.1175,285.4295,1612964649.9854,5373089922.0000
2020-10-26,283.16,285.23,274.26,277.11,277.11,21322925,0.0000,1.0,268.1985,270.0871,55.4559,80.1962,77.7410,3.6622,1.7307,1.9315,13.3245,107.1546,95.0000,35.0000,268.1985,253.0888,283.3082,1601523850.6878,5356802673.0000
2020-10-23,278.8024,285.24,276.82,284.79,284.79,17535155,0.0000,1.0,267.1840,269.3479,60.1847,86.1011,65.4493,3.5013,2.0024,1.4989,13.2621,162.4300,100.0000,0.0000,267.1840,251.8805,282.4875,1611767407.1828,5378125598.0000
2020-10-22,279.87,282.45,275.04,278.12,278.12,16720026,0.0000,1.0,265.6855,267.7224,57.1715,66.9257,43.6708,2.4630,1.4647,0.9983,13.0041,146.7028,95.0000,0.0000,265.6855,251.7645,279.6065,1596106556.1614,5360590443.0000
2020-10-21,279.56,283.05,276.37,278.73,278.73,28998638,0.0000,1.0,264.2560,266.6279,57.5499,43.3211,26.5690,1.7811,1.1490,0.6321,12.8796,176.3607,100.0000,5.0000,264.2560,249.8721,278.6399,1598927073.3679,5377310469.0000
2020-10-20,263.06,269.7,262.88,267.56,267.56,18763246,0.0000,1.0,262.7705,265.3540,52.0264,20.7655,23.1510,0.8227,0.4779,0.3448,12.6532,47.2196,70.0000,10.0000,262.7705,248.5368,277.0042,1607435655.7751,5348311831.0000
2020-10-19,265.53,268.55,259.88,261.4,261.4,13586955,0.0000,1.0,262.1300,265.1218,48.5168,15.6203,35.0717,0.7248,0.4995,0.2254,13.1827,12.1787,75.0000,0.0000,262.1300,247.6650,276.5950,1600447584.6842,5329548585.0000
2020-10-16,267.375,271.37,265.3,265.93,265.93,16622702,0.0000,1.0,261.4675,265.5136,51.1300,33.0673,55.0706,1.2165,1.1161,0.1005,13.8150,63.9908,80.0000,5.0000,261.4675,245.7684,277.1666,1609270486.2586,5343135540.0000
2020-10-15,267.6,269.04,263.67,266.72,266.72,15416064,0.0000,1.0,260.7975,265.4697,51.5904,56.5276,72.4030,1.3652,1.5437,-0.1785,14.1075,59.2962,85.0000,10.0000,260.7975,244.7769,276.8181,1622442676.8055,5359758242.0000
2020-10-14,277.62,278.75,271.5,271.82,271.82,15601154,0.0000,1.0,260.2025,265.3381,54.6057,75.6168,81.7125,1.4547,2.0191,-0.5645,14.5576,142.9203,90.0000,15.0000,260.2025,244.2221,276.1829,1620347010.7496,5375174306.0000
2020-10-13,277.58,279.1,273.39,276.14,276.14,18063343,0.0000,1.0,259.7875,264.6558,57.3006,85.0645,78.2028,1.0284,2.0977,-1.0692,14.4547,179.9622,95.0000,20.0000,259.7875,244.6253,274.9497,1634570959.4310,5390775460.0000
2020-10-12,270.2,280.18,267.87,275.75,275.75,31019256,0.0000,1.0,259.6015,263.4470,57.1191,84.4562,62.1629,0.0295,1.6232,-1.5937,14.1968,169.7492,100.0000,25.0000,259.6015,245.1727,274.0303,1635235285.5308,5372712117.0000
2020-10-09,264.52,264.75,262.17,264.45,264.45,14107803,0.0000,1.0,259.1215,262.1519,51.4371,65.0878,44.7211,-1.2061,0.7934,-1.9995,13.9253,52.2535,5.0000,30.0000,259.1215,246.3274,271.9156,1626541830.3562,5341692861.0000
2020-10-08,259.75,264.62,259.1488,263.76,263.76,16312762,0.0000,1.0,259.2295,261.9100,51.0609,36.9445,35.2319,-1.6152,0.5826,-2.1978,14.5692,34.4956,0.0000,35.0000,259.2295,246.2226,272.2364,1615714911.7748,5327585058.0000
2020-10-07,259.21,260.18,254.82,258.12,258.12,23133417,0.0000,1.0,259.4460,261.7153,47.9287,32.1310,44.9028,-2.0435,0.3000,-2.3435,15.2561,-24.2012,5.0000,40.0000,259.4460,246.0077,272.8843,1604530448.9852,5311272296.0000
2020-10-06,261.78,265.69,258.24,258.66,258.66,18696917,0.0000,1.0,260.2260,262.0937,48.2094,36.6202,57.4833,-1.9862,0.4322,-2.4185,15.8258,0.6651,0.0000,45.0000,260.2260,245.4425,275.0095,1599178688.3360,5334405713.0000
2020-10-05,262.2,264.865,260.8401,264.65,264.65,12822252,0.0000,1.0,260.8510,262.4552,51.3797,65.9571,74.5019,-1.9392,0.5873,-2.5265,16.6582,18.7837,0.0000,50.0000,260.8510,245.3458,276.3562,1615767496.5735,5353102630.0000
2020-10-02,261.21,265.15,259.18,259.94,259.94,16367597,0.0000,1.0,261.7550,262.2241,48.8679,69.8726,80.4017,-2.4609,0.2124,-2.6733,17.3536,-7.1710,0.0000,55.0000,261.7550,243.5893,279.9207,1604315109.2559,5340280378.0000
2020-10-01,265.35,268.33,264.8,266.63,266.63,20009801,0.0000,1.0,263.3140,262.4646,52.5298,87.6760,84.7259,-2.6114,0.1150,-2.7264,18.0856,19.9674,0.0000,60.0000,263.3140,241.1313,285.4967,1616515411.8773,5356647975.0000
2020-09-30,261.98,266.085,260.1,261.9,261.9,20142546,0.0000,1.0,265.1075,262.0261,50.0139,83.6564,76.9521,-3.4467,-0.6916,-2.7552,18.4625,-16.3722,5.0000,65.0000,265.1075,237.1054,293.1096,1615778507.0246,5336638174.0000
2020-09-29,257.81,263.33,256.9,261.79,261.79,20215504,0.0000,1.0,266.7845,262.0394,49.9553,82.8452,64.7446,-3.9811,-1.3989,-2.5823,18.9915,-34.3822,10.0000,70.0000,266.7845,235.8843,297.6847,1623805235.8818,5316495628.0000
2020-09-28,259.4,259.6,254.8208,256.82,256.82,18826254,0.0000,1.0,268.3550,262.0656,47.3038,64.3547,48.4071,-4.5941,-2.3616,-2.2326,19.7123,-57.7381,15.0000,75.0000,268.3550,235.4989,301.2111,1613273052.6158,5296280124.0000
2020-09-25,249.4,255.75,246.61,254.82,254.82,18351311,0.0000,1.0,270.1970,262.6178,46.2144,47.0338,35.7214,-4.8037,-3.1615,-1.6422,20.6991,-86.1491,20.0000,80.0000,270.1970,236.0297,304.3643,1616348784.7725,5277453870.0000
2020-09-24,246.5,252.24,245.62,249.53,249.53,20006750,0.0000,1.0,272.1170,263.4386,43.2672,33.8327,26.7177,-4.7976,-3.9458,-0.8518,21.5945,-109.2826,0.0000,85.0000,272.1170,237.3121,306.9219,1601731985.6390,5259102559.0000
2020-09-23,255.26,257.9921,248.15,249.02,249.02,19641266,0.0000,1.0,274.8360,264.9027,42.9810,26.2978,19.8912,-4.1814,-4.3161,0.1346,22.3056,-106.1898,5.0000,90.0000,274.8360,239.0319,310.6401,1598105384.4306,5239095809.0000
2020-09-22,253.31,255.32,248.22,254.75,254.75,30293103,0.0000,1.0,276.4260,266.5745,45.4266,20.0227,15.2132,-3.2823,-4.4959,1.2136,23.1988,-114.4062,10.0000,95.0000,276.4260,242.5779,310.2741,1614274240.7985,5258737075.0000
2020-09-21,247.54,249.95,244.13,248.15,248.15,24709378,0.0000,1.0,277.2580,267.8192,41.8032,13.3532,18.1685,-2.6703,-5.0079,2.3376,23.9676,-154.8758,15.0000,100.0000,277.2580,244.7922,309.7238,1588845100.8154,5228443972.0000
2020-09-18,258.405,259.2,250.05,252.53,252.53,28130767,0.0000,1.0,278.2010,269.8897,43.6295,12.2637,23.7429,-1.1783,-4.7679,3.5896,24.4181,-135.8399,20.0000,100.0000,278.2010,248.1674,308.2346,1579419874.1556,5253153350.0000
2020-09-17,258.28,261.5,250.19,254.82,254.82,31281441,0.0000,1.0,279.0250,271.7170,44.5972,28.8885,30.2472,0.2972,-4.4844,4.7816,25.2056,-136.4344,25.0000,100.0000,279.0250,251.0179,307.0321,1592301613.3611,5281284117.0000
2020-09-16,267.29,272.44,261.79,263.52,263.52,29207594,0.0000,1.0,279.4135,273.4957,48.4781,30.0764,25.0166,1.9429,-3.9597,5.9027,26.0420,-81.1822,30.0000,0.0000,279.4135,252.5688,306.2582,1597971547.4062,5312565558.0000
2020-09-15,270.67,274.52,269.3,272.42,272.42,18478530,0.0000,1.0,279.3545,274.5457,52.9566,31.7767,18.4470,3.1294,-3.7632,6.8926,27.2235,-42.9136,35.0000,5.0000,279.3545,252.3655,306.3435,1617690101.4775,5341773152.0000
2020-09-14,270.95,276.64,265.7,266.15,266.15,24093830,0.0000,1.0,278.7915,274.7695,49.8563,13.1969,10.2029,3.6921,-4.1413,7.8334,27.9440,-53.0131,40.0000,0.0000,278.7915,250.7964,306.7866,1614079354.2361,5323294622.0000
