,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2019-05-02,193.0,194.0,189.75,192.53,192.53,13209452,0.0000,1.0,183.0275,184.0637,69.7355,51.0737,61.8589,6.1570,0.8972,5.2598,25.5941,97.5805,75.0000,0.0000,183.0275,169.2024,196.8526,1091116433.3715,4547410974.0000
2019-05-01,194.78,196.1769,193.01,193.03,193.03,15996646,0.0000,1.0,182.0780,183.1725,70.6279,63.3369,69.1666,6.1794,1.1440,5.0355,24.9545,134.8192,80.0000,0.0000,182.0780,168.3860,195.7700,1087044814.0492,4560620426.0000
2019-04-30,194.19,197.39,192.28,193.4,193.4,23494689,0.0000,1.0,181.1365,182.1349,71.2691,71.1662,71.1581,6.0673,1.3178,4.7495,23.7108,165.6416,85.0000,0.0000,181.1365,168.0083,194.2647,1102839412.0401,4576617072.0000
2019-04-29,190.95,195.41,190.65,194.78,194.78,19641310,0.0000,1.0,179.9015,180.9491,73.6377,72.9967,73.6685,5.7983,1.3783,4.4200,22.4017,194.9633,90.0000,0.0000,179.9015,166.9747,192.8283,1116035059.2866,4600111761.0000
2019-04-26,192.5,192.9,189.09,191.49,191.49,22075002,0.0000,1.0,178.4970,179.4932,71.4918,69.3114,77.7909,5.2300,1.1546,4.0755,21.1457,198.5620,95.0000,0.0000,178.4970,166.2558,190.7382,1101592919.5808,4580470451.0000
2019-04-25,196.98,198.48,192.12,193.26,193.26,54148789,0.0000,1.0,177.2000,178.2303,74.5952,78.6972,79.7255,4.7637,0.9769,3.7868,19.9858,273.1637,100.0000,5.0000,177.2000,165.2468,189.1532,1095856895.4390,4602545453.0000
2019-04-24,184.49,185.14,181.65,182.58,182.58,37289871,0.0000,1.0,175.8305,176.6483,66.1797,85.3639,73.6149,3.9189,0.3763,3.5426,18.2340,118.1695,100.0000,10.0000,175.8305,165.3679,186.2931,1130593854.4202,4548396664.0000
2019-04-23,182.74,184.22,181.48,183.78,183.78,19954814,0.0000,1.0,175.0855,176.0239,68.6055,75.1155,61.2298,3.8711,0.4226,3.4485,17.4175,125.5380,100.0000,0.0000,175.0855,164.5299,185.6411,1148010040.5892,4585686535.0000
2019-04-22,178.25,181.665,178.25,181.44,181.44,13389889,0.0000,1.0,174.2110,175.2075,66.3185,60.3652,57.4159,3.6316,0.2887,3.3429,16.6561,90.7932,100.0000,5.0000,174.2110,163.7843,184.6377,1134464071.9615,4565731721.0000
2019-04-18,178.8,178.88,177.34,178.28,178.28,11655608,0.0000,1.0,173.3560,174.5514,62.8461,48.2088,63.0554,3.5113,0.2406,3.2707,16.1423,65.1864,95.0000,10.0000,173.3560,162.6403,184.0717,1122838590.0039,4552341832.0000
2019-04-17,179.6,180.74,178.36,178.78,178.78,9973732,0.0000,1.0,172.7460,174.1589,63.8354,63.6736,73.5572,3.6285,0.4180,3.2105,15.9522,84.9014,100.0000,0.0000,172.7460,161.8338,183.6582,1120265273.9520,4563997440.0000
2019-04-16,179.0,180.17,178.3,178.87,178.87,11215193,0.0000,1.0,172.0790,173.6725,64.0076,77.2840,77.7431,3.6744,0.5683,3.1060,15.5469,89.3803,95.0000,0.0000,172.0790,161.0930,183.0650,1126718865.2461,4573971172.0000
2019-04-15,178.5,180.5,176.87,179.65,179.65,10834762,0.0000,1.0,171.2140,173.1254,65.4623,79.7142,75.6158,3.6703,0.7063,2.9640,15.1910,96.2426,100.0000,0.0000,171.2140,159.7876,182.6404,1131096988.7167,4585186365.0000
2019-04-12,178.0,179.63,177.95,179.1,179.1,12329812,0.0000,1.0,170.2550,172.4386,64.9284,76.2311,72.4052,3.5323,0.7449,2.7874,14.8164,105.5079,100.0000,5.0000,170.2550,158.6044,181.9056,1125336357.6809,4574351603.0000
2019-04-11,178.24,178.4,177.0,177.51,177.51,8070967,0.0000,1.0,169.5990,171.7374,63.3734,70.9023,71.0616,3.3607,0.7596,2.6012,14.2225,104.7213,90.0000,10.0000,169.5990,158.5525,180.6455,1120786069.9190,4562021791.0000
2019-04-10,178.18,178.79,176.54,177.82,177.82,11701479,0.0000,1.0,169.2320,171.1297,63.8981,70.0821,72.6931,3.2548,0.8436,2.4113,13.7324,121.8485,95.0000,15.0000,169.2320,158.7901,179.6739,1122976760.9618,4570092758.0000
2019-04-09,175.62,179.19,175.55,177.58,177.58,19751031,0.0000,1.0,169.0095,170.4255,63.6769,72.2003,75.2780,3.0407,0.8404,2.2004,13.2164,128.6108,100.0000,20.0000,169.0095,159.1348,178.8842,1121364557.1885,4558391279.0000
2019-04-08,175.21,175.5,174.23,174.93,174.93,7297379,0.0000,1.0,168.7265,169.6724,61.1819,75.7969,78.8475,2.7477,0.7574,1.9903,12.6733,101.0219,90.0000,25.0000,168.7265,159.5508,177.9022,1119085592.0731,4538640248.0000
2019-04-05,176.88,177.0,175.1,175.72,175.72,9594133,0.0000,1.0,168.5835,169.1189,62.3957,77.8368,81.5244,2.6035,0.8025,1.8009,12.4959,123.9331,95.0000,30.0000,168.5835,159.7150,177.4520,1118338616.2700,4545937627.0000
2019-04-04,176.02,178.0,175.5301,176.02,176.02,17847731,0.0000,1.0,168.2775,168.4241,62.8455,82.9089,82.7620,2.3011,0.7008,1.6003,12.1721,157.2505,100.0000,35.0000,168.2775,160.0133,176.5417,1121671315.1015,4555531760.0000
2019-04-03,174.5,177.96,172.95,173.54,173.54,27590058,0.0000,1.0,167.9330,167.6245,60.6159,83.8277,77.1645,1.8512,0.4261,1.4251,11.7648,147.9229,100.0000,40.0000,167.9330,160.4512,175.4148,1132438918.6333,4537684029.0000
2019-04-02,170.14,174.9,169.55,174.2,174.2,23946529,0.0000,1.0,167.8815,167.0018,61.5497,81.5493,67.2830,1.5025,0.1839,1.3186,11.3400,113.8776,100.0000,45.0000,167.8815,160.5419,175.2211,1153530719.4597,4565274087.0000
2019-04-01,167.83,168.9,167.2789,168.7,168.7,10381490,0.0000,1.0,167.7345,166.2441,56.2090,66.1164,59.8820,0.9684,-0.3042,1.2726,11.2029,17.3364,25.0000,50.0000,167.7345,160.8004,174.6686,1135850571.8802,4541327558.0000
2019-03-29,166.39,167.19,164.81,166.69,166.69,13455454,0.0000,1.0,167.6680,165.9856,53.9902,54.1834,61.5394,0.8326,-0.5161,1.3486,11.7769,-27.6993,30.0000,55.0000,167.6680,160.7468,174.5892,1128030673.3922,4530946068.0000
2019-03-28,164.57,166.72,163.33,165.55,165.55,10689171,0.0000,1.0,167.4475,165.9115,52.6989,59.3461,68.3096,0.8518,-0.6259,1.4777,12.1769,-44.2396,35.0000,60.0000,167.4475,160.1452,174.7498,1120228771.4930,4517490614.0000
2019-03-27,167.85,168.94,164.79,165.87,165.87,10620299,0.0000,1.0,167.2425,165.9495,53.0963,71.0887,73.7463,0.9800,-0.6542,1.6341,12.5330,-11.3285,40.0000,65.0000,167.2425,159.5205,174.9645,1116917966.3160,4528179785.0000
2019-03-26,167.35,169.45,166.3499,167.68,167.68,15437920,0.0000,1.0,167.0895,165.9579,55.3386,74.4940,71.8262,1.0967,-0.7010,1.7977,13.0884,18.5844,45.0000,70.0000,167.0895,159.1467,175.0323,1122010591.6196,4538800084.0000
2019-03-25,163.0,166.54,162.0,166.29,166.29,12631230,0.0000,1.0,166.9120,165.7766,53.9188,75.6562,63.5892,1.0455,-0.9274,1.9729,13.6845,-34.3739,50.0000,75.0000,166.9120,158.8718,174.9522,1124201211.6022,4523362164.0000
2019-03-22,165.65,167.42,164.09,164.34,164.34,16389185,0.0000,1.0,166.8285,165.7226,51.8802,65.3285,46.7581,1.1065,-1.0982,2.2048,14.1220,-27.2625,55.0000,80.0000,166.8285,158.7297,174.9273,1112961086.2277,4510730934.0000
2019-03-21,164.89,166.39,163.75,166.08,166.08,16223007,0.0000,1.0,166.7060,165.8681,53.9016,49.7829,30.8736,1.3668,-1.1125,2.4793,14.8422,-20.3952,60.0000,85.0000,166.7060,158.3892,175.0228,1126889432.6392,4527120119.0000
2019-03-20,161.5,166.12,161.24,165.44,165.44,20211474,0.0000,1.0,166.4040,165.8458,53.2653,25.1629,24.0482,1.5020,-1.2554,2.7574,15.4681,-35.1638,65.0000,90.0000,166.4040,157.5942,175.2138,1114476374.2528,4510897112.0000
2019-03-19,161.48,163.82,160.82,161.57,161.57,25611488,0.0000,1.0,166.2600,165.8886,49.2406,17.6750,34.4036,1.7179,-1.3534,3.0713,16.0929,-70.7410,70.0000,95.0000,166.2600,157.2990,175.2210,1099897606.1216,4490685638.0000
2019-03-18,163.57,163.9,159.28,160.47,160.47,37524191,0.0000,1.0,166.2960,166.3431,48.0321,29.3066,51.9213,2.3624,-1.0472,3.4097,16.4593,-85.7594,75.0000,100.0000,166.2960,157.4051,175.1869,1112703350.1216,4465074150.0000
2019-03-15,167.16,167.58,162.51,165.98,165.98,37126000,0.0000,1.0,166.3975,166.9614,54.1691,56.2291,68.0961,3.2628,-0.4087,3.6715,16.8450,-15.9476,80.0000,20.0000,166.3975,157.7315,175.0635,1130896897.2732,4502598341.0000
2019-03-14,169.76,171.15,168.16,170.17,170.17,18037364,0.0000,1.0,166.2960,167.0647,59.6774,70.2281,72.0084,3.8034,0.0298,3.7737,17.5983,62.6272,85.0000,25.0000,166.2960,157.5655,175.0265,1117203481.0996,4539724341.0000
2019-03-13,172.32,174.03,172.12,173.37,173.37,11973280,0.0000,1.0,165.9910,166.7378,64.4310,77.8311,70.2764,4.0116,0.2454,3.7662,17.9534,129.8888,90.0000,30.0000,165.9910,157.3980,174.5840,1110989940.9926,4557761705.0000
2019-03-12,172.09,173.8,171.2178,171.92,171.92,12155264,0.0000,1.0,165.5745,166.0397,63.1681,67.9660,68.0578,3.8931,0.1883,3.7049,17.7401,136.8492,95.0000,35.0000,165.5745,157.6728,173.4762,1107291388.5318,4545788425.0000
2019-03-11,171.6,174.3,171.58,172.07,172.07,18883983,0.0000,1.0,165.2680,165.4207,63.3893,65.0319,73.0559,3.8329,0.1751,3.6578,17.5385,167.8448,100.0000,40.0000,165.2680,157.9184,172.6176,1112835680.1975,4557943689.0000
2019-03-08,166.2,169.62,165.97,169.6,169.6,13184831,0.0000,1.0,165.0310,164.7208,61.2676,71.1755,82.9810,3.6850,0.0710,3.6140,17.2724,90.0307,90.0000,45.0000,165.0310,158.2939,171.7681,1124915875.2049,4539059706.0000
2019-03-07,171.5,171.74,167.61,169.13,169.13,18306504,0.0000,1.0,164.8700,164.2072,60.8576,82.9603,84.2376,3.6942,0.0979,3.5963,17.4620,124.8024,95.0000,50.0000,164.8700,158.4300,171.3100,1111875535.5035,4525874875.0000
2019-03-06,172.9,173.57,171.27,172.51,172.51,21531723,0.0000,1.0,164.9380,163.6890,65.6025,94.8070,73.1915,3.6999,0.1281,3.5718,17.4229,197.0981,100.0000,55.0000,164.9380,158.2940,171.5820,1116707034.1379,4544181379.0000
2019-03-05,167.37,171.88,166.55,171.26,171.26,28187890,0.0000,1.0,164.8705,162.7604,64.6337,74.9455,52.6693,3.3094,-0.2304,3.5398,16.8064,138.5011,10.0000,60.0000,164.8705,158.5144,171.2266,1115021942.7727,4522649656.0000
2019-03-04,163.9,167.5,163.83,167.37,167.37,18894689,0.0000,1.0,164.7700,161.8657,61.4216,49.8221,42.7892,2.8900,-0.7074,3.5974,16.3151,44.1272,15.0000,65.0000,164.7700,158.7674,170.7726,1093391835.8121,4494461766.0000
2019-03-01,162.6,163.132,161.69,162.28,162.28,11097770,0.0000,1.0,164.6870,161.2864,56.5116,33.2403,47.7724,2.7087,-1.0655,3.7742,16.2496,-68.7801,20.0000,70.0000,164.6870,158.7855,170.5885,1075835735.1336,4475567077.0000
2019-02-28,162.37,163.5,160.86,161.45,161.45,11114185,0.0000,1.0,164.9075,161.1818,55.6369,45.3053,57.9039,2.9562,-1.0844,4.0406,16.7173,-86.7677,25.0000,0.0000,164.9075,159.0528,170.7622,1077852112.2071,4464469307.0000
2019-02-27,162.9,163.93,160.41,162.81,162.81,12697485,0.0000,1.0,164.3560,161.1535,57.4351,64.7717,57.3751,3.3137,-0.9980,4.3117,17.2095,-43.8840,30.0000,0.0000,164.3560,155.8327,172.8793,1083998593.3056,4475583492.0000
2019-02-26,164.335,166.24,163.8,164.13,164.13,13784063,0.0000,1.0,163.4250,160.9792,59.1993,63.6346,45.9393,3.5832,-0.9780,4.5612,17.7277,19.6228,35.0000,5.0000,163.4250,151.1761,175.6739,1079381326.0329,4488280977.0000
2019-02-25,163.07,166.07,162.9,164.62,164.62,18737106,0.0000,1.0,162.5920,160.6475,59.8475,43.7188,32.6004,3.7407,-1.0650,4.8057,17.7664,24.9229,40.0000,10.0000,162.5920,148.5182,176.6658,1089436912.9755,4502065040.0000
2019-02-22,160.58,162.41,160.31,161.89,161.89,15858468,0.0000,1.0,161.8115,160.2293,57.3771,30.4646,27.3892,3.8375,-1.2345,5.0720,17.8259,-3.6760,45.0000,0.0000,161.8115,146.5895,177.0335,1087841008.0481,4483327934.0000
2019-02-21,161.93,162.24,159.59,160.04,160.04,15607828,0.0000,1.0,161.0085,160.0545,55.6192,23.6178,25.4951,4.1831,-1.1975,5.3806,18.3106,-3.8551,50.0000,5.0000,161.0085,144.2691,177.7479,1079836257.5338,4467469466.0000
2019-02-20,162.25,163.72,161.25,162.56,162.56,11770692,0.0000,1.0,160.2215,160.0561,58.7550,28.0851,23.8501,4.7517,-0.9283,5.6800,18.8413,18.4444,55.0000,10.0000,160.2215,141.9628,178.4802,1090143313.7602,4483077294.0000
2019-02-19,160.5,164.15,160.33,162.29,162.29,14345390,0.0000,1.0,159.4720,159.7925,58.5169,24.7823,19.3963,5.1518,-0.7602,5.9121,19.1654,20.3979,60.0000,15.0000,159.4720,140.4444,178.4996,1089428494.4080,4471306602.0000
2019-02-15,164.51,164.7,160.86,162.5,162.5,15504415,0.0000,1.0,158.8595,159.5296,58.7675,18.6827,15.0630,5.6151,-0.4870,6.1021,19.5066,26.8175,65.0000,20.0000,158.8595,139.4494,178.2696,1089052960.6383,4485651992.0000
2019-02-14,163.19,164.8697,162.2468,163.95,163.95,12755151,0.0000,1.0,158.1495,159.2169,60.4663,14.7238,16.7352,6.1033,-0.1206,6.2239,19.7946,37.5858,70.0000,25.0000,158.1495,138.2903,178.0087,1091314021.1592,4501156407.0000
2019-02-13,165.38,166.22,163.73,164.07,164.07,14205146,0.0000,1.0,157.3290,158.7187,60.6040,11.7825,22.0756,6.4900,0.2360,6.2540,19.9130,48.5688,75.0000,30.0000,157.3290,137.1429,177.5151,1087503864.1541,4513911558.0000
2019-02-12,166.86,168.34,164.5,165.04,165.04,16292290,0.0000,1.0,156.5730,158.1554,61.6829,23.6992,34.8964,6.8770,0.6819,6.1950,19.8382,62.6242,80.0000,0.0000,156.5730,136.3210,176.8250,1097829693.1742,4528116704.0000
2019-02-11,167.9,168.3,165.08,165.79,165.79,12811176,0.0000,1.0,155.5905,157.4307,62.5002,30.7452,49.8516,7.1721,1.1475,6.0246,19.6561,73.2729,85.0000,5.0000,155.5905,135.1710,176.0100,1109539776.6117,4544408994.0000
2019-02-08,164.47,167.37,164.21,167.33,167.33,12561422,0.0000,1.0,154.4910,156.5508,64.1584,50.2448,69.1482,7.3681,1.6304,5.7377,19.3885,82.7799,90.0000,0.0000,154.4910,134.0186,174.9634,1116701303.5682,4557220170.0000
2019-02-07,168.2,169.24,165.25,166.38,166.38,17517609,0.0000,1.0,153.3345,155.4161,63.5924,68.5646,82.0828,7.3543,2.0242,5.3301,19.1787,100.5944,95.0000,5.0000,153.3345,133.2850,173.3840,1104457892.2518,4544658748.0000
2019-02-06,171.2,172.47,169.27,170.49,170.49,13281161,0.0000,1.0,152.2270,154.2620,68.0070,88.6352,87.2948,7.3264,2.5024,4.8240,18.8302,150.0161,100.0000,0.0000,152.2270,132.7432,171.7108,1112053246.5300,4562176357.0000
2019-02-05,169.15,171.98,168.69,171.16,171.16,22556985,0.0000,1.0,150.8290,152.5538,68.7461,89.0486,86.0738,6.7658,2.5674,4.1984,17.9479,190.0737,100.0000,0.0000,150.8290,132.8318,168.8262,1115207522.2675,4575457518.0000
2019-02-04,165.7,169.3,163.62,169.25,169.25,20036470,0.0000,1.0,149.1735,150.5953,67.7983,84.2006,78.4903,5.8837,2.3271,3.5566,17.0501,217.5924,90.0000,0.0000,149.1735,132.9585,165.3885,1103894748.6353,4552900533.0000
2019-02-01,165.84,169.1,165.66,165.71,165.71,30806513,0.0000,1.0,147.6085,148.6316,65.9820,84.9722,69.4787,4.8666,1.8918,2.9748,16.2747,267.0764,95.0000,0.0000,147.6085,133.5476,161.6694,1084211033.3888,4532864063.0000
2019-01-31,165.6,171.68,165.0,166.69,166.69,77233602,0.0000,1.0,145.9100,146.8339,66.9755,66.2982,57.0740,3.8581,1.3563,2.5018,15.2004,333.0784,100.0000,0.0000,145.9100,132.8333,158.9867,1114122008.2202,4563670576.0000
2019-01-30,146.22,150.95,145.6953,150.42,150.42,44613240,0.0000,1.0,144.3595,144.7438,56.6897,57.1658,52.0667,2.4150,0.2523,2.1627,14.0696,83.8091,65.0000,5.0000,144.3595,134.5640,154.1550,1152276332.5615,4486436974.0000
2019-01-29,148.09,148.1,143.43,144.19,144.19,17631953,0.0000,1.0,143.3930,144.1463,51.1557,47.7579,45.4748,2.1945,0.0949,2.0997,14.6051,29.9085,70.0000,10.0000,143.3930,132.4347,154.3513,1116662661.4046,4441823734.0000
2019-01-28,148.05,148.96,146.21,147.47,147.47,15508483,0.0000,1.0,142.8435,144.1417,54.6482,51.2763,37.4682,2.5155,0.4396,2.0760,15.2119,65.1644,75.0000,15.0000,142.8435,131.0312,154.6558,1128555734.6273,4459455687.0000
2019-01-25,147.48,149.83,146.54,149.01,149.01,22250954,0.0000,1.0,142.1960,143.7913,56.3646,37.3900,33.3092,2.5547,0.5886,1.9661,15.8067,80.8673,80.0000,0.0000,142.1960,130.0540,154.3380,1129852807.7510,4474964170.0000
2019-01-24,144.64,146.44,142.52,145.83,145.83,20955518,0.0000,1.0,141.4545,143.2420,53.4996,23.7383,40.6044,2.4107,0.5918,1.8189,16.3880,44.6947,85.0000,0.0000,141.4545,129.2564,153.6526,1118693514.7114,4452713216.0000
2019-01-23,148.28,148.8,143.055,144.3,144.3,20098415,0.0000,1.0,140.3660,142.9696,52.0609,38.7995,57.2896,2.5157,0.8448,1.6709,17.0655,54.7582,90.0000,5.0000,140.3660,126.1977,154.5343,1104259867.1094,4431757698.0000
2019-01-22,149.2,151.53,146.37,147.57,147.57,22378694,0.0000,1.0,139.3985,142.8295,55.5505,59.2754,69.3804,2.7689,1.3091,1.4598,17.8457,91.2263,95.0000,10.0000,139.3985,123.8605,154.9365,1115647219.7334,4451856113.0000
2019-01-18,149.75,152.43,148.55,150.04,150.04,31029612,0.0000,1.0,138.6900,142.3305,58.3574,73.7938,75.5911,2.7188,1.5863,1.1325,18.4694,121.2076,100.0000,15.0000,138.6900,123.4170,153.9630,1127617218.8497,4474234807.0000
2019-01-17,146.95,149.0,146.5,148.3,148.3,15787914,0.0000,1.0,137.8500,141.5190,56.9000,75.0720,78.6738,2.3638,1.6279,0.7359,18.8159,114.9114,90.0000,20.0000,137.8500,123.3373,152.3627,1134814809.2621,4443205195.0000
2019-01-16,149.0,149.6499,146.9975,147.54,147.54,18025714,0.0000,1.0,137.6180,140.8052,56.2648,77.9076,82.7766,2.0535,1.7245,0.3289,19.6007,125.1129,95.0000,25.0000,137.6180,123.6425,151.5935,1127868127.1021,4427417281.0000
2019-01-15,146.01,150.68,145.99,148.95,148.95,24068822,0.0000,1.0,137.2505,140.0963,57.7652,83.0419,87.4146,1.7049,1.8071,-0.1022,20.3577,144.6987,100.0000,30.0000,137.2505,123.9687,150.5323,1138520179.6295,4445442995.0000
2019-01-14,142.0,146.57,141.27,145.39,145.39,20520278,0.0000,1.0,137.0060,139.1643,54.8792,87.3802,91.7105,1.0917,1.6456,-0.5540,21.1545,99.2440,100.0000,35.0000,137.0060,124.4336,149.5784,1132207887.2926,4421374173.0000
2019-01-11,143.15,145.36,142.57,143.8,143.8,12908031,0.0000,1.0,136.9870,138.5090,53.5319,91.8216,94.1840,0.6556,1.6209,-0.9654,22.0235,92.0860,0.0000,40.0000,136.9870,124.4643,149.5097,1120824940.6284,4400853895.0000
2019-01-10,143.08,144.56,140.84,144.2,144.2,16125004,0.0000,1.0,137.0220,137.9520,53.9167,95.9297,95.5027,0.2513,1.6219,-1.3706,23.1002,81.3180,5.0000,45.0000,137.0220,124.4196,149.6244,1122351696.9833,4413761926.0000
2019-01-09,142.95,144.7,141.27,144.23,144.23,22205879,0.0000,1.0,136.9160,137.2943,53.9443,94.8006,88.7536,-0.3091,1.4669,-1.7761,24.1307,85.3134,10.0000,50.0000,136.9160,124.5230,149.3090,1109347661.4994,4429886930.0000
2019-01-08,139.89,143.14,139.54,142.53,142.53,26263793,0.0000,1.0,136.7970,136.5643,52.6380,95.7777,81.5148,-1.0230,1.1198,-2.1428,25.2659,66.0224,15.0000,55.0000,136.7970,124.6438,148.9502,1093227358.6685,4407681051.0000
2019-01-07,137.56,138.87,135.91,138.05,138.05,20089337,0.0000,1.0,136.5415,135.9363,49.0176,75.6825,69.8489,-1.7461,0.6767,-2.4228,26.2698,12.3797,20.0000,60.0000,136.5415,124.6696,148.4134,1075864073.2963,4381417258.0000
2019-01-04,134.01,138.0,133.75,137.95,137.95,29002059,0.0000,1.0,136.6205,135.7138,48.9349,73.0841,69.7019,-2.1876,0.4044,-2.5919,26.7601,-2.4504,25.0000,65.0000,136.6205,124.6886,148.5524,1066905314.9044,4361327921.0000
2019-01-03,134.69,137.17,131.12,131.74,131.74,22717948,0.0000,1.0,136.6195,135.4784,43.5257,60.7801,71.2412,-2.7090,-0.0160,-2.6930,27.1530,-48.9993,30.0000,70.0000,136.6195,124.6880,148.5510,1038585657.2926,4332325862.0000
2019-01-02,128.99,137.51,128.56,135.68,135.68,28146193,0.0000,1.0,137.0870,135.8719,46.4941,75.2414,75.5957,-2.7029,-0.0139,-2.6890,27.4506,-46.6742,35.0000,75.0000,137.0870,125.2244,148.9496,1056647364.7108,4355043810.0000
2018-12-31,134.45,134.64,129.95,131.09,131.09,24625308,0.0000,1.0,137.3335,135.8921,42.1258,77.7021,66.8658,-3.0569,-0.3714,-2.6856,27.7639,-80.2612,40.0000,80.0000,137.3335,125.3935,149.2735,1040011234.9935,4326897617.0000
2018-12-28,135.34,135.92,132.2,133.2,133.2,22627569,0.0000,1.0,137.7130,136.3976,43.6833,73.8435,47.8894,-2.9970,-0.4043,-2.5927,27.7026,-62.5184,45.0000,85.0000,137.7130,126.1132,149.3128,1052665177.9103,4351522925.0000
2018-12-27,132.44,134.99,129.67,134.52,134.52,31202509,0.0000,1.0,137.8910,136.7342,44.6647,49.0517,26.8941,-3.0917,-0.6001,-2.4916,27.8166,-75.7335,50.0000,90.0000,137.8910,126.4658,149.3162,1063127387.2329,4374150494.0000
2018-12-26,126.0,134.24,125.89,134.18,134.18,39723370,0.0000,1.0,137.9150,136.9672,44.3588,20.7729,14.2670,-3.3021,-0.9605,-2.3416,27.8104,-105.3073,55.0000,95.0000,137.9150,126.5162,149.3138,1037438103.5073,4342947985.0000
2018-12-24,123.1,129.74,123.02,124.06,124.06,22066002,0.0000,1.0,138.0250,137.2606,34.0502,10.8577,16.9497,-3.4879,-1.3864,-2.1015,27.7039,-211.9841,60.0000,100.0000,138.0250,126.7305,149.3195,998285608.2858,4303224615.0000
2018-12-21,133.39,134.9,123.42,124.95,124.95,56901491,0.0000,1.0,138.4085,138.6502,34.5855,11.1704,22.8204,-2.6440,-0.8891,-1.7549,26.9599,-199.1886,65.0000,100.0000,138.4085,128.6157,148.2013,1013521657.2858,4325290617.0000
2018-12-20,130.7,135.57,130.0,133.4,133.4,40297944,0.0000,1.0,138.9020,140.0923,40.3005,28.8211,34.8378,-1.6190,-0.0863,-1.5326,26.2009,-123.1321,70.0000,0.0000,138.9020,131.0743,146.7297,1055256026.1203,4382192108.0000
2018-12-19,141.21,144.91,132.5,133.24,133.24,57404894,0.0000,1.0,138.8535,140.7968,40.1225,28.4697,43.1443,-1.1475,0.3636,-1.5111,25.8345,-40.3571,75.0000,5.0000,138.8535,130.8793,146.8277,1046357198.2711,4341894164.0000
2018-12-18,141.08,145.93,139.8301,143.66,143.66,24709084,0.0000,1.0,138.7690,141.5922,49.1967,47.2225,58.2259,-0.5127,1.0892,-1.6020,25.6364,83.4185,80.0000,10.0000,138.7690,130.5274,147.0106,1096916061.3992,4399299058.0000
2018-12-17,143.08,144.92,138.42,140.19,140.19,24333959,0.0000,1.0,138.5625,141.3745,45.2816,53.7408,69.3493,-0.7560,1.1182,-1.8743,26.0741,52.0143,85.0000,15.0000,138.5625,130.6199,146.5051,1090597318.4474,4374589974.0000
2018-12-14,143.34,146.01,142.51,144.06,144.06,21785820,0.0000,1.0,138.7455,141.4992,49.3075,73.7145,78.5682,-0.7023,1.4515,-2.1538,26.3906,106.9786,90.0000,20.0000,138.7455,130.4985,146.9925,1101678629.0074,4398923933.0000
2018-12-13,145.57,145.85,143.19,145.01,145.01,18148610,0.0000,1.0,138.7535,141.2297,50.3515,80.5926,76.3914,-1.0175,1.4992,-2.5167,27.1392,117.5622,95.0000,25.0000,138.7535,130.4856,147.0214,1104168437.0074,4420709753.0000
2018-12-12,143.08,147.19,142.51,144.5,144.5,23696936,0.0000,1.0,138.6110,140.8318,49.8095,81.3976,69.3854,-1.5017,1.3898,-2.8915,28.0004,123.5277,100.0000,30.0000,138.6110,130.6883,146.5337,1097482107.0074,4402561143.0000
2018-12-11,143.88,143.88,141.1,142.08,142.08,20300349,0.0000,1.0,138.4635,140.4456,47.2120,67.1841,58.7416,-2.0461,1.1929,-3.2389,28.9070,81.1877,0.0000,35.0000,138.4635,130.8824,146.0446,1101026520.5117,4378864207.0000
2018-12-10,139.6,143.05,139.01,141.85,141.85,26422173,0.0000,1.0,138.6075,140.2736,46.9641,59.5744,57.3517,-2.4646,1.0725,-3.5372,29.4251,53.3553,0.0000,40.0000,138.6075,130.6567,146.5583,1107014393.2383,4358563858.0000
2018-12-07,139.25,140.87,136.6566,137.42,137.42,21195460,0.0000,1.0,138.9085,140.1076,41.9800,49.4664,62.5600,-2.9396,0.8657,-3.8053,29.8568,-11.5259,0.0000,45.0000,138.9085,130.0819,147.7351,1096288560.6343,4332141685.0000
2018-12-06,133.82,139.7,133.67,139.63,139.63,28218145,0.0000,1.0,139.6140,140.3906,43.9369,63.0145,74.8717,-3.0520,0.9697,-4.0217,30.0086,-30.4307,5.0000,50.0000,139.6140,129.2537,149.9743,1109803470.8816,4353337145.0000
2018-12-04,140.73,143.39,137.16,137.93,137.93,30307400,0.0000,1.0,140.1295,140.4706,41.9598,75.1990,84.2949,-3.3762,0.8879,-4.2641,30.0029,-10.2030,10.0000,55.0000,140.1295,128.8336,151.4254,1082240473.5267,4325119000.0000
2018-12-03,143.0,143.6799,140.76,141.09,141.09,24819226,0.0000,1.0,140.6670,140.7380,44.7463,86.4015,87.7372,-3.5677,0.9184,-4.4861,30.2746,15.1298,0.0000,60.0000,140.6670,128.8307,152.5033,1105056156.6728,4355426400.0000
2018-11-30,138.26,140.966,137.36,140.61,140.61,25732577,0.0000,1.0,141.1300,140.7010,44.2117,91.2841,87.7151,-4.0820,0.6337,-4.7157,30.8767,-17.9109,5.0000,65.0000,141.1300,128.5620,153.6980,1124265365.4941,4330607174.0000
